t,confidence,p_state0,p_state1,p_state2,p_state3,p_state4,satisfaction_learned,curiosity_learned,boredom_learned,fatigue_learned
3.3,0.6258917015642862,0.7748065079399546,0.004743290284741196,0.004743288171789235,0.004743287569997738,0.2109636260335172,0.7748065079399546,0.7748065079399546,0.7748065079399546,0.7748065079399546
3.4,0.6322532796359803,0.7803549174900186,0.004486379473388277,0.004486377467012826,0.004486376895575469,0.20618594867400483,0.7803549174900186,0.7803549174900186,0.7803549174900186,0.7803549174900186
3.5,0.6387911208531577,0.7859353314701725,0.004225518919431601,0.004225517020595329,0.004225516479786293,0.2013881161100143,0.7859353314701725,0.7859353314701725,0.7859353314701725,0.7859353314701725
3.6,0.6290335496873803,0.7770378191278956,0.004555957618195361,0.004555955578346506,0.004555954997375563,0.20929431267818685,0.7770378191278956,0.7770378191278956,0.7770378191278956,0.7770378191278956
3.7,0.6318744509093079,0.7794712284812696,0.004437387455927978,0.004437385465334816,0.004437384898392427,0.2072166136990751,0.7794712284812696,0.7794712284812696,0.7794712284812696,0.7794712284812696
3.8,0.6380347376925866,0.7849074817351533,0.0042101126017061435,0.004210110706444965,0.0042101101666541536,0.2024621847900414,0.7849074817351533,0.7849074817351533,0.7849074817351533,0.7849074817351533
3.9,0.6387977943859664,0.7855557659548683,0.004180136341610272,0.0041801344594273575,0.004180133923361374,0.20190382932073261,0.7855557659548683,0.7855557659548683,0.7855557659548683,0.7855557659548683
4.0,0.6392987052090024,0.7856432867460167,0.004121162781578004,0.00412116092013662,0.004121160389978049,0.2019932291622905,0.7856432867460167,0.7856432867460167,0.7856432867460167,0.7856432867460167
4.1,0.6352898158990989,0.781780007838816,0.00422814989207829,0.0042281479817919,0.004228147437721745,0.20553554684959213,0.781780007838816,0.781780007838816,0.781780007838816,0.781780007838816
4.2,0.6282411686610023,0.7750710081194071,0.004444007747116419,0.0044440057407455075,0.004444005169309447,0.2115969732234216,0.7750710081194071,0.7750710081194071,0.7750710081194071,0.7750710081194071
4.3,0.6199820206932092,0.7672410352460088,0.004729393290049723,0.004729391159765544,0.004729390553037648,0.2185707897511382,0.7672410352460088,0.7672410352460088,0.7672410352460088,0.7672410352460088
4.4,0.6099894080006669,0.7579602158393771,0.005136607685513583,0.005136605385165652,0.00513660473000176,0.22662996635994198,0.7579602158393771,0.7579602158393771,0.7579602158393771,0.7579602158393771
4.5,0.6192189651698045,0.7667260447110831,0.004780063743649402,0.0047800615939265455,0.0047800609816622975,0.21893376896967878,0.7667260447110831,0.7667260447110831,0.7667260447110831,0.7667260447110831
4.6,0.6218541455281652,0.7690682881269629,0.004667737896905571,0.004667735793809939,0.004667735194825627,0.2169285029874959,0.7690682881269629,0.7690682881269629,0.7690682881269629,0.7690682881269629
4.7,0.6147445915879649,0.762122864216835,0.004910036110682904,0.004910033901135968,0.004910033271833179,0.22314703249951304,0.762122864216835,0.762122864216835,0.762122864216835,0.762122864216835
4.8,0.6077808024248669,0.7551799027719105,0.005155920438315863,0.0051559181207502195,0.0051559174606825384,0.2293523412083408,0.7551799027719105,0.7551799027719105,0.7551799027719105,0.7551799027719105
4.9,0.6086980386633858,0.7559826698163167,0.005110460090342582,0.0051104577916479006,0.005110457136954874,0.22868595516473803,0.7559826698163167,0.7559826698163167,0.7559826698163167,0.7559826698163167
5.0,0.611704997151352,0.7587076555799811,0.0049737319435636945,0.00497372970101241,0.004973729062309632,0.2263711537131332,0.7587076555799811,0.7587076555799811,0.7587076555799811,0.7587076555799811
5.1,0.6038165845733107,0.7509622717655409,0.005279088297184751,0.005279085923333394,0.005279085247234938,0.23320046876670594,0.7509622717655409,0.7509622717655409,0.7509622717655409,0.7509622717655409
5.2,0.5951317893562065,0.7422237176932643,0.005628307658536873,0.0056283051342625075,0.005628304415321956,0.2408913650986143,0.7422237176932643,0.7422237176932643,0.7422237176932643,0.7422237176932643
5.3,0.5902403451421505,0.7369619923985401,0.005807962025683281,0.005807959421303307,0.005807958679547815,0.24561412747492553,0.7369619923985401,0.7369619923985401,0.7369619923985401,0.7369619923985401
5.4,0.5873179585532722,0.7337585977297566,0.005915707112933659,0.005915704460675092,0.0059157037052832585,0.24849428699135143,0.7337585977297566,0.7337585977297566,0.7337585977297566,0.7337585977297566
5.5,0.5790371764951983,0.7243090427090363,0.006212192126821686,0.00621218933644717,0.0062121885417184275,0.25705438728597657,0.7243090427090363,0.7243090427090363,0.7243090427090363,0.7243090427090363
5.6,0.5737143980174886,0.7183018047672592,0.006430245089123818,0.006430242202001272,0.006430241379717644,0.2624074665618981,0.7183018047672592,0.7183018047672592,0.7183018047672592,0.7183018047672592
5.7,0.5749852374923115,0.7193397586717742,0.006340697156867959,0.006340694304798863,0.0063406934924988365,0.26163815637406007,0.7193397586717742,0.7193397586717742,0.7193397586717742,0.7193397586717742
5.8,0.5712730844310789,0.7150052494757891,0.006487442074659561,0.006487439156393223,0.006487438325239509,0.2655324309679186,0.7150052494757891,0.7150052494757891,0.7150052494757891,0.7150052494757891
5.9,0.5590720339135522,0.7016666912028859,0.007105275023514903,0.007105271841561869,0.007105270935307334,0.27701749099672995,0.7016666912028859,0.7016666912028859,0.7016666912028859,0.7016666912028859
6.0,0.5483957696227459,0.6895655410956081,0.00767862232748023,0.007678618901631228,0.007678617925912488,0.2873985997493679,0.6895655410956081,0.6895655410956081,0.6895655410956081,0.6895655410956081
6.1,0.5479673306457287,0.6890285760096169,0.007698892528520512,0.007698889095672919,0.007698888117960905,0.2878747542482289,0.6890285760096169,0.6890285760096169,0.6890285760096169,0.6890285760096169
6.2,0.5527227165978694,0.6945626354266186,0.007445862219100325,0.007445858895439925,0.0074458579488256025,0.2830997855100155,0.6945626354266186,0.6945626354266186,0.6945626354266186,0.6945626354266186
6.3,0.5479691302574468,0.689284123480412,0.007719182383487294,0.007719178947640209,0.007719177969073906,0.2875583372193867,0.689284123480412,0.689284123480412,0.689284123480412,0.689284123480412
6.4,0.5469132399861876,0.6882947268774504,0.007796329847811377,0.0077963263840080095,0.007796325397479456,0.28831629149325066,0.6882947268774504,0.6882947268774504,0.6882947268774504,0.6882947268774504
6.5,0.5494962386256551,0.6915385140302978,0.007675414183882875,0.007675410775950985,0.007675409805335232,0.28543525120453317,0.6915385140302978,0.6915385140302978,0.6915385140302978,0.6915385140302978
6.6,0.5502571812558583,0.6927024977270357,0.007657763751777569,0.007657760356583637,0.007657759389595794,0.2843242187750073,0.6927024977270357,0.6927024977270357,0.6927024977270357,0.6927024977270357
6.7,0.5427443291495895,0.684846583767256,0.008142606522836661,0.00814260293519332,0.008142601913393804,0.29072560486132,0.684846583767256,0.684846583767256,0.684846583767256,0.684846583767256
6.8,0.5383510610958495,0.6803433109076972,0.008447105998401655,0.008447102292959849,0.008447101237610059,0.2943153795633312,0.6803433109076972,0.6803433109076972,0.6803433109076972,0.6803433109076972
6.9,0.5378962097442599,0.6806280761069314,0.008538421650827535,0.008538417920071014,0.00853841685751132,0.29375666746465867,0.6806280761069314,0.6806280761069314,0.6806280761069314,0.6806280761069314
7.0,0.5331316905216432,0.6760721699597095,0.0089057401461658,0.008905736278536774,0.008905735176994318,0.29721061843859353,0.6760721699597095,0.6760721699597095,0.6760721699597095,0.6760721699597095
7.1,0.5210703046404934,0.6631721147543559,0.009783310789435475,0.009783306578542254,0.009783305379234447,0.30747796249843196,0.6631721147543559,0.6631721147543559,0.6631721147543559,0.6631721147543559
7.2,0.51560952000273,0.6574803044529282,0.010218198017137404,0.010218193642686743,0.01021819239679601,0.3118651114904518,0.6574803044529282,0.6574803044529282,0.6574803044529282,0.6574803044529282
7.3,0.5094947611449328,0.6506336383542421,0.010691114490759504,0.010691109933963066,0.01069110863613828,0.31729302858489694,0.6506336383542421,0.6506336383542421,0.6506336383542421,0.6506336383542421
7.4,0.5080231966623294,0.649326152138565,0.010832177356100566,0.01083217275155895,0.010832171440135823,0.3181773263136397,0.649326152138565,0.649326152138565,0.649326152138565,0.649326152138565
7.5,0.5035727934568054,0.6445475756005683,0.011208084930231656,0.011208080186001527,0.011208078834793602,0.32182818044840483,0.6445475756005683,0.6445475756005683,0.6445475756005683,0.6445475756005683
7.6,0.4972010214231014,0.6373721207949442,0.011743939584522418,0.011743934637066617,0.011743933227977827,0.3273960717554889,0.6373721207949442,0.6373721207949442,0.6373721207949442,0.6373721207949442
7.7,0.4913523855694317,0.6310103321551135,0.012272470029986144,0.012272464887568089,0.012272463422951945,0.33217226950438034,0.6310103321551135,0.6310103321551135,0.6310103321551135,0.6310103321551135
7.8,0.48789811159240504,0.6274750975244276,0.01260841873322668,0.01260841347223475,0.012608411973847485,0.33469965829626336,0.6274750975244276,0.6274750975244276,0.6274750975244276,0.6274750975244276
7.9,0.48208644489561436,0.62126924575402,0.013172814879237472,0.013172809414828282,0.01317280785850558,0.3392123220934086,0.62126924575402,0.62126924575402,0.62126924575402,0.62126924575402
8.0,0.4746735139244619,0.6131506016592055,0.013909870554220386,0.013909864822840864,0.013909863190482126,0.3451197997732511,0.6131506016592055,0.6131506016592055,0.6131506016592055,0.6131506016592055
8.1,0.46739165033855157,0.6053066510759142,0.014674709574810834,0.014674703571529996,0.014674701861730826,0.3506692339160141,0.6053066510759142,0.6053066510759142,0.6053066510759142,0.6053066510759142
8.2,0.45802574798091533,0.5951936251035249,0.015705481802005733,0.01570547543520894,0.015705473621876496,0.3576899440373838,0.5951936251035249,0.5951936251035249,0.5951936251035249,0.5951936251035249
8.3,0.4569326594082612,0.5949240946348884,0.015878780263339054,0.015878773851240858,0.015878772025006083,0.3574395792255256,0.5949240946348884,0.5949240946348884,0.5949240946348884,0.5949240946348884
8.4,0.4524250938745402,0.5917913975886439,0.01648936409534209,0.016489357497630173,0.016489355618530595,0.35874052519985333,0.5917913975886439,0.5917913975886439,0.5917913975886439,0.5917913975886439
8.5,0.4483616114818987,0.5886372851521234,0.01703041726260024,0.017030410497574883,0.017030408570822633,0.36027147851687885,0.5886372851521234,0.5886372851521234,0.5886372851521234,0.5886372851521234
8.6,0.44609702947421126,0.5875343127617477,0.01737057796419957,0.01737057110361184,0.017370569149642398,0.36035396902079847,0.5875343127617477,0.5875343127617477,0.5875343127617477,0.5875343127617477
8.7,0.44169330005620544,0.5832754105582004,0.017926451964819227,0.017926444924379833,0.01792644291918669,0.36294524963341385,0.5832754105582004,0.5832754105582004,0.5832754105582004,0.5832754105582004
8.8,0.44389045861022225,0.5869449799841827,0.017730588602991194,0.0177305816505751,0.017730579670451947,0.3598632700917991,0.5869449799841827,0.5869449799841827,0.5869449799841827,0.5869449799841827
8.9,0.4388111591496707,0.5826213020753245,0.018408371550181112,0.018408364388200836,0.01840836234839153,0.3621535996379019,0.5826213020753245,0.5826213020753245,0.5826213020753245,0.5826213020753245
9.0,0.43275296438660715,0.5768791751329783,0.019204414781520122,0.019204407366182,0.019204405254213644,0.3655075974651059,0.5768791751329783,0.5768791751329783,0.5768791751329783,0.5768791751329783
9.1,0.4275526381785537,0.5723502631552622,0.019924946856662726,0.019924939220846982,0.019924937046084213,0.3678749137211437,0.5723502631552622,0.5723502631552622,0.5723502631552622,0.5723502631552622
9.2,0.41966391558152305,0.5644920039058682,0.020998597769564347,0.020998589791463042,0.020998587519213633,0.37251222101389075,0.5644920039058682,0.5644920039058682,0.5644920039058682,0.5644920039058682
9.3,0.4141294901081567,0.5589149108511872,0.021772085211807044,0.021772076989536083,0.02177207464774451,0.3757688522997251,0.5589149108511872,0.5589149108511872,0.5589149108511872,0.5589149108511872
9.4,0.4021258404257728,0.5459700023512322,0.023481590789729345,0.023481582014380775,0.023481579515066707,0.38358524532959104,0.5459700023512322,0.5459700023512322,0.5459700023512322,0.5459700023512322
9.5,0.39634420539852033,0.5398348470889314,0.024345245723800965,0.02434523667740514,0.024345234100893894,0.38712943640896863,0.5398348470889314,0.5398348470889314,0.5398348470889314,0.5398348470889314
9.6,0.39578133178964026,0.5408851205297917,0.02449712690266519,0.024497117839013205,0.024497115257587222,0.3856235194709427,0.5408851205297917,0.5408851205297917,0.5408851205297917,0.5408851205297917
9.7,0.39263163889521757,0.5388582627701998,0.0250298143829382,0.025029805177915403,0.02502980255622548,0.38605231511272126,0.5388582627701998,0.5388582627701998,0.5388582627701998,0.5388582627701998
9.8,0.39437036788765456,0.5428903918575047,0.024856701073563272,0.024856691961498548,0.024856689366284088,0.3825395257411494,0.5428903918575047,0.5428903918575047,0.5428903918575047,0.5428903918575047
9.9,0.38937710738807874,0.5379032886779062,0.02563203446474085,0.025632025118885002,0.025632022457084295,0.3852006292813838,0.5379032886779062,0.5379032886779062,0.5379032886779062,0.5379032886779062
10.0,0.3834580289037621,0.5330235441983698,0.026613575921811326,0.026613566300470112,0.02661356356020819,0.3871357500191405,0.5330235441983698,0.5330235441983698,0.5330235441983698,0.5330235441983698
10.1,0.3800810774994664,0.5312833202149424,0.027223902162980047,0.027223892390267148,0.027223889606892933,0.3870449956249175,0.5312833202149424,0.5312833202149424,0.5312833202149424,0.5312833202149424
10.2,0.38068832365775507,0.5325321176284582,0.027151240238678362,0.027151230500408595,0.027151227726844168,0.3860141839056107,0.5325321176284582,0.5325321176284582,0.5325321176284582,0.5325321176284582
10.3,0.37844856760048573,0.5305905182458472,0.02752698244383513,0.02752697260052085,0.027526969797038604,0.38682855691275825,0.5305905182458472,0.5305905182458472,0.5305905182458472,0.5305905182458472
10.4,0.3823831875142687,0.535850340993022,0.02694555503758073,0.02694554539214755,0.02694554264502398,0.3833130159322256,0.535850340993022,0.535850340993022,0.535850340993022,0.535850340993022
10.5,0.38493321238359024,0.5392150305625774,0.026574929553259272,0.026574920034715503,0.026574917323731406,0.3810602025257164,0.5392150305625774,0.5392150305625774,0.5392150305625774,0.5392150305625774
10.6,0.3731372042608109,0.5239991577078138,0.02835504089522978,0.028355030774987085,0.028355027892632632,0.3909357427293368,0.5239991577078138,0.5239991577078138,0.5239991577078138,0.5239991577078138
10.7,0.37049560267520565,0.5186361849323585,0.028702905439015842,0.028702895170002587,0.028702892245276678,0.39525512221334647,0.5186361849323585,0.5186361849323585,0.5186361849323585,0.5186361849323585
10.8,0.3703937491903464,0.5179128258618383,0.028698914407176375,0.028698904132185166,0.028698901205756664,0.3959904543930435,0.5179128258618383,0.5179128258618383,0.5179128258618383,0.5179128258618383
10.9,0.37515167014551454,0.5239431781750772,0.027942478442647925,0.02794246841580915,0.027942465560057146,0.39222940940640866,0.5239431781750772,0.5239431781750772,0.5239431781750772,0.5239431781750772
11.0,0.38228564581662683,0.5327326058885627,0.026837294057603486,0.026837284389938185,0.026837281636482677,0.3867555340274128,0.5327326058885627,0.5327326058885627,0.5327326058885627,0.5327326058885627
11.1,0.37895515994506146,0.5283289224057267,0.027336170522721734,0.02733616068686358,0.02733615788550493,0.389662588499183,0.5283289224057267,0.5283289224057267,0.5283289224057267,0.5283289224057267
11.2,0.3753426106829483,0.5216272903665722,0.027820993004827363,0.027820982968842597,0.027820980110485727,0.39490975354927216,0.5216272903665722,0.5216272903665722,0.5216272903665722,0.5216272903665722
11.3,0.379266759003939,0.5255422194639905,0.02716967482386879,0.027169664984659957,0.027169662182346996,0.3929487785451337,0.5255422194639905,0.5255422194639905,0.5255422194639905,0.5255422194639905
11.4,0.387726369245569,0.5361760337110171,0.0258888458014389,0.02588883638257112,0.02588883369997583,0.38615745040499705,0.5361760337110171,0.5361760337110171,0.5361760337110171,0.5361760337110171
11.5,0.3958173066402796,0.5462309371146383,0.024718099384038714,0.02471809035208571,0.02471808777968792,0.37961478536954935,0.5462309371146383,0.5462309371146383,0.5462309371146383,0.5462309371146383
11.6,0.3972255617752032,0.5474139129944132,0.02449462204861754,0.024494613080616272,0.024494610526432634,0.37910224134992015,0.5474139129944132,0.5474139129944132,0.5474139129944132,0.5474139129944132
11.7,0.3983991630701301,0.5471930806104163,0.024255483519839888,0.024255474601810562,0.024255472061859483,0.38004048920607386,0.5471930806104163,0.5471930806104163,0.5471930806104163,0.5471930806104163
11.8,0.40087759483326757,0.5494331391225447,0.023873034199290762,0.023873025393868784,0.0238730228859895,0.37894777839830635,0.5494331391225447,0.5494331391225447,0.5494331391225447,0.5494331391225447
11.9,0.41970640234090106,0.5751873363035428,0.021543991866213252,0.021543983874674766,0.021543981598598303,0.36018070635697086,0.5751873363035428,0.5751873363035428,0.5751873363035428,0.5751873363035428
12.0,0.42660547000888405,0.5831586499364874,0.020688916867898602,0.020688909164471428,0.020688906970452184,0.35477461706069036,0.5831586499364874,0.5831586499364874,0.5831586499364874,0.5831586499364874
12.1,0.4348759605594459,0.5926475682889081,0.019705252669628512,0.019705245298830464,0.019705243199547588,0.3482366905430852,0.5926475682889081,0.5926475682889081,0.5926475682889081,0.5926475682889081
12.2,0.4363978900869827,0.5937735489364143,0.01949101884650776,0.019491011537671056,0.019491009456035446,0.34775341122337144,0.5937735489364143,0.5937735489364143,0.5937735489364143,0.5937735489364143
12.3,0.446264261153102,0.6050968100374127,0.018389104125941486,0.018389097194245113,0.01838909522002314,0.33973589342237753,0.6050968100374127,0.6050968100374127,0.6050968100374127,0.6050968100374127
12.4,0.4660995327691744,0.6285215488473082,0.016426853897007442,0.016426847657231746,0.016426845880076257,0.32219790371837637,0.6285215488473082,0.6285215488473082,0.6285215488473082,0.6285215488473082
12.5,0.469822869702458,0.6310193347045935,0.015945776035574864,0.01594576994009653,0.01594576820403849,0.3211433511156967,0.6310193347045935,0.6310193347045935,0.6310193347045935,0.6310193347045935
12.6,0.470909424106968,0.6308681000317773,0.01574084949096696,0.015740843444980855,0.015740841723018737,0.32190936530925623,0.6308681000317773,0.6308681000317773,0.6308681000317773,0.6308681000317773
12.7,0.4784565424163659,0.6380428263283848,0.014947639967760783,0.014947634185398611,0.01494763253851944,0.3171142669799363,0.6380428263283848,0.6380428263283848,0.6380428263283848,0.6380428263283848
12.8,0.4887231303111442,0.6486543146830336,0.013984451952634334,0.013984446504562759,0.013984444952893159,0.30939234190687614,0.6486543146830336,0.6486543146830336,0.6486543146830336,0.6486543146830336
12.9,0.5052758515880269,0.6663899504391299,0.012611206354077233,0.012611201399592629,0.012611199988501931,0.29577644181869833,0.6663899504391299,0.6663899504391299,0.6663899504391299,0.6663899504391299
13.0,0.5173399080672199,0.6781490777083502,0.011606702792906131,0.011606698192403911,0.011606696882131222,0.2870308244242085,0.6781490777083502,0.6781490777083502,0.6781490777083502,0.6781490777083502
13.1,0.5216141906274986,0.6812301615214585,0.011171040616908073,0.011171036155602918,0.01117103488497506,0.2852567268210555,0.6812301615214585,0.6812301615214585,0.6812301615214585,0.6812301615214585
13.2,0.5207625072760917,0.6789177697252304,0.011106559647797174,0.011106555185778426,0.01110655391494733,0.28776256152624646,0.6789177697252304,0.6789177697252304,0.6789177697252304,0.6789177697252304
13.3,0.5256713571826418,0.683030725705358,0.010664380983768137,0.010664376670395739,0.010664375441900726,0.28497614119857734,0.683030725705358,0.683030725705358,0.683030725705358,0.683030725705358
13.4,0.5282778507426482,0.6846443682694666,0.010383318175978757,0.010383313949839526,0.01038331274618947,0.28420568685852554,0.6846443682694666,0.6846443682694666,0.6846443682694666,0.6846443682694666
13.5,0.5282470197597633,0.6833067974098691,0.010270682991881587,0.01027067878644832,0.010270677588695546,0.28588116322310547,0.6833067974098691,0.6833067974098691,0.6833067974098691,0.6833067974098691
13.6,0.5366622999464405,0.6915500308836011,0.009651131588765793,0.009651127609553408,0.009651126476230785,0.27949658344184897,0.6915500308836011,0.6915500308836011,0.6915500308836011,0.6915500308836011
13.7,0.5428299206172333,0.6973637416524223,0.009198842261881236,0.009198838446295373,0.00919883735957535,0.27503974027982553,0.6973637416524223,0.6973637416524223,0.6973637416524223,0.6973637416524223
13.8,0.5522779001116687,0.7066886259273347,0.00858061301781679,0.008580609434374465,0.008580608413771427,0.26756954320670245,0.7066886259273347,0.7066886259273347,0.7066886259273347,0.7066886259273347
13.9,0.5480342139462981,0.7012864873770265,0.008740839996717584,0.008740836332293112,0.008740835288625489,0.27249100100533735,0.7012864873770265,0.7012864873770265,0.7012864873770265,0.7012864873770265
14.0,0.5459127099425285,0.6980234871893382,0.008775333673114324,0.008775329978031784,0.008775328925632412,0.2756505202338835,0.6980234871893382,0.6980234871893382,0.6980234871893382,0.6980234871893382
14.1,0.5448365070251178,0.696060877653671,0.008767452427372155,0.008767448721868758,0.008767447666501414,0.2776367735305867,0.696060877653671,0.696060877653671,0.696060877653671,0.696060877653671
14.2,0.540342066904757,0.6907048583938105,0.00899698511818959,0.008996981311389518,0.008996980227171788,0.28230419494943876,0.6907048583938105,0.6907048583938105,0.6907048583938105,0.6907048583938105
14.3,0.5508612417070278,0.7019027743404573,0.008358900943498329,0.008358897387917353,0.008358896375249537,0.27302053095287737,0.7019027743404573,0.7019027743404573,0.7019027743404573,0.7019027743404573
14.4,0.5501857774011655,0.7006929951394189,0.0083539840552375,0.008353980494105974,0.008353979479857299,0.27424506083138034,0.7006929951394189,0.7006929951394189,0.7006929951394189,0.7006929951394189
14.5,0.5522232698820366,0.7025534640959289,0.008208477449060397,0.00820847394174913,0.008208472942829049,0.2728211115704325,0.7025534640959289,0.7025534640959289,0.7025534640959289,0.7025534640959289
14.6,0.5595111298679386,0.7102634106872828,0.007800740735161784,0.007800737391476851,0.007800736439159318,0.26633437474691934,0.7102634106872828,0.7102634106872828,0.7102634106872828,0.7102634106872828
