t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000002,0.990999,0,0.001002,0,0.000030,0,0.000457,1.346064,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.346064
0.100000,0.000536,0.992025,0,0.001482,0,0.000026,2.447273,0.000682,1.348022,0,1,0.100000,0.469037,2.447273,0,0,1,1,1,stable,0.469099,0.000062,0.187076,0.187076,0.120927,0.000682,1.348022
0.200000,0.001272,0.992393,-0.000000,0.002125,0,0.000024,2.133497,0.000992,1.349188,0,1,0.100000,0.445393,2.133497,24.472730,0,1,1,1,stable,0.445649,0.000256,0.309128,0.309128,0.141753,0.000992,1.349188
0.300000,0.001894,0.991886,-0.000003,0.002986,0,0.000023,2.102894,0.001419,1.349444,0.000000,0.993307,0.100000,0.422725,2.102894,-3.137762,0,1,1,1,stable,0.423387,0.000662,0.496809,0.496809,0.162379,0.001419,1.349444
0.400000,0.002061,0.990695,-0.000014,0.004151,0,0.000023,0.652984,0.002011,1.348763,0.000039,0.993307,0.100000,0.401525,0.652984,-0.306025,0,1,1,1,stable,0.402271,0.000746,0.463942,0.463942,0.182707,0.002011,1.348763
0.500000,0.001687,0.989342,-0.000039,0.005444,0,0.000050,1.673734,0.002704,1.347216,0.000217,0.993307,0.100000,0.381303,1.673734,-14.499101,0,1,1,1,stable,0.382218,0.000915,0.630600,0.630600,0.202643,0.002704,1.347216
0.600000,0.001250,0.988433,-0.000051,0.007029,0,0.000047,1.155192,0.003591,1.344959,0.000396,0.993307,0.100000,0.362420,1.155192,10.207501,0,1,1,1,stable,0.363181,0.000761,0.733838,0.733838,0.222096,0.003591,1.344959
0.700000,0.000620,0.988383,-0.000071,0.008480,0,0.000046,0.761107,0.004518,1.342217,0.000350,0.993307,0.100000,0.344849,0.761107,-5.185424,0,1,1,1,stable,0.345084,0.000235,0.778558,0.778558,0.240981,0.004518,1.342217
0.800000,-0.000967,0.989247,-0.000042,0.009635,0,0.000046,1.262275,0.005454,1.339265,0.000301,0.993307,0.100000,0.328858,1.262275,-3.940848,0,1,1,1,stable,0.327848,-0.001009,0.923176,0.923176,0.259218,0.005454,1.339265
0.900000,-0.004159,0.990726,0.000044,0.010541,3,0.000044,0.864096,0.006393,1.336391,0.000471,0.993307,0.100000,0.314906,0.864096,5.011675,0,1,1,1,stable,0.311374,-0.003532,1,1,0.276734,0.006393,1.336391
1,-0.007030,0.992322,0.000147,0.011383,3,0.000045,42.115087,0.007274,1.333875,0.001437,0.993307,0.566990,0.296135,2.290385,-3.981789,0,3.298020,1,1,transitoire,0.295520,-0.000615,0.107147,0.107147,0.293459,0.007274,1.333875
1.100000,-0.009879,0.993534,0.000162,0.016650,0,0.000047,2.336203,0.010643,1.331956,0.001277,0.993307,0.576514,0.281710,15.565285,412.509908,0,5.524803,1,1,transitoire,0.280694,-0.001016,0.125944,0.125944,0.309334,0.010643,1.331956
1.200000,-0.006336,0.994015,0.000013,0.019137,3,0.000046,4.096027,0.012885,1.330819,0.001197,0.993307,0.529315,0.268569,15.632854,-397.788831,0,6.676341,1,1,transitoire,0.266577,-0.001991,0.354104,0.354104,0.324303,0.012885,1.330819
1.300000,-0.001488,0.993658,0.000033,0.021108,3,0.000046,0.803083,0.015204,1.330571,0.018463,0.993304,0.351603,0.253577,16.219462,17.598238,0,5.856316,1,1,chronique,0.253087,-0.000490,0.356939,0.356939,0.338318,0.015204,1.330571
1.400000,-0.001701,0.992598,0.000173,0.026138,3,0.000048,2.591878,0.019417,1.331234,0.015408,0.993304,0.307867,0.240963,16.219462,-32.929444,0,6.222710,1,1,transitoire,0.240393,-0.000569,0.510554,0.510554,0.351335,0.019417,1.331234
1.500000,-0.008425,0.991176,0.000250,0.030674,0,0.000045,1.167944,0.023387,1.332746,0.019749,0.993303,0.343984,0.231036,16.267664,17.887956,0,5.856316,1,1,chronique,0.228328,-0.002709,0.544723,0.544723,0.363320,0.023387,1.332746
