t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
0,0,1,0,0.001002,0,0.000037,0,0.000457,1.532226,0,1,0.100037,0.493788,0,0,0,1,1,1,stable,0.493788,0,0.100000,0.100000,adaptive,0.100000,0.000457,1.532226,0,0,0,0.100000,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.100000,0.000868,1.000000,0,0.002057,0,0.000046,3.138499,0.000961,1.535085,0,1,0.100029,0.444270,3.138499,0,0,1,1,1,stable,0.444409,0.000139,0.223947,0.245712,adaptive,0.120927,0.000961,1.535085,0,0,0,0.223947,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.200000,0.002516,0.999999,0,0.003750,0,0.000046,1.204302,0.001824,1.537949,0,1,0.100028,0.399443,1.204302,31.384988,0,1,1,1,stable,0.399991,0.000548,0.274028,0.300702,adaptive,0.141753,0.001824,1.537949,0,0,0,0.274028,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.300000,0.003799,0.999999,-0.000007,0.006272,0,0.000044,1.784072,0.003226,1.540815,0,1,0.100033,0.358701,1.784072,-19.341969,0,1,1,1,stable,0.360080,0.001379,0.372213,0.408523,adaptive,0.162379,0.003226,1.540815,0,0,0,0.372213,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.400000,0.003646,0.999998,-0.000029,0.009934,0,0.000044,2.619522,0.005450,1.543679,0.000704,0.993307,0.100002,0.321348,2.619522,5.797699,0,1,1,1,stable,0.324296,0.002948,0.598289,0.656789,resonance,0.182707,0.005450,1.543679,0,0,0,0.598289,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.500000,0.004263,0.999997,-0.000090,0.015437,0,0.000071,1.680592,0.008969,1.546540,0.005688,0.993306,0.100001,0.288139,1.680592,8.354505,0,1,1,1,stable,0.292343,0.004204,0.669670,0.735272,tanh,0.202643,0.008969,1.546540,0,0,0,0.669670,tanh,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.600000,0.005096,0.999996,-0.000248,0.021096,0,0.000067,1.680391,0.013374,1.549393,0.002094,0.993307,0.100001,0.259200,1.680391,-9.389301,0,1,1,1,stable,0.263789,0.004589,0.704645,0.773885,spiral_log,0.222096,0.013374,1.549393,0,0,0,0.704645,spiral_log,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.700000,0.003217,0.999994,-0.000302,0.026092,3,0.000066,2.101539,0.018732,1.552236,0.001030,0.993307,0.100000,0.234602,2.101539,-0.002012,0,1,1,1,stable,0.238153,0.003551,0.814087,0.892051,resonance,0.240981,0.018732,1.552236,0,0,0,0.814087,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.800000,-0.004060,0.999992,-0.000079,0.032459,3,0.000065,1.878256,0.025490,1.555070,0.004681,0.993306,0.100009,0.218770,1.878256,4.211482,0,1,1,1,stable,0.214912,-0.003858,0.938451,0.984001,resonance,0.259218,0.025490,1.555070,0,0,0,0.938451,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.900000,-0.013972,0.999991,0.000346,0.032892,1,0.000065,1.387840,0.029238,1.557896,0.041005,0.993299,0.100042,0.202856,1.387840,-2.232837,0,1,1,1,stable,0.192796,-0.010059,1,1,resonance,0.276734,0.029238,1.557896,0,0,0,1,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
