t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.009692,0.926469,0,0.134846,2,0.000027,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.386803,0.928852,0,0.118696,2,0.000038,1.795323,0.114424,1.320000,0,0.172462,0.000000,1.795323,0,0,1,stable
0.200000,0.322071,0.926365,0.000000,0.100774,2,0.000034,1.964867,0.097257,1.320000,0,0.170358,0.000000,1.964867,17.953226,0,1,stable
0.300000,0.068955,0.916137,0.000000,0.111405,1,0.000033,1.663984,0.107583,1.320000,0.000000,0.100000,0.000000,1.663984,1.695448,0,1,stable
0.400000,-0.030400,0.899078,0.000000,0.127091,1,0.000034,1.773593,0.122762,1.320000,40.609475,0.100000,0.000000,1.773593,-3.008837,0,1,stable
0.500000,0.052397,0.880554,0.000000,0.142690,2,0.000034,1.719711,0.137836,1.320000,189.794226,0.100000,0.000000,1.719711,1.096089,0,1,stable
0.600000,0.007212,0.868472,-0.000000,0.157489,2,0.000034,1.659563,0.152117,1.320000,262.501583,0.100000,0.000000,1.659563,-0.538817,0,1,stable
0.700000,-0.028721,0.869010,0.000000,0.171101,2,0.000034,1.602351,0.165230,1.320000,174.745922,0.100000,0.000000,1.602351,-0.601477,0,1,stable
0.800000,0.199975,0.882722,0.000000,0.183297,2,0.000035,1.550397,0.176952,1.320000,163.157947,0.166537,0.000000,1.550397,-0.572127,0,1,stable
0.900000,0.344309,0.904370,-0.000000,0.193987,2,0.000033,1.504881,0.187196,1.320000,218.578455,0.171074,0.000000,1.504881,-0.519534,0,1,stable
1,0.198758,0.926469,0.000000,0.203195,2,0.000035,1.466092,0.195989,1.320000,167.186879,0.662283,0.000000,1.880095,-0.455161,0,6.374906,chronique
1.100000,-0.003642,0.943205,0.000000,0.211016,2,0.000036,1.433711,0.203427,1.320000,167.066485,0.657642,0.000000,1.844594,-0.387893,0,5.609531,chronique
1.200000,-0.018115,0.952136,0.000000,0.217588,2,0.000036,1.407080,0.209651,1.320000,152.176176,0.589899,0.000000,1.844594,-0.323806,0,6.374906,chronique
1.300000,-0.056088,0.953688,0.000000,0.223064,2,0.000036,1.385398,0.214813,1.320000,165.471671,0.572558,0.000000,1.844594,-0.266313,0,7.382139,chronique
1.400000,-0.359450,0.949772,-0.000000,0.227596,2,0.000036,1.367857,0.219067,1.320000,144.655933,0.421721,0.000000,1.844594,-0.216814,0,7.130972,chronique
1.500000,-0.673951,0.942661,-0.000000,0.231327,2,0.000036,1.353708,0.222555,1.320000,140.061973,0.529768,0.000000,1.844594,-0.175412,0,6.896333,chronique
1.600000,-0.493790,0.934548,-0.000000,0.234384,2,0.000036,1.342295,0.225401,1.320000,129.359915,0.634153,0.000000,1.813373,-0.141494,0,10.779516,stable
1.700000,0.133136,0.927558,-0.000000,0.236875,2,0.000037,1.333066,0.227712,1.320000,214.075168,0.570808,0.000000,1.813373,-0.114125,0,9.773830,stable
1.800000,0.403465,0.923592,-0.000000,0.238891,2,0.000038,1.325562,0.229576,1.320000,299.268848,0.624435,0.000000,1.813373,-0.092292,0,6.669795,stable
1.900000,-0.090920,0.923588,0.000000,0.240507,2,0.000038,1.319411,0.231067,1.320000,247.179500,0.641089,0.000000,1.813373,-0.075036,0,5.062131,stable
2,-0.759468,0.926469,0.000000,0.241784,2,0.000035,1.314308,0.232242,1.320000,402.255805,0.641352,0.000000,1.813373,-0.061517,0,6.015912,stable
2.100000,-0.703534,0.928852,-0.000000,0.242770,2,0.000034,1.310008,0.233148,1.320000,374.552878,0.725092,0.000000,1.783496,-0.051027,0,5.704457,stable
2.200000,-0.249601,0.926365,-0.000000,0.243502,2,0.000033,1.306311,0.233818,1.320000,458.842492,0.570483,0.000000,1.783496,-0.042996,0,4.576570,stable
2.300000,-0.157635,0.916137,-0.000000,0.244006,2,0.000034,1.303049,0.234280,1.320000,494.918826,0.597444,0.000000,1.783496,-0.036974,0,3.821067,stable
2.400000,-0.204200,0.899078,-0.000000,0.244301,2,0.000034,1.300081,0.234550,1.320000,444.934721,0.606992,0.000000,1.783496,-0.032619,0,4.261972,stable
2.500000,0.108786,0.880554,-0.000000,0.244399,2,0.000034,1.297282,0.234639,1.320000,427.662945,0.603113,0.000000,1.783496,-0.029681,0,3.821067,stable
2.600000,0.115553,0.868472,-0.000000,0.244301,2,0.000034,1.297282,0.234550,1.320000,426.834093,0.652169,0.000000,1.762840,-0.027994,0,4.261972,stable
2.700000,-0.279432,0.869010,0.000000,0.244006,2,0.000036,1.300088,0.234280,1.320000,398.998940,0.696593,0.000000,1.762840,0.000007,0,4.817898,stable
2.800000,-0.271923,0.882722,0.000000,0.243502,2,0.000036,1.303069,0.233818,1.320000,418.198649,0.681971,0.000000,1.762840,0.028054,0,4.261972,stable
2.900000,0.228903,0.904370,-0.000000,0.242770,2,0.000036,1.306353,0.233148,1.320000,401.760744,0.632740,0.000000,1.762840,0.029811,0,3.821067,stable
3,0.424464,0.926469,-0.000000,0.241784,2,0.000036,1.310084,0.232242,1.320000,450.156492,0.700281,0.000000,1.762840,0.032838,0,3.809409,stable
3.100000,0.179549,0.943205,0.000000,0.240507,2,0.000036,1.314436,0.231067,1.320000,407.370173,0.718756,0.000000,1.739913,0.037317,0,3.797822,stable
3.200000,0.089713,0.952136,0.000000,0.238891,2,0.000036,1.319618,0.229576,1.320000,430.240422,0.669901,0.000000,1.739913,0.043520,0,3.809409,stable
3.300000,0.502421,0.953688,0.000000,0.236875,2,0.000036,1.325889,0.227712,1.320000,402.194515,0.666558,0.000000,1.739913,0.051818,0,3.821067,stable
3.400000,0.816145,0.949772,0.000000,0.234384,2,0.000036,1.333572,0.225401,1.320000,436.707489,0.732340,0.000000,1.739913,0.062708,0,3.809409,stable
3.500000,0.436403,0.942661,0.000000,0.231327,2,0.000036,1.343072,0.222555,1.320000,404.320493,0.735707,0.000000,1.739913,0.076831,0,4.081241,stable
3.600000,-0.364135,0.934548,0.000000,0.227596,2,0.000036,1.354893,0.219067,1.320000,457.108174,0.659002,0.000000,1.716224,0.094999,0,4.038574,stable
3.700000,-0.705673,0.927558,0.000000,0.223064,2,0.000036,1.369659,0.214813,1.320000,482.094603,0.628257,0.000000,1.716224,0.118213,0,3.996790,stable
3.800000,-0.317023,0.923592,-0.000000,0.217588,2,0.000036,1.388128,0.209651,1.320000,466.246301,0.603757,0.000000,1.716224,0.147662,0,3.768826,stable
3.900000,0.082925,0.923588,-0.000000,0.211016,2,0.000036,1.411197,0.203427,1.320000,557.580464,0.646235,0.000000,1.716224,0.184690,0,3.565463,stable
4,-0.007813,0.926469,-0.000000,0.203195,2,0.000038,1.439882,0.195989,1.320000,519.859589,0.690670,0.000000,1.716224,0.230684,0,3.768826,stable
