t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0.010272,0.926469,0,0.134846,2,0.000027,0,0.129746,1.320000,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.413485,0.928852,0,0.118696,2,0.000036,1.795323,0.114424,1.320000,0,0.173346,0.000000,1.795323,0,0,1,stable
0.200000,0.343662,0.926365,0.000000,0.100774,2,0.000035,1.964867,0.097257,1.320000,0,0.171053,0.000000,1.964867,17.953226,0,1,stable
0.300000,0.075169,0.916137,0.000000,0.111405,1,0.000033,1.663984,0.107583,1.320000,0,0.100000,0.000000,1.663984,1.695448,0,1,stable
0.400000,-0.030372,0.899078,0.000000,0.127091,1,0.000034,1.773593,0.122762,1.320000,47.029826,0.100000,0.000000,1.773593,-3.008837,0,1,stable
0.500000,0.061437,0.880554,0.000000,0.142690,2,0.000034,1.719711,0.137836,1.320000,216.054513,0.100000,0.000000,1.719711,1.096089,0,1,stable
0.600000,0.012130,0.868472,0.000000,0.157489,2,0.000034,1.659563,0.152117,1.320000,301.283819,0.100000,0.000000,1.659563,-0.538817,0,1,stable
0.700000,-0.021444,0.869010,0.000000,0.171101,2,0.000034,1.602351,0.165230,1.320000,199.293809,0.100000,0.000000,1.602351,-0.601477,0,1,stable
0.800000,0.216824,0.882722,0.000000,0.183297,2,0.000033,1.550397,0.176952,1.320000,187.119911,0.167053,0.000000,1.550397,-0.572127,0,1,stable
0.900000,0.376469,0.904370,0.000000,0.193987,2,0.000033,1.504881,0.187196,1.320000,245.976046,0.172123,0.000000,1.504881,-0.519534,0,1,stable
1,0.220240,0.926469,0.000000,0.203195,2,0.000034,1.466092,0.195989,1.320000,190.753370,0.669769,0.000000,1.880095,-0.455161,0,6.053654,chronique
1.100000,0.005284,0.943205,0.000000,0.211016,2,0.000034,1.433711,0.203427,1.320000,190.823408,0.661051,0.000000,1.844594,-0.387893,0,5.500715,chronique
1.200000,-0.014634,0.952136,0.000000,0.217588,2,0.000034,1.407080,0.209651,1.320000,173.354955,0.593302,0.000000,1.844594,-0.323806,0,6.053654,chronique
