t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
2.400000,-0.128658,0.999963,0.001609,0.147703,4,0.000069,1.993595,0.143599,1.596316,1.945026,0.992927,0.535063,0.104073,13.459579,-26.353609,0,20.496553,0.763437,0.958334,chronique,0.053612,-0.050462,0.570113,0.603632,resonance,0.420923,0.143599,1.596316,0,0,0,0.570113,resonance,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.600000,0.600000
2.500000,-0.093464,0.999963,0.000754,0.165421,2,0.000069,2.531300,0.151981,1.598320,1.291145,0.993057,0.600602,0.053347,13.459579,-17.441523,0,19.762973,0.768430,0.950538,transitoire,0.040086,0.037100,0.594369,0.628078,tanh,0.421513,0.151981,1.598320,0,0,0,0.594369,tanh,0,0.841532,0.600000,0.600000,0.600000,0.200000,0.600000,0.600000
2.600000,-0.196322,0.999963,-0.002012,0.218462,4,0.000068,2.214905,0.208072,1.600672,0.980309,0.993118,0.554475,0.088266,11.839274,5.377048,0,14.497542,0.772638,0.943534,transitoire,0.042080,0.097786,0.758152,0.758490,resonance,0.420923,0.208072,1.600672,0,0,0,0.758152,resonance,0,0.841532,0.600000,0.600000,0.600000,0.200000,0.700000,0.600000
2.700000,-0.152433,0.999963,-0.000377,0.176172,2,0.000066,1.374440,0.169801,1.602833,4.768320,0.992338,0.616302,0.082698,11.839274,-3.163950,0,13.909381,0.774430,0.937204,chronique,0.053694,0.007140,0.756065,0.734114,resonance,0.419154,0.169801,1.602833,0,0,0,0.756065,resonance,0,0.848210,0.600000,0.600000,0.600000,0.200000,0.700000,0.600000
2.800000,-0.014378,0.999963,0.000266,0.187984,4,0.000068,3.569703,0.165035,1.604684,3.652911,0.992576,0.559586,0.062162,11.839274,-8.404646,0,7.773359,0.778347,0.931391,transitoire,0.049480,-0.012682,0.883960,0.898307,resonance,0.416209,0.165035,1.604684,0,0,0,0.883960,resonance,0,0.861136,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
2.900000,-0.216455,0.999963,-0.001991,0.180147,4,0.000068,3.315866,0.172293,1.606460,6.524202,0.991947,0.552536,0.171295,11.839274,21.952630,0,13.654154,0.776663,0.926113,transitoire,0.042480,-0.027976,1,0.990535,resonance,0.412092,0.172293,1.606460,0,0,0,1,resonance,0,0.849512,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3,-0.041803,0.999964,0.000274,0.073623,4,0.000135,33.996195,0.068109,1.608304,4.208535,0.992458,0.656213,0.039771,11.839274,-2.538370,0,8.525982,0.778678,0.921132,transitoire,0.033706,-0.003571,0.153663,0.158020,adaptive,0.406809,0.068109,1.608304,0,0,0,0.153663,adaptive,0,0.847710,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.100000,-0.147694,0.999965,0.002531,0.202647,4,0.000135,4.261011,0.198314,1.610010,5.173481,0.992249,0.627597,0.049229,15.004548,306.803291,0,5.947027,0.778944,0.916536,transitoire,0.029757,-0.005413,0.192574,0.196196,adaptive,0.400369,0.198314,1.610010,0,0,0,0.192574,adaptive,0,0.844065,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.200000,-0.131539,0.999967,-0.000132,0.195230,1,0.000131,2.019762,0.191304,1.611734,5.283319,0.992225,0.620201,0.032379,15.079300,-297.351839,0,5.535926,0.782390,0.912237,transitoire,0.025906,0.036200,0.304059,0.309575,adaptive,0.392784,0.191304,1.611734,0,0,0,0.304059,adaptive,0,0.852739,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.300000,-0.149663,0.999968,0.000184,0.216150,2,0.000131,0.645065,0.208714,1.613481,3.467652,0.992615,0.635786,0.030554,15.079300,-22.412491,0,5.177987,0.785459,0.908302,chronique,0.029172,0.027123,0.304404,0.303004,adaptive,0.384069,0.208714,1.613481,0,0,0,0.304404,adaptive,0,0.861171,0.600000,0.600000,0.600000,0.200000,0.700000,0.800000
3.400000,-0.291019,0.999970,0.001136,0.212492,4,0.000132,2.353684,0.205656,1.614738,3.819988,0.992541,0.646515,0.089847,15.079300,-13.746970,0,4.384032,0.788377,0.904689,transitoire,0.030644,0.017380,0.542838,0.543567,spiral_log,0.374240,0.205656,1.614738,0,0,0,0.542838,spiral_log,0,0.869343,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.500000,-0.024116,0.999972,-0.001494,0.157378,4,0.000130,2.131755,0.150839,1.615889,3.636795,0.992580,0.712975,0.021347,15.079300,17.086184,0,5.110611,0.787968,0.901366,transitoire,0.030391,0.029282,0.577405,0.579633,adaptive,0.363320,0.150839,1.615889,0,0,0,0.577405,adaptive,0,0.863778,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.600000,-0.092423,0.999975,-0.005007,0.210872,4,0.000138,2.317387,0.204072,1.617566,9.735478,0.991180,0.682512,0.088361,13.661606,-2.219282,0,5.894235,0.786787,0.898216,transitoire,0.032090,0.010944,0.723836,0.724250,tanh,0.351335,0.204072,1.617566,0,0,0,0.723836,tanh,0,0.853993,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.700000,-0.175707,0.999977,-0.000612,0.153693,2,0.000132,2.812968,0.146001,1.618993,4.073074,0.992487,0.673371,0.135738,13.661606,1.856315,0,5.110611,0.788483,0.895204,transitoire,0.030652,-0.080660,0.858056,0.866298,resonance,0.338318,0.146001,1.618993,0,0,0,0.858056,resonance,0,0.856947,0.600000,0.600000,0.600000,0.200000,0.800000,0.900000
3.800000,-0.057423,0.999979,0.002855,0.105798,4,0.000132,4.564037,0.097631,1.620154,3.910545,0.992522,0.671854,0.082611,13.661606,4.955811,0,4.933491,0.791170,0.892396,transitoire,0.014536,-0.062872,1,1,resonance,0.324303,0.097631,1.620154,0,0,0,1,resonance,0,0.863372,0.600000,0.600000,0.600000,0.200000,0.800000,0.900000
3.900000,-0.131209,0.999982,0.000524,0.156472,4,0.000133,2.158487,0.148734,1.621277,10.568787,0.990969,0.650679,0.112851,13.764892,17.510693,0,5.067995,0.791489,0.889800,transitoire,0.002910,-0.027936,0.962054,0.988267,resonance,0.309334,0.148734,1.621277,0,0,0,0.962054,resonance,0,0.860994,0.600000,0.600000,0.600000,0.200000,0.800000,0.900000
4,-0.048121,0.999984,0.001479,0.140089,4,0.000135,35.424268,0.122521,1.622365,7.067206,0.991822,0.637432,0.016822,13.764892,-24.055503,0,4.913548,0.817139,0.887342,transitoire,-0.001901,0.001298,0.128976,0.132478,adaptive,0.293459,0.122521,1.622365,0,0,0,0.128976,adaptive,0,0.865114,0.100000,0.100000,0.100000,0.200000,0.900000,0.900000
4.100000,-0.202894,0.999987,0.003391,0.194422,4,0.000133,4.071849,0.187848,1.623144,12.092908,0.990571,0.641477,0.041480,16.171490,332.657811,0,5.067995,0.817011,0.885630,transitoire,-0.001501,0.019773,0.248459,0.248144,adaptive,0.276734,0.187848,1.623144,0,0,0,0.248459,adaptive,0,0.862132,0.100000,0.100000,0.100000,0.200000,0.900000,0.900000
4.200000,-0.171489,0.999989,-0.000030,0.177380,2,0.000136,1.717734,0.172139,1.623993,6.152646,0.992031,0.656219,0.040888,16.178177,-313.524191,0,4.913548,0.818716,0.883996,chronique,0.001848,0.042736,0.335502,0.331639,adaptive,0.259218,0.172139,1.623993,0,0,0,0.335502,adaptive,0,0.864939,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.300000,-0.028192,0.999991,-0.000359,0.175431,1,0.000136,0.817298,0.169805,1.624748,11.744487,0.990663,0.648857,0.024898,16.178177,-23.541147,0,4.768237,0.820351,0.882478,chronique,0.008578,0.001459,0.300552,0.293496,adaptive,0.240981,0.169805,1.624748,0,0,0,0.300552,adaptive,0,0.869056,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.400000,-0.149299,0.999993,0.000641,0.179581,1,0.000129,2.380204,0.173354,1.625150,13.131864,0.990290,0.635264,0.076334,16.178177,-9.004360,0,4.913548,0.819595,0.881066,transitoire,0.007956,-0.050697,0.527354,0.529868,resonance,0.222096,0.173354,1.625150,0,0,0,0.527354,resonance,0,0.862909,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.500000,-0.097457,0.999995,-0.000829,0.136752,4,0.000133,2.005451,0.132930,1.625443,12.799710,0.990380,0.650309,0.060154,16.178177,15.629059,0,4.768237,0.821016,0.879700,transitoire,-0.001042,-0.018977,0.565596,0.586623,tanh,0.202643,0.132930,1.625443,0,0,0,0.565596,tanh,0,0.866923,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.600000,-0.102445,0.999996,-0.002317,0.145756,4,0.000136,1.897293,0.141718,1.626282,13.164637,0.990281,0.646151,0.075915,14.961525,-3.747526,0,4.209026,0.821783,0.878424,chronique,-0.004009,0.007645,0.691067,0.697827,adaptive,0.182707,0.141718,1.626282,0,0,0,0.691067,adaptive,0,0.868281,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.700000,-0.075153,0.999997,0.001368,0.140641,3,0.000132,1.494717,0.134183,1.626732,9.989134,0.991116,0.634670,0.070105,14.961525,-1.081587,0,3.767213,0.822590,0.877219,chronique,-0.002371,-0.021358,0.840101,0.834295,resonance,0.162379,0.134183,1.626732,0,0,0,0.840101,resonance,0,0.870142,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.800000,-0.059916,0.999997,0.002711,0.137087,4,0.000130,1.935839,0.127713,1.626753,9.581793,0.991218,0.627126,0.065351,14.961525,-4.025760,0,3.819067,0.822927,0.876081,chronique,-0.005589,0.031136,0.921493,0.926696,resonance,0.141753,0.127713,1.626753,0,0,0,0.921493,resonance,0,0.869763,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.900000,-0.105609,0.999997,-0.001417,0.127827,2,0.000173,2.470054,0.121404,1.626977,9.047101,0.991350,0.639474,0.097382,14.961525,4.411224,0,3.872369,0.822963,0.874996,transitoire,0.000008,0.056670,1,0.951840,resonance,0.120927,0.121404,1.626977,1,1,1,1,resonance,0,0.869136,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
5,-0.029124,0.999996,-0.001886,0.106592,4,0.000231,3.531602,0.098338,1.626819,10.619755,0.990956,0.612375,0.053529,14.961525,5.342145,0,3.819067,0.823745,0.873956,transitoire,0.009176,0.028057,1,0.948434,resonance,0.100000,0.098338,1.626819,1,1,1,1,resonance,0,0.870020,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
5.100000,-0.060616,0.999994,-0.000644,0.129758,4,0.000231,1.918344,0.126831,1.626947,10.568787,0.990969,0.614952,0.086009,13.941182,10.615482,0,3.872369,0.823095,0.872971,chronique,0.012798,0.003147,1,0.966929,resonance,0.079073,0.126831,1.626947,1,1,1,1,resonance,0,0.869883,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.200000,-0.060916,0.999991,-0.001379,0.114747,4,0.000187,1.632140,0.107456,1.626868,9.865403,0.991147,0.627931,0.078542,13.941182,-16.132583,0,4.273861,0.823156,0.872012,chronique,0.012027,-0.018964,0.960000,0.944301,resonance,0.058247,0.107456,1.626868,0,0,0,0.960000,resonance,0,0.870958,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.300000,-0.046573,0.999988,-0.000481,0.106226,2,0.000169,2.088881,0.102283,1.626665,7.240440,0.991782,0.633159,0.065401,13.941182,-2.862034,0,4.768237,0.823225,0.871090,transitoire,0.007756,-0.051437,0.908000,0.922225,spiral_log,0.037621,0.102283,1.626665,0,0,0,0.908000,spiral_log,0,0.872314,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.400000,-0.089606,0.999984,0.002796,0.118172,2,0.000171,1.768622,0.112049,1.626365,6.865295,0.991869,0.636905,0.087650,13.941182,4.567410,0,4.772791,0.823018,0.870204,chronique,-0.001342,-0.088992,0.866400,0.903808,spiral_log,0.017293,0.112049,1.626365,0,0,0,0.866400,spiral_log,0,0.875316,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.500000,-0.010675,0.999978,0.001836,0.100290,4,0.000182,1.739786,0.095332,1.625698,6.403694,0.991974,0.660599,0.027230,13.941182,-3.202593,0,4.768237,0.823550,0.869346,chronique,-0.015606,-0.015077,0.813120,0.867880,resonance,0.001000,0.095332,1.625698,0,0,0,0.813120,resonance,0,0.873967,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.600000,-0.087777,0.999972,-0.001384,0.129932,4,0.000179,1.836807,0.125417,1.625424,8.939408,0.991376,0.664271,0.073912,13.076892,-0.288362,0,4.772791,0.822534,0.868528,chronique,-0.016485,0.057427,0.770496,0.769870,resonance,0.001000,0.125417,1.625424,0,0,0,0.770496,resonance,0,0.882665,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.700000,-0.047337,0.999964,0.001193,0.099467,4,0.000184,2.187723,0.097476,1.624900,4.073074,0.992487,0.667222,0.055172,13.076892,0.970211,0,4.768237,0.823039,0.867721,transitoire,-0.005545,0.029174,0.716397,0.675708,adaptive,0.001000,0.097476,1.624900,0,0,0,0.716397,adaptive,0,0.881088,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.800000,-0.049122,0.999955,0.002337,0.117775,4,0.000186,1.575139,0.113951,1.623873,7.505203,0.991720,0.669049,0.052629,13.076892,3.509160,0,4.772791,0.822879,0.866951,chronique,-0.000270,0.008584,0.673117,0.655925,adaptive,0.001000,0.113951,1.623873,0,0,0,0.673117,adaptive,0,0.885182,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.900000,-0.052362,0.999945,-0.001125,0.120582,4,0.000178,0.761254,0.116353,1.622926,3.986332,0.992506,0.687697,0.052178,13.076892,-6.125839,0,4.777352,0.822763,0.866204,chronique,0.001146,0.013488,0.618494,0.614424,resonance,0.001000,0.116353,1.622926,0,0,0,0.618494,resonance,0,0.889931,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6,-0.043624,0.999934,-0.002464,0.122380,1,0.000178,0.660700,0.117293,1.622036,3.910063,0.992522,0.687854,0.037428,13.076892,-8.138845,0,4.789175,0.822713,0.865480,chronique,0.003214,-0.008435,0.574795,0.569501,tanh,0.001000,0.117293,1.622036,0,0,0,0.574795,tanh,0,0.893892,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.100000,-0.105746,0.999921,-0.000633,0.121786,2,0.000183,1.001389,0.118291,1.621079,3.880450,0.992528,0.685128,0.065642,12.342639,-1.005541,0,4.801057,0.822509,0.864779,chronique,0.001527,-0.027226,0.539836,0.544058,spiral_log,0.001000,0.118291,1.621079,0,0,0,0.539836,spiral_log,0,0.898939,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.200000,-0.053256,0.999907,-0.000007,0.111619,4,0.000179,1.010350,0.108770,1.620051,3.859881,0.992533,0.677016,0.035445,12.342639,3.406882,0,4.789175,0.823179,0.864097,chronique,-0.003031,-0.011050,0.511869,0.523336,adaptive,0.001000,0.108770,1.620051,0,0,0,0.511869,adaptive,0,0.893633,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.300000,-0.052745,0.999891,-0.000229,0.127430,4,0.000181,0.876327,0.122529,1.618980,5.182342,0.992247,0.680399,0.029997,12.342639,0.089620,0,4.801057,0.823149,0.863448,stable,-0.004515,0.010030,0.489495,0.492640,spiral_log,0.001000,0.122529,1.618980,0,0,0,0.489495,spiral_log,0,0.896822,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.400000,-0.047026,0.999875,0.000994,0.126095,4,0.000175,0.848876,0.121574,1.617753,3.910063,0.992522,0.678020,0.033696,12.342639,-1.340235,0,4.828923,0.823116,0.862818,stable,-0.002441,-0.000514,0.471596,0.466667,spiral_log,0.001000,0.121574,1.617753,0,0,0,0.471596,spiral_log,0,0.900075,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.500000,-0.095687,0.999856,0.001404,0.125355,4,0.000177,0.863481,0.121448,1.616281,3.394119,0.992631,0.691536,0.049542,12.342639,-0.274515,0,4.857114,0.822990,0.862207,stable,-0.002280,-0.001859,0.457277,0.457040,resonance,0.001000,0.121448,1.616281,0,0,0,0.457277,resonance,0,0.903704,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.600000,-0.058914,0.999837,-0.000887,0.118512,4,0.000172,0.566848,0.115521,1.614774,3.859881,0.992533,0.694315,0.038842,11.700107,0.146053,0,4.828923,0.823523,0.861613,stable,-0.002353,0.025271,0.445822,0.445898,adaptive,0.001000,0.115521,1.614774,0,0,0,0.445822,adaptive,0,0.900591,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.700000,-0.066558,0.999816,-0.001864,0.127177,4,0.000171,0.557560,0.122598,1.613394,5.182342,0.992247,0.688377,0.035158,11.700107,-2.966333,0,4.857114,0.823589,0.861044,stable,0.001971,0.024918,0.436657,0.427124,tanh,0.001000,0.122598,1.613394,0,0,0,0.436657,tanh,0,0.902290,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.800000,-0.038255,0.999793,0.000175,0.128342,4,0.000172,0.449697,0.123100,1.611854,3.910063,0.992522,0.678309,0.028355,11.700107,-0.092873,0,4.828923,0.823764,0.860494,stable,0.005806,-0.016801,0.429326,0.421625,tanh,0.001000,0.123100,1.611854,0,0,0,0.429326,tanh,0,0.903175,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.900000,-0.087219,0.999769,0.001217,0.127841,2,0.000171,0.475539,0.123912,1.610056,3.486561,0.992611,0.674779,0.044145,11.700107,-1.078636,0,4.857114,0.823499,0.859961,stable,0.002507,-0.041638,0.423461,0.431046,tanh,0.001000,0.123912,1.610056,0,0,0,0.423461,tanh,0,0.906308,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
