t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.926469,0,0.001002,0,0.000032,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000482,0.928852,0,0.001471,0,0.000026,2.910184,0.000677,1.348769,0,1,0.100000,0.469013,2.910184,0,0,1,1,1,stable,0.469099,0.000086,0.223947,0.223947,0.120927,0.000677,1.348769
0.200000,0.001095,0.926365,-0.000000,0.002103,0,0.000025,1.095526,0.000981,1.356829,0,1,0.100000,0.445400,1.095526,29.101837,0,1,1,1,stable,0.445651,0.000251,0.274028,0.274028,0.141753,0.000981,1.356829
0.300000,0.001471,0.916137,-0.000004,0.002931,0,0.000024,1.547471,0.001391,1.363293,0.000000,0.993307,0.100000,0.422899,1.547471,-18.146580,0,1,1,1,stable,0.423389,0.000490,0.372213,0.372213,0.162379,0.001391,1.363293
0.400000,0.001238,0.899078,-0.000012,0.003992,0,0.000023,2.175568,0.001933,1.367475,0.000052,0.993307,0.100000,0.401523,2.175568,4.519456,0,1,1,1,stable,0.402259,0.000736,0.598289,0.598289,0.182707,0.001933,1.367475
0.500000,0.000466,0.880554,-0.000025,0.005316,0,0.000049,0.888269,0.002633,1.368921,0.000289,0.993307,0.100000,0.381808,0.888269,6.280964,0,1,1,1,stable,0.382205,0.000398,0.669670,0.669670,0.202643,0.002633,1.368921
0.600000,-0.000240,0.868472,-0.000044,0.006567,0,0.000046,0.615211,0.003356,1.367475,0.000418,0.993307,0.100000,0.363264,0.615211,-12.872983,0,1,1,1,stable,0.363127,-0.000136,0.704645,0.704645,0.222096,0.003356,1.367475
0.700000,-0.000568,0.869010,-0.000037,0.007718,0,0.000045,1.072439,0.004126,1.363293,0.000426,0.993307,0.100000,0.345587,1.072439,-2.730583,0,1,1,1,stable,0.344960,-0.000628,0.814087,0.814087,0.240981,0.004126,1.363293
0.800000,-0.001429,0.882722,0.000005,0.008829,0,0.000045,1.130072,0.005013,1.356829,0.000615,0.993307,0.100000,0.329311,1.130072,4.572278,0,1,1,1,stable,0.327661,-0.001650,0.938451,0.938451,0.259218,0.005013,1.356829
0.900000,-0.003664,0.904370,0.000085,0.009908,3,0.000045,0.823852,0.005986,1.348769,0.000384,0.993307,0.100000,0.315039,0.823852,0.576335,0,1,1,1,stable,0.311145,-0.003895,1,1,0.276734,0.005986,1.348769
1,-0.005326,0.926469,0.000164,0.011020,0,0.000046,28.762802,0.006938,1.339942,0.000969,0.993307,0.528573,0.296117,2.542876,-3.062206,0,4.406946,1,1,transitoire,0.295272,-0.000845,0.150359,0.150359,0.293459,0.006938,1.339942
1.100000,-0.006562,0.943205,0.000151,0.016126,0,0.000048,2.188730,0.010188,1.331227,0.000849,0.993307,0.548110,0.281410,11.282851,279.389500,0,4.866221,1,1,transitoire,0.280440,-0.000970,0.135189,0.135189,0.309334,0.010188,1.331227
1.200000,-0.004144,0.952136,0.000018,0.018675,0,0.000048,3.771382,0.012414,1.323459,0.000973,0.993307,0.485280,0.267910,11.287239,-265.740713,0,5.627455,1,1,transitoire,0.266340,-0.001571,0.313750,0.313750,0.324303,0.012414,1.323459
1.300000,-0.001821,0.953688,0.000037,0.020709,3,0.000047,1.993496,0.014719,1.317357,0.007124,0.993306,0.313331,0.253842,11.814789,15.826519,0,5.301768,1,1,chronique,0.252896,-0.000946,0.411446,0.411446,0.338318,0.014719,1.317357
1.400000,-0.002915,0.949772,0.000157,0.024710,3,0.000047,2.363599,0.018275,1.313469,0.004982,0.993306,0.227787,0.242052,11.814789,-17.778860,0,4.921756,1,1,transitoire,0.240174,-0.001878,0.567646,0.567646,0.351335,0.018275,1.313469
1.500000,-0.007664,0.942661,0.000281,0.028397,0,0.000049,1.360676,0.021554,1.312134,0.008001,0.993306,0.271737,0.232690,11.814789,3.701023,0,4.592577,1,1,chronique,0.228014,-0.004676,0.644321,0.644321,0.363320,0.021554,1.312134
1.600000,-0.006281,0.934548,0.000321,0.031834,0,0.000046,1.394674,0.024258,1.313467,0.013536,0.993305,0.537919,0.218117,9.451992,-10.029227,0,5.285985,1,1,chronique,0.216235,-0.001882,0.599918,0.599918,0.374240,0.024258,1.313467
1.700000,0.003998,0.927558,-0.000047,0.039653,0,0.000046,2.219724,0.030657,1.317352,0.016742,0.993304,0.515383,0.195337,9.451992,0.339977,0,5.210786,1,1,transitoire,0.205271,0.009934,0.781408,0.781408,0.384069,0.030657,1.317352
1.800000,0.013825,0.923592,-0.000429,0.053918,0,0.000046,2.482545,0.042965,1.323439,0.045239,0.993299,0.606480,0.161492,9.451992,8.250507,0,4.656435,1,1,transitoire,0.195811,0.034319,0.983451,0.983451,0.392784,0.042965,1.323439
1.900000,0.007376,0.923588,-0.000887,0.074974,3,0.000046,1.673535,0.063501,1.331170,0.035738,0.993300,0.751526,0.150327,9.481728,2.628203,0,7.592278,1,1,chronique,0.188797,0.038579,0.978072,0.978072,0.400369,0.063501,1.331170
2,-0.003659,0.926469,-0.001192,0.088768,3,0.000048,45.436902,0.071824,1.339888,0.100473,0.993288,0.636103,0.180068,9.481728,-8.090096,0,5.838174,0.679045,1,transitoire,0.182478,0.002410,0.100000,0.100000,0.406809,0.071824,1.339888
2.100000,-0.007707,0.928852,-0.000564,0.056893,3,0.000048,5.197696,0.051468,1.348765,0.094814,0.993289,0.716557,0.175189,16.672763,437.633671,0,4.742481,0.681183,0.984716,transitoire,0.173549,-0.001640,0.223849,0.223849,0.412092,0.051468,1.348765
2.200000,-0.015059,0.926365,0.000046,0.057283,4,0.000047,3.153040,0.054149,1.356832,0.090750,0.993290,0.687483,0.172348,17.215793,-402.392065,0,4.205765,0.684576,0.970919,transitoire,0.164739,-0.007609,0.462447,0.462447,0.416209,0.054149,1.356832
2.300000,-0.018943,0.916137,0.000104,0.057583,3,0.000048,2.802342,0.056575,1.363305,0.080039,0.993292,0.687157,0.162511,17.264364,-20.446555,0,4.115272,0.684645,0.958470,transitoire,0.155886,-0.006625,0.348939,0.348939,0.419154,0.056575,1.363305
2.400000,0.001159,0.899078,0.000100,0.070539,1,0.000046,2.665241,0.066919,1.367472,0.078685,0.993292,0.628534,0.140061,17.264364,-3.506976,0,5.173272,0.683970,0.947060,transitoire,0.147556,0.007495,0.471146,0.471146,0.420923,0.066919,1.367472
2.500000,0.000171,0.880554,-0.000255,0.100110,1,0.000046,2.552697,0.092081,1.368954,0.206435,0.993268,0.676115,0.104697,17.264364,-1.371015,0,5.176746,0.681921,0.936537,transitoire,0.140785,0.036088,0.606206,0.606206,0.421513,0.092081,1.368954
2.600000,-0.004550,0.868472,0.000041,0.145389,1,0.000047,2.265619,0.131511,1.367598,0.161884,0.993276,0.682931,0.118409,14.872001,-1.125442,0,5.762609,0.678575,0.926744,transitoire,0.136665,0.018256,0.715131,0.715131,0.420923,0.131511,1.367598
2.700000,-0.040660,0.869010,0.000652,0.133085,4,0.000047,1.712550,0.116113,1.363299,0.138470,0.993281,0.712080,0.162443,14.872001,-2.870778,0,5.176746,0.678475,0.917552,chronique,0.131309,-0.031134,0.826189,0.826189,0.419154,0.116113,1.363299
2.800000,-0.019846,0.882722,-0.000644,0.077241,3,0.000046,4.165910,0.069262,1.356777,0.356333,0.993239,0.844848,0.141624,14.872001,-5.530693,0,11.104138,0.659781,0.909014,transitoire,0.122224,-0.019400,0.900047,0.900047,0.416209,0.069262,1.356777
2.900000,-0.010396,0.904370,-0.001731,0.087642,1,0.000048,3.242885,0.083917,1.348788,0.601691,0.993192,0.765328,0.101902,15.081289,24.533604,0,11.096691,0.664696,0.900420,transitoire,0.114544,0.012641,1,1,0.412092,0.083917,1.348788
3,-0.031289,0.926469,0.000290,0.142770,4,0.000111,46.719740,0.125201,1.340093,0.323714,0.993245,0.751066,0.104861,15.096263,-9.230255,0,10.613359,0.668225,0.892562,transitoire,0.109839,0.004978,0.100000,0.100000,0.406809,0.125201,1.340093
3.100000,-0.054963,0.943205,0.001617,0.125271,4,0.000111,3.783310,0.124043,1.331255,0.450191,0.993221,0.830198,0.105516,19.613902,434.768550,0,10.170374,0.671066,0.885326,transitoire,0.104750,-0.000766,0.158442,0.158442,0.400369,0.124043,1.331255
3.200000,-0.052292,0.952136,0.000370,0.121456,4,0.000110,1.027417,0.119832,1.323460,0.400373,0.993231,0.831784,0.103252,19.691106,-429.364294,0,13.501893,0.665525,0.878630,chronique,0.099451,-0.003802,0.181488,0.181488,0.392784,0.119832,1.323460
3.300000,-0.060058,0.953688,0.000140,0.123480,1,0.000110,2.548388,0.122048,1.317309,0.469851,0.993217,0.751701,0.097431,19.691106,-27.558935,0,13.264286,0.667388,0.872172,transitoire,0.094170,-0.003261,0.306962,0.306962,0.384069,0.122048,1.317309
3.400000,-0.055201,0.949772,-0.000450,0.131700,1,0.000111,2.488433,0.126816,1.313336,0.396085,0.993231,0.729406,0.071647,19.691106,15.209716,0,13.816518,0.669205,0.866149,transitoire,0.089198,0.017551,0.456962,0.456962,0.374240,0.126816,1.313336
3.500000,-0.032605,0.942661,-0.001302,0.159801,4,0.000110,2.195051,0.149674,1.311948,0.398116,0.993231,0.676470,0.049470,19.691106,-0.599556,0,13.199670,0.673266,0.860522,transitoire,0.086158,0.039014,0.628007,0.628007,0.363320,0.149674,1.311948
3.600000,-0.030809,0.934548,-0.001524,0.177633,4,0.000109,0.677396,0.167595,1.313411,0.447605,0.993222,0.609498,0.091649,17.635078,-2.933819,0,12.162350,0.677912,0.855321,chronique,0.085006,-0.005197,0.636703,0.636703,0.351335,0.167595,1.313411
3.700000,-0.049071,0.927558,-0.000185,0.126988,4,0.000107,4.260776,0.121900,1.317382,0.431797,0.993225,0.593454,0.108211,17.635078,-15.176546,0,11.276191,0.681966,0.850526,transitoire,0.080336,0.003040,0.805991,0.805991,0.338318,0.121900,1.317382
3.800000,-0.023804,0.923592,0.000360,0.132631,2,0.000106,1.657432,0.118797,1.323676,0.498033,0.993212,0.583386,0.075578,17.762315,35.833799,0,10.348457,0.685580,0.846090,chronique,0.076565,0.022752,0.846824,0.846824,0.324303,0.118797,1.323676
3.900000,-0.065803,0.923588,0.001662,0.165042,4,0.000107,2.161454,0.154384,1.331358,0.593669,0.993193,0.538954,0.106953,17.762315,-26.033442,0,9.561775,0.688263,0.841974,transitoire,0.074577,0.045562,1,1,0.309334,0.154384,1.331358
4,-0.079153,0.926469,0.001505,0.141058,3,0.000108,47.581694,0.125078,1.340283,0.788665,0.993156,0.593848,0.073917,17.762315,5.040214,0,10.246935,0.689908,0.838132,transitoire,0.074534,0.000618,0.100000,0.100000,0.293459,0.125078,1.340283
4.100000,-0.013921,0.928852,0.000677,0.145479,3,0.000109,4.141858,0.142372,1.348735,0.499284,0.993212,0.615561,0.065247,21.075579,454.202409,0,12.061659,0.690488,0.834516,transitoire,0.070858,0.005610,0.190023,0.190023,0.276734,0.142372,1.348735
4.200000,-0.018023,0.926365,-0.000442,0.152873,4,0.000110,1.046939,0.149395,1.356819,1.348350,0.993046,0.589599,0.057099,21.116743,-434.398360,0,11.357329,0.691360,0.831087,chronique,0.067769,0.010669,0.222900,0.222900,0.259218,0.149395,1.356819
4.300000,-0.077999,0.916137,-0.000230,0.152297,4,0.000110,1.244073,0.149287,1.363372,1.022163,0.993110,0.586083,0.074195,21.116743,-30.949195,0,10.730719,0.692718,0.827838,chronique,0.065243,-0.008952,0.251463,0.251463,0.240981,0.149287,1.363372
4.400000,-0.051900,0.899078,0.000756,0.125384,4,0.000110,3.153629,0.124081,1.367472,1.482621,0.993020,0.622410,0.081930,21.116743,1.971337,0,10.525610,0.693826,0.824767,transitoire,0.061257,-0.018350,0.434648,0.434648,0.222096,0.124081,1.367472
4.500000,-0.061181,0.880554,0.000098,0.116755,4,0.000109,2.415669,0.115506,1.368904,1.562535,0.993004,0.593754,0.080025,21.116743,19.095562,0,10.328195,0.696222,0.821857,transitoire,0.056710,-0.004793,0.614317,0.614317,0.202643,0.115506,1.368904
4.600000,-0.022976,0.868472,-0.000112,0.125082,4,0.000107,1.810965,0.117585,1.367433,1.111450,0.993093,0.611026,0.072137,19.382207,-7.379600,0,10.299385,0.697805,0.819126,chronique,0.053486,-0.008196,0.718899,0.718899,0.182707,0.117585,1.367433
4.700000,-0.053163,0.869010,0.000240,0.123941,4,0.000107,1.352438,0.120904,1.363170,1.228164,0.993070,0.588313,0.073940,19.382207,-6.047035,0,10.270734,0.697916,0.816544,chronique,0.050149,-0.002492,0.762306,0.762306,0.162379,0.120904,1.363170
4.800000,-0.042571,0.882722,-0.000836,0.114668,4,0.000106,2.018909,0.106936,1.356605,1.388376,0.993038,0.596362,0.077948,19.382207,-4.585277,0,8.745027,0.699166,0.814073,transitoire,0.047440,0.037966,0.916564,0.916564,0.141753,0.106936,1.356605
4.900000,-0.021841,0.904370,-0.001808,0.110397,4,0.000106,2.173558,0.108053,1.348687,1.144733,0.993086,0.581588,0.053492,19.382207,6.664718,0,7.613978,0.700632,0.811728,transitoire,0.048139,0.036310,1,1,0.120927,0.108053,1.348687
5,-0.046835,0.926469,-0.000735,0.125790,4,0.000130,0.874471,0.122031,1.339957,1.094646,0.993096,0.565822,0.088324,19.382207,1.546484,0,6.535942,0.701435,0.809506,chronique,0.048670,0.021091,0.960000,0.960000,0.100000,0.122031,1.339957
5.100000,-0.018656,0.943205,0.000041,0.102905,3,0.000131,1.659725,0.099241,1.331151,1.205656,0.993074,0.557114,0.059184,17.914996,-12.990868,0,5.725316,0.703498,0.807387,chronique,0.047943,-0.011242,0.908000,0.908000,0.079073,0.099241,1.331151
5.200000,-0.028382,0.952136,0.000229,0.121292,4,0.000129,1.088659,0.115092,1.323402,1.191022,0.993077,0.544320,0.092116,17.914996,7.852544,0,5.705620,0.704282,0.805389,chronique,0.044636,-0.047480,0.866400,0.866400,0.058247,0.115092,1.323402
5.300000,-0.039102,0.953688,-0.000089,0.093769,4,0.000123,1.952421,0.092144,1.317348,1.076477,0.993100,0.542475,0.085869,17.914996,-5.710663,0,5.686059,0.705684,0.803481,chronique,0.038563,-0.047306,0.813120,0.813120,0.037621,0.092144,1.317348
5.400000,-0.033777,0.949772,-0.000092,0.093352,4,0.000132,1.237532,0.089072,1.313517,1.009925,0.993113,0.535477,0.078726,17.914996,8.637622,0,5.462763,0.707443,0.801670,chronique,0.032808,-0.024067,0.770496,0.770496,0.017293,0.089072,1.313517
5.500000,-0.014371,0.942661,0.000549,0.102922,4,0.000131,1.179850,0.098661,1.312264,1.002762,0.993114,0.545802,0.040913,17.914996,-7.148896,0,5.256342,0.708974,0.799957,chronique,0.029221,-0.000709,0.716397,0.716397,0.001000,0.098661,1.312264
5.600000,-0.017028,0.934548,0.001622,0.126002,4,0.000131,1.208631,0.119790,1.313633,1.014664,0.993112,0.543847,0.032214,16.684882,-0.576823,0,5.379230,0.709315,0.798333,chronique,0.027702,0.021583,0.673117,0.673117,0.001000,0.119790,1.313633
5.700000,-0.046181,0.927558,0.001984,0.129731,1,0.000131,0.870132,0.124225,1.317441,1.004715,0.993114,0.542434,0.065352,16.684882,0.287812,0,5.256342,0.709834,0.796771,stable,0.028063,0.006624,0.618494,0.618494,0.001000,0.124225,1.317441
5.800000,-0.034057,0.923592,0.001167,0.108349,4,0.000131,1.425634,0.104579,1.323339,1.078417,0.993099,0.571082,0.048722,16.684882,-3.384991,0,4.933750,0.711411,0.795272,stable,0.027196,0.009381,0.574795,0.574795,0.001000,0.104579,1.323339
5.900000,-0.031500,0.923588,-0.002092,0.113115,3,0.000130,0.709966,0.110268,1.331146,1.090734,0.993097,0.597911,0.037123,16.684882,5.555023,0,4.648465,0.712674,0.793851,stable,0.026595,0.023738,0.539836,0.539836,0.001000,0.110268,1.331146
6,-0.031649,0.926469,-0.001549,0.122189,4,0.000130,1.260695,0.117566,1.340020,1.001632,0.993114,0.621118,0.044870,16.684882,-7.156678,0,4.516536,0.737500,0.792498,stable,0.027186,0.008139,0.511869,0.511869,0.001000,0.117566,1.340020
6.100000,-0.021953,0.928852,0.000930,0.120520,4,0.000132,0.728787,0.114978,1.348836,0.982902,0.993118,0.634977,0.039736,15.643971,5.507290,0,4.391889,0.738318,0.791596,stable,0.026485,-0.005946,0.489495,0.489495,0.001000,0.114978,1.348836
