t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.990999,0,0.001002,0,0.000030,0,0.000457,1.346064,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.346064
0.100000,0.000296,0.992025,0,0.001482,0,0.000026,2.447273,0.000682,1.348022,0,1,0.100000,0.469037,2.447273,0,0,1,1,1,stable,0.469099,0.000062,0.187076,0.187076,0.120927,0.000682,1.348022
0.200000,0.000702,0.992393,-0.000000,0.002125,0,0.000025,2.133497,0.000992,1.349188,0,1,0.100000,0.445393,2.133497,24.472730,0,1,1,1,stable,0.445649,0.000256,0.309128,0.309128,0.141753,0.000992,1.349188
0.300000,0.001040,0.991886,-0.000003,0.002986,0,0.000024,2.102894,0.001419,1.349444,0.000000,0.993307,0.100000,0.422725,2.102894,-3.137762,0,1,1,1,stable,0.423387,0.000662,0.496809,0.496809,0.162379,0.001419,1.349444
0.400000,0.001126,0.990695,-0.000014,0.004151,0,0.000024,0.652984,0.002011,1.348763,0.000012,0.993307,0.100000,0.401525,0.652984,-0.306025,0,1,1,1,stable,0.402271,0.000746,0.463942,0.463942,0.182707,0.002011,1.348763
0.500000,0.000917,0.989342,-0.000039,0.005444,0,0.000053,1.673734,0.002704,1.347216,0.000066,0.993307,0.100000,0.381303,1.673734,-14.499101,0,1,1,1,stable,0.382218,0.000915,0.630600,0.630600,0.202643,0.002704,1.347216
0.600000,0.000681,0.988433,-0.000051,0.007029,0,0.000061,1.155192,0.003591,1.344959,0.000119,0.993307,0.100000,0.362420,1.155192,10.207501,0,1,1,1,stable,0.363181,0.000761,0.733838,0.733838,0.222096,0.003591,1.344959
0.700000,0.000345,0.988383,-0.000071,0.008480,0,0.000048,0.761107,0.004518,1.342217,0.000105,0.993307,0.100000,0.344849,0.761107,-5.185424,0,1,1,1,stable,0.345084,0.000235,0.778558,0.778558,0.240981,0.004518,1.342217
0.800000,-0.000519,0.989247,-0.000042,0.009635,0,0.000047,1.262275,0.005454,1.339265,0.000090,0.993307,0.100000,0.328858,1.262275,-3.940848,0,1,1,1,stable,0.327848,-0.001009,0.923176,0.923176,0.259218,0.005454,1.339265
0.900000,-0.002267,0.990726,0.000044,0.010541,3,0.000044,0.864096,0.006393,1.336391,0.000140,0.993307,0.100000,0.314906,0.864096,5.011675,0,1,1,1,stable,0.311374,-0.003532,1,1,0.276734,0.006393,1.336391
