t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000011,0.926469,0,0.001002,0,0.000024,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000457,1.339942
0.100000,0.002139,0.928852,0,0.001655,0,0.000023,0.186917,0.000765,1.348769,0,0.100000,0.469099,0.186917,0,0,1,1,stable,0.469099,0.000000,0.000000,0.120927,0.000765,1.348769
0.200000,0.005597,0.926365,-0.000000,0.002564,0,0.000020,0.252626,0.001211,1.356829,0,0.100000,0.445644,0.252626,1.869165,0,1,1,stable,0.445644,0.000000,0.000000,0.141753,0.001211,1.356829
0.300000,0.008453,0.916137,-0.000000,0.003763,0,0.000020,0.332881,0.001829,1.363293,0.000000,0.100000,0.423362,0.332881,0.657093,0,1,1,stable,0.423362,0.000000,0.000000,0.162379,0.001829,1.363293
0.400000,0.007689,0.899078,-0.000000,0.005274,0,0.000020,0.430732,0.002660,1.367475,0.001445,0.100000,0.402194,0.430732,0.802555,0,1,1,stable,0.402194,0.000000,0.000000,0.182707,0.002660,1.367475
0.500000,0.002746,0.880554,-0.000000,0.007113,0,0.000020,0.550272,0.003750,1.368921,0.012271,0.100000,0.382084,0.550272,0.978508,0,1,1,stable,0.382084,0.000000,0.000000,0.202643,0.003750,1.368921
0.600000,-0.001973,0.868472,-0.000000,0.009291,0,0.000020,0.707066,0.005154,1.367475,0.022747,0.100000,0.362980,0.707066,1.195402,0,1,1,stable,0.362980,-0.000000,0.000000,0.222096,0.005154,1.367475
0.700000,-0.004190,0.869010,-0.000000,0.011825,0,0.000020,0.905499,0.006934,1.363293,0.019988,0.100000,0.344831,0.905499,1.567941,0,1,1,stable,0.344831,-0.000000,0.000000,0.240981,0.006934,1.363293
0.800000,-0.012179,0.882722,0.000000,0.014739,0,0.000022,1.138189,0.009163,1.356829,0.026285,0.100000,0.327589,1.138189,1.984327,0,1,1,stable,0.327589,-0.000000,0.000000,0.259218,0.009163,1.356829
0.900000,-0.032825,0.904370,0.000000,0.018066,0,0.000022,1.185882,0.011918,1.348769,0.020661,0.100000,0.311210,1.185882,2.326902,0,1,1,stable,0.311210,-0.000000,0.000000,0.276734,0.011918,1.348769
