t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t),gamma_regime,G_arch_used
47,-0.031836,0.991674,-0.000887,0.123463,2,0.000089,3.718678,0.118051,1.339958,1.492818,0.993018,0.862119,0.060983,18.407403,119.437673,6.600000,6.641683,0.698751,0.697061,transitoire,0.005961,-0.015876,1,1,0.001000,0.118051,1.339958,0,0
47.100000,-0.001065,0.993071,0.000219,0.072548,2,0.000089,5.016053,0.061397,1.337057,1.486584,0.993019,0.866776,0.014192,18.304804,-112.866424,6.600000,6.641173,0.698877,0.697077,transitoire,0.004379,-0.007687,1,1,0.001000,0.061397,1.337057,0,0
47.200000,-0.021889,0.993711,-0.001377,0.129447,2,0.000100,2.911002,0.122981,1.334349,1.482605,0.993020,0.862467,0.053701,18.304804,12.973743,6.600000,6.641683,0.698649,0.697094,transitoire,0.003538,0.028993,1,1,0.001000,0.122981,1.334349,0,0
47.300000,-0.008490,0.993500,-0.000826,0.086158,2,0.000094,3.198852,0.075070,1.332299,1.472168,0.993022,0.844605,0.037199,18.304804,-21.050503,6.600000,6.642194,0.698747,0.697113,transitoire,0.005707,-0.007392,1,1,0.001000,0.075070,1.332299,0,0
47.400000,-0.039980,0.992622,-0.002560,0.112803,2,0.000098,2.647171,0.103599,1.330863,1.459285,0.993024,0.844677,0.077726,18.304804,2.878496,6.600000,6.644770,0.698772,0.697132,transitoire,0.004823,0.013241,1,1,0.001000,0.103599,1.330863,0,0
47.500000,-0.013055,0.991442,-0.002512,0.066602,2,0.000092,4.221805,0.058472,1.330494,1.465315,0.993023,0.839587,0.046260,18.304804,-5.516810,6.600000,6.642194,0.698849,0.697150,transitoire,0.005653,-0.019691,1,1,0.001000,0.058472,1.330494,0,0
47.600000,-0.033518,0.990387,-0.002911,0.113446,2,0.000087,3.701082,0.097598,1.331000,1.472336,0.993022,0.834656,0.080899,18.203980,15.746344,6.600000,6.644770,0.698800,0.697170,transitoire,0.003778,0.062375,1,1,0.001000,0.097598,1.331000,0,0
47.700000,-0.007399,0.989817,-0.000725,0.068998,4,0.000083,5.757720,0.059611,1.332419,1.458903,0.993024,0.833355,0.043438,18.203980,-5.207231,6.600000,6.642194,0.698625,0.697188,transitoire,0.008635,-0.000847,1,1,0.001000,0.059611,1.332419,0,0
47.800000,-0.018446,0.989924,0.002100,0.101692,4,0.000093,2.265237,0.097463,1.334414,1.456588,0.993025,0.833351,0.050683,18.203980,20.566375,6.600000,6.644770,0.698653,0.697205,transitoire,0.008135,-0.022873,1,1,0.001000,0.097463,1.334414,0,0
47.900000,-0.011272,0.990647,0.000279,0.095403,2,0.000084,1.460923,0.088302,1.336923,1.447841,0.993026,0.844403,0.040670,18.203980,-34.924831,6.600000,6.647348,0.698570,0.697224,chronique,0.005878,0.016902,1,1,0.001000,0.088302,1.336923,0,0
48,-0.044710,0.991674,-0.002257,0.109907,2,0.000084,2.231764,0.103337,1.339854,1.438489,0.993028,0.845743,0.083547,18.203980,-8.043140,6.600000,6.664223,0.698549,0.697246,transitoire,0.006951,0.022354,1,1,0.001000,0.103337,1.339854,0,0
48.100000,-0.006669,0.992522,-0.000710,0.079616,2,0.000085,5.540005,0.062933,1.342855,1.449644,0.993026,0.861431,0.042850,18.104475,7.708418,6.600000,6.647348,0.698635,0.697268,transitoire,0.008412,-0.004707,1,1,0.001000,0.062933,1.342855,0,0
48.200000,-0.044605,0.992728,0.001515,0.114801,2,0.000088,2.677311,0.108474,1.345637,1.473061,0.993021,0.829907,0.073854,18.104475,33.082408,6.600000,6.664223,0.698316,0.697291,transitoire,0.007611,-0.059016,1,1,0.001000,0.108474,1.345637,0,0
48.300000,-0.021547,0.992063,0.001675,0.096251,2,0.000088,3.616809,0.078645,1.347573,1.469161,0.993022,0.823514,0.048341,18.104475,-28.626941,6.600000,6.647348,0.698518,0.697310,transitoire,0.002456,0.029605,1,1,0.001000,0.078645,1.347573,0,0
48.400000,-0.023483,0.990669,-0.001083,0.106377,2,0.000090,3.983924,0.097060,1.348943,1.450466,0.993026,0.805539,0.061031,18.104475,9.394983,6.600000,6.664223,0.698432,0.697332,transitoire,0.004728,0.018387,1,1,0.001000,0.097060,1.348943,0,0
48.500000,-0.025267,0.989045,-0.000031,0.096674,1,0.000086,2.591104,0.090942,1.349589,1.429574,0.993030,0.805466,0.063140,18.104475,3.671143,6.600000,6.681185,0.698433,0.697354,transitoire,0.005979,0.020913,1,1,0.001000,0.090942,1.349589,0,0
48.600000,-0.019747,0.987842,0.000226,0.084479,1,0.000083,2.285492,0.081435,1.349052,1.424211,0.993031,0.813888,0.060669,18.006761,-13.928192,6.600000,6.704862,0.698471,0.697375,transitoire,0.007372,0.026152,1,1,0.001000,0.081435,1.349052,0,0
48.700000,-0.032054,0.987566,0.002002,0.095048,1,0.000083,1.427452,0.092278,1.347699,1.421443,0.993032,0.767222,0.075566,18.006761,-3.056124,6.600000,6.728709,0.698170,0.697396,chronique,0.009119,0.001736,1,1,0.001000,0.092278,1.347699,0,0
48.800000,-0.010401,0.988351,0.001019,0.091745,4,0.000084,2.266264,0.084290,1.345511,1.420637,0.993032,0.774796,0.041503,18.006761,-8.580399,6.600000,6.704862,0.698283,0.697418,transitoire,0.008804,0.002875,1,1,0.001000,0.084290,1.345511,0,0
48.900000,-0.023607,0.989907,-0.000321,0.123291,2,0.000091,1.396194,0.115515,1.342832,1.424199,0.993031,0.777126,0.068696,18.006761,8.388117,6.600000,6.728709,0.698203,0.697439,chronique,0.008596,-0.028180,1,1,0.001000,0.115515,1.342832,0,0
49,-0.021784,0.991674,-0.000618,0.097184,2,0.000113,1.331502,0.091631,1.339943,1.420350,0.993032,0.759678,0.063073,18.006761,-8.700695,6.600000,6.736556,0.698288,0.697459,chronique,0.005886,-0.016429,1,1,0.001000,0.091631,1.339943,0,0
49.100000,-0.018400,0.993071,-0.000078,0.098410,1,0.000088,1.073517,0.094970,1.337039,1.411389,0.993034,0.761014,0.054709,17.910916,-0.646925,6.600000,6.744422,0.698309,0.697480,chronique,0.004263,-0.006041,1,1,0.001000,0.094970,1.337039,0,0
49.200000,-0.010623,0.993711,0.000478,0.103754,2,0.000085,0.893161,0.101554,1.334505,1.407788,0.993034,0.745841,0.043957,17.910916,-2.579847,6.600000,6.746429,0.698366,0.697504,chronique,0.003561,0.011910,1,1,0.001000,0.101554,1.334505,0,0
49.300000,-0.010020,0.993500,0.001466,0.118246,2,0.000085,0.822467,0.114227,1.332444,1.405378,0.993035,0.744123,0.037329,17.910916,-1.803560,6.600000,6.748437,0.698284,0.697528,chronique,0.004347,0.028781,1,1,0.001000,0.114227,1.332444,0,0
49.400000,-0.015842,0.992622,0.001800,0.124170,4,0.000084,0.487942,0.118107,1.331156,1.402702,0.993035,0.725249,0.058786,17.910916,-0.706939,6.600000,6.750637,0.698335,0.697553,chronique,0.006458,0.029411,1,1,0.001000,0.118107,1.331156,0,0
49.500000,-0.040302,0.991442,0.001860,0.112323,1,0.000091,0.502551,0.107603,1.330595,1.400534,0.993036,0.685741,0.084566,17.910916,-3.345257,6.600000,6.752838,0.698210,0.697579,stable,0.008514,0.007466,1,1,0.001000,0.107603,1.330595,0,0
49.600000,-0.008924,0.990387,0.000115,0.099557,4,0.000091,1.876891,0.089729,1.330871,1.403005,0.993035,0.685817,0.039382,17.816578,0.146096,6.600000,6.750637,0.698284,0.697602,stable,0.008692,-0.004680,1,1,0.017293,0.089729,1.330871,0,0
49.700000,-0.055306,0.989817,-0.001914,0.131981,4,0.000091,1.447475,0.125915,1.332301,1.422741,0.993031,0.665916,0.094906,17.816578,13.743403,6.600000,6.752838,0.698229,0.697627,stable,0.007879,-0.041022,1,1,0.037621,0.125915,1.332301,0,0
49.800000,-0.034183,0.989924,-0.000227,0.091487,2,0.000090,3.204015,0.084931,1.334424,1.436391,0.993029,0.655244,0.075509,17.816578,-4.294162,6.600000,6.750637,0.698341,0.697652,transitoire,0.004167,-0.059278,1,1,0.058247,0.084931,1.334424,0,0
49.900000,-0.047263,0.990647,0.001522,0.114920,2,0.000089,2.640024,0.107316,1.337164,1.419125,0.993032,0.737154,0.080063,17.816578,17.565395,6.600000,6.748437,0.698540,0.697679,transitoire,-0.000837,0.063551,1,1,0.079073,0.107316,1.337164,0,0
