event_type,t_start,t_end,metric,value,severity
anomaly,24,28,C(t),5.394425,medium
anomaly,25,28,C(t),4.312916,medium
anomaly,44,48,C(t),5.394425,medium
anomaly,45,48,C(t),4.312916,medium
anomaly,21,49,A_mean(t),4.852835,medium
anomaly,23,30,effort(t),315239288311201835211099393961199830501082973340388966664355079005030008140065706678952132608.000000,high
anomaly,24,30,effort(t),249697562658731121446345024213026169355338881854841624166557096470268016836692845582673248256.000000,high
anomaly,25,30,effort(t),184555861516512856064354282524038319424360868319207842411419982940201812212328621779569344512.000000,high
anomaly,26,30,effort(t),109965526008575291996568375678938997571159210578303399880217613839934902190632081748595310592.000000,high
anomaly,27,30,effort(t),40308982222532424076140302739670690132811732496135585775739395543733073299630489560456101888.000000,high
anomaly,28,30,effort(t),5430093774786608475664185026136791844213743582583966750567754834061280905524863386358120448.000000,high
anomaly,45,49,effort(t),195.331568,high
anomaly,46,49,effort(t),3.352668,low
anomaly,25,49,mean_high_effort,502518340621870521559105474731227092158650137526516314389847525469931875020406545619248742400.000000,high
anomaly,26,49,mean_high_effort,218175320804558192595172936802384502114084345974691420166250597047475864469847819721252012032.000000,high
anomaly,27,49,mean_high_effort,86768437189345890719972524437983015208146708749413986143124307828183231289201904509624778752.000000,high
anomaly,28,49,mean_high_effort,26047233415980562985627930413925621233120533280660777086771871339678274534540687571071008768.000000,high
anomaly,29,49,mean_high_effort,3978453421030754211238724533529271026980101064746428837156906465160288758330442686473961472.000000,high
anomaly,30,49,mean_high_effort,26532131216509885133866324447876144362496022950875911966178485307804438084570896721248256.000000,high
anomaly,31,49,mean_high_effort,47785305460924742974719632882622497659352379553159879490099561351130183274332160.000000,high
anomaly,32,40,mean_high_effort,3.316625,low
anomaly,16,32,d_effort_dt,3018174469698203064178001331263427251162578189492138271636325069834175401040570421177894305792.000000,high
anomaly,17,32,d_effort_dt,1652688557761947300052651965065372754291001580724473762206567700293668978200634576977367400448.000000,high
anomaly,25,32,d_effort_dt,841024298829474707393113289901519902188645239713083994888140487163619442157210323638831546368.000000,high
anomaly,26,32,d_effort_dt,609985486118770310322226104784182219142512854613103991389512446728524146207109787738783612928.000000,high
anomaly,27,32,d_effort_dt,249748293931983865261498858013834066300145911643090206996060181517411842522528858655623741440.000000,high
anomaly,28,32,d_effort_dt,61724236066981757473050519849332281270134880224858403497720991490211780076469997079277600768.000000,high
anomaly,29,32,d_effort_dt,6245725156022970501456741948806841594666523114659512359758899736461495428321878017539309568.000000,high
anomaly,30,32,d_effort_dt,31336984477461078968244951087263074482533766680794832706483657421883029127857273263095808.000000,high
