t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000024,0,0.000457,1.339942,0,0.100000,0.493789,0,0,0,1,1,stable,0.493788,-0.000001,1,1,0.100000,0.000457,1.339942
0.100000,0.002879,0.992522,0,0.002516,0,0.000021,0.377043,0.001189,1.342872,0,0.100000,0.468516,0.377043,0,0,1,1,stable,0.469099,0.000583,1,1,0.120927,0.001189,1.342872
0.200000,0.010695,0.992728,-0.000000,0.005140,0,0.000020,0.703817,0.002577,1.345525,0,0.100000,0.443529,0.703817,3.770428,0,1,1,stable,0.445691,0.002162,1,1,0.141753,0.002577,1.345525
0.300000,0.020482,0.992063,-0.000029,0.009204,0,0.000020,1.205189,0.004972,1.347639,0.000000,0.100000,0.419452,1.205189,3.267742,0,1,1,stable,0.423581,0.004129,1,1,0.162379,0.004972,1.347639
0.400000,0.022005,0.990669,-0.000100,0.014735,0,0.000022,1.816587,0.008595,1.348998,0.005293,0.100000,0.398328,1.816587,5.013719,0,1,1,stable,0.402736,0.004408,1,1,0.182707,0.008595,1.348998
0.500000,0.015327,0.989045,-0.000240,0.020719,0,0.000022,1.706096,0.013040,1.349467,0.088445,0.100000,0.379910,1.706096,6.113980,0,1,1,stable,0.382956,0.003046,1,1,0.202643,0.013040,1.349467
0.600000,0.009821,0.987842,-0.000435,0.025861,0,0.000022,1.378955,0.017997,1.348996,0.140201,0.100000,0.362107,1.378955,-1.104910,0,1,1,stable,0.364055,0.001948,1,1,0.222096,0.017997,1.348996
0.700000,0.013708,0.987566,-0.000431,0.031271,3,0.000022,1.324189,0.024446,1.347636,0.110701,0.100000,0.343286,1.324189,-3.271407,0,1,1,stable,0.346010,0.002723,1,1,0.240981,0.024446,1.347636
0.800000,0.023777,0.988351,-0.000049,0.040790,3,0.000022,1.403139,0.033909,1.345523,0.158551,0.100000,0.324117,1.403139,-0.547667,0,1,1,stable,0.328929,0.004812,1,1,0.259218,0.033909,1.345523
0.900000,-0.008254,0.989907,0.000485,0.050900,1,0.000021,1.224423,0.044789,1.342887,0.170357,0.100000,0.314463,1.224423,0.789500,0,1,1,stable,0.312872,-0.001591,1,1,0.276734,0.044789,1.342887
1,-0.030064,0.991674,0.000794,0.056946,1,0.000023,1.628529,0.053505,1.339985,0.779173,0.774860,0.303249,1.761342,-1.787161,0,1.948656,1,stable,0.297100,-0.006149,1,1,0.293459,0.053505,1.339985
1.100000,-0.083794,0.993071,0.000116,0.072959,1,0.000025,1.009359,0.066097,1.337067,0.412781,0.672374,0.298936,1.717071,4.041067,0,2.193206,1,stable,0.281747,-0.017189,1,1,0.309334,0.066097,1.337067
1.200000,-0.086927,0.993711,-0.000834,0.082373,3,0.000022,0.875055,0.074273,1.334399,0.598028,0.715820,0.283994,1.717071,-6.191702,0,5.771863,1,stable,0.266269,-0.017724,1,1,0.324303,0.074273,1.334399
1.300000,0.020623,0.993500,-0.001320,0.087816,3,0.000022,1.600240,0.083728,1.332400,1.194992,0.570141,0.247841,1.717071,-1.343044,0,5.671374,1,stable,0.251522,0.003681,1,1,0.338318,0.083728,1.332400
1.400000,0.025121,0.992622,0.001076,0.112195,4,0.000021,1.353593,0.104549,1.331323,6.466757,0.677531,0.234613,1.717071,7.251853,0,4.855045,1,stable,0.239244,0.004631,1,1,0.351335,0.104549,1.331323
1.500000,-0.273475,0.991442,0.003897,0.122869,4,0.000021,0.660935,0.116682,1.330894,5.076408,0.700252,0.283524,1.717071,-2.466475,0,4.244149,1,stable,0.227656,-0.055868,1,1,0.363320,0.116682,1.330894
1.600000,-0.093573,0.990387,0.003560,0.097052,4,0.000021,2.368222,0.094948,1.330815,37.449876,0.869609,0.231010,1.687863,-6.926574,0,13.306166,1,transitoire,0.211754,-0.019257,1,1,0.374240,0.094948,1.330815
1.700000,0.258188,0.989817,-0.001940,0.127583,1,0.000021,1.171125,0.123850,1.331966,56.720120,0.839050,0.148039,1.879859,17.072868,0,13.260409,1,stable,0.199608,0.051570,1,1,0.384069,0.123850,1.331966
1.800000,0.586301,0.989924,-0.002837,0.171738,4,0.000020,1.258300,0.165180,1.333897,56.305040,0.799146,0.087263,1.879859,-11.970968,0,12.830797,1,stable,0.193800,0.117357,1,1,0.392784,0.165180,1.333897
1.900000,0.321116,0.990647,-0.002883,0.201111,4,0.000020,0.782955,0.195353,1.336753,50.450020,0.834317,0.138850,1.879859,0.871744,0,26.644575,1,stable,0.193604,0.063708,1,1,0.400369,0.195353,1.336753
