t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000024,0,0.000457,1.339942,0,0.100000,0.493789,0,0,0,1,1,stable,0.493788,-0.000001,0.880797,0.100000,0.000457,1.339942
0.100000,0.002186,0.992522,0,0.001957,0,0.000022,0.250400,0.000912,1.342872,0,0.100000,0.468710,0.250400,0,0,1,1,stable,0.469099,0.000389,0.878681,0.120927,0.000912,1.342872
0.200000,0.006960,0.992728,-0.000000,0.003496,0,0.000021,0.407873,0.001683,1.345525,0,0.100000,0.444442,0.407873,2.503998,0,1,1,stable,0.445675,0.001233,0.876533,0.141753,0.001683,1.345525
0.300000,0.012871,0.992063,-0.000020,0.005798,0,0.000021,0.635554,0.002914,1.347639,0,0.100000,0.421222,0.635554,1.574736,0,1,1,stable,0.423491,0.002269,0.874352,0.162379,0.002914,1.347639
0.400000,0.015512,0.990669,-0.000062,0.008949,0,0.000021,0.922329,0.004723,1.348999,0.001360,0.100000,0.399782,0.922329,2.276806,0,1,1,stable,0.402500,0.002718,0.872138,0.182707,0.004723,1.348999
0.500000,0.013101,0.989045,-0.000133,0.012649,0,0.000020,1.176000,0.007046,1.349468,0.017590,0.100000,0.380314,1.176000,2.867753,0,1,1,stable,0.382595,0.002281,0.869892,0.202643,0.007046,1.349468
0.600000,0.009523,0.987842,-0.000220,0.016178,0,0.000021,1.335470,0.009687,1.348998,0.040284,0.100000,0.361994,1.335470,2.536706,0,1,1,stable,0.363650,0.001656,0.867611,0.222096,0.009687,1.348998
0.700000,0.008240,0.987566,-0.000237,0.019299,3,0.000020,1.239016,0.012815,1.347638,0.034177,0.100000,0.344166,1.239016,1.594701,0,1,1,stable,0.345601,0.001436,0.865297,0.240981,0.012815,1.347638
0.800000,0.002897,0.988351,-0.000076,0.023255,3,0.000020,1.272842,0.017093,1.345525,0.034243,0.100000,0.327920,1.272842,-0.964540,0,1,1,stable,0.328437,0.000518,0.862949,0.259218,0.017093,1.345525
0.900000,-0.025711,0.989907,0.000217,0.027982,3,0.000020,1.164653,0.022147,1.342875,0.028122,0.100000,0.316488,1.164653,0.338258,0,1,1,stable,0.312057,-0.004430,0.860566,0.276734,0.022147,1.342875
1,-0.048227,0.991674,0.000396,0.030702,1,0.000020,1.035626,0.026356,1.339952,0.244813,0.645338,0.304441,1.304156,-1.081890,0,2.894908,1,stable,0.296096,-0.008344,0.858149,0.293459,0.026356,1.339952
1.100000,-0.061401,0.993071,0.000142,0.037316,1,0.000021,1.049683,0.033148,1.337040,0.157669,0.631981,0.291248,1.282443,-1.290267,0,5.064098,1,stable,0.280616,-0.010632,0.855697,0.309334,0.033148,1.337040
1.200000,-0.050187,0.993711,-0.000215,0.046962,3,0.000024,1.094121,0.042170,1.334417,0.208524,0.524105,0.274404,1.282443,0.140574,0,5.483599,1,stable,0.265725,-0.008679,0.853210,0.324303,0.042170,1.334417
1.300000,0.015653,0.993500,-0.000260,0.058648,3,0.000021,1.278788,0.053133,1.332354,0.534304,0.379710,0.249205,1.282443,0.444380,0,4.770397,1,stable,0.251737,0.002532,0.850687,0.338318,0.053133,1.332354
1.400000,0.017090,0.992622,0.000704,0.078773,3,0.000021,1.385472,0.070118,1.331093,1.840397,0.532663,0.236584,1.295700,1.846667,0,4.728238,1,stable,0.239355,0.002771,0.848129,0.351335,0.070118,1.331093
