t,S(t),C(t),effort(t),mean_abs_error,fluidity,entropy_S,gamma,En_mean(t),On_mean(t)
25.150000,-0.348192,0.707388,0.009432,0.143961,0.989434,0.219704,0.400000,-0.013040,-0.027855
25.200000,-0.356919,0.707388,0.008854,0.150911,0.989444,0.232678,0.400000,-0.014641,-0.028554
25.250000,-0.353371,0.707388,0.007601,0.153332,0.989444,0.245387,0.400000,-0.016219,-0.028270
25.300000,-0.342019,0.707388,0.005975,0.151663,0.989441,0.256994,0.400000,-0.017695,-0.027361
25.350000,-0.327532,0.707388,0.004352,0.146731,0.989445,0.268195,0.400000,-0.019024,-0.026203
25.400000,-0.312491,0.707388,0.002949,0.139325,0.989453,0.278950,0.400000,-0.020193,-0.024999
25.450000,-0.298157,0.707388,0.001856,0.130089,0.989462,0.288012,0.400000,-0.021205,-0.023853
25.500000,-0.285746,0.707388,0.001223,0.119548,0.989472,0.294156,0.400000,-0.022075,-0.022860
25.550000,-0.276998,0.707388,0.001536,0.108126,0.989481,0.297160,0.400000,-0.022820,-0.022160
25.600000,-0.274148,0.707388,0.002124,0.098341,0.989489,0.298306,0.400000,-0.023472,-0.021932
25.650000,-0.279550,0.707388,0.002642,0.090204,0.989495,0.300323,0.400000,-0.024073,-0.022364
25.700000,-0.295171,0.707388,0.003076,0.082210,0.989499,0.306912,0.400000,-0.024678,-0.023614
25.750000,-0.322200,0.707388,0.003436,0.074362,0.989499,0.321802,0.400000,-0.025355,-0.025776
25.800000,-0.360837,0.707388,0.003735,0.066646,0.989496,0.347448,0.400000,-0.026172,-0.028867
25.850000,-0.410255,0.707388,0.004130,0.067215,0.989493,0.385279,0.400000,-0.027199,-0.032820
25.900000,-0.468659,0.707388,0.004634,0.069418,0.989492,0.435863,0.400000,-0.028494,-0.037493
25.950000,-0.533427,0.707388,0.005116,0.071379,0.989493,0.497441,0.400000,-0.030103,-0.042674
26,-0.601366,0.707388,0.005563,0.072877,0.989498,0.564901,0.400000,-0.032050,-0.048109
26.050000,-0.669043,0.707388,0.005978,0.073704,0.989506,0.629817,0.400000,-0.034339,-0.053523
26.100000,-0.733169,0.707388,0.006363,0.073738,0.989515,0.681406,0.400000,-0.036953,-0.058654
26.150000,-0.790930,0.707388,0.006714,0.081268,0.989523,0.709683,0.400000,-0.039850,-0.063274
26.200000,-0.840210,0.707388,0.007024,0.088039,0.989530,0.711484,0.400000,-0.042976,-0.067217
26.250000,-0.879694,0.707388,0.007269,0.093883,0.989533,0.698021,0.400000,-0.046265,-0.070375
26.300000,-0.908855,0.707388,0.007405,0.098596,0.989534,0.693240,0.400000,-0.049646,-0.072708
26.350000,-0.927890,0.707388,0.007371,0.101927,0.989533,0.695372,0.400000,-0.053045,-0.074231
26.400000,-0.937548,0.707388,0.007100,0.103592,0.989533,0.686436,0.400000,-0.056398,-0.075004
26.450000,-0.938788,0.707388,0.006538,0.103324,0.989534,0.658932,0.400000,-0.059646,-0.075103
26.500000,-0.932202,0.707388,0.005678,0.100933,0.989537,0.613272,0.400000,-0.062740,-0.074576
26.550000,-0.917383,0.707388,0.004611,0.097555,0.989540,0.554058,0.400000,-0.065636,-0.073391
26.600000,-0.892680,0.707388,0.003473,0.094183,0.989543,0.487053,0.400000,-0.068292,-0.071414
26.650000,-0.855783,0.707388,0.002604,0.090533,0.989544,0.417279,0.400000,-0.070654,-0.068463
26.700000,-0.804980,0.707388,0.003046,0.087247,0.989541,0.348702,0.400000,-0.072660,-0.064398
26.750000,-0.740303,0.707388,0.003584,0.083889,0.989534,0.284833,0.400000,-0.074237,-0.059224
26.800000,-0.663812,0.707388,0.004181,0.086714,0.989526,0.229296,0.400000,-0.075316,-0.053105
26.850000,-0.579108,0.707388,0.005391,0.090853,0.989523,0.185963,0.400000,-0.075847,-0.046329
26.900000,-0.490901,0.707388,0.006805,0.093982,0.989525,0.158208,0.400000,-0.075802,-0.039272
26.950000,-0.405088,0.707388,0.008335,0.095652,0.989533,0.147671,0.400000,-0.075189,-0.032407
27,-0.329006,0.707388,0.009803,0.095307,0.989542,0.152919,0.400000,-0.074052,-0.026321
27.050000,-0.271052,0.707388,0.010989,0.096088,0.989545,0.165725,0.400000,-0.072478,-0.021684
27.100000,-0.238538,0.707388,0.011170,0.104936,0.989530,0.177416,0.400000,-0.070609,-0.019083
27.150000,-0.233765,0.707388,0.009801,0.107801,0.989488,0.183033,0.400000,-0.068622,-0.018701
27.200000,-0.252771,0.707388,0.007041,0.105338,0.989432,0.181577,0.400000,-0.066704,-0.020222
27.250000,-0.290498,0.707388,0.005972,0.099547,0.989390,0.175751,0.400000,-0.065005,-0.023240
27.300000,-0.344420,0.707388,0.005840,0.091947,0.989365,0.171497,0.400000,-0.063635,-0.027554
27.350000,-0.411573,0.707388,0.005807,0.083207,0.989349,0.175401,0.400000,-0.062682,-0.032926
27.400000,-0.487487,0.707388,0.005522,0.073896,0.989342,0.190268,0.400000,-0.062212,-0.038999
27.450000,-0.569085,0.707388,0.004949,0.064712,0.989343,0.216362,0.400000,-0.062256,-0.045527
27.500000,-0.655770,0.707388,0.003940,0.059186,0.989349,0.252088,0.400000,-0.062826,-0.052462
27.550000,-0.747541,0.707388,0.002905,0.060026,0.989355,0.294530,0.400000,-0.063929,-0.059803
27.600000,-0.843630,0.707388,0.002194,0.058761,0.989362,0.340139,0.400000,-0.065571,-0.067490
27.650000,-0.942972,0.707388,0.002300,0.055863,0.989369,0.384466,0.400000,-0.067752,-0.075438
27.700000,-1.044757,0.707388,0.002388,0.051776,0.989377,0.421980,0.400000,-0.070468,-0.083581
27.750000,-1.148140,0.707388,0.002457,0.046878,0.989385,0.447226,0.400000,-0.073706,-0.091851
27.800000,-1.251958,0.707388,0.002517,0.041451,0.989394,0.457485,0.400000,-0.077451,-0.100157
27.850000,-1.354874,0.707388,0.002563,0.043426,0.989403,0.455147,0.400000,-0.081681,-0.108390
27.900000,-1.455530,0.707388,0.002585,0.047674,0.989411,0.447822,0.400000,-0.086366,-0.116442
27.950000,-1.552526,0.707388,0.002579,0.051228,0.989420,0.447452,0.400000,-0.091468,-0.124202
28,-1.644407,0.707388,0.002544,0.054304,0.989427,0.465030,0.400000,-0.096942,-0.131553
28.050000,-1.729699,0.707388,0.002476,0.058271,0.989434,0.494783,0.400000,-0.102738,-0.138376
28.100000,-1.806940,0.707388,0.002373,0.061324,0.989439,0.523388,0.400000,-0.108796,-0.144555
28.150000,-1.874681,0.707388,0.002233,0.063433,0.989443,0.543112,0.400000,-0.115050,-0.149974
28.200000,-1.931474,0.707388,0.002075,0.064580,0.989444,0.550480,0.400000,-0.121431,-0.154518
28.250000,-1.975852,0.707388,0.001881,0.064757,0.989443,0.544308,0.400000,-0.127860,-0.158068
28.300000,-2.006287,0.707388,0.001652,0.063958,0.989439,0.524845,0.400000,-0.134255,-0.160503
28.350000,-2.021139,0.707388,0.001384,0.062173,0.989432,0.493445,0.400000,-0.140526,-0.161691
28.400000,-2.018614,0.707388,0.001075,0.059383,0.989421,0.452349,0.400000,-0.146581,-0.161489
28.450000,-1.996770,0.707388,0.000722,0.055562,0.989406,0.404377,0.400000,-0.152316,-0.159742
28.500000,-1.953629,0.707388,0.000503,0.050693,0.989384,0.352478,0.400000,-0.157624,-0.156290
28.550000,-1.887447,0.707388,0.000601,0.048976,0.989357,0.299324,0.400000,-0.162386,-0.150996
28.600000,-1.797142,0.707388,0.000991,0.048934,0.989323,0.247081,0.400000,-0.166483,-0.143771
28.650000,-1.682774,0.707388,0.001483,0.053361,0.989285,0.197483,0.400000,-0.169790,-0.134622
28.700000,-1.545804,0.707388,0.001902,0.058603,0.989246,0.152114,0.400000,-0.172191,-0.123664
28.750000,-1.388927,0.707388,0.002208,0.064535,0.989212,0.112719,0.400000,-0.173586,-0.111114
28.800000,-1.215458,0.707388,0.002394,0.076659,0.989187,0.081412,0.400000,-0.173896,-0.097237
28.850000,-1.028673,0.707388,0.002486,0.090774,0.989173,0.060701,0.400000,-0.173067,-0.082294
28.900000,-0.831547,0.707388,0.002528,0.104548,0.989166,0.053334,0.400000,-0.171072,-0.066524
28.950000,-0.626975,0.707388,0.002539,0.117742,0.989166,0.060936,0.400000,-0.167900,-0.050158
29,-0.418004,0.707388,0.002514,0.130122,0.989170,0.080570,0.400000,-0.163563,-0.033440
29.050000,-0.207690,0.707388,0.002443,0.141475,0.989178,0.107560,0.400000,-0.158090,-0.016615
29.100000,0.001160,0.707388,0.002343,0.151622,0.989186,0.136855,0.400000,-0.151529,0.000093
29.150000,0.205911,0.707388,0.002227,0.160418,0.989195,0.163819,0.400000,-0.143945,0.016473
29.200000,0.403873,0.707388,0.002099,0.167725,0.989203,0.185065,0.400000,-0.135416,0.032310
29.250000,0.592366,0.707388,0.001972,0.173420,0.989208,0.198969,0.400000,-0.126031,0.047389
29.300000,0.768922,0.707388,0.001799,0.177409,0.989209,0.205622,0.400000,-0.115896,0.061514
29.350000,0.931302,0.707388,0.001609,0.179628,0.989206,0.206336,0.400000,-0.105124,0.074504
29.400000,1.077481,0.707388,0.001429,0.180039,0.989198,0.202993,0.400000,-0.093841,0.086198
29.450000,1.205729,0.707388,0.001336,0.178634,0.989186,0.197494,0.400000,-0.082175,0.096458
29.500000,1.314773,0.707388,0.001287,0.175445,0.989168,0.191379,0.400000,-0.070263,0.105182
29.550000,1.403987,0.707388,0.001265,0.170560,0.989146,0.185616,0.400000,-0.058241,0.112319
29.600000,1.473483,0.707388,0.001294,0.164121,0.989122,0.180541,0.400000,-0.046242,0.117879
29.650000,1.524065,0.707388,0.001409,0.156319,0.989097,0.175958,0.400000,-0.034394,0.121925
29.700000,1.557176,0.707388,0.001641,0.147384,0.989076,0.171470,0.400000,-0.022810,0.124574
29.750000,1.574724,0.707388,0.001905,0.137569,0.989058,0.166858,0.400000,-0.011592,0.125978
29.800000,1.578763,0.707388,0.002188,0.127121,0.989046,0.162130,0.400000,-0.000820,0.126301
29.850000,1.571175,0.707388,0.002426,0.116256,0.989039,0.157334,0.400000,0.009438,0.125694
29.900000,1.553490,0.707388,0.002611,0.105144,0.989036,0.152562,0.400000,0.019135,0.124279
29.950000,1.526873,0.707388,0.002742,0.100708,0.989036,0.148038,0.400000,0.028233,0.122150
30,1.492256,0.707388,0.002823,0.098848,0.989038,0.144065,0.400000,0.036703,0.119380
30.050000,1.450526,0.707388,0.002860,0.096719,0.989041,0.140912,0.400000,0.044526,0.116042
30.100000,1.402671,0.707388,0.002857,0.094200,0.989046,0.138778,0.400000,0.051687,0.112214
30.150000,1.349831,0.707388,0.002816,0.091194,0.989051,0.137836,0.400000,0.058181,0.107987
30.200000,1.293253,0.707388,0.002739,0.087619,0.989058,0.138238,0.400000,0.064008,0.103460
30.250000,1.234187,0.707388,0.002628,0.083406,0.989066,0.140097,0.400000,0.069177,0.098735
30.300000,1.173768,0.707388,0.002490,0.078491,0.989074,0.143465,0.400000,0.073706,0.093901
30.350000,1.112928,0.707388,0.002332,0.072813,0.989082,0.148341,0.400000,0.077618,0.089034
30.400000,1.052383,0.707388,0.002168,0.066309,0.989091,0.154670,0.400000,0.080940,0.084191
30.450000,0.992721,0.707388,0.002012,0.065949,0.989100,0.162359,0.400000,0.083704,0.079418
30.500000,0.934563,0.707388,0.001879,0.068035,0.989109,0.171292,0.400000,0.085943,0.074765
30.550000,0.878751,0.707388,0.001861,0.069593,0.989117,0.181346,0.400000,0.087695,0.070300
30.600000,0.826440,0.707388,0.002449,0.070578,0.989125,0.192415,0.400000,0.088997,0.066115
30.650000,0.779044,0.707388,0.003055,0.070920,0.989133,0.204427,0.400000,0.089896,0.062324
30.700000,0.738073,0.707388,0.003674,0.070528,0.989140,0.217343,0.400000,0.090443,0.059046
30.750000,0.704939,0.707388,0.004295,0.069299,0.989146,0.231163,0.400000,0.090698,0.056395
30.800000,0.680835,0.707388,0.004892,0.067113,0.989150,0.245911,0.400000,0.090725,0.054467
30.850000,0.666697,0.707388,0.005422,0.066137,0.989152,0.261622,0.400000,0.090595,0.053336
30.900000,0.663268,0.707388,0.005960,0.075859,0.989153,0.278333,0.400000,0.090381,0.053061
30.950000,0.671206,0.707388,0.006297,0.086565,0.989153,0.296079,0.400000,0.090154,0.053696
31,0.691025,0.707388,0.006070,0.094720,0.989151,0.314911,0.400000,0.089991,0.055282
31.050000,0.722685,0.707388,0.005254,0.099457,0.989149,0.334915,0.400000,0.089963,0.057815
31.100000,0.765481,0.707388,0.004454,0.100496,0.989147,0.356215,0.400000,0.090142,0.061238
31.150000,0.819115,0.707388,0.004509,0.098117,0.989146,0.378957,0.400000,0.090589,0.065529
31.200000,0.884483,0.707388,0.006439,0.092854,0.989145,0.403375,0.400000,0.091361,0.070759
31.250000,0.961494,0.707388,0.008574,0.085368,0.989143,0.429881,0.400000,0.092518,0.076919
31.300000,1.045283,0.707388,0.010829,0.076595,0.989141,0.458865,0.400000,0.094114,0.083623
31.350000,1.123832,0.707388,0.012747,0.086257,0.989146,0.489958,0.400000,0.096174,0.089907
31.400000,1.180304,0.707388,0.013549,0.100590,0.989156,0.520828,0.400000,0.098639,0.094424
31.450000,1.205196,0.707388,0.012249,0.107978,0.989139,0.546307,0.400000,0.101346,0.096416
31.500000,1.206861,0.707388,0.008848,0.107581,0.989081,0.559771,0.400000,0.104078,0.096549
31.550000,1.198255,0.707388,0.004739,0.101641,0.989046,0.556385,0.400000,0.106685,0.095860
31.600000,1.180731,0.707388,0.001731,0.092826,0.989045,0.533423,0.400000,0.109106,0.094459
31.650000,1.151349,0.707388,0.001423,0.082932,0.989046,0.488395,0.400000,0.111292,0.092108
31.700000,1.110869,0.707388,0.001315,0.074046,0.989044,0.421528,0.400000,0.113179,0.088869
31.750000,1.062719,0.707388,0.001757,0.065171,0.989043,0.341338,0.400000,0.114710,0.085018
31.800000,1.010843,0.707388,0.002013,0.056631,0.989046,0.266225,0.400000,0.115852,0.080867
31.850000,0.958688,0.707388,0.002232,0.048609,0.989054,0.218123,0.400000,0.116602,0.076695
31.900000,0.908934,0.707388,0.002430,0.049657,0.989062,0.212220,0.400000,0.116976,0.072715
31.950000,0.863564,0.707388,0.002634,0.052074,0.989070,0.244053,0.400000,0.117010,0.069085
32,0.823986,0.707388,0.003312,0.054680,0.989078,0.295157,0.400000,0.116749,0.065919
32.050000,0.791072,0.707388,0.004103,0.057260,0.989084,0.350931,0.400000,0.116244,0.063286
32.100000,0.765099,0.707388,0.004945,0.059646,0.989089,0.401779,0.400000,0.115552,0.061208
32.150000,0.745582,0.707388,0.005858,0.061705,0.989094,0.442113,0.400000,0.114726,0.059647
32.200000,0.730980,0.707388,0.006856,0.063333,0.989099,0.469223,0.400000,0.113815,0.058478
32.250000,0.718267,0.707388,0.007933,0.075711,0.989105,0.482427,0.400000,0.112855,0.057461
32.300000,0.702558,0.707388,0.009042,0.088544,0.989113,0.482488,0.400000,0.111861,0.056205
32.350000,0.677393,0.707388,0.010054,0.101038,0.989121,0.471470,0.400000,0.110815,0.054191
32.400000,0.636820,0.707388,0.010742,0.112206,0.989125,0.453018,0.400000,0.109658,0.050946
32.450000,0.579948,0.707388,0.010881,0.120864,0.989118,0.433210,0.400000,0.108297,0.046396
32.500000,0.515558,0.707388,0.010395,0.131663,0.989107,0.422393,0.400000,0.106635,0.041245
32.550000,0.460567,0.707388,0.009038,0.138503,0.989111,0.437924,0.400000,0.104640,0.036845
32.600000,0.430160,0.707388,0.007156,0.140465,0.989120,0.487760,0.400000,0.102389,0.034413
32.650000,0.428565,0.707388,0.005266,0.138011,0.989097,0.541438,0.400000,0.100054,0.034285
32.700000,0.449774,0.707388,0.003738,0.132147,0.989049,0.570244,0.400000,0.097825,0.035982
32.750000,0.484269,0.707388,0.002630,0.123848,0.989017,0.565208,0.400000,0.095844,0.038742
32.800000,0.522757,0.707388,0.002370,0.114037,0.989011,0.530222,0.400000,0.094186,0.041821
32.850000,0.556353,0.707388,0.002392,0.103745,0.989018,0.474432,0.400000,0.092860,0.044508
32.900000,0.577423,0.707388,0.002720,0.094108,0.989027,0.408590,0.400000,0.091818,0.046194
32.950000,0.581602,0.707388,0.002795,0.086199,0.989026,0.342427,0.400000,0.090964,0.046528
33,0.569204,0.707388,0.004104,0.091038,0.989016,0.282470,0.400000,0.090180,0.045536
33.050000,0.544512,0.707388,0.005394,0.100348,0.989004,0.233513,0.400000,0.089355,0.043561
33.100000,0.512925,0.707388,0.006447,0.112417,0.989000,0.199315,0.400000,0.088411,0.041034
33.150000,0.478742,0.707388,0.007467,0.125104,0.989004,0.178151,0.400000,0.087310,0.038299
33.200000,0.445505,0.707388,0.008040,0.135679,0.989011,0.166297,0.400000,0.086043,0.035640
33.250000,0.416813,0.707388,0.007728,0.141741,0.989020,0.161973,0.400000,0.084624,0.033345
33.300000,0.395679,0.707388,0.006556,0.142223,0.989027,0.165029,0.400000,0.083091,0.031654
33.350000,0.382717,0.707388,0.004772,0.137706,0.989032,0.173982,0.400000,0.081497,0.030617
33.400000,0.374931,0.707388,0.002945,0.129676,0.989035,0.186461,0.400000,0.079899,0.029994
33.450000,0.367225,0.707388,0.001531,0.119534,0.989041,0.200689,0.400000,0.078331,0.029378
33.500000,0.355162,0.707388,0.000760,0.108195,0.989050,0.216470,0.400000,0.076791,0.028413
33.550000,0.336017,0.707388,0.000867,0.096182,0.989057,0.236490,0.400000,0.075250,0.026881
33.600000,0.308304,0.707388,0.001115,0.083823,0.989062,0.263036,0.400000,0.073662,0.024664
33.650000,0.271326,0.707388,0.001322,0.074918,0.989065,0.296680,0.400000,0.071974,0.021706
33.700000,0.224996,0.707388,0.001490,0.067356,0.989067,0.340275,0.400000,0.070132,0.018000
33.750000,0.169743,0.707388,0.001647,0.060233,0.989068,0.394027,0.400000,0.068081,0.013579
33.800000,0.106450,0.707388,0.001823,0.058062,0.989070,0.452953,0.400000,0.065776,0.008516
33.850000,0.036410,0.707388,0.001965,0.063684,0.989073,0.509879,0.400000,0.063176,0.002913
33.900000,-0.038713,0.707388,0.002080,0.068901,0.989078,0.557656,0.400000,0.060253,-0.003097
33.950000,-0.116907,0.707388,0.002176,0.073503,0.989084,0.593020,0.400000,0.056990,-0.009353
34,-0.195827,0.707388,0.002266,0.077250,0.989091,0.618386,0.400000,0.053384,-0.015666
34.050000,-0.272751,0.707388,0.002379,0.079872,0.989098,0.637568,0.400000,0.049447,-0.021820
34.100000,-0.344498,0.707388,0.003045,0.081063,0.989106,0.651030,0.400000,0.045209,-0.027560
34.150000,-0.407273,0.707388,0.004506,0.087595,0.989112,0.656693,0.400000,0.040719,-0.032582
34.200000,-0.456610,0.707388,0.006339,0.099737,0.989115,0.652365,0.400000,0.036047,-0.036529
34.250000,-0.487930,0.707388,0.008385,0.112038,0.989112,0.637235,0.400000,0.031290,-0.039034
34.300000,-0.498864,0.707388,0.010086,0.122926,0.989099,0.612575,0.400000,0.026568,-0.039909
34.350000,-0.493778,0.707388,0.010315,0.129724,0.989079,0.581492,0.400000,0.022011,-0.039502
34.400000,-0.485092,0.707388,0.007973,0.130862,0.989068,0.548065,0.400000,0.017714,-0.038807
34.450000,-0.482421,0.707388,0.003733,0.127969,0.989076,0.516177,0.400000,0.013689,-0.038594
34.500000,-0.481877,0.707388,0.001776,0.123700,0.989084,0.487984,0.400000,0.009882,-0.038550
34.550000,-0.474521,0.707388,0.001900,0.119246,0.989091,0.463210,0.400000,0.006270,-0.037962
34.600000,-0.455571,0.707388,0.002167,0.114791,0.989098,0.440040,0.400000,0.002885,-0.036446
34.650000,-0.424864,0.707388,0.002246,0.110313,0.989099,0.415765,0.400000,-0.000208,-0.033989
34.700000,-0.385239,0.707388,0.002283,0.105790,0.989097,0.387755,0.400000,-0.002947,-0.030819
34.750000,-0.341434,0.707388,0.002306,0.101122,0.989099,0.354680,0.400000,-0.005293,-0.027315
34.800000,-0.299885,0.707388,0.003175,0.096035,0.989106,0.316599,0.400000,-0.007238,-0.023991
34.850000,-0.268749,0.707388,0.004212,0.090020,0.989114,0.274731,0.400000,-0.008817,-0.021500
34.900000,-0.257703,0.707388,0.005424,0.086112,0.989116,0.232272,0.400000,-0.010116,-0.020616
34.950000,-0.276669,0.707388,0.006856,0.087132,0.989101,0.194726,0.400000,-0.011278,-0.022134
35,-0.331613,0.707388,0.008541,0.106152,0.989054,0.168465,0.400000,-0.012504,-0.026529
35.050000,-0.414781,0.707388,0.010396,0.128789,0.988977,0.161041,0.400000,-0.014025,-0.033182
35.100000,-0.492265,0.707388,0.012000,0.149775,0.988927,0.177148,0.400000,-0.016009,-0.039381
35.150000,-0.513994,0.707388,0.012367,0.163604,0.988951,0.209797,0.400000,-0.018394,-0.041119
35.200000,-0.468787,0.707388,0.010551,0.168121,0.988838,0.242877,0.400000,-0.020801,-0.037503
35.250000,-0.402292,0.707388,0.007384,0.166669,0.988569,0.265623,0.400000,-0.022795,-0.032183
35.300000,-0.345756,0.707388,0.004903,0.162132,0.988558,0.279508,0.400000,-0.024259,-0.027660
35.350000,-0.298033,0.707388,0.003782,0.155161,0.988582,0.288750,0.400000,-0.025284,-0.023843
35.400000,-0.255826,0.707388,0.002849,0.146040,0.988587,0.294225,0.400000,-0.025948,-0.020466
35.450000,-0.216614,0.707388,0.002234,0.135248,0.988593,0.295527,0.400000,-0.026307,-0.017329
35.500000,-0.179095,0.707388,0.002082,0.123383,0.988600,0.291853,0.400000,-0.026393,-0.014328
35.550000,-0.145107,0.707388,0.002126,0.111095,0.988609,0.282850,0.400000,-0.026233,-0.011609
35.600000,-0.120045,0.707388,0.002572,0.098909,0.988616,0.271483,0.400000,-0.025860,-0.009604
35.650000,-0.110669,0.707388,0.002908,0.089812,0.988620,0.260261,0.400000,-0.025344,-0.008854
35.700000,-0.121932,0.707388,0.003085,0.082954,0.988614,0.252099,0.400000,-0.024793,-0.009755
35.750000,-0.155701,0.707388,0.003153,0.076183,0.988595,0.254766,0.400000,-0.024343,-0.012456
35.800000,-0.211894,0.707388,0.003420,0.069373,0.988568,0.271488,0.400000,-0.024133,-0.016952
35.850000,-0.289298,0.707388,0.004076,0.067308,0.988541,0.311472,0.400000,-0.024298,-0.023144
35.900000,-0.384874,0.707388,0.004673,0.071135,0.988517,0.375700,0.400000,-0.024955,-0.030790
35.950000,-0.493144,0.707388,0.005145,0.074808,0.988500,0.457455,0.400000,-0.026198,-0.039452
36,-0.606630,0.707388,0.005459,0.077924,0.988496,0.546917,0.400000,-0.028080,-0.048530
36.050000,-0.717047,0.707388,0.005600,0.080080,0.988503,0.632279,0.400000,-0.030602,-0.057364
36.100000,-0.816919,0.707388,0.005590,0.080956,0.988512,0.692672,0.400000,-0.033713,-0.065354
36.150000,-0.900974,0.707388,0.005672,0.080371,0.988516,0.708613,0.400000,-0.037314,-0.072078
36.200000,-0.966440,0.707388,0.006105,0.087368,0.988509,0.686092,0.400000,-0.041280,-0.077315
36.250000,-1.012220,0.707388,0.006670,0.093920,0.988495,0.658035,0.400000,-0.045471,-0.080978
36.300000,-1.037768,0.707388,0.007337,0.099823,0.988476,0.653698,0.400000,-0.049748,-0.083021
36.350000,-1.042710,0.707388,0.008008,0.104810,0.988456,0.654869,0.400000,-0.053977,-0.083417
36.400000,-1.027808,0.707388,0.008494,0.108270,0.988435,0.636749,0.400000,-0.058027,-0.082225
36.450000,-0.997141,0.707388,0.008602,0.109377,0.988415,0.591987,0.400000,-0.061777,-0.079771
36.500000,-0.959714,0.707388,0.007938,0.107964,0.988406,0.529087,0.400000,-0.065142,-0.076777
36.550000,-0.926679,0.707388,0.006249,0.106694,0.988411,0.461073,0.400000,-0.068096,-0.074134
36.600000,-0.902870,0.707388,0.003781,0.101940,0.988421,0.399544,0.400000,-0.070689,-0.072230
36.650000,-0.880743,0.707388,0.002018,0.094290,0.988425,0.348655,0.400000,-0.072998,-0.070459
36.700000,-0.845899,0.707388,0.002206,0.084094,0.988434,0.308630,0.400000,-0.075048,-0.067672
36.750000,-0.788955,0.707388,0.002559,0.078330,0.988439,0.280530,0.400000,-0.076770,-0.063116
36.800000,-0.712126,0.707388,0.003437,0.082061,0.988421,0.260527,0.400000,-0.078038,-0.056970
36.850000,-0.625544,0.707388,0.004640,0.085597,0.988403,0.245741,0.400000,-0.078745,-0.050044
36.900000,-0.538035,0.707388,0.006307,0.088177,0.988404,0.235836,0.400000,-0.078856,-0.043043
36.950000,-0.455709,0.707388,0.008473,0.089251,0.988413,0.231713,0.400000,-0.078395,-0.036457
37,-0.387363,0.707388,0.011198,0.087664,0.988421,0.233558,0.400000,-0.077425,-0.030989
37.050000,-0.344149,0.707388,0.013946,0.096448,0.988420,0.237769,0.400000,-0.076061,-0.027532
37.100000,-0.335810,0.707388,0.014841,0.103473,0.988391,0.239453,0.400000,-0.074485,-0.026865
37.150000,-0.355311,0.707388,0.011286,0.097641,0.988324,0.237304,0.400000,-0.072934,-0.028425
37.200000,-0.380494,0.707388,0.007191,0.087963,0.988277,0.234067,0.400000,-0.071587,-0.030439
37.250000,-0.423432,0.707388,0.005910,0.081738,0.988287,0.233778,0.400000,-0.070470,-0.033875
37.300000,-0.496640,0.707388,0.006133,0.075274,0.988276,0.239143,0.400000,-0.069687,-0.039731
37.350000,-0.571922,0.707388,0.006630,0.064326,0.988232,0.251955,0.400000,-0.069417,-0.045754
37.400000,-0.623521,0.707388,0.006834,0.053339,0.988250,0.267053,0.400000,-0.069648,-0.049882
37.450000,-0.676839,0.707388,0.005003,0.053858,0.988245,0.274193,0.400000,-0.070201,-0.054147
37.500000,-0.759772,0.707388,0.002362,0.055380,0.988262,0.274407,0.400000,-0.071071,-0.060782
37.550000,-0.856249,0.707388,0.002609,0.054925,0.988241,0.277587,0.400000,-0.072435,-0.068500
37.600000,-0.938759,0.707388,0.002381,0.050467,0.988239,0.293179,0.400000,-0.074355,-0.075101
37.650000,-1.020241,0.707388,0.002344,0.044751,0.988253,0.319889,0.400000,-0.076713,-0.081619
37.700000,-1.117541,0.707388,0.001790,0.040102,0.988264,0.352085,0.400000,-0.079480,-0.089403
37.750000,-1.221698,0.707388,0.001890,0.035100,0.988265,0.383623,0.400000,-0.082739,-0.097736
37.800000,-1.319794,0.707388,0.002370,0.031950,0.988272,0.406650,0.400000,-0.086509,-0.105584
37.850000,-1.414798,0.707388,0.002401,0.036009,0.988282,0.419537,0.400000,-0.090725,-0.113184
37.900000,-1.510674,0.707388,0.002187,0.041115,0.988290,0.426163,0.400000,-0.095345,-0.120854
37.950000,-1.603982,0.707388,0.002189,0.046313,0.988299,0.431880,0.400000,-0.100355,-0.128319
38,-1.690851,0.707388,0.002256,0.050577,0.988307,0.444540,0.400000,-0.105718,-0.135268
38.050000,-1.770572,0.707388,0.002175,0.053936,0.988314,0.483142,0.400000,-0.111376,-0.141646
38.100000,-1.842547,0.707388,0.002031,0.056422,0.988319,0.531301,0.400000,-0.117266,-0.147404
38.150000,-1.905163,0.707388,0.001902,0.057993,0.988323,0.572043,0.400000,-0.123328,-0.152413
38.200000,-1.956877,0.707388,0.001750,0.058631,0.988326,0.597417,0.400000,-0.129491,-0.156550
38.250000,-1.996395,0.707388,0.001558,0.058351,0.988327,0.602676,0.400000,-0.135682,-0.159712
38.300000,-2.022252,0.707388,0.001337,0.057163,0.988326,0.585647,0.400000,-0.141818,-0.161780
38.350000,-2.032697,0.707388,0.001081,0.055061,0.988322,0.547120,0.400000,-0.147815,-0.162616
38.400000,-2.025608,0.707388,0.000782,0.053446,0.988315,0.491189,0.400000,-0.153580,-0.162049
38.450000,-1.998427,0.707388,0.000510,0.051985,0.988303,0.424107,0.400000,-0.159011,-0.159874
38.500000,-1.948338,0.707388,0.000557,0.050527,0.988286,0.352952,0.400000,-0.163994,-0.155867
38.550000,-1.872879,0.707388,0.000867,0.049367,0.988260,0.283754,0.400000,-0.168404,-0.149830
