t,S(t),C(t),effort(t),mean_abs_error,fluidity,entropy_S,gamma,En_mean(t),On_mean(t)
75.350000,0.269463,0.707388,0.033461,0.217116,0.000000,0.570693,0.400000,-0.015426,0.021557
75.400000,-0.192872,0.707388,0.030658,0.170149,0.000000,0.545887,0.400000,-0.012911,-0.015430
75.450000,0.152361,0.707388,0.020459,0.173085,0.000000,0.582480,0.400000,-0.013514,0.012189
75.500000,0.345961,0.707388,0.011194,0.195864,0.000000,0.580767,0.400000,-0.011852,0.027677
75.550000,0.529571,0.707388,0.020329,0.177626,0.000000,0.576603,0.400000,-0.009020,0.042366
75.600000,0.524778,0.707388,0.011628,0.150404,0.000000,0.576751,0.400000,-0.005142,0.041982
75.650000,0.323191,0.707388,0.008428,0.122650,0.000000,0.585497,0.400000,-0.001488,0.025855
75.700000,0.458526,0.707388,0.004914,0.117328,0.000000,0.577001,0.400000,0.000678,0.036682
75.750000,0.482111,0.707388,0.006993,0.108481,0.000000,0.567799,0.400000,0.003611,0.038569
75.800000,-0.169631,0.707388,0.013933,0.089046,0.000000,0.567732,0.400000,0.006551,-0.013570
75.850000,-0.213414,0.707388,0.012618,0.058773,0.000000,0.572679,0.400000,0.005126,-0.017073
75.900000,-0.246418,0.707388,0.018285,0.102196,0.000000,0.575775,0.400000,0.003488,-0.019713
75.950000,-1.105475,0.707388,0.026528,0.146077,0.000000,0.585652,0.400000,0.001719,-0.088438
76,-0.802597,0.707388,0.011761,0.125841,0.000000,0.670283,0.400000,-0.005522,-0.064208
76.050000,-0.824053,0.707388,0.010954,0.113300,0.000000,0.688619,0.400000,-0.010440,-0.065924
76.100000,-0.608143,0.707388,0.006475,0.107390,0.000000,0.711441,0.400000,-0.015251,-0.048651
76.150000,-0.334893,0.707388,0.014094,0.074405,0.000000,0.719097,0.400000,-0.018425,-0.026791
76.200000,-1.413184,0.707388,0.020812,0.094730,0.000000,0.718799,0.400000,-0.019671,-0.113055
76.250000,-0.768835,0.707388,0.021165,0.085634,0.000000,0.744457,0.400000,-0.027833,-0.061507
76.300000,-0.826840,0.707388,0.025399,0.077671,0.000000,0.715194,0.400000,-0.031418,-0.066147
76.350000,-0.574141,0.707388,0.025814,0.111255,0.000000,0.688715,0.400000,-0.035198,-0.045931
76.400000,-0.468976,0.707388,0.045903,0.125100,0.000000,0.681633,0.400000,-0.037154,-0.037518
76.450000,-0.947216,0.707388,0.057875,0.062156,0.000000,0.674964,0.400000,-0.038332,-0.075777
76.500000,0.202179,0.707388,0.051053,0.116387,0.000000,0.667389,0.400000,-0.042545,0.016174
76.550000,-0.926364,0.707388,0.076215,0.114089,0.000000,0.712907,0.400000,-0.039110,-0.074109
76.600000,-1.166099,0.707388,0.083854,0.081529,0.000000,0.710187,0.400000,-0.043149,-0.093288
76.650000,0.429281,0.707388,0.054016,0.096220,0.000000,0.704432,0.400000,-0.048539,0.034342
76.700000,-0.812790,0.707388,0.071429,0.073862,0.000000,0.760637,0.400000,-0.043334,-0.065023
76.750000,-0.785200,0.707388,0.031525,0.078211,0.000000,0.760751,0.400000,-0.046427,-0.062816
76.800000,-0.558645,0.707388,0.011954,0.104100,0.000000,0.760914,0.400000,-0.049188,-0.044692
76.850000,-0.469186,0.707388,0.007299,0.109508,0.000000,0.767442,0.400000,-0.050344,-0.037535
76.900000,-0.295616,0.707388,0.012603,0.105591,0.000000,0.771337,0.400000,-0.050863,-0.023649
76.950000,-0.141072,0.707388,0.011077,0.068229,0.000000,0.768563,0.400000,-0.050233,-0.011286
77,-0.141082,0.707388,0.013587,0.080752,0.000000,0.768490,0.400000,-0.048635,-0.011287
77.050000,-0.619347,0.707388,0.018515,0.095646,0.000000,0.768485,0.400000,-0.047116,-0.049548
77.100000,-0.285574,0.707388,0.038788,0.095201,0.000000,0.761487,0.400000,-0.048769,-0.022846
77.150000,0.367781,0.707388,0.035591,0.104574,0.000000,0.763846,0.400000,-0.048179,0.029422
77.200000,0.629118,0.707388,0.059241,0.114440,0.000000,0.772220,0.400000,-0.043389,0.050329
77.250000,0.877493,0.707388,0.013499,0.126467,0.000000,0.798744,0.400000,-0.037148,0.070199
77.300000,0.352908,0.707388,0.012388,0.091079,0.000000,0.784003,0.400000,-0.029612,0.028233
77.350000,-0.452434,0.707388,0.022075,0.077307,0.000000,0.775357,0.400000,-0.025847,-0.036195
77.400000,-0.858484,0.707388,0.027467,0.103791,0.000000,0.770002,0.400000,-0.027483,-0.068679
77.450000,-0.080595,0.707388,0.043102,0.080617,0.000000,0.780403,0.400000,-0.031665,-0.006448
77.500000,-0.136283,0.707388,0.019830,0.043087,0.000000,0.769047,0.400000,-0.030603,-0.010903
77.550000,-0.801649,0.707388,0.036445,0.084573,0.000000,0.765797,0.400000,-0.029955,-0.064132
77.600000,-0.479423,0.707388,0.032007,0.061340,0.000000,0.762628,0.400000,-0.033646,-0.038354
77.650000,0.156131,0.707388,0.059426,0.113912,0.000000,0.763620,0.400000,-0.035066,0.012490
77.700000,-0.041058,0.707388,0.073756,0.059900,0.000000,0.734587,0.400000,-0.032302,-0.003285
77.750000,-0.874700,0.707388,0.026047,0.076375,0.000000,0.739466,0.400000,-0.030953,-0.069976
77.800000,-0.393357,0.707388,0.020203,0.089433,0.000000,0.799458,0.400000,-0.035066,-0.031469
77.850000,-0.031059,0.707388,0.022057,0.048591,0.000000,0.777453,0.400000,-0.035859,-0.002485
77.900000,-1.000499,0.707388,0.034647,0.053760,0.000000,0.779757,0.400000,-0.034267,-0.080040
77.950000,-0.960115,0.707388,0.038103,0.062341,0.000000,0.788979,0.400000,-0.039029,-0.076809
78,-0.652183,0.707388,0.056248,0.025001,0.000000,0.796634,0.400000,-0.043291,-0.052175
78.050000,-1.665607,0.707388,0.029999,0.089824,0.000000,0.832002,0.400000,-0.045348,-0.133249
78.100000,-1.740148,0.707388,0.017175,0.093991,0.000000,0.873723,0.400000,-0.053860,-0.139212
78.150000,-1.814021,0.707388,0.019010,0.098712,0.000000,0.843812,0.400000,-0.062429,-0.145122
78.200000,-1.937582,0.707388,0.008313,0.099398,0.000000,0.833339,0.400000,-0.071048,-0.155007
78.250000,-1.972136,0.707388,0.005373,0.091791,0.000000,0.790520,0.400000,-0.080036,-0.157771
78.300000,-1.983929,0.707388,0.002592,0.084859,0.000000,0.738212,0.400000,-0.088798,-0.158714
78.350000,-1.984172,0.707388,0.001223,0.077190,0.000000,0.709779,0.400000,-0.097198,-0.158734
78.400000,-1.956327,0.707388,0.000763,0.067008,0.000000,0.665466,0.400000,-0.105179,-0.156506
78.450000,-1.890394,0.707388,0.001304,0.054381,0.000000,0.603689,0.400000,-0.112582,-0.151232
78.500000,-1.786999,0.707388,0.002203,0.039403,0.000000,0.592175,0.400000,-0.119187,-0.142960
78.550000,-1.667734,0.707388,0.002717,0.028300,0.000000,0.576043,0.400000,-0.124793,-0.133419
78.600000,-1.564376,0.707388,0.003800,0.034432,0.000000,0.540047,0.400000,-0.129347,-0.125150
78.650000,-1.451275,0.707388,0.004782,0.028348,0.000000,0.516917,0.400000,-0.133005,-0.116102
78.700000,-1.162464,0.707388,0.008027,0.046511,0.000000,0.483390,0.400000,-0.135747,-0.092997
78.750000,-0.727815,0.707388,0.013323,0.098940,0.000000,0.487630,0.400000,-0.136483,-0.058225
78.800000,-0.243660,0.707388,0.038041,0.135988,0.000000,0.489151,0.400000,-0.134369,-0.019493
78.850000,0.451094,0.707388,0.052343,0.165315,0.000000,0.504960,0.400000,-0.129228,0.036088
78.900000,-0.668722,0.707388,0.074804,0.089885,0.000000,0.533686,0.400000,-0.119847,-0.053498
78.950000,-0.505462,0.707388,0.033620,0.082493,0.000000,0.531430,0.400000,-0.118183,-0.040437
79,0.135263,0.707388,0.070207,0.126366,0.000000,0.528453,0.400000,-0.115545,0.010821
79.050000,-0.353889,0.707388,0.023815,0.118103,0.000000,0.527027,0.400000,-0.108892,-0.028311
79.100000,-0.177822,0.707388,0.034054,0.161305,0.000000,0.524968,0.400000,-0.105738,-0.014226
79.150000,-0.473870,0.707388,0.077153,0.126100,0.000000,0.496592,0.400000,-0.101602,-0.037910
79.200000,-0.517570,0.707388,0.041608,0.079295,0.000000,0.490664,0.400000,-0.099589,-0.041406
79.250000,0.992723,0.707388,0.041726,0.177377,0.000000,0.484472,0.400000,-0.097959,0.079418
79.300000,0.369096,0.707388,0.051455,0.116164,0.000000,0.505120,0.400000,-0.086636,0.029528
79.350000,0.410437,0.707388,0.058878,0.139439,0.000000,0.477093,0.400000,-0.079916,0.032835
79.400000,0.147866,0.707388,0.058697,0.085093,0.000000,0.460306,0.400000,-0.073263,0.011829
79.450000,1.353115,0.707388,0.045846,0.176892,0.000000,0.448834,0.400000,-0.068643,0.108249
79.500000,1.502099,0.707388,0.015332,0.176622,0.000000,0.456862,0.400000,-0.056454,0.120168
79.550000,1.372669,0.707388,0.011553,0.153723,0.000000,0.438039,0.400000,-0.043909,0.109813
79.600000,1.442154,0.707388,0.016875,0.148202,0.000000,0.384316,0.400000,-0.032830,0.115372
79.650000,1.726453,0.707388,0.019422,0.159971,0.000000,0.337057,0.400000,-0.021855,0.138116
79.700000,1.830711,0.707388,0.009567,0.156045,0.000000,0.322201,0.400000,-0.009589,0.146457
79.750000,1.853812,0.707388,0.003133,0.145566,0.000000,0.321157,0.400000,0.002739,0.148305
79.800000,1.837498,0.707388,0.001995,0.132400,0.000000,0.329417,0.400000,0.014600,0.147000
79.850000,1.863958,0.707388,0.002247,0.123354,0.000000,0.335998,0.400000,0.025762,0.149117
79.900000,1.888836,0.707388,0.002568,0.114569,0.000000,0.324605,0.400000,0.036538,0.151107
79.950000,1.862258,0.707388,0.002511,0.102045,0.000000,0.283970,0.400000,0.046935,0.148981
80,1.824159,0.707388,0.002310,0.089291,0.000000,0.278457,0.400000,0.056641,0.145933
80.050000,1.791368,0.707388,0.001702,0.083373,0.000000,0.276136,0.400000,0.065615,0.143309
80.100000,1.744762,0.707388,0.002157,0.080057,0.000000,0.248289,0.400000,0.073928,0.139581
80.150000,1.672550,0.707388,0.002259,0.075745,0.000000,0.225582,0.400000,0.081524,0.133804
80.200000,1.582226,0.707388,0.002493,0.071221,0.000000,0.228983,0.400000,0.088272,0.126578
80.250000,1.474308,0.707388,0.002966,0.066526,0.000000,0.232615,0.400000,0.094099,0.117945
80.300000,1.342278,0.707388,0.003731,0.065754,0.000000,0.213249,0.400000,0.098936,0.107382
80.350000,1.170601,0.707388,0.005066,0.078402,0.000000,0.215903,0.400000,0.102676,0.093648
80.400000,0.915247,0.707388,0.008530,0.100994,0.000000,0.229496,0.400000,0.105118,0.073220
80.450000,0.532436,0.707388,0.013869,0.118111,0.000000,0.229841,0.400000,0.105786,0.042595
80.500000,0.261048,0.707388,0.012798,0.128086,0.000000,0.227987,0.400000,0.103943,0.020884
80.550000,0.643485,0.707388,0.021683,0.100425,0.000000,0.234425,0.400000,0.100435,0.051479
80.600000,0.051017,0.707388,0.039989,0.118754,0.000000,0.239982,0.400000,0.099578,0.004081
80.650000,-0.863725,0.707388,0.023140,0.165646,0.000000,0.235314,0.400000,0.094929,-0.069098
80.700000,-0.590414,0.707388,0.024388,0.131826,0.000000,0.222474,0.400000,0.084593,-0.047233
80.750000,0.169549,0.707388,0.033585,0.068594,0.000000,0.215319,0.400000,0.076542,0.013564
80.800000,0.123896,0.707388,0.028324,0.110549,0.000000,0.235752,0.400000,0.073812,0.009912
80.850000,1.009482,0.707388,0.046074,0.046234,0.000000,0.251086,0.400000,0.070923,0.080759
80.900000,0.351072,0.707388,0.040249,0.071823,0.000000,0.309184,0.400000,0.073911,0.028086
80.950000,-0.169437,0.707388,0.043061,0.109597,0.000000,0.317412,0.400000,0.072487,-0.013555
81,1.208266,0.707388,0.044990,0.064113,0.000000,0.314201,0.400000,0.067766,0.096661
81.050000,0.117546,0.707388,0.047994,0.083323,0.000000,0.396967,0.400000,0.072198,0.009404
81.100000,0.828267,0.707388,0.043151,0.104084,0.000000,0.404537,0.400000,0.069349,0.066261
81.150000,0.980444,0.707388,0.016105,0.093984,0.000000,0.451559,0.400000,0.071242,0.078435
81.200000,1.063278,0.707388,0.008619,0.088250,0.000000,0.497387,0.400000,0.074025,0.085062
81.250000,1.121734,0.707388,0.003306,0.076993,0.000000,0.509542,0.400000,0.077205,0.089739
81.300000,1.116427,0.707388,0.001239,0.068876,0.000000,0.523295,0.400000,0.080605,0.089314
81.350000,1.125506,0.707388,0.003096,0.053072,0.000000,0.533036,0.400000,0.083800,0.090041
81.400000,1.247383,0.707388,0.005430,0.033220,0.000000,0.551955,0.400000,0.086895,0.099791
81.450000,1.415648,0.707388,0.010582,0.058186,0.000000,0.572037,0.400000,0.090623,0.113252
81.500000,1.403455,0.707388,0.019461,0.101619,0.000000,0.584694,0.400000,0.095254,0.112276
81.550000,0.303726,0.707388,0.027759,0.095923,0.000000,0.601928,0.400000,0.099574,0.024298
81.600000,-0.330883,0.707388,0.027099,0.148539,0.000000,0.591067,0.400000,0.096561,-0.026471
81.650000,-0.777587,0.707388,0.011584,0.151799,0.000000,0.593779,0.400000,0.089592,-0.062207
81.700000,0.046279,0.707388,0.018398,0.076377,0.000000,0.600361,0.400000,0.080080,0.003702
81.750000,0.711366,0.707388,0.020541,0.045679,0.000000,0.590865,0.400000,0.076375,0.056909
81.800000,0.453332,0.707388,0.010661,0.069253,0.000000,0.580451,0.400000,0.077160,0.036267
81.850000,-0.485190,0.707388,0.020373,0.115052,0.000000,0.581917,0.400000,0.076236,-0.038815
81.900000,-1.046001,0.707388,0.016853,0.152964,0.000000,0.589233,0.400000,0.069284,-0.083680
81.950000,0.023800,0.707388,0.021489,0.119858,0.000000,0.616697,0.400000,0.059050,0.001904
82,0.844372,0.707388,0.024553,0.057016,0.000000,0.586674,0.400000,0.056252,0.067550
82.050000,0.521596,0.707388,0.011645,0.018304,0.000000,0.565092,0.400000,0.058904,0.041728
82.100000,0.341473,0.707388,0.031329,0.094349,0.000000,0.562675,0.400000,0.059335,0.027318
82.150000,0.188049,0.707388,0.023298,0.109568,0.000000,0.566074,0.400000,0.058578,0.015044
82.200000,0.551343,0.707388,0.031199,0.063202,0.000000,0.544099,0.400000,0.056866,0.044107
82.250000,0.054198,0.707388,0.058415,0.097666,0.000000,0.508339,0.400000,0.057591,0.004336
82.300000,0.418250,0.707388,0.043345,0.084214,0.000000,0.534137,0.400000,0.055062,0.033460
82.350000,1.405457,0.707388,0.029021,0.114131,0.000000,0.557346,0.400000,0.055016,0.112437
82.400000,-0.608000,0.707388,0.045517,0.110001,0.000000,0.558933,0.400000,0.061361,-0.048640
82.450000,0.421535,0.707388,0.047993,0.092388,0.000000,0.682217,0.400000,0.054358,0.033723
82.500000,0.988454,0.707388,0.036752,0.098876,0.000000,0.682754,0.400000,0.054369,0.079076
82.550000,-0.391441,0.707388,0.039268,0.114338,0.000000,0.695740,0.400000,0.058047,-0.031315
82.600000,0.137801,0.707388,0.022716,0.062491,0.000000,0.754888,0.400000,0.052612,0.011024
82.650000,0.854039,0.707388,0.016995,0.081694,0.000000,0.773531,0.400000,0.050873,0.068323
82.700000,-0.424852,0.707388,0.028130,0.129179,0.000000,0.779926,0.400000,0.053857,-0.033988
82.750000,-0.257509,0.707388,0.023258,0.079475,0.000000,0.824871,0.400000,0.048414,-0.020601
82.800000,0.844119,0.707388,0.042111,0.056962,0.000000,0.856977,0.400000,0.044327,0.067529
82.850000,-0.083860,0.707388,0.045112,0.116672,0.000000,0.858175,0.400000,0.047574,-0.006709
82.900000,-0.024932,0.707388,0.063939,0.063762,0.000000,0.840246,0.400000,0.044652,-0.001995
82.950000,0.669441,0.707388,0.056742,0.092710,0.000000,0.817292,0.400000,0.042258,0.053555
83,0.595248,0.707388,0.052474,0.102467,0.000000,0.817850,0.400000,0.044478,0.047620
83.050000,-0.555524,0.707388,0.087969,0.141223,0.000000,0.818269,0.400000,0.046107,-0.044442
83.100000,1.401726,0.707388,0.090999,0.094221,0.000000,0.827181,0.400000,0.040206,0.112138
83.150000,0.378362,0.707388,0.058259,0.107184,0.000000,0.851092,0.400000,0.047268,0.030269
83.200000,0.663001,0.707388,0.032884,0.092077,0.000000,0.848154,0.400000,0.047353,0.053040
83.250000,-0.432162,0.707388,0.044790,0.093336,0.000000,0.854450,0.400000,0.049276,-0.034573
83.300000,1.276409,0.707388,0.050574,0.100319,0.000000,0.855008,0.400000,0.044015,0.102113
83.350000,-0.421252,0.707388,0.036685,0.147657,0.000000,0.861725,0.400000,0.050076,-0.033700
83.400000,1.116052,0.707388,0.042810,0.137617,0.000000,0.856951,0.400000,0.044845,0.089284
83.450000,-0.623856,0.707388,0.049783,0.131739,0.000000,0.860424,0.400000,0.049826,-0.049909
83.500000,1.721027,0.707388,0.080413,0.110536,0.000000,0.867867,0.400000,0.043297,0.137682
83.550000,0.011901,0.707388,0.079035,0.155985,0.000000,0.874433,0.400000,0.052271,0.000952
83.600000,0.979728,0.707388,0.040821,0.104912,0.000000,0.873298,0.400000,0.049734,0.078378
83.650000,-0.992045,0.707388,0.051127,0.134180,0.000000,0.871086,0.400000,0.053589,-0.079364
83.700000,0.826294,0.707388,0.057644,0.099780,0.000000,0.885253,0.400000,0.044489,0.066104
83.750000,-0.251804,0.707388,0.059076,0.110744,0.000000,0.890085,0.400000,0.047612,-0.020144
83.800000,0.702514,0.707388,0.085308,0.073946,0.000000,0.866204,0.400000,0.043602,0.056201
83.850000,-0.819799,0.707388,0.078309,0.121210,0.000000,0.873589,0.400000,0.045968,-0.065584
83.900000,0.208143,0.707388,0.042610,0.083742,0.000000,0.834423,0.400000,0.038364,0.016651
83.950000,-0.580179,0.707388,0.046245,0.103490,0.000000,0.830757,0.400000,0.037793,-0.046414
84,0.119029,0.707388,0.044975,0.063954,0.000000,0.773345,0.400000,0.032148,0.009522
84.050000,0.439061,0.707388,0.063127,0.091872,0.000000,0.788781,0.400000,0.031311,0.035125
84.100000,0.397412,0.707388,0.060379,0.080360,0.000000,0.790204,0.400000,0.032587,0.031793
84.150000,-0.181688,0.707388,0.058140,0.149928,0.000000,0.782712,0.400000,0.033530,-0.014535
84.200000,0.354325,0.707388,0.091319,0.089816,0.000000,0.793225,0.400000,0.030678,0.028346
84.250000,0.417270,0.707388,0.100109,0.112200,0.000000,0.791511,0.400000,0.031437,0.033382
84.300000,-0.599325,0.707388,0.053991,0.112056,0.000000,0.786837,0.400000,0.032566,-0.047946
84.350000,-0.136102,0.707388,0.058254,0.149991,0.000000,0.796507,0.400000,0.027059,-0.010888
84.400000,0.737475,0.707388,0.109050,0.100535,0.000000,0.782508,0.400000,0.024825,0.058998
84.450000,-0.979807,0.707388,0.083124,0.112019,0.000000,0.726373,0.400000,0.028357,-0.078385
84.500000,-0.031343,0.707388,0.041763,0.101413,0.000000,0.729218,0.400000,0.020597,-0.002507
84.550000,-0.206075,0.707388,0.043453,0.127256,0.000000,0.720383,0.400000,0.019365,-0.016486
84.600000,-0.783535,0.707388,0.018722,0.141397,0.000000,0.745034,0.400000,0.017063,-0.062683
84.650000,0.294617,0.707388,0.024061,0.107225,0.000000,0.719363,0.400000,0.011139,0.023569
84.700000,-0.071193,0.707388,0.035867,0.080248,0.000000,0.718976,0.400000,0.012488,-0.005695
84.750000,-0.370873,0.707388,0.039108,0.067100,0.000000,0.722613,0.400000,0.011403,-0.029670
84.800000,0.162141,0.707388,0.030994,0.078307,0.000000,0.722277,0.400000,0.008433,0.012971
84.850000,0.236692,0.707388,0.034593,0.049015,0.000000,0.715726,0.400000,0.009060,0.018935
84.900000,-0.720555,0.707388,0.030097,0.081708,0.000000,0.717502,0.400000,0.010139,-0.057644
84.950000,0.168205,0.707388,0.041932,0.107709,0.000000,0.717011,0.400000,0.004969,0.013456
85,-0.113644,0.707388,0.054093,0.082366,0.000000,0.717442,0.400000,0.005809,-0.009092
85.050000,0.159263,0.707388,0.079760,0.147505,0.000000,0.724781,0.400000,0.004783,0.012741
85.100000,0.107729,0.707388,0.059177,0.166482,0.000000,0.725659,0.400000,0.005575,0.008618
85.150000,-0.045461,0.707388,0.050897,0.119725,0.000000,0.724943,0.400000,0.005993,-0.003637
85.200000,0.746964,0.707388,0.070025,0.119037,0.000000,0.729375,0.400000,0.005399,0.059757
85.250000,1.100206,0.707388,0.079752,0.173884,0.000000,0.732666,0.400000,0.009964,0.088016
85.300000,-1.266261,0.707388,0.060792,0.132954,0.000000,0.768435,0.400000,0.016586,-0.101301
85.350000,0.694097,0.707388,0.052366,0.118962,0.000000,0.794854,0.400000,0.007562,0.055528
85.400000,-0.137617,0.707388,0.054056,0.110211,0.000000,0.784309,0.400000,0.011676,-0.011009
85.450000,0.091223,0.707388,0.075344,0.092559,0.000000,0.784985,0.400000,0.010201,0.007298
85.500000,0.033953,0.707388,0.034347,0.120013,0.000000,0.780887,0.400000,0.010282,0.002716
85.550000,0.040932,0.707388,0.061659,0.135903,0.000000,0.786644,0.400000,0.009987,0.003275
85.600000,0.103198,0.707388,0.115088,0.105212,0.000000,0.788543,0.400000,0.009753,0.008256
85.650000,0.299887,0.707388,0.041897,0.087579,0.000000,0.767100,0.400000,0.009933,0.023991
85.700000,-0.598424,0.707388,0.051710,0.063876,0.000000,0.766166,0.400000,0.011377,-0.047874
85.750000,-0.918485,0.707388,0.045892,0.082985,0.000000,0.795779,0.400000,0.006935,-0.073479
85.800000,0.237737,0.707388,0.033806,0.127041,0.000000,0.797591,0.400000,0.000644,0.019019
85.850000,0.241009,0.707388,0.034054,0.089719,0.000000,0.814486,0.400000,0.002151,0.019281
85.900000,-0.474298,0.707388,0.031322,0.085805,0.000000,0.825544,0.400000,0.003603,-0.037944
85.950000,0.758591,0.707388,0.029751,0.060334,0.000000,0.854728,0.400000,0.000353,0.060687
86,-0.147269,0.707388,0.035529,0.055829,0.000000,0.874069,0.400000,0.005245,-0.011782
86.050000,-0.845013,0.707388,0.014535,0.090537,0.000000,0.804287,0.400000,0.004030,-0.067601
86.100000,-0.041481,0.707388,0.020078,0.084469,0.000000,0.800497,0.400000,-0.001641,-0.003318
86.150000,0.453694,0.707388,0.023694,0.100412,0.000000,0.802526,0.400000,-0.001827,0.036296
86.200000,0.147533,0.707388,0.025642,0.109497,0.000000,0.800466,0.400000,0.001200,0.011803
86.250000,-0.574173,0.707388,0.033315,0.075261,0.000000,0.788683,0.400000,0.002095,-0.045934
86.300000,0.614874,0.707388,0.076217,0.120697,0.000000,0.792422,0.400000,-0.001726,0.049190
86.350000,-0.260704,0.707388,0.078795,0.121453,0.000000,0.794907,0.400000,0.002340,-0.020856
86.400000,-0.010510,0.707388,0.046152,0.096227,0.000000,0.796782,0.400000,0.000536,-0.000841
86.450000,0.037844,0.707388,0.075002,0.110486,0.000000,0.802204,0.400000,0.000441,0.003028
86.500000,-0.533372,0.707388,0.081302,0.097790,0.000000,0.793429,0.400000,0.000664,-0.042670
86.550000,-1.291489,0.707388,0.057036,0.100498,0.000000,0.788087,0.400000,-0.002821,-0.103319
86.600000,-0.476489,0.707388,0.031479,0.089923,0.000000,0.824992,0.400000,-0.011039,-0.038119
86.650000,-0.096581,0.707388,0.014658,0.071866,0.000000,0.856696,0.400000,-0.013571,-0.007726
86.700000,-0.837529,0.707388,0.015769,0.082710,0.000000,0.859354,0.400000,-0.013517,-0.067002
86.750000,-0.302419,0.707388,0.032580,0.114035,0.000000,0.868990,0.400000,-0.018262,-0.024194
86.800000,-0.497672,0.707388,0.044580,0.106926,0.000000,0.873741,0.400000,-0.019306,-0.039814
86.850000,-0.164718,0.707388,0.027020,0.077250,0.000000,0.873528,0.400000,-0.021562,-0.013177
86.900000,-1.120459,0.707388,0.058504,0.098596,0.000000,0.872680,0.400000,-0.021550,-0.089637
86.950000,-0.016887,0.707388,0.025295,0.104924,0.000000,0.885325,0.400000,-0.027724,-0.001351
87,0.271426,0.707388,0.032213,0.102354,0.000000,0.910899,0.400000,-0.026447,0.021714
87.050000,-0.650842,0.707388,0.055770,0.079199,0.000000,0.905900,0.400000,-0.023368,-0.052067
87.100000,0.179784,0.707388,0.032070,0.125966,0.000000,0.893360,0.400000,-0.026412,0.014383
87.150000,0.961857,0.707388,0.030590,0.132475,0.000000,0.912503,0.400000,-0.023927,0.076949
87.200000,0.499615,0.707388,0.026720,0.070858,0.000000,0.895552,0.400000,-0.016506,0.039969
87.250000,-0.245015,0.707388,0.017397,0.046841,0.000000,0.901221,0.400000,-0.012447,-0.019601
87.300000,-0.444596,0.707388,0.025736,0.118861,0.000000,0.904155,0.400000,-0.013411,-0.035568
87.350000,-0.742240,0.707388,0.047979,0.081218,0.000000,0.907808,0.400000,-0.015617,-0.059379
87.400000,-0.279471,0.707388,0.042186,0.112980,0.000000,0.914208,0.400000,-0.019640,-0.022358
87.450000,0.858814,0.707388,0.037072,0.098950,0.000000,0.912027,0.400000,-0.020467,0.068705
87.500000,1.011271,0.707388,0.021658,0.094787,0.000000,0.917724,0.400000,-0.013885,0.080902
87.550000,-0.095563,0.707388,0.017977,0.064676,0.000000,0.922746,0.400000,-0.006646,-0.007645
87.600000,-0.927726,0.707388,0.027573,0.112660,0.000000,0.922229,0.400000,-0.006932,-0.074218
87.650000,-0.755426,0.707388,0.014602,0.070319,0.000000,0.919488,0.400000,-0.012590,-0.060434
87.700000,-0.879627,0.707388,0.023300,0.072385,0.000000,0.917259,0.400000,-0.016850,-0.070370
87.750000,0.253245,0.707388,0.039537,0.110001,0.000000,0.922563,0.400000,-0.021700,0.020260
87.800000,-0.744048,0.707388,0.061097,0.113533,0.000000,0.905668,0.400000,-0.018976,-0.059524
87.850000,-0.461392,0.707388,0.035123,0.081468,0.000000,0.873916,0.400000,-0.022843,-0.036911
87.900000,-0.656560,0.707388,0.056010,0.068460,0.000000,0.844994,0.400000,-0.024687,-0.052525
87.950000,-1.081272,0.707388,0.038781,0.095972,0.000000,0.826216,0.400000,-0.027702,-0.086502
88,-1.225355,0.707388,0.033956,0.086518,0.000000,0.805745,0.400000,-0.033315,-0.098028
88.050000,-0.215345,0.707388,0.053505,0.136357,0.000000,0.813403,0.400000,-0.039579,-0.017228
88.100000,-1.067523,0.707388,0.053412,0.109837,0.000000,0.806689,0.400000,-0.038994,-0.085402
88.150000,-0.688761,0.707388,0.053080,0.107620,0.000000,0.818114,0.400000,-0.043953,-0.055101
88.200000,-1.083278,0.707388,0.047487,0.066293,0.000000,0.817631,0.400000,-0.046213,-0.086662
88.250000,-1.270400,0.707388,0.044492,0.126392,0.000000,0.810320,0.400000,-0.050914,-0.101632
88.300000,-0.983483,0.707388,0.040490,0.137969,0.000000,0.811996,0.400000,-0.056590,-0.078679
88.350000,-0.798622,0.707388,0.072137,0.103958,0.000000,0.826606,0.400000,-0.060126,-0.063890
88.400000,-1.154658,0.707388,0.076259,0.117868,0.000000,0.827527,0.400000,-0.062288,-0.092373
88.450000,-1.067224,0.707388,0.049023,0.104583,0.000000,0.843796,0.400000,-0.066647,-0.085378
88.500000,-0.937599,0.707388,0.047688,0.094185,0.000000,0.818944,0.400000,-0.070221,-0.075008
88.550000,-0.587058,0.707388,0.078625,0.080379,0.000000,0.815784,0.400000,-0.072778,-0.046965
88.600000,-1.524365,0.707388,0.063469,0.080557,0.000000,0.814771,0.400000,-0.072939,-0.121949
88.650000,-1.764163,0.707388,0.026100,0.071386,0.000000,0.849542,0.400000,-0.079158,-0.141133
88.700000,-0.682175,0.707388,0.025192,0.081322,0.000000,0.827936,0.400000,-0.086617,-0.054574
88.750000,-0.228108,0.707388,0.029429,0.104388,0.000000,0.802029,0.400000,-0.086702,-0.018249
88.800000,-0.183849,0.707388,0.068467,0.099942,0.000000,0.808803,0.400000,-0.083843,-0.014708
88.850000,-0.321237,0.707388,0.013247,0.071008,0.000000,0.783135,0.400000,-0.080841,-0.025699
