t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
0.000,0.000000,1.618000,0.100000,0.002241,0.268941,0.000000,0.000000,0.700000,0.117184,0.268941,-0.149108,adaptive,0.100000,0.000001,0.500000,0.000000,0.000000,1.216300,0.117184,0.500000,-0.272253,adaptive,0.100000,0.000000,0.700000,0.000000,0.000000,1.183987,0.117184,0.700000,-0.372235,adaptive,0.100000,0.000042,0.400000,0.000000,0.000000,1.857845,0.117184,0.400000,-0.219791,adaptive,0.100000,0.000000,0.600000,0.000000,0.000000,2.702997,0.117184,0.600000,-0.323145,adaptive
1.000,-0.008131,1.648902,0.293459,0.047707,0.092618,-0.005044,0.040172,0.700000,0.109835,0.097662,-0.051908,adaptive,0.293459,0.065358,0.176108,0.007601,0.045797,1.227164,0.116859,0.168506,-0.089061,adaptive,0.293459,0.014183,0.244494,0.001419,0.043663,1.211723,0.101997,0.243075,-0.127625,adaptive,0.293459,0.034774,0.135370,-0.002160,0.036640,1.899004,0.110358,0.137531,-0.072874,adaptive,0.293459,0.025947,0.210202,-0.002847,0.034437,2.765636,0.110707,0.213050,-0.112168,adaptive
2.000,-0.056925,1.676779,0.406809,0.120236,0.076022,0.021448,0.076412,0.700000,0.340219,0.054574,-0.055505,resonance,0.406809,0.252127,0.110965,0.007408,0.085639,1.236974,0.376784,0.103557,-0.070646,tanh,0.406809,0.279287,0.141002,0.010146,0.082222,1.236011,0.388828,0.130857,-0.068510,spiral_log,0.406809,0.034061,0.046978,-0.008396,0.070282,1.936295,0.369546,0.055374,-0.034172,adaptive,0.406809,0.193314,0.086912,-0.059001,0.066347,2.823369,0.365471,0.145912,-0.145838,resonance
3.000,-0.041427,1.698902,0.406809,0.117556,0.005867,0.012054,0.105172,0.700000,0.153162,-0.006187,0.003244,adaptive,0.406809,0.049658,0.048792,-0.008075,0.114357,1.244491,0.162621,0.056867,-0.029473,adaptive,0.406809,0.080027,0.064818,-0.013209,0.111175,1.257087,0.170126,0.078027,-0.040278,adaptive,0.406809,0.041622,0.004627,-0.003295,0.098177,1.968120,0.164283,0.007922,-0.004143,adaptive,0.406809,0.049221,0.044648,-0.005028,0.093395,2.871821,0.139866,0.049676,-0.025781,adaptive
4.000,-0.047896,1.713106,0.293459,0.090883,-0.020363,-0.010570,0.123637,0.700000,0.128416,-0.009793,0.004896,adaptive,0.293459,0.138741,-0.007064,0.002333,0.128250,1.249735,0.138676,-0.009397,0.004698,adaptive,0.293459,0.246460,0.004135,0.021180,0.127150,1.270335,0.144242,-0.017044,0.008537,adaptive,0.293459,0.080263,-0.015203,-0.001865,0.118053,1.988493,0.136416,-0.013338,0.006674,adaptive,0.293459,0.053092,0.029488,-0.004467,0.113617,2.903249,0.114696,0.033955,-0.016786,adaptive
5.000,-0.028970,1.718000,0.100000,0.083372,0.021958,-0.010311,0.130000,0.700000,0.954069,0.032269,-0.048342,resonance,0.100000,0.079792,-0.000122,0.069496,0.125570,1.251370,0.883487,-0.069618,0.103811,resonance,0.100000,0.178800,0.018356,0.112227,0.128300,1.274317,1.000000,-0.093870,0.139299,resonance,0.100000,0.088945,-0.020006,-0.002999,0.128300,1.994843,1.000000,-0.017007,0.025502,resonance,0.100000,0.058982,0.025840,-0.027936,0.125570,2.913570,0.903370,0.053775,-0.080379,resonance
6.000,-0.043538,1.713106,0.001000,0.067276,-0.008238,0.034019,0.123637,0.700000,0.514987,-0.042258,0.033261,tanh,0.001000,0.129026,0.012303,-0.006257,0.106746,1.249481,0.556920,0.018560,-0.005626,spiral_log,0.001000,0.170350,0.018094,-0.079353,0.114520,1.269964,0.610938,0.097447,-0.076579,tanh,0.001000,0.093407,-0.011280,-0.017901,0.128104,1.987958,0.598662,0.006622,-0.012314,resonance,0.001000,0.125392,0.005235,0.027295,0.128433,2.902791,0.566139,-0.022060,0.017368,tanh
7.000,-0.090906,1.698902,0.001000,0.071903,-0.011068,-0.014228,0.105172,0.700000,0.396057,0.003159,-0.001597,adaptive,0.001000,0.126004,0.002262,-0.053613,0.074321,1.244505,0.431519,0.055876,-0.105913,resonance,0.001000,0.146280,-0.004758,-0.060286,0.087457,1.257157,0.447871,0.055528,-0.055500,resonance,0.001000,0.104331,-0.001406,-0.043158,0.117511,1.967929,0.430150,0.041752,-0.007778,spiral_log,0.001000,0.141940,-0.007360,0.045271,0.122073,2.871659,0.462708,-0.052631,0.026312,adaptive
8.000,-0.039832,1.676779,0.001000,0.071759,0.006659,-0.017648,0.076412,0.700000,0.379635,0.024307,-0.024841,resonance,0.001000,0.124683,-0.009980,-0.030535,0.032604,1.236740,0.413467,0.020555,-0.021011,resonance,0.001000,0.159478,-0.014075,-0.038499,0.050309,1.237070,0.427763,0.024424,-0.011171,adaptive,0.001000,0.104839,0.004985,-0.003733,0.097422,1.937378,0.390561,0.008718,-0.017973,resonance,0.001000,0.147544,0.007078,-0.039176,0.107041,2.824277,0.412646,0.046255,-0.047195,resonance
9.000,-0.037375,1.648902,0.001000,0.070661,0.002942,0.024171,0.040172,0.700000,0.364726,-0.021229,0.009060,adaptive,0.001000,0.134216,-0.014252,0.013454,-0.012909,1.226888,0.403664,-0.027706,0.061700,resonance,0.001000,0.161928,-0.016346,-0.038729,0.007448,1.211533,0.425447,0.022383,-0.023719,resonance,0.001000,0.108415,-0.008549,0.025784,0.069514,1.898849,0.402167,-0.034332,0.036355,resonance,0.001000,0.134057,-0.004057,-0.033819,0.084528,2.765508,0.440786,0.029762,-0.012620,adaptive
10.000,-0.052631,1.618000,0.100000,0.083358,-0.030287,-0.000000,0.000000,0.700000,0.764241,-0.030287,0.060480,resonance,0.100000,0.131645,-0.027679,0.082270,-0.056263,1.216079,0.766096,-0.109949,0.185768,spiral_log,0.100000,0.138520,-0.024091,-0.104592,-0.036098,1.183800,0.868500,0.080501,-0.137124,spiral_log,0.100000,0.124698,0.014892,-0.050443,0.036098,1.857780,0.807197,0.065336,-0.111652,spiral_log,0.100000,0.147926,-0.018050,0.032012,0.056263,2.702944,0.905825,-0.050062,0.085772,spiral_log
11.000,-0.125728,1.587098,0.293459,0.101102,0.002338,-0.041566,-0.040172,0.700000,0.438361,0.043904,-0.048705,adaptive,0.293459,0.161746,-0.010162,0.069371,-0.091843,1.205333,0.429188,-0.079533,0.090029,tanh,0.293459,0.192268,-0.002325,-0.089241,-0.075240,1.156130,0.482942,0.086917,-0.098250,tanh,0.293459,0.155437,-0.015980,-0.003333,-0.000075,1.817525,0.471778,-0.012647,0.014418,tanh,0.293459,0.209995,-0.014345,0.044391,0.024376,2.642296,0.502323,-0.058736,0.065053,adaptive
12.000,-0.118528,1.559221,0.406809,0.117601,0.010948,0.028403,-0.076412,0.700000,0.372819,-0.017455,0.017938,tanh,0.406809,0.198630,0.002561,0.067385,-0.115104,1.195622,0.386000,-0.064825,0.066347,tanh,0.406809,0.288674,0.020719,-0.050483,-0.105425,1.132083,0.420799,0.071202,-0.068315,adaptive,0.406809,0.160276,0.004823,0.041905,-0.036042,1.782348,0.388319,-0.037082,0.038065,tanh,0.406809,0.239103,-0.014336,0.046594,-0.008769,2.589538,0.439820,-0.060930,0.062393,tanh
13.000,-0.123733,1.537098,0.406809,0.119755,-0.015667,0.022153,-0.105172,0.700000,0.370268,-0.037821,0.033574,adaptive,0.406809,0.217134,0.013334,0.036841,-0.123170,1.188261,0.387110,-0.023507,0.056371,resonance,0.406809,0.259426,0.019574,0.034501,-0.123174,1.112697,0.395742,-0.014927,0.016431,resonance,0.406809,0.159608,-0.003122,-0.062022,-0.068877,1.754798,0.409788,0.058900,-0.064583,resonance,0.406809,0.253715,-0.014904,0.077927,-0.040759,2.548649,0.431809,-0.092832,0.081678,adaptive
