t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
20.000,-0.097113,1.618000,0.100000,0.083370,-0.011488,-0.000000,-0.000000,0.700000,0.374032,-0.011488,0.004639,resonance,0.100000,0.141924,0.002311,0.045284,0.093026,1.216317,0.379650,-0.042973,0.001627,spiral_log,0.100000,0.200855,0.005582,-0.076697,0.067328,1.183700,0.416402,0.082279,-0.027758,resonance,0.100000,0.122538,-0.005867,0.038358,-0.067328,1.857495,0.408003,-0.044225,0.039387,resonance,0.100000,0.162765,-0.001353,0.017466,-0.093026,2.702713,0.437264,-0.018820,0.007690,resonance
21.000,-0.097483,1.648902,0.293459,0.102495,0.002637,-0.037701,0.040172,0.700000,0.382079,0.040337,-0.019449,resonance,0.293459,0.177329,-0.000839,-0.070746,0.109270,1.227528,0.415824,0.069907,-0.073665,resonance,0.293459,0.204987,0.006148,0.014385,0.097920,1.212156,0.385407,-0.008237,0.004206,resonance,0.293459,0.157396,-0.000081,-0.047218,-0.035250,1.898839,0.411549,0.047137,0.001956,spiral_log,0.293459,0.196934,-0.003630,0.033905,-0.071528,2.765499,0.439240,-0.037535,0.019761,resonance
22.000,-0.240895,1.676779,0.406809,0.119450,0.013308,0.023081,0.076412,0.700000,0.368534,-0.009773,0.006063,resonance,0.406809,0.220583,-0.010981,0.084783,0.110788,1.236883,0.387711,-0.095764,0.008046,spiral_log,0.406809,0.258354,-0.014277,0.101772,0.116790,1.237040,0.396058,-0.116049,0.031514,adaptive,0.406809,0.170847,0.006040,-0.041070,-0.000680,1.936666,0.387384,0.047110,-0.062016,resonance,0.406809,0.209870,-0.003501,0.059860,-0.045737,2.823680,0.435402,-0.063361,0.040708,resonance
23.000,-0.147312,1.698902,0.406809,0.118523,-0.012953,0.029153,0.105172,0.700000,0.367416,-0.042107,0.031139,resonance,0.406809,0.251276,0.011769,-0.073433,0.097706,1.243983,0.407778,0.085202,-0.130469,resonance,0.406809,0.215451,-0.017982,-0.041517,0.121836,1.256705,0.417322,0.023535,-0.016878,resonance,0.406809,0.189593,-0.007110,0.075636,0.033562,1.967682,0.400077,-0.082746,0.006015,spiral_log,0.406809,0.221463,-0.002529,0.024267,-0.017591,2.871449,0.434963,-0.026797,0.019693,resonance
24.000,-0.107719,1.713106,0.293459,0.102344,-0.006788,-0.035226,0.123637,0.700000,0.380030,0.028437,-0.023547,resonance,0.293459,0.206193,-0.015715,0.005816,0.072100,1.249978,0.410722,-0.021531,0.000408,spiral_log,0.293459,0.240659,0.008207,-0.011466,0.112603,1.270880,0.399145,0.019673,-0.016342,resonance,0.293459,0.165765,0.004166,-0.066613,0.064719,1.988737,0.402649,0.070779,-0.126584,resonance,0.293459,0.179149,0.010683,-0.065139,0.010873,2.903458,0.396482,0.075823,-0.061503,resonance
25.000,-0.098175,1.718000,0.100000,0.083371,0.011110,-0.004037,0.130000,0.700000,0.373524,0.015147,-0.014292,resonance,0.100000,0.142291,-0.000814,0.052951,0.037680,1.251031,0.379665,-0.053765,0.110775,resonance,0.100000,0.174600,-0.016369,-0.053344,0.090320,1.274326,0.425534,0.036975,-0.034721,resonance,0.100000,0.116181,-0.004075,-0.031889,0.090320,1.994797,0.412966,0.027814,0.000681,spiral_log,0.100000,0.172606,0.007116,-0.062548,0.037680,2.913530,0.436749,0.069664,-0.064809,resonance
26.000,-0.029259,1.713106,0.001000,0.070838,-0.002100,0.025311,0.123637,0.700000,0.363891,-0.027410,0.028951,resonance,0.001000,0.131392,0.010525,0.004744,-0.000737,1.249435,0.388318,0.005782,0.000029,spiral_log,0.001000,0.177286,-0.023545,0.014216,0.057741,1.270065,0.415919,-0.037761,0.039868,resonance,0.001000,0.107632,0.003358,-0.042063,0.108378,1.988133,0.404338,0.045421,-0.104143,resonance,0.001000,0.134826,0.006484,0.004652,0.061057,2.902941,0.397669,0.001833,-0.001935,resonance
27.000,-0.032878,1.698902,0.001000,0.071376,-0.025867,-0.026051,0.105172,0.700000,0.730528,0.000183,0.000000,spiral_log,0.001000,0.133102,0.025449,-0.057949,-0.037903,1.244463,0.778386,0.083399,0.011755,spiral_log,0.001000,0.163947,-0.051735,-0.044926,0.018806,1.257138,0.819331,-0.006809,0.000080,spiral_log,0.001000,0.103755,-0.014975,0.065396,0.117545,1.968234,0.743485,-0.080372,0.010926,spiral_log,0.001000,0.149867,0.012437,-0.039846,0.079548,2.871918,0.792564,0.052282,0.004654,spiral_log
28.000,-0.076073,1.676779,0.001000,0.071983,0.004198,-0.019573,0.076412,0.700000,0.419738,0.023772,-0.007575,resonance,0.001000,0.132207,0.013114,-0.040673,-0.068852,1.236789,0.452038,0.053787,-0.005913,resonance,0.001000,0.163315,0.009211,-0.057515,-0.021839,1.237045,0.472659,0.066726,0.004171,spiral_log,0.001000,0.100753,-0.004082,0.042771,0.117214,1.937160,0.425210,-0.046853,0.009813,resonance,0.001000,0.156186,-0.017573,0.039673,0.092104,2.824094,0.477399,-0.057246,0.022713,resonance
29.000,-0.078296,1.648902,0.001000,0.070711,0.001564,0.024437,0.040172,0.700000,0.368479,-0.022873,0.000464,spiral_log,0.001000,0.134518,0.012953,-0.024110,-0.089576,1.227133,0.406859,0.037062,-0.008727,resonance,0.001000,0.156484,-0.024264,0.044653,-0.059394,1.211699,0.391883,-0.068917,0.043258,resonance,0.001000,0.107031,-0.016003,0.022478,0.107553,1.899016,0.397523,-0.038480,0.011403,resonance,0.001000,0.140013,-0.009102,0.055951,0.098140,2.765645,0.407149,-0.065053,0.003750,spiral_log
30.000,-0.044524,1.618000,0.100000,0.083376,-0.011984,0.000000,0.000000,0.700000,0.373338,-0.011984,0.009877,resonance,0.100000,0.157777,0.015496,0.009059,-0.097548,1.216406,0.392746,0.006437,-0.002380,resonance,0.100000,0.198437,0.038641,0.000212,-0.089478,1.183794,0.416521,0.038429,0.001301,spiral_log,0.100000,0.119076,-0.004155,-0.048714,0.089478,1.857662,0.409379,0.044559,-0.015259,resonance,0.100000,0.173159,-0.021494,0.042513,0.097548,2.702848,0.414210,-0.064007,0.054682,resonance
31.000,-0.134030,1.587098,0.293459,0.103017,0.003603,-0.036717,-0.040172,0.700000,0.380026,0.040320,0.001432,spiral_log,0.293459,0.188150,0.008460,0.059187,-0.092039,1.205199,0.382868,-0.050727,0.025996,resonance,0.293459,0.243120,-0.058143,-0.089644,-0.108647,1.156331,0.419274,0.031500,-0.032618,resonance,0.293459,0.156747,0.017898,0.047250,0.064571,1.817697,0.389001,-0.029352,0.014698,resonance,0.293459,0.212677,-0.028203,-0.039412,0.090677,2.642432,0.434258,0.011209,0.000111,spiral_log
32.000,-0.181191,1.559221,0.406809,0.118672,0.012183,0.028345,-0.076412,0.700000,0.368691,-0.016162,0.009723,resonance,0.406809,0.200710,-0.003740,0.076428,-0.074185,1.195877,0.381081,-0.080168,0.105735,resonance,0.406809,0.222354,-0.010568,0.081669,-0.114783,1.131933,0.383481,-0.092238,0.058383,resonance,0.406809,0.190328,-0.029611,0.009698,0.034933,1.781706,0.403517,-0.039310,0.001361,spiral_log,0.406809,0.214626,-0.019339,-0.071782,0.078279,2.589037,0.437831,0.052442,-0.029718,resonance
33.000,-0.210327,1.537098,0.406809,0.120216,-0.015228,0.022228,-0.105172,0.700000,0.370087,-0.037456,0.026855,resonance,0.406809,0.209550,-0.015473,0.073371,-0.046790,1.187602,0.383175,-0.088844,0.006930,spiral_log,0.406809,0.230455,0.000900,-0.088949,-0.107341,1.112245,0.418317,0.089849,-0.059584,resonance,0.406809,0.178776,-0.023948,-0.035902,0.003006,1.755089,0.409474,0.011954,-0.018303,resonance,0.406809,0.257902,-0.026646,0.076195,0.061433,2.548872,0.424373,-0.102841,0.029613,adaptive
34.000,-0.156268,1.522894,0.293459,0.102021,-0.003302,-0.038273,-0.123637,0.700000,0.382063,0.034971,-0.028092,resonance,0.293459,0.181732,-0.004674,0.068953,-0.013907,1.183462,0.381004,-0.073628,0.130883,resonance,0.293459,0.227324,0.013413,0.045906,-0.087388,1.100819,0.392352,-0.032492,0.026703,resonance,0.293459,0.165892,-0.017348,0.030630,-0.028628,1.737663,0.401815,-0.047978,0.002026,spiral_log,0.293459,0.199985,-0.005188,-0.084053,0.041446,2.523139,0.436352,0.078864,-0.062019,resonance
35.000,-0.054504,1.518000,0.100000,0.083266,0.010972,0.004021,-0.130000,0.700000,0.372498,0.006952,-0.006415,resonance,0.100000,0.143377,0.003581,0.043370,0.019748,1.181456,0.381182,-0.039789,0.001394,spiral_log,0.100000,0.174477,0.002077,0.048690,-0.057461,1.096593,0.386523,-0.046612,0.043324,resonance,0.100000,0.125949,0.004160,-0.030873,-0.057461,1.731859,0.396999,0.035033,-0.070252,resonance,0.100000,0.151806,-0.013275,0.004197,0.019748,2.514481,0.441378,-0.017471,0.016189,resonance
36.000,-0.075533,1.522894,0.001000,0.071171,-0.004401,0.023537,-0.123637,0.700000,0.365142,-0.027938,0.028910,resonance,0.001000,0.134711,0.008177,-0.030089,0.049464,1.182974,0.397591,0.038266,-0.085989,resonance,0.001000,0.177593,0.008377,-0.052334,-0.021248,1.100846,0.411422,0.060712,-0.062270,resonance,0.001000,0.105065,0.002990,-0.015382,-0.081261,1.738189,0.386212,0.018372,0.000297,spiral_log,0.001000,0.155353,-0.000121,-0.054543,-0.002217,2.523539,0.428303,0.054422,-0.055888,resonance
37.000,-0.087535,1.537098,0.001000,0.071635,-0.007983,-0.018160,-0.105172,0.700000,0.378667,0.010177,-0.024419,resonance,0.001000,0.128369,-0.010867,-0.009678,0.071196,1.188087,0.409650,-0.001189,0.001308,resonance,0.001000,0.175022,-0.010854,0.065324,0.016870,1.113126,0.403086,-0.076178,0.080099,spiral_log,0.001000,0.103475,-0.003800,-0.016959,-0.098242,1.755407,0.409282,0.013159,-0.014472,resonance,0.001000,0.154586,-0.006009,0.061353,-0.023082,2.549117,0.430878,-0.067363,0.160253,resonance
38.000,-0.038702,1.559221,0.001000,0.072099,0.008087,-0.014239,-0.076412,0.700000,0.376676,0.022326,-0.021046,spiral_log,0.001000,0.126785,0.006462,0.016651,0.082110,1.195556,0.382353,-0.010189,0.011206,resonance,0.001000,0.163025,-0.012801,0.010261,0.052344,1.131983,0.424654,-0.023062,0.055291,resonance,0.001000,0.107603,0.002816,-0.041665,-0.107198,1.782637,0.392784,0.044481,-0.048814,resonance,0.001000,0.155591,-0.001831,0.037792,-0.041649,2.589763,0.429638,-0.039623,0.037607,spiral_log
39.000,-0.045688,1.587098,0.001000,0.070964,0.002289,0.024881,-0.040172,0.700000,0.364192,-0.022592,0.054166,resonance,0.001000,0.130227,-0.010499,0.006403,0.080967,1.205291,0.408024,-0.016902,0.018586,resonance,0.001000,0.173598,-0.012431,0.049162,0.081007,1.156540,0.419469,-0.061593,0.052062,spiral_log,0.001000,0.107599,0.000455,-0.030328,-0.107588,1.817797,0.403574,0.030783,-0.033823,resonance,0.001000,0.151994,-0.000940,0.019930,-0.056943,2.642511,0.433852,-0.020870,0.050045,resonance
40.000,-0.101713,1.618000,0.100000,0.083369,-0.011252,-0.000000,-0.000000,0.700000,0.373619,-0.011252,0.008205,spiral_log,0.100000,0.160174,0.007813,-0.057251,0.068261,1.216578,0.402480,0.065064,-0.071213,resonance,0.100000,0.175262,-0.001861,0.045611,0.099563,1.184154,0.385401,-0.047472,0.113434,resonance,0.100000,0.125813,-0.003188,0.049125,-0.099563,1.857664,0.403584,-0.052314,0.057358,resonance,0.100000,0.171442,-0.003115,0.045017,-0.068261,2.702850,0.435037,-0.048132,0.035541,spiral_log
41.000,-0.218627,1.648902,0.293459,0.103006,0.002741,-0.037681,0.040172,0.700000,0.379990,0.040423,-0.096706,resonance,0.293459,0.173985,0.000070,0.058342,0.046122,1.227255,0.376082,-0.058272,0.063842,resonance,0.293459,0.255798,0.005403,-0.096968,0.105972,1.211432,0.412407,0.102371,-0.058249,spiral_log,0.293459,0.165766,0.002005,-0.059389,-0.083935,1.898500,0.402260,0.061394,-0.067233,resonance,0.293459,0.202647,-0.001096,0.067268,-0.075185,2.765220,0.435465,-0.068364,0.162592,resonance
42.000,-0.110638,1.676779,0.406809,0.115915,0.037167,0.048446,0.076412,0.700000,0.797125,-0.011279,0.010766,resonance,0.406809,0.244304,-0.014692,-0.168566,0.017983,1.234842,0.926109,0.153874,-0.145681,resonance,0.406809,0.031136,-0.027195,-0.015957,0.099676,1.235310,0.863471,-0.011239,0.010727,resonance,0.406809,0.190475,0.008168,0.128498,-0.062097,1.937472,0.894069,-0.120329,0.114284,resonance,0.406809,0.194871,0.000448,-0.108469,-0.077580,2.824355,0.869394,0.108918,-0.103539,resonance
43.000,-0.052261,1.698902,0.406809,0.118470,-0.011999,0.034304,0.105172,0.700000,0.432522,-0.046303,0.030279,spiral_log,0.406809,0.212542,0.009876,0.003285,-0.011930,1.244103,0.451130,0.006591,-0.004849,tanh,0.406809,0.254699,-0.024817,0.045069,0.081644,1.256864,0.495417,-0.069886,0.045777,spiral_log,0.406809,0.157546,0.018446,-0.047709,-0.035896,1.967998,0.447841,0.066155,-0.042171,spiral_log,0.406809,0.259068,-0.004970,0.022942,-0.075571,2.871717,0.502690,-0.027912,0.018182,spiral_log
44.000,-0.088854,1.713106,0.293459,0.102376,-0.005319,-0.036171,0.123637,0.700000,0.390109,0.030852,-0.016749,spiral_log,0.293459,0.201433,-0.021690,-0.020441,-0.039217,1.249268,0.424333,-0.001249,0.000991,resonance,0.293459,0.198857,-0.022812,-0.044372,0.054236,1.270573,0.432938,0.021560,-0.023245,resonance,0.293459,0.144652,0.007423,-0.005821,-0.007476,1.989037,0.390181,0.013244,-0.010508,resonance,0.293459,0.186486,0.009315,-0.076086,-0.069512,2.903715,0.408044,0.085401,-0.045403,spiral_log
45.000,-0.091216,1.718000,0.100000,0.083366,0.011700,-0.004053,0.130000,0.700000,0.375012,0.015753,-0.019599,resonance,0.100000,0.139020,-0.006214,0.049121,-0.059934,1.251490,0.377735,-0.055335,0.045771,resonance,0.100000,0.171998,-0.000802,0.048977,0.020900,1.274770,0.386071,-0.049779,0.024398,spiral_log,0.100000,0.123866,0.001299,-0.050769,0.020900,1.994569,0.410519,0.052068,-0.043078,resonance,0.100000,0.155412,-0.011043,0.037188,-0.059934,2.913335,0.444247,-0.048230,0.059849,resonance
46.000,-0.015332,1.713106,0.001000,0.071045,-0.001904,0.025399,0.123637,0.700000,0.364093,-0.027303,0.011360,spiral_log,0.001000,0.130896,0.007261,0.008267,-0.071159,1.249679,0.387112,-0.001006,0.000873,resonance,0.001000,0.168934,0.012724,0.025824,-0.014263,1.270417,0.395823,-0.013100,0.018519,resonance,0.001000,0.104936,0.005024,0.009147,0.047034,1.988182,0.387016,-0.004123,0.003579,resonance,0.001000,0.144950,0.005391,-0.010883,-0.047503,2.902983,0.405491,0.016274,-0.006509,spiral_log
47.000,-0.018361,1.698902,0.001000,0.072000,-0.009268,-0.013549,0.105172,0.700000,0.376654,0.004281,-0.006781,resonance,0.001000,0.132767,0.010118,0.002801,-0.071401,1.244739,0.389930,0.007317,-0.006644,resonance,0.001000,0.167235,-0.025190,0.033960,-0.046997,1.257312,0.394043,-0.059150,0.021464,spiral_log,0.001000,0.108346,0.012828,0.000210,0.068963,1.967835,0.395847,0.012618,-0.011456,resonance,0.001000,0.151172,-0.018874,-0.016806,-0.032971,2.871579,0.436056,-0.002067,0.003275,resonance
48.000,-0.038387,1.676779,0.001000,0.071897,0.007247,-0.017543,0.076412,0.700000,0.376643,0.024790,-0.006258,spiral_log,0.001000,0.127765,0.007698,0.035542,-0.060798,1.237080,0.382020,-0.027844,0.026378,resonance,0.001000,0.177508,0.053459,0.055138,-0.073413,1.236956,0.407862,-0.001678,0.002944,resonance,0.001000,0.108002,-0.023790,-0.004573,0.085103,1.936861,0.394406,-0.019217,0.018211,resonance,0.001000,0.152560,0.019804,-0.017151,-0.017130,2.823844,0.433339,0.036955,-0.009082,spiral_log
