t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000025,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000457,1.339942
0.100000,0.041465,0.992522,0,0.018573,0,0.000022,4.838137,0.013220,1.342872,0,0.100000,0.246894,4.838137,0,0,1,1,stable,0.246894,0.000000,0.000000,0.120927,0.013220,1.342872
0.200000,0.262650,0.992728,-0.000000,0.072513,1,0.000022,4.085229,0.071489,1.345525,0,0.168474,0.123447,4.085229,48.381371,0,1,1,stable,0.123447,0.000000,0.000000,0.141753,0.071489,1.345525
0.300000,0.161371,0.992063,-0.000000,0.135679,2,0.000023,2.323988,0.133184,1.347639,0.000000,0.165369,0.061724,2.323988,-7.529080,0,1,1,stable,0.061724,0.000000,0.000000,0.162379,0.133184,1.347639
0.400000,0.113144,0.990669,-0.000000,0.165344,2,0.000023,0.850246,0.160278,1.348999,99.306143,0.163936,0.030862,0.850246,-17.612407,0,1,1,stable,0.030862,0.000000,0.000000,0.182707,0.160278,1.348999
0.500000,0.210903,0.989045,-0.000000,0.177181,2,0.000022,0.319222,0.171145,1.349468,44.416095,0.166871,0.015431,0.319222,-14.737427,0,1,1,stable,0.015431,0.000000,0.000000,0.202643,0.171145,1.349468
0.600000,0.079689,0.987842,-0.000000,0.183666,2,0.000022,0.174587,0.177273,1.348999,47.823138,0.100000,0.007715,0.174587,-5.310233,0,1,1,stable,0.007715,0.000000,0.000000,0.222096,0.177273,1.348999
0.700000,-0.032531,0.987566,0.000000,0.188696,2,0.000021,0.137912,0.182112,1.347639,48.898449,0.100000,0.003858,0.137912,-1.446357,0,1,1,stable,0.003858,-0.000000,0.000000,0.240981,0.182112,1.347639
0.800000,0.159129,0.988351,0.000000,0.193270,1,0.000022,0.126530,0.186540,1.345525,32.888013,0.165302,0.001929,0.126530,-0.366746,0,1,1,stable,0.001929,0.000000,0.000000,0.259218,0.186540,1.345525
0.900000,0.257098,0.989907,0.000000,0.197621,1,0.000021,0.120430,0.190757,1.342872,72.845421,0.168301,0.000964,0.120430,-0.113826,0,1,1,stable,0.000964,0.000000,0.000000,0.276734,0.190757,1.342872
1,-0.078253,0.991674,0.000000,0.201789,1,0.000021,0.114651,0.194798,1.339942,46.283332,0.427960,0.000482,4.461683,-0.060996,0,1.929318,1,stable,0.000482,-0.000000,0.000000,0.293459,0.194798,1.339942
1.100000,-0.444619,0.993071,0.000000,0.205768,1,0.000023,0.107982,0.198655,1.337025,124.623674,0.782999,0.000241,3.749118,-0.057788,0,2.321386,1,stable,0.000241,-0.000000,0.000000,0.309334,0.198655,1.337025
1.200000,-0.376202,0.993711,-0.000000,0.209541,1,0.000022,0.100200,0.202312,1.334404,96.393785,0.773057,0.000121,3.749118,-0.066690,0,3.265981,1,stable,0.000121,-0.000000,0.000000,0.324303,0.202312,1.334404
1.300000,-0.140478,0.993500,-0.000000,0.213092,1,0.000022,0.091393,0.205753,1.332330,154.210123,0.666860,0.000060,3.749118,-0.077823,0,2.794078,1,stable,0.000060,-0.000000,0.000000,0.338318,0.205753,1.332330
