t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
35.600000,0.055450,0.689934,0.000055,0.155499,4,0.000018,3.771856,0.078882,0.205623,13.071487,0.990306,0.848204,0.027954,14.587977,-1.352819,10.600000,3.942155,1,0.086207,-0.009775,0.008087,0.729233,0.729233,0.100000,0.078882,0.205623
35.700000,-0.000045,0.699279,0.000013,0.025559,4,0.000018,15.446094,0.019752,0.205872,13.030785,0.990317,0.852452,0.027055,14.591150,-0.893745,10.700000,3.955884,1,0.085470,-0.008632,-0.000007,0.720923,0.720923,0.100000,0.019752,0.205872
35.800000,-0.010005,0.709416,0.000056,0.027947,4,0.000018,0.478288,0.021514,0.206260,13.042708,0.990314,0.852478,0.028650,14.754799,116.742379,10.800000,3.989362,1,0.084746,-0.008201,-0.001426,0.712474,0.712474,0.100000,0.021514,0.206260
35.900000,0.000178,0.719398,-0.000015,0.013747,4,0.000020,4.390650,0.011907,0.206751,12.945739,0.990341,0.853360,0.025989,14.754799,-149.678062,10.900000,4.023412,1,0.084034,-0.007906,0.000025,0.703890,0.703890,0.100000,0.011907,0.206751
36,-0.036388,0.728068,-0.000036,0.033398,4,0.000018,2.760393,0.025711,0.207297,12.911518,0.990350,0.854739,0.033221,14.763810,39.123622,11,4.081280,1,0.083333,-0.007509,-0.005059,0.695177,0.695177,0.100000,0.025711,0.207297
36.100000,0.000020,0.734222,-0.000018,0.012382,4,0.000018,8.676864,0.009523,0.207846,12.887124,0.990357,0.854225,0.022327,14.612824,-16.302571,11.100000,4.140837,1,0.082645,-0.007543,0.000003,0.686342,0.686342,0.100000,0.009523,0.207846
36.200000,-0.087655,0.736856,-0.000091,0.107015,4,0.000019,4.432737,0.073780,0.208346,12.880858,0.990358,0.854267,0.064930,14.680427,59.164705,11.200000,4.155432,1,0.081967,-0.007165,-0.011875,0.677388,0.677388,0.100000,0.073780,0.208346
36.300000,-0.004155,0.735418,0.000017,0.013086,4,0.000018,32.918926,0.009014,0.208739,12.950862,0.990339,0.841335,0.017152,14.689543,-42.441271,11.300000,4.170130,1,0.081301,-0.007768,-0.000555,0.668323,0.668323,0.100000,0.009014,0.208739
36.400000,0.056980,0.729986,-0.000443,0.245356,1,0.000018,4.802596,0.164920,0.209004,13.039768,0.990315,0.841355,0.103193,15.088818,284.861890,11.400000,4.189258,1,0.080645,-0.007424,0.007512,0.659151,0.659151,0.100000,0.164920,0.209004
36.500000,-0.002823,0.721307,0.000044,0.015094,1,0.000018,72.775236,0.010697,0.209080,12.819264,0.990375,0.841621,0.021870,15.102076,-281.163296,11.500000,4.208563,1,0.080000,-0.006445,-0.000367,0.649878,0.649878,0.100000,0.010697,0.209080
36.600000,0.067528,0.710651,-0.000954,0.084230,1,0.000019,4.251047,0.064909,0.209000,12.972335,0.990333,0.839421,0.032068,15.881443,679.726402,11.600000,4.224101,1,0.079365,-0.006153,0.008650,0.640511,0.640511,0.100000,0.064909,0.209000
36.700000,-0.036497,0.699511,0.000055,0.049945,1,0.000019,5.153991,0.032438,0.208739,12.897359,0.990354,0.839750,0.018786,15.886711,-685.241891,11.700000,4.239755,1,0.078740,-0.005145,-0.004606,0.631055,0.631055,0.100000,0.032438,0.208739
36.800000,-0.075255,0.689257,-0.000204,0.156995,4,0.000019,3.603262,0.109372,0.208346,13.003222,0.990325,0.815138,0.033865,15.902352,9.029443,11.800000,4.247384,1,0.078125,-0.005261,-0.009354,0.621517,0.621517,0.100000,0.109372,0.208346
36.900000,0.168590,0.680878,0.000017,0.087686,4,0.000019,13.852396,0.042809,0.207857,12.754542,0.990393,0.815705,0.026387,15.902352,-15.507298,11.900000,4.255040,1,0.077519,-0.005755,0.020632,0.611902,0.611902,0.100000,0.042809,0.207857
37,-0.237110,0.674910,-0.000054,0.201636,0,0.000020,6.409980,0.134460,0.207278,13.988220,0.990052,0.818619,0.076238,16.032964,102.491342,12,4.256271,1,0.076923,-0.003798,-0.028558,0.602216,0.602216,0.100000,0.134460,0.207278
37.100000,-0.032761,0.671516,-0.000226,0.065887,0,0.000018,22.266862,0.033756,0.206754,17.310774,0.989072,0.836521,0.013563,15.904657,-74.424154,12.100000,4.257502,1,0.076336,-0.005918,-0.003882,0.592465,0.592465,0.100000,0.033756,0.206754
37.200000,0.124552,0.670656,0.000517,0.211168,2,0.000019,4.141461,0.176778,0.206257,16.032588,0.989459,0.834726,0.043748,16.144868,158.568817,12.200000,4.293898,1,0.075758,-0.005936,0.014514,0.582656,0.582656,0.100000,0.176778,0.206257
37.300000,0.145182,0.672215,-0.000053,0.193739,1,0.000018,10.916474,0.104818,0.205913,13.877594,0.990083,0.838052,0.037388,16.144868,-181.254012,12.300000,4.330922,1,0.075188,-0.004465,0.016632,0.572795,0.572795,0.100000,0.104818,0.205913
37.400000,0.344787,0.676067,0.000096,0.211958,1,0.000017,8.861383,0.137716,0.205576,13.919149,0.990071,0.833556,0.056215,16.233639,67.750131,12.400000,4.348296,1,0.074627,-0.002896,0.038815,0.562888,0.562888,0.100000,0.137716,0.205576
37.500000,-0.045584,0.682056,-0.000266,0.025790,3,0.000017,40.750815,0.017766,0.205539,13.910633,0.990073,0.833152,0.014301,16.294585,-20.550905,12.500000,4.330922,1,0.074074,0.000388,-0.005041,0.552941,0.552941,0.100000,0.017766,0.205539
37.600000,-0.145660,0.689934,0.000464,0.248196,3,0.000018,4.667282,0.208204,0.205622,17.768808,0.988929,0.832958,0.082642,16.616377,318.894313,12.600000,4.348296,1,0.073529,-0.000039,-0.015818,0.542960,0.542960,0.100000,0.208204,0.205622
37.700000,0.007849,0.699279,0.000027,0.046690,0,0.000017,44.170037,0.021592,0.205872,15.169091,0.989714,0.845001,0.023731,16.620907,-360.835329,12.700000,4.365810,1,0.072993,-0.001316,0.000837,0.532953,0.532953,0.100000,0.021592,0.205872
37.800000,-0.177773,0.709416,0.000820,0.154505,2,0.000017,5.925649,0.086062,0.206260,16.143638,0.989426,0.849619,0.048654,17.145051,395.027551,12.800000,4.381638,1,0.072464,-0.001183,-0.018592,0.522925,0.522925,0.100000,0.086062,0.206260
37.900000,0.113538,0.719398,0.000007,0.048829,2,0.000017,13.665016,0.028623,0.206759,16.028800,0.989461,0.856837,0.026111,17.165249,-382.443883,12.900000,4.397582,1,0.071942,-0.002628,0.011646,0.512882,0.512882,0.100000,0.028623,0.206759
38,-0.256278,0.728068,0.000058,0.118905,2,0.000018,6.613332,0.059032,0.207312,17.049262,0.989152,0.868272,0.045507,17.286726,77.393678,13,4.405733,1,0.071429,-0.001554,-0.025773,0.502831,0.502831,0.100000,0.059032,0.207312
38.100000,0.072253,0.734222,0.000173,0.037092,2,0.000017,14.320302,0.025598,0.207852,18.927734,0.988561,0.860625,0.023361,17.148110,-70.516839,13.100000,4.413915,1,0.070922,-0.003562,0.007121,0.492778,0.492778,0.100000,0.025598,0.207852
38.200000,0.029206,0.736856,-0.000030,0.178788,3,0.000017,4.710751,0.098917,0.208352,18.963131,0.988549,0.861373,0.024238,17.275571,77.069698,13.200000,4.417191,1,0.070423,-0.002807,0.002820,0.482730,0.482730,0.100000,0.098917,0.208352
38.300000,0.033620,0.735418,0.000112,0.076570,3,0.000019,10.291597,0.053996,0.208747,15.984093,0.989474,0.861682,0.032550,17.276308,-96.095510,13.300000,4.420472,1,0.069930,-0.002439,0.003178,0.472693,0.472693,0.100000,0.053996,0.208747
38.400000,-0.165388,0.729986,0.000175,0.087620,4,0.000019,5.412443,0.053912,0.208998,15.180791,0.989710,0.863450,0.020404,17.349351,55.808457,13.400000,4.437497,1,0.069444,-0.002060,-0.015304,0.462673,0.462673,0.100000,0.053912,0.208998
38.500000,-0.045032,0.721307,0.000123,0.168094,4,0.000019,5.886859,0.114091,0.209085,15.850809,0.989513,0.860613,0.040423,17.358951,-48.791538,13.500000,4.454654,1,0.068966,-0.003195,-0.004077,0.452677,0.452677,0.100000,0.114091,0.209085
38.600000,-0.039526,0.710651,0.000031,0.021307,4,0.000019,37.130870,0.015239,0.208999,16.304108,0.989378,0.841684,0.020782,17.211873,4.744153,13.600000,4.466697,1,0.068493,-0.003365,-0.003500,0.442710,0.442710,0.100000,0.015239,0.208999
38.700000,0.052359,0.699511,0.000293,0.172676,4,0.000020,4.368854,0.101317,0.208742,15.563772,0.989598,0.870831,0.028352,17.627902,312.440111,13.700000,4.478806,1,0.068027,-0.003480,0.004532,0.432780,0.432780,0.100000,0.101317,0.208742
38.800000,-0.055331,0.689257,0.000012,0.059739,4,0.000020,11.735087,0.036778,0.208346,15.528297,0.989609,0.887506,0.019088,17.627902,-327.620159,13.800000,4.509189,1,0.067568,-0.002939,-0.004680,0.422892,0.422892,0.100000,0.036778,0.208346
38.900000,0.032640,0.680878,0.000086,0.174984,4,0.000019,3.744282,0.110282,0.207847,15.879648,0.989505,0.886426,0.024757,17.717957,73.662334,13.900000,4.539988,1,0.067114,-0.003171,0.002696,0.413053,0.413053,0.100000,0.110282,0.207847
39,-0.060948,0.674910,0.000018,0.038795,4,0.000020,13.530471,0.033163,0.207298,15.753551,0.989542,0.900704,0.019055,17.717957,-79.908051,14,4.553853,1,0.066667,-0.002794,-0.004916,0.403269,0.403269,0.100000,0.033163,0.207298
39.100000,0.048854,0.671516,0.000077,0.161433,4,0.000019,4.159806,0.102835,0.206751,15.665436,0.989568,0.900465,0.022222,17.664951,97.861887,14.100000,4.567804,1,0.066225,-0.003052,0.003845,0.393545,0.393545,0.100000,0.102835,0.206751
39.200000,-0.186638,0.670656,0.000039,0.085399,4,0.000019,7.769511,0.071298,0.206263,15.716870,0.989553,0.898453,0.020334,17.664951,-93.706646,14.200000,4.598084,1,0.065789,-0.002589,-0.014330,0.383890,0.383890,0.100000,0.071298,0.206263
39.300000,-0.103105,0.672215,0.000098,0.223908,4,0.000018,4.365851,0.163114,0.205873,16.486877,0.989323,0.903963,0.025326,17.703208,36.097046,14.300000,4.628768,1,0.065359,-0.003618,-0.007719,0.374307,0.374307,0.100000,0.163114,0.205873
39.400000,-0.355481,0.676067,0.000163,0.182592,0,0.000019,10.210636,0.109454,0.205652,16.143569,0.989426,0.897691,0.043508,17.703208,-34.036602,14.400000,4.641432,1,0.064935,-0.004062,-0.025936,0.364804,0.364804,0.100000,0.109454,0.205652
39.500000,0.065364,0.682056,0.000215,0.127566,1,0.000018,8.066305,0.082878,0.205543,16.231424,0.989400,0.897915,0.017887,17.771664,58.447859,14.500000,4.628768,1,0.064516,-0.005957,0.004646,0.355386,0.355386,0.100000,0.082878,0.205543
39.600000,-0.246807,0.689934,0.000359,0.184947,1,0.000020,3.139363,0.138326,0.205626,19.901785,0.988242,0.897545,0.031964,17.650347,-21.443316,14.600000,4.641432,1,0.064103,-0.005283,-0.017082,0.346060,0.346060,0.100000,0.138326,0.205626
39.700000,-0.042399,0.699279,0.000024,0.160800,1,0.000019,5.615323,0.094277,0.205875,19.890793,0.988245,0.893440,0.021280,17.650347,-49.269417,14.700000,4.654166,1,0.063694,-0.006401,-0.002856,0.336830,0.336830,0.100000,0.094277,0.205875
39.800000,-0.101973,0.709416,0.000253,0.090358,4,0.000018,7.729930,0.068021,0.206260,17.424716,0.989036,0.880534,0.019300,17.660038,24.759600,14.800000,4.655107,1,0.063291,-0.006312,-0.006683,0.327704,0.327704,0.100000,0.068021,0.206260
39.900000,-0.165437,0.719398,-0.000047,0.125066,4,0.000019,2.163548,0.098687,0.206753,16.012820,0.989465,0.875282,0.021620,17.695744,21.146072,14.900000,4.656048,1,0.062893,-0.006537,-0.010545,0.318687,0.318687,0.100000,0.098687,0.206753
40,-0.035074,0.728068,0.000037,0.196638,1,0.000018,4.046728,0.121057,0.207299,15.653630,0.989572,0.857525,0.019679,17.695744,-55.663823,15,4.667973,1,0.062500,-0.007063,-0.002173,0.309784,0.309784,0.100000,0.121057,0.207299
40.100000,-0.278344,0.734222,-0.000050,0.168603,4,0.000020,6.404618,0.114247,0.207848,15.970887,0.989478,0.865135,0.033864,17.537444,18.831801,15.100000,4.679958,1,0.062112,-0.006886,-0.016756,0.301002,0.301002,0.100000,0.114247,0.207848
40.200000,-0.255265,0.736856,-0.000071,0.191898,3,0.000018,7.996262,0.126908,0.208315,16.808050,0.989226,0.862966,0.035029,17.556347,23.578898,15.200000,4.672681,1,0.061728,-0.007897,-0.014925,0.292345,0.292345,0.100000,0.126908,0.208315
40.300000,-0.226059,0.735418,-0.000210,0.171394,3,0.000017,9.522558,0.107786,0.208741,16.038959,0.989458,0.832364,0.029456,17.593964,15.916439,15.300000,4.679958,1,0.061350,-0.008710,-0.012832,0.283819,0.283819,0.100000,0.107786,0.208741
40.400000,-0.197083,0.729986,-0.000306,0.219140,4,0.000018,8.043746,0.146747,0.208968,15.684086,0.989563,0.831616,0.019095,17.650256,15.262961,15.400000,4.686644,1,0.060976,-0.009312,-0.010857,0.275430,0.275430,0.100000,0.146747,0.208968
40.500000,0.011131,0.721307,-0.000213,0.219490,3,0.000017,4.998495,0.174804,0.209060,15.644986,0.989574,0.790860,0.024862,17.688202,-14.788123,15.500000,4.693348,1,0.060606,-0.009725,0.000595,0.267182,0.267182,0.100000,0.174804,0.209060
40.600000,-0.115912,0.710651,-0.000171,0.135011,3,0.000017,9.378198,0.099508,0.208989,16.050590,0.989454,0.791482,0.009738,17.533450,-30.452505,15.600000,4.697810,1,0.060241,-0.009191,-0.006006,0.259082,0.259082,0.100000,0.099508,0.208989
40.700000,0.047042,0.699511,-0.000198,0.291051,1,0.000017,3.302495,0.267213,0.208730,16.679758,0.989265,0.785379,0.027703,17.587175,43.797025,15.700000,4.702281,1,0.059880,-0.009217,0.002363,0.251134,0.251134,0.100000,0.267213,0.208730
40.800000,-0.119758,0.689257,-0.000080,0.227541,1,0.000019,5.231537,0.155335,0.208348,16.248921,0.989395,0.788506,0.007949,17.587175,-60.757025,15.800000,4.717989,1,0.059524,-0.008565,-0.005828,0.243343,0.243343,0.100000,0.155335,0.208348
40.900000,0.042254,0.680878,-0.000295,0.310551,1,0.000019,3.170021,0.283596,0.207833,16.487579,0.989323,0.784841,0.027898,17.590017,19.290421,15.900000,4.733803,1,0.059172,-0.008608,0.001992,0.235714,0.235714,0.100000,0.283596,0.207833
41,-0.179248,0.674910,-0.000096,0.227613,1,0.000019,5.342680,0.155945,0.207303,16.401997,0.989349,0.786401,0.011816,17.590017,-20.615162,16,4.747876,1,0.058824,-0.008017,-0.008183,0.228252,0.228252,0.100000,0.155945,0.207303
41.100000,0.005447,0.671516,-0.000317,0.250078,1,0.000021,3.891589,0.220716,0.206738,16.729939,0.989250,0.781616,0.021488,17.442459,21.726593,16.100000,4.762033,1,0.058480,-0.008278,0.000241,0.220961,0.220961,0.100000,0.220716,0.206738
41.200000,-0.304217,0.670656,-0.000132,0.231012,1,0.000019,5.518840,0.163555,0.206262,16.788419,0.989232,0.781981,0.016084,17.442459,-14.510915,16.200000,4.765594,1,0.058140,-0.007845,-0.013011,0.213847,0.213847,0.100000,0.163555,0.206262
41.300000,-0.049681,0.672215,-0.000257,0.218069,3,0.000019,4.923833,0.181572,0.205854,17.463822,0.989024,0.771246,0.021199,17.448314,16.272510,16.300000,4.762033,1,0.057803,-0.008505,-0.002056,0.206914,0.206914,0.100000,0.181572,0.205854
41.400000,-0.093859,0.676067,-0.000195,0.160363,2,0.000019,5.538357,0.104890,0.205624,17.965061,0.988868,0.773566,0.010613,17.448314,-5.950073,16.400000,4.765594,1,0.057471,-0.008246,-0.003757,0.200166,0.200166,0.100000,0.104890,0.205624
41.500000,-0.187404,0.682056,-0.000193,0.256693,3,0.000019,2.935486,0.234526,0.205529,16.115565,0.989435,0.785322,0.017480,17.452944,6.145247,16.500000,4.769159,1,0.057143,-0.008138,-0.007257,0.193607,0.193607,0.100000,0.234526,0.205529
41.600000,-0.047619,0.689934,-0.000093,0.177754,3,0.000019,4.367026,0.128590,0.205612,15.801322,0.989528,0.808082,0.012648,17.306528,-26.028711,16.600000,4.793996,1,0.056818,-0.008318,-0.001783,0.187242,0.187242,0.100000,0.128590,0.205612
41.700000,0.005728,0.699279,-0.000293,0.211456,1,0.000019,3.923284,0.193557,0.205861,16.138209,0.989428,0.797955,0.024538,17.306528,14.315393,16.700000,4.819093,1,0.056497,-0.008046,0.000207,0.181074,0.181074,0.100000,0.193557,0.205861
41.800000,0.095659,0.709416,-0.000073,0.107933,2,0.000019,10.728610,0.075145,0.206268,15.729635,0.989549,0.798736,0.017796,17.306528,-4.437418,16.800000,4.825482,1,0.056180,-0.007627,0.003350,0.175108,0.175108,0.100000,0.075145,0.206268
41.900000,0.226620,0.719398,-0.000206,0.104461,1,0.000019,2.719911,0.099706,0.206749,15.663856,0.989569,0.820565,0.015596,17.372893,68.053266,16.900000,4.831887,1,0.055866,-0.006975,0.007675,0.169346,0.169346,0.100000,0.099706,0.206749
42,0.369973,0.728068,-0.000047,0.207130,1,0.000018,3.804430,0.155245,0.207286,15.649873,0.989573,0.821197,0.018125,17.372893,-80.086998,17,4.833070,1,0.055556,-0.006005,0.012120,0.163794,0.163794,0.100000,0.155245,0.207286
42.100000,0.229077,0.734222,-0.000058,0.130264,1,0.000020,5.260234,0.106330,0.207834,15.614558,0.989583,0.830063,0.019204,17.229141,10.845193,17.100000,4.831887,1,0.055249,-0.004724,0.007260,0.158454,0.158454,0.100000,0.106330,0.207834
42.200000,0.298487,0.736856,-0.000156,0.109669,2,0.000017,4.107893,0.091731,0.208344,16.576266,0.989296,0.787423,0.019330,17.230391,14.558037,17.200000,4.833070,1,0.054945,-0.003901,0.009153,0.153330,0.153330,0.100000,0.091731,0.208344
42.300000,0.259912,0.735418,-0.000002,0.098378,0,0.000017,5.189571,0.086044,0.208738,16.069851,0.989448,0.756861,0.018074,17.230391,-11.523404,17.300000,4.831887,1,0.054645,-0.002965,0.007715,0.148425,0.148425,0.100000,0.086044,0.208738
42.400000,0.470133,0.729986,-0.000053,0.187091,0,0.000018,4.831263,0.124185,0.208997,15.814336,0.989524,0.743257,0.023103,17.230391,10.816778,17.400000,4.833070,1,0.054348,-0.002193,0.013516,0.143742,0.143742,0.100000,0.124185,0.208997
42.500000,0.240975,0.721307,0.000045,0.136395,0,0.000018,7.723431,0.103839,0.209080,16.378887,0.989356,0.757745,0.019518,17.230391,-3.583080,17.500000,4.831887,1,0.054054,-0.000990,0.006713,0.139284,0.139284,0.100000,0.103839,0.209080
42.600000,0.299008,0.710651,-0.000104,0.118853,0,0.000017,6.399496,0.092378,0.208999,17.471058,0.989022,0.731044,0.015806,17.119845,28.921680,17.600000,4.833070,1,0.053763,-0.000397,0.008076,0.135053,0.135053,0.100000,0.092378,0.208999
42.700000,0.329597,0.699511,0.000074,0.177136,4,0.000017,4.499331,0.148389,0.208738,16.405920,0.989348,0.698191,0.016658,17.133426,-13.239345,17.700000,4.831887,1,0.053476,0.000276,0.008639,0.131054,0.131054,0.100000,0.148389,0.208738
42.800000,0.450834,0.689257,-0.000047,0.212893,0,0.000017,4.010048,0.165436,0.208347,15.960190,0.989481,0.672389,0.017403,17.133426,-19.001652,17.800000,4.825482,1,0.053191,0.000961,0.011477,0.127287,0.127287,0.100000,0.165436,0.208347
42.900000,0.360058,0.680878,0.000068,0.210350,0,0.000019,5.300358,0.160569,0.207840,16.073202,0.989447,0.633710,0.019808,17.133426,-4.892834,17.900000,4.819093,1,0.052910,0.001842,0.008912,0.123755,0.123755,0.100000,0.160569,0.207840
43,0.275738,0.674910,-0.000078,0.166286,3,0.000019,4.415984,0.138414,0.207305,16.381440,0.989355,0.621618,0.010667,17.133892,12.903105,18,4.793996,1,0.052632,0.002470,0.006643,0.120462,0.120462,0.100000,0.138414,0.207305
43.100000,0.821723,0.671516,0.000118,0.287709,3,0.000019,3.393917,0.246399,0.206747,16.134995,0.989429,0.525856,0.022778,16.997414,-8.843741,18.100000,4.769159,1,0.052356,0.002884,0.019295,0.117408,0.117408,0.100000,0.246399,0.206747
43.200000,0.260833,0.670656,-0.000008,0.164394,3,0.000019,8.216025,0.126408,0.206270,20.904705,0.987904,0.598666,0.015324,16.997414,-10.220672,18.200000,4.765594,1,0.052083,0.004301,0.005978,0.114595,0.114595,0.100000,0.126408,0.206270
43.300000,0.529625,0.672215,0.000059,0.229337,3,0.000019,4.191111,0.182548,0.205869,26.964210,0.985651,0.581041,0.016236,17.031388,48.221076,18.300000,4.769159,1,0.051813,0.004570,0.011866,0.112027,0.112027,0.100000,0.182548,0.205869
43.400000,0.621736,0.676067,0.000033,0.244487,3,0.000020,4.764773,0.208975,0.205645,21.482236,0.987705,0.555613,0.016824,17.031388,-40.249133,18.400000,4.765594,1,0.051546,0.005301,0.013641,0.109703,0.109703,0.100000,0.208975,0.205645
43.500000,0.473303,0.682056,0.000133,0.227375,3,0.000019,4.937724,0.187765,0.205530,17.758320,0.988933,0.526538,0.012768,17.031388,5.736616,18.400000,4.762033,1,0.051546,0.006140,0.010188,0.107625,0.107625,0.100000,0.187765,0.205530
43.600000,0.507668,0.689934,-0.000022,0.271367,3,0.000019,4.333738,0.230597,0.205645,18.242875,0.988780,0.492287,0.013692,16.897625,1.729508,18.400000,4.747876,1,0.051546,0.006657,0.010742,0.105796,0.105796,0.100000,0.230597,0.205645
43.700000,0.312456,0.699279,0.000117,0.250814,2,0.000019,4.103043,0.212463,0.205864,17.789447,0.988923,0.468774,0.010607,16.897625,-6.039861,18.400000,4.733803,1,0.051546,0.007193,0.006513,0.104215,0.104215,0.100000,0.212463,0.205864
43.800000,0.194971,0.709416,-0.000024,0.276144,2,0.000019,3.755897,0.238359,0.206278,17.958204,0.988870,0.460160,0.010983,16.897625,-2.306950,18.400000,4.721628,1,0.051546,0.007360,0.004012,0.102885,0.102885,0.100000,0.238359,0.206278
43.900000,0.161391,0.719398,0.000074,0.250444,3,0.000019,2.890246,0.239019,0.206745,17.609633,0.988979,0.433995,0.008873,16.897625,-3.471453,18.400000,4.733803,1,0.051546,0.007317,0.003286,0.101805,0.101805,0.100000,0.239019,0.206745
44,-0.106919,0.728068,-0.000043,0.280292,2,0.000019,1.648085,0.260778,0.207310,17.653746,0.988965,0.430528,0.009376,16.897625,-8.656516,18.400000,4.747876,1,0.051546,0.007217,-0.002159,0.100977,0.100977,0.100000,0.260778,0.207310
44.100000,-0.225751,0.734222,0.000038,0.285071,2,0.000019,2.442662,0.257648,0.207839,18.006064,0.988855,0.434236,0.011214,16.766545,-12.421612,18.400000,4.762033,1,0.051546,0.006681,-0.004533,0.100401,0.100401,0.100000,0.257648,0.207839
44.200000,-0.463743,0.736856,-0.000043,0.256922,4,0.000019,3.075179,0.231038,0.208349,17.659646,0.988963,0.445638,0.015263,16.766545,7.945769,18.400000,4.765594,1,0.051546,0.005981,-0.009282,0.100077,0.100077,0.100000,0.231038,0.208349
44.300000,-0.398926,0.735418,-0.000006,0.219460,1,0.000019,5.924207,0.171713,0.208726,17.580079,0.988988,0.476982,0.015324,16.766545,6.325170,18.400000,4.762033,1,0.051546,0.004931,-0.007979,0.100006,0.100006,0.100000,0.171713,0.208726
44.400000,-0.519485,0.729986,-0.000106,0.196250,1,0.000018,6.230201,0.163990,0.209005,18.365915,0.988741,0.486356,0.015477,16.774328,28.490286,18.400000,4.747876,1,0.051546,0.004039,-0.010409,0.100188,0.100188,0.100000,0.163990,0.209005
44.500000,-0.400091,0.721307,0.000044,0.221205,1,0.000020,4.803281,0.164976,0.209073,17.803602,0.988918,0.497007,0.011164,16.785227,3.059938,18.400000,4.733803,1,0.051546,0.002995,-0.008052,0.100622,0.100622,0.100000,0.164976,0.209073
44.600000,-0.623942,0.710651,-0.000075,0.251490,1,0.000018,4.204035,0.212342,0.209004,18.050145,0.988841,0.468429,0.016431,16.657171,-14.269198,18.400000,4.721628,1,0.051546,0.002193,-0.012642,0.101308,0.101308,0.100000,0.212342,0.209004
44.700000,-0.242026,0.699511,0.000029,0.249911,2,0.000017,5.092420,0.173732,0.208725,18.504310,0.988697,0.477027,0.011027,16.657171,-5.992461,18.400000,4.709515,1,0.051546,0.001061,-0.004949,0.102246,0.102246,0.100000,0.173732,0.208725
44.800000,-0.686908,0.689257,-0.000064,0.257520,3,0.000018,4.130295,0.234200,0.208352,20.652884,0.987990,0.456889,0.018033,16.657171,8.883853,18.400000,4.721628,1,0.051546,0.000608,-0.014210,0.103435,0.103435,0.100000,0.234200,0.208352
44.900000,-0.227080,0.680878,0.000046,0.232894,3,0.000017,5.605905,0.165309,0.207831,22.844273,0.987224,0.444772,0.008790,16.657171,-9.621254,18.400000,4.709515,1,0.051546,-0.000572,-0.004763,0.104875,0.104875,0.100000,0.165309,0.207831
45,-0.790151,0.674910,-0.000084,0.306319,3,0.000017,3.415603,0.291235,0.207307,23.385310,0.987027,0.438187,0.017691,16.661012,14.756096,18.400000,4.721628,1,0.051546,-0.000929,-0.016840,0.106564,0.106564,0.100000,0.291235,0.207307
45.100000,-0.317133,0.671516,0.000051,0.262094,3,0.000017,4.290569,0.211693,0.206732,25.055166,0.986402,0.416813,0.006159,16.535729,-21.903019,18.400000,4.709515,1,0.051546,-0.002245,-0.006882,0.108502,0.108502,0.100000,0.211693,0.206732
45.200000,-0.797897,0.670656,-0.000089,0.350633,3,0.000019,2.372129,0.344417,0.206267,24.893783,0.986464,0.415458,0.014974,16.535729,8.749661,18.400000,4.705895,1,0.051546,-0.002690,-0.017663,0.110688,0.110688,0.100000,0.344417,0.206267
45.300000,-0.421020,0.672215,0.000034,0.288495,3,0.000020,2.341142,0.262778,0.205854,23.477334,0.986994,0.419489,0.005541,16.535729,-19.184399,18.400000,4.702281,1,0.051546,-0.003984,-0.009525,0.113119,0.113119,0.100000,0.262778,0.205854
45.400000,-0.674555,0.676067,-0.000075,0.370284,3,0.000019,1.545315,0.366243,0.205622,22.227859,0.987444,0.413695,0.012395,16.535729,-0.309871,18.400000,4.697810,1,0.051546,-0.004555,-0.015622,0.115794,0.115794,0.100000,0.366243,0.205622
45.500000,-0.409550,0.682056,-0.000005,0.324021,3,0.000019,0.997839,0.316337,0.205521,19.780280,0.988282,0.404699,0.008956,16.535729,-7.958271,18.400000,4.693348,1,0.051546,-0.005591,-0.009724,0.118712,0.118712,0.100000,0.316337,0.205521
45.600000,-0.399848,0.689934,-0.000079,0.356602,3,0.000019,0.883615,0.354675,0.205612,19.054981,0.988520,0.371630,0.014542,16.412857,-5.474760,18.400000,4.686644,1,0.051546,-0.006099,-0.009746,0.121871,0.121871,0.100000,0.354675,0.205612
45.700000,-0.141726,0.699279,-0.000055,0.315113,3,0.000019,0.838684,0.312608,0.205849,17.711504,0.988947,0.353440,0.018274,16.412857,-1.142238,18.400000,4.679958,1,0.051546,-0.006582,-0.003551,0.125269,0.125269,0.100000,0.312608,0.205849
45.800000,-0.072912,0.709416,-0.000109,0.307103,3,0.000019,0.891752,0.305915,0.206245,17.818364,0.988914,0.333374,0.026626,16.412857,-0.449308,18.400000,4.686644,1,0.051546,-0.006540,-0.001880,0.128903,0.128903,0.100000,0.305915,0.206245
45.900000,0.138082,0.719398,-0.000083,0.252299,3,0.000019,1.230660,0.251860,0.206735,17.590824,0.988985,0.337475,0.026717,16.412857,0.530675,18.400000,4.693348,1,0.051546,-0.006365,0.003667,0.132772,0.132772,0.100000,0.251860,0.206735
46,0.105376,0.728068,-0.000119,0.270984,3,0.000019,0.916426,0.265248,0.207291,17.454268,0.989027,0.347210,0.031316,16.412857,3.389083,18.400000,4.697810,1,0.051546,-0.005750,0.002885,0.136873,0.136873,0.100000,0.265248,0.207291
