t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
25.100000,-0.450054,0.671516,-0.000197,0.315461,1,0.000020,0.232996,0.313319,0.206693,3.015639,0.992709,0.297609,0.069253,0.640183,-0.347867,0.100000,3.095075,1,0.909091,-0.024160,-0.041139,0.457040,0.457040,0.100000,0.313319,0.206693
25.200000,-0.426375,0.670656,-0.000221,0.316015,1,0.000018,0.258376,0.314177,0.206199,3.003312,0.992712,0.291903,0.067397,0.640183,0.064516,0.200000,3.066130,1,0.833333,-0.026280,-0.039827,0.467047,0.467047,0.100000,0.314177,0.206199
25.300000,-0.389451,0.672215,-0.000258,0.315988,1,0.000018,0.276792,0.314102,0.205807,2.992075,0.992714,0.281556,0.065631,0.640183,0.253800,0.300000,3.045661,1,0.769231,-0.028188,-0.037159,0.477075,0.477075,0.100000,0.314102,0.205807
25.400000,-0.331512,0.676067,-0.000299,0.315529,1,0.000018,0.296778,0.313116,0.205555,2.985404,0.992716,0.264905,0.063582,0.640183,0.184153,0.400000,3.070169,1,0.714286,-0.029785,-0.032297,0.487118,0.487118,0.100000,0.313116,0.205555
25.500000,-0.242029,0.682056,-0.000332,0.314913,1,0.000018,0.340731,0.311496,0.205469,2.987914,0.992715,0.242081,0.060444,0.640495,0.199870,0.500000,3.095075,1,0.666667,-0.030908,-0.024066,0.497169,0.497169,0.100000,0.311496,0.205469
25.600000,-0.109077,0.689934,-0.000340,0.313128,2,0.000019,0.404949,0.308208,0.205558,3.009023,0.992711,0.215017,0.056019,0.634731,0.439530,0.600000,3.110822,1,0.625000,-0.031310,-0.011065,0.507222,0.507222,0.100000,0.308208,0.205558
25.700000,0.071896,0.699279,-0.000310,0.304922,3,0.000019,0.407223,0.298296,0.205819,3.060843,0.992700,0.187368,0.075029,0.637000,0.642171,0.700000,3.126730,1,0.588235,-0.030639,0.007438,0.517270,0.517270,0.100000,0.298296,0.205819
25.800000,0.267753,0.709416,-0.000234,0.275546,3,0.000019,0.628163,0.270049,0.206232,3.130841,0.992685,0.158679,0.095151,0.639312,0.022747,0.800000,3.127829,1,0.555556,-0.028506,0.028238,0.527307,0.527307,0.100000,0.270049,0.206232
25.900000,0.383738,0.719398,-0.000112,0.222331,2,0.000018,1.207277,0.221299,0.206752,3.123425,0.992687,0.134103,0.105550,0.645858,2.209397,0.900000,3.128930,1,0.526316,-0.024796,0.041239,0.537327,0.537327,0.100000,0.221299,0.206752
26,0.432743,0.728068,0.000029,0.190159,4,0.000019,0.953187,0.189725,0.207317,3.211084,0.992669,0.118318,0.107783,0.663491,5.791135,1,3.149772,1,0.500000,-0.020220,0.047370,0.547323,0.547323,0.100000,0.189725,0.207317
26.100000,0.473328,0.734222,0.000138,0.179450,4,0.000020,0.488732,0.178505,0.207877,3.348557,0.992640,0.109868,0.108552,0.668957,-2.540893,1.100000,3.128930,1,0.476190,-0.015377,0.052756,0.557290,0.557290,0.100000,0.178505,0.207877
26.200000,0.480074,0.736856,0.000205,0.173329,4,0.000018,0.437472,0.171212,0.208385,3.319099,0.992646,0.106145,0.105024,0.672637,-4.644553,1.200000,3.127829,1,0.454545,-0.010340,0.054462,0.567220,0.567220,0.100000,0.171212,0.208385
26.300000,0.496542,0.735418,0.000265,0.176910,1,0.000018,0.245078,0.174468,0.208789,3.346867,0.992640,0.104868,0.102392,0.675292,-0.512595,1.300000,3.126730,1,0.434783,-0.005417,0.057312,0.577108,0.577108,0.100000,0.174468,0.208789
26.400000,0.475377,0.729986,0.000299,0.179940,1,0.000018,0.313951,0.176095,0.209054,3.321402,0.992646,0.104631,0.095131,0.675292,-1.923942,1.400000,3.110822,1,0.416667,-0.000510,0.055804,0.586947,0.586947,0.100000,0.176095,0.209054
26.500000,0.492721,0.721307,0.000333,0.193035,4,0.000018,0.449118,0.189796,0.209147,3.337284,0.992642,0.105591,0.092537,0.675581,0.688732,1.500000,3.095075,1,0.400000,0.004030,0.058804,0.596731,0.596731,0.100000,0.189796,0.209147
26.600000,0.447051,0.710651,0.000338,0.197173,3,0.000017,0.376707,0.192020,0.209068,3.320663,0.992646,0.106477,0.082211,0.671387,1.351669,1.600000,3.070169,1,0.384615,0.008586,0.054223,0.606455,0.606455,0.100000,0.192020,0.209068
26.700000,0.489947,0.699511,0.000362,0.219503,4,0.000017,0.643267,0.216181,0.208814,3.346699,0.992641,0.110289,0.083135,0.672786,-0.724113,1.700000,3.045661,1,0.370370,0.012543,0.060372,0.616110,0.616110,0.100000,0.216181,0.208814
26.800000,0.414474,0.689257,0.000347,0.215035,4,0.000017,0.636052,0.208555,0.208429,3.382790,0.992633,0.112637,0.069074,0.679115,2.665598,1.800000,3.041686,1,0.357143,0.016800,0.051867,0.625693,0.625693,0.100000,0.208555,0.208429
26.900000,0.498478,0.680878,0.000380,0.250118,4,0.000017,0.991695,0.246090,0.207930,3.447388,0.992619,0.121494,0.075880,0.685280,-0.072148,1.900000,3.045661,1,0.344828,0.020156,0.063326,0.635196,0.635196,0.100000,0.246090,0.207930
27,0.381745,0.674910,0.000364,0.229846,4,0.000019,1.197648,0.220311,0.207396,3.582400,0.992591,0.124647,0.056397,0.698011,3.556426,2,3.041686,1,0.333333,0.024272,0.049216,0.644614,0.644614,0.100000,0.220311,0.207396
27.100000,0.471518,0.671516,0.000411,0.283290,2,0.000018,1.679010,0.274033,0.206857,3.746858,0.992557,0.138106,0.064870,0.707095,2.059538,2.100000,3.045661,1,0.322581,0.027040,0.061669,0.653940,0.653940,0.100000,0.274033,0.206857
27.200000,0.377468,0.670656,0.000428,0.264112,4,0.000018,2.112314,0.246005,0.206378,3.727626,0.992561,0.142928,0.048508,0.732047,4.813615,2.200000,3.041686,1,0.312500,0.030677,0.050065,0.663170,0.663170,0.100000,0.246005,0.206378
27.300000,0.243249,0.672215,0.000434,0.310149,3,0.000018,2.828275,0.279269,0.206037,3.591095,0.992589,0.154093,0.046854,0.764855,4.333041,2.300000,3.045661,1,0.303030,0.033193,0.032707,0.672296,0.672296,0.100000,0.279269,0.206037
27.400000,0.205654,0.676067,0.000627,0.298506,3,0.000019,1.998587,0.278292,0.205726,3.476630,0.992613,0.175220,0.046118,0.810656,7.159608,2.400000,3.070169,1,0.294118,0.034179,0.028023,0.681313,0.681313,0.100000,0.278292,0.205726
27.500000,-0.020742,0.682056,0.000369,0.286134,4,0.000019,2.303691,0.268584,0.205687,3.495386,0.992609,0.191254,0.061381,0.841363,-8.296882,2.500000,3.095075,1,0.285714,0.034738,-0.002863,0.690216,0.690216,0.100000,0.268584,0.205687
27.600000,0.029051,0.689934,0.000712,0.233724,3,0.000019,3.741816,0.217712,0.205709,3.839829,0.992537,0.230196,0.065599,0.867476,3.051041,2.600000,3.110822,1,0.277778,0.032769,0.004061,0.698998,0.698998,0.100000,0.217712,0.205709
27.700000,-0.227041,0.699279,0.000606,0.213654,3,0.000019,2.667904,0.187276,0.205945,4.320830,0.992434,0.247765,0.063593,0.928694,14.381249,2.700000,3.126730,1,0.270270,0.031459,-0.032133,0.707655,0.707655,0.100000,0.187276,0.205945
27.800000,-0.272290,0.709416,0.000908,0.226485,3,0.000020,1.849683,0.198079,0.206299,4.411734,0.992415,0.292155,0.066288,0.970729,-10.739111,2.800000,3.127829,1,0.263158,0.027287,-0.039002,0.716181,0.716181,0.100000,0.198079,0.206299
27.900000,-0.286035,0.719398,0.000522,0.208046,4,0.000019,3.509772,0.171542,0.206793,3.782741,0.992549,0.321646,0.070878,0.998088,-8.182218,2.900000,3.128930,1,0.256410,0.022767,-0.041450,0.724570,0.724570,0.100000,0.171542,0.206793
28,-0.496427,0.728068,0.000623,0.219475,0,0.000019,3.041543,0.169075,0.207323,3.567080,0.992594,0.334377,0.091033,1.055074,16.600893,3,3.131020,1,0.250000,0.018275,-0.072758,0.732818,0.732818,0.100000,0.169075,0.207323
28.100000,-0.417210,0.734222,0.000363,0.146971,0,0.000018,11.412114,0.089820,0.207870,4.018652,0.992499,0.362308,0.124435,1.089925,-4.682285,3.100000,3.128930,1,0.243902,0.011475,-0.061824,0.740918,0.740918,0.100000,0.089820,0.207870
28.200000,-0.207974,0.736856,0.000513,0.067489,2,0.000019,9.184842,0.047506,0.208339,4.456579,0.992405,0.356712,0.089067,1.284392,83.705702,3.200000,3.127829,1,0.238095,0.005900,-0.031149,0.748866,0.748866,0.100000,0.047506,0.208339
28.300000,-0.376732,0.735418,-0.000062,0.157033,2,0.000019,5.853519,0.086263,0.208748,4.769071,0.992338,0.325051,0.106770,1.439644,-22.272715,3.300000,3.128930,1,0.232558,0.003085,-0.057011,0.756657,0.756657,0.100000,0.086263,0.208748
28.400000,-0.380582,0.729986,-0.000115,0.141072,2,0.000020,8.314811,0.080495,0.208990,6.122190,0.992038,0.304152,0.110979,1.536360,-33.313228,3.400000,3.131020,1,0.227273,-0.001681,-0.058175,0.764286,0.764286,0.100000,0.080495,0.208990
28.500000,-0.255023,0.721307,-0.000027,0.129083,4,0.000020,8.492150,0.072496,0.209087,4.706296,0.992351,0.272041,0.075324,1.676179,24.612920,3.500000,3.133114,1,0.222222,-0.006304,-0.039363,0.771748,0.771748,0.100000,0.072496,0.209087
28.600000,-0.375513,0.710651,-0.000338,0.172004,4,0.000019,7.163385,0.095803,0.208994,4.997339,0.992288,0.230581,0.102530,1.793696,1.773383,3.600000,3.151891,1,0.217391,-0.009173,-0.058508,0.779039,0.779039,0.100000,0.095803,0.208994
28.700000,-0.169183,0.699511,0.000022,0.105077,4,0.000019,10.420703,0.061669,0.208741,5.324637,0.992216,0.190891,0.057824,1.911227,-13.287650,3.700000,3.170895,1,0.212766,-0.013447,-0.026601,0.786153,0.786153,0.100000,0.061669,0.208741
28.800000,-0.345534,0.689257,-0.000334,0.176267,4,0.000019,3.543370,0.125926,0.208357,5.779667,0.992115,0.177911,0.076366,2.084833,32.573184,3.800000,3.173397,1,0.208333,-0.014927,-0.054808,0.793086,0.793086,0.100000,0.125926,0.208357
28.900000,-0.195803,0.680878,0.000077,0.164930,4,0.000019,6.648139,0.096127,0.207831,6.161610,0.992029,0.169111,0.058182,2.139747,-68.773332,3.900000,3.175904,1,0.204082,-0.018615,-0.031322,0.799834,0.799834,0.100000,0.096127,0.207831
29,-0.258383,0.674910,-0.000305,0.186323,4,0.000020,3.834735,0.136246,0.207351,5.566298,0.992162,0.195631,0.066575,2.248117,31.047691,4,3.214469,1,0.200000,-0.020218,-0.041672,0.806393,0.806393,0.100000,0.136246,0.207351
29.100000,-0.387771,0.671516,0.000236,0.200469,1,0.000021,7.299203,0.121751,0.206719,4.897593,0.992310,0.219058,0.100556,2.275009,-28.134040,4.100000,3.253982,1,0.196078,-0.022578,-0.063033,0.812758,0.812758,0.100000,0.121751,0.206719
29.200000,-0.269469,0.670656,-0.000410,0.129255,1,0.000020,9.139006,0.096886,0.206306,4.826047,0.992325,0.227902,0.076071,2.392406,34.644684,4.200000,3.266186,1,0.192308,-0.026549,-0.044135,0.818926,0.818926,0.100000,0.096886,0.206306
29.300000,-0.294205,0.672215,0.000839,0.146673,1,0.000019,9.114753,0.080421,0.205871,5.450801,0.992188,0.243093,0.072978,2.540920,18.398024,4.300000,3.278482,1,0.188679,-0.028792,-0.048537,0.824892,0.824892,0.100000,0.080421,0.205871
29.400000,-0.395811,0.676067,-0.000534,0.184314,1,0.000019,6.974434,0.127310,0.205637,4.873885,0.992315,0.249920,0.098347,2.688736,-0.242530,4.400000,3.284734,1,0.185185,-0.031279,-0.065756,0.830654,0.830654,0.100000,0.127310,0.205637
29.500000,-0.067540,0.682056,0.000609,0.046333,3,0.000019,30.410371,0.023818,0.205537,4.944423,0.992299,0.245018,0.034434,2.800159,-21.403187,4.500000,3.280842,1,0.181818,-0.035035,-0.011296,0.836206,0.836206,0.100000,0.023818,0.205537
29.600000,-0.450985,0.689934,-0.000849,0.200965,3,0.000019,4.187151,0.139350,0.205629,7.564150,0.991706,0.278666,0.110989,3.260329,234.359366,4.600000,3.285918,1,0.178571,-0.034197,-0.075905,0.841546,0.841546,0.100000,0.139350,0.205629
29.700000,-0.009129,0.699279,0.000168,0.027728,3,0.000019,45.398361,0.014807,0.205872,11.031044,0.990850,0.273451,0.037082,3.323366,-262.232201,4.700000,3.280842,1,0.175439,-0.038628,-0.001546,0.846670,0.846670,0.100000,0.014807,0.205872
29.800000,0.093263,0.709416,-0.000708,0.071347,2,0.000022,4.873506,0.050508,0.206260,12.284745,0.990520,0.307664,0.057999,4.073218,412.112102,4.800000,3.285918,1,0.172414,-0.036821,0.015884,0.851575,0.851575,0.100000,0.050508,0.206260
29.900000,-0.253233,0.719398,0.000006,0.131129,3,0.000020,6.649632,0.062982,0.206722,6.512524,0.991949,0.350176,0.065062,4.147555,-405.248544,4.900000,3.291009,1,0.169492,-0.033695,-0.043367,0.856258,0.856258,0.100000,0.062982,0.206722
30,0.259368,0.728068,-0.000054,0.122325,3,0.000019,10.330218,0.056357,0.207207,10.521441,0.990981,0.346992,0.080167,4.251091,17.761260,5,3.305920,1,0.166667,-0.035519,0.044648,0.860716,0.860716,0.100000,0.056357,0.207207
30.100000,0.001967,0.734222,-0.000641,0.000953,2,0.000019,27.919028,0.000606,0.207847,15.371551,0.989655,0.383347,0.034387,4.350749,36.805855,5.100000,3.320966,1,0.163934,-0.030131,0.000340,0.864947,0.864947,0.100000,0.000606,0.207847
30.200000,0.135502,0.736856,0.000100,0.102222,2,0.000019,4.970049,0.046716,0.208344,12.296285,0.990517,0.382552,0.052146,4.801076,175.888097,5.200000,3.327680,1,0.161290,-0.028597,0.023549,0.868946,0.868946,0.100000,0.046716,0.208344
30.300000,0.005286,0.735418,0.000001,0.001979,2,0.000019,23.015986,0.001268,0.208741,7.858440,0.991636,0.381108,0.033414,4.875056,-229.489782,5.300000,3.334422,1,0.158730,-0.025262,0.000923,0.872713,0.872713,0.100000,0.001268,0.208741
30.400000,0.022371,0.729986,0.000052,0.036185,2,0.000019,4.673274,0.017956,0.208996,7.317971,0.991764,0.354439,0.029537,5.244768,180.459364,5.400000,3.341628,1,0.156250,-0.023924,0.003921,0.876245,0.876245,0.100000,0.017956,0.208996
30.500000,0.012748,0.721307,0.000000,0.142908,2,0.000018,3.663386,0.066142,0.209084,6.869433,0.991868,0.329482,0.030226,5.313367,-183.427119,5.500000,3.348865,1,0.153846,-0.022411,0.002242,0.879538,0.879538,0.100000,0.066142,0.209084
30.600000,-0.007778,0.710651,0.000005,0.064866,2,0.000019,5.608643,0.032133,0.208996,6.691920,0.991908,0.297494,0.033315,5.286754,-10.098875,5.600000,3.366373,1,0.151515,-0.021109,-0.001373,0.882592,0.882592,0.100000,0.032133,0.208996
30.700000,0.012414,0.699511,-0.000001,0.005599,2,0.000019,14.549541,0.004253,0.208741,6.666118,0.991914,0.283668,0.028388,5.369263,19.452561,5.700000,3.384065,1,0.149254,-0.020164,0.002198,0.885405,0.885405,0.100000,0.004253,0.208741
30.800000,-0.028361,0.689257,-0.000010,0.057287,2,0.000019,4.335090,0.030871,0.208344,6.662370,0.991915,0.290256,0.035720,5.594754,89.408989,5.800000,3.392874,1,0.147059,-0.018978,-0.005037,0.887973,0.887973,0.100000,0.030871,0.208344
30.900000,0.018258,0.680878,-0.000006,0.007711,2,0.000018,13.252014,0.005683,0.207846,6.660701,0.991916,0.321379,0.025604,5.655400,-102.144510,5.900000,3.401729,1,0.144928,-0.018437,0.003251,0.890297,0.890297,0.100000,0.005683,0.207846
31,-0.096424,0.674910,-0.000021,0.103065,2,0.000019,4.505803,0.054738,0.207295,6.683571,0.991910,0.344223,0.047786,5.859310,89.169235,6,3.406921,1,0.142857,-0.017252,-0.017209,0.892375,0.892375,0.100000,0.054738,0.207295
31.100000,0.022441,0.671516,-0.000010,0.008081,2,0.000019,25.015116,0.006638,0.206750,6.897505,0.991861,0.391786,0.021795,5.837826,-87.462106,6.100000,3.412130,1,0.140845,-0.017782,0.004013,0.894204,0.894204,0.100000,0.006638,0.206750
31.200000,-0.201280,0.670656,-0.000047,0.160401,2,0.000019,4.654025,0.088774,0.206256,7.179721,0.991796,0.412883,0.070895,6.224920,205.093125,6.200000,3.426143,1,0.138889,-0.016568,-0.036061,0.895785,0.895785,0.100000,0.088774,0.206256
31.300000,0.027684,0.672215,-0.000019,0.010209,2,0.000019,42.842411,0.007266,0.205869,7.875258,0.991632,0.455692,0.023624,6.288698,-203.610908,6.300000,3.440272,1,0.136986,-0.018657,0.004967,0.897115,0.897115,0.100000,0.007266,0.205869
31.400000,0.041046,0.676067,-0.000072,0.102004,4,0.000019,4.840050,0.063668,0.205622,8.769615,0.991418,0.470090,0.042621,6.958526,381.883865,6.400000,3.443631,1,0.135135,-0.017322,0.007373,0.898195,0.898195,0.100000,0.063668,0.205622
31.500000,0.118530,0.682056,-0.000043,0.047762,4,0.000020,15.201482,0.025873,0.205532,7.107639,0.991812,0.474797,0.037172,7.024609,-380.023610,6.500000,3.446997,1,0.133333,-0.015859,0.021312,0.899023,0.899023,0.100000,0.025873,0.205532
31.600000,0.052320,0.689934,0.000100,0.162701,4,0.000019,5.952304,0.085973,0.205618,6.777882,0.991889,0.467694,0.030229,7.152373,103.614312,6.600000,3.451306,1,0.131579,-0.013342,0.009413,0.899599,0.899599,0.100000,0.085973,0.205618
31.700000,0.299842,0.699279,-0.000258,0.188718,1,0.000019,7.763869,0.105788,0.205855,7.075238,0.991820,0.502183,0.089311,7.234638,-92.491773,6.700000,3.455627,1,0.129870,-0.011914,0.053967,0.899923,0.899923,0.100000,0.105788,0.205855
31.800000,-0.052440,0.709416,0.000111,0.164476,1,0.000017,11.069390,0.078813,0.206261,8.033087,0.991595,0.499235,0.035360,7.345048,18.115648,6.800000,3.456907,1,0.128205,-0.006952,-0.009439,0.899994,0.899994,0.100000,0.078813,0.206261
31.900000,0.040772,0.719398,-0.000973,0.017445,4,0.000017,28.520755,0.014485,0.206749,11.147109,0.990820,0.550045,0.017421,7.504630,33.055206,6.900000,3.458188,1,0.126582,-0.007368,0.007337,0.899812,0.899812,0.100000,0.014485,0.206749
32,-0.120230,0.728068,-0.000109,0.222584,4,0.000018,4.680593,0.155646,0.207291,8.884343,0.991390,0.597154,0.077456,7.935373,174.513654,7,3.462316,1,0.125000,-0.006406,-0.021626,0.899378,0.899378,0.100000,0.155646,0.207291
32.100000,0.003809,0.734222,-0.000030,0.156558,4,0.000020,12.154098,0.086589,0.207779,7.658765,0.991684,0.646604,0.041670,7.885299,-238.401616,7.100000,3.466454,1,0.123457,-0.007835,0.000685,0.898692,0.898692,0.100000,0.086589,0.207779
32.200000,-0.027215,0.736856,-0.000816,0.021759,2,0.000018,35.214366,0.013265,0.208344,8.046969,0.991592,0.644256,0.022692,8.057029,74.735049,7.200000,3.474071,1,0.121951,-0.007388,-0.004886,0.897754,0.897754,0.100000,0.013265,0.208344
32.300000,0.200108,0.735418,0.000128,0.168429,3,0.000018,4.323014,0.095725,0.208730,7.440700,0.991735,0.630926,0.074928,8.583304,230.602681,7.300000,3.481722,1,0.120482,-0.007414,0.035882,0.896565,0.896565,0.100000,0.095725,0.208730
32.400000,0.021443,0.729986,-0.000106,0.010106,3,0.000017,45.300120,0.006666,0.208998,8.095560,0.991580,0.624329,0.025318,8.631500,-308.913527,7.400000,3.484303,1,0.119048,-0.004141,0.003839,0.895125,0.895125,0.100000,0.006666,0.208998
32.500000,0.079125,0.721307,0.000513,0.076991,3,0.000017,4.258699,0.044275,0.209084,9.167519,0.991320,0.616657,0.029221,9.310000,409.771058,7.500000,3.486887,1,0.117647,-0.003623,0.014139,0.893436,0.893436,0.100000,0.044275,0.209084
32.600000,-0.032585,0.710651,-0.000035,0.039538,3,0.000017,10.299458,0.024357,0.208997,7.923801,0.991621,0.624571,0.023039,9.233465,-410.414205,7.600000,3.592534,1,0.116279,-0.002298,-0.005810,0.891498,0.891498,0.100000,0.024357,0.208997
32.700000,0.063887,0.699511,0.000107,0.067455,3,0.000018,3.440263,0.054988,0.208737,7.722641,0.991669,0.621933,0.026070,9.371225,60.407588,7.700000,3.704782,1,0.114943,-0.002653,0.011363,0.889312,0.889312,0.100000,0.054988,0.208737
32.800000,-0.088316,0.689257,-0.000100,0.248774,4,0.000017,4.290423,0.161720,0.208333,7.928427,0.991620,0.645744,0.045722,9.402964,-68.591947,7.800000,3.718602,1,0.113636,-0.001601,-0.015665,0.886881,0.886881,0.100000,0.161720,0.208333
32.900000,0.361582,0.680878,-0.000122,0.168683,3,0.000018,14.485952,0.080608,0.207848,8.085685,0.991582,0.656143,0.086099,9.447106,8.501593,7.900000,3.732526,1,0.112360,-0.002788,0.063943,0.884206,0.884206,0.100000,0.080608,0.207848
33,0.014302,0.674910,-0.000040,0.023837,0,0.000018,27.425413,0.015644,0.207292,12.066576,0.990578,0.720427,0.025963,9.645607,101.955290,8,3.718602,1,0.111111,0.002524,0.002521,0.881288,0.881288,0.100000,0.015644,0.207292
33.100000,0.096538,0.671516,-0.000621,0.120014,3,0.000019,3.767321,0.061894,0.206749,14.279973,0.989969,0.715642,0.033036,9.910977,129.394609,8.100000,3.732526,1,0.109890,0.002602,0.016955,0.878129,0.878129,0.100000,0.061894,0.206749
33.200000,0.055699,0.670656,0.000053,0.028468,3,0.000019,17.300693,0.018486,0.206261,9.614598,0.991210,0.716011,0.026455,9.946209,-236.580912,8.200000,3.734355,1,0.108696,0.003843,0.009744,0.874731,0.874731,0.100000,0.018486,0.206261
33.300000,0.070814,0.672215,0.000217,0.032636,3,0.000018,1.464421,0.025921,0.205871,8.380173,0.991512,0.728272,0.025555,10.183138,135.333722,8.300000,3.736186,1,0.107527,0.004439,0.012337,0.871097,0.871097,0.100000,0.025921,0.205871
33.400000,0.101565,0.676067,-0.000068,0.059873,3,0.000019,2.963265,0.041803,0.205622,8.310011,0.991529,0.748195,0.021529,10.183389,-158.362721,8.400000,3.746090,1,0.106383,0.005215,0.017616,0.867228,0.867228,0.100000,0.041803,0.205622
33.500000,0.162836,0.682056,-0.000041,0.093158,2,0.000019,2.912077,0.074470,0.205542,8.277633,0.991537,0.752472,0.038907,10.205760,14.988439,8.500000,3.756047,1,0.105263,0.006380,0.028110,0.863127,0.863127,0.100000,0.074470,0.205542
33.600000,0.346849,0.689934,0.000021,0.178373,0,0.000018,6.944891,0.091081,0.205620,8.280368,0.991536,0.758008,0.061990,10.098500,-0.511881,8.600000,3.757133,1,0.104167,0.008335,0.059575,0.858797,0.858797,0.100000,0.091081,0.205620
33.700000,-0.077766,0.699279,0.000188,0.212009,0,0.000018,7.255207,0.151443,0.205793,8.561142,0.991468,0.806890,0.114175,10.178471,40.328137,8.700000,3.756047,1,0.103093,0.012738,-0.013286,0.854240,0.854240,0.100000,0.151443,0.205793
33.800000,-0.001967,0.709416,-0.000594,0.018196,2,0.000019,67.164758,0.010499,0.206255,13.418046,0.990211,0.806235,0.028433,10.261886,3.103165,8.800000,3.757133,1,0.102041,0.011026,-0.000334,0.849460,0.849460,0.100000,0.010499,0.206255
33.900000,-0.142902,0.719398,0.000852,0.106027,1,0.000018,5.369171,0.069918,0.206750,11.244607,0.990795,0.781553,0.048066,11.224959,599.095510,8.900000,3.758220,1,0.101010,0.010448,-0.024135,0.844458,0.844458,0.100000,0.069918,0.206750
34,-0.069610,0.728068,-0.000008,0.141878,1,0.000018,4.962952,0.068769,0.207349,9.497941,0.991239,0.786550,0.041029,11.279226,-617.955868,9,3.801241,1,0.100000,0.007973,-0.011684,0.839240,0.839240,0.100000,0.068769,0.207349
34.100000,-0.019114,0.734222,0.000425,0.014138,2,0.000019,36.247230,0.008460,0.207845,9.682917,0.991193,0.807191,0.021941,11.187686,-4.062194,9.100000,3.845258,1,0.099010,0.006629,-0.003187,0.833807,0.833807,0.100000,0.008460,0.207845
34.200000,-0.460050,0.736856,-0.000040,0.215098,1,0.000019,4.747209,0.141485,0.208350,9.359413,0.991273,0.838636,0.094413,11.687104,312.842779,9.200000,3.863985,1,0.098039,0.006040,-0.076199,0.828163,0.828163,0.100000,0.141485,0.208350
34.300000,0.006076,0.735418,0.000063,0.002871,1,0.000019,70.137852,0.001312,0.208741,13.042622,0.990314,0.837773,0.025478,11.729097,-315.000210,9.300000,3.845258,1,0.097087,-0.000427,0.000999,0.822311,0.822311,0.100000,0.001312,0.208741
34.400000,-0.361430,0.729986,0.000543,0.152288,2,0.000019,4.972721,0.093052,0.208997,18.574115,0.988675,0.838417,0.091615,12.716623,653.906428,9.400000,3.863985,1,0.096154,-0.000325,-0.059004,0.816257,0.816257,0.100000,0.093052,0.208997
34.500000,-0.000115,0.721307,0.000009,0.000280,2,0.000018,46.563893,0.000182,0.209085,15.917471,0.989494,0.843456,0.024118,12.758078,-651.651306,9.500000,3.845258,1,0.095238,-0.005082,-0.000019,0.810002,0.810002,0.100000,0.000182,0.209085
34.600000,-0.177394,0.710651,-0.000285,0.148817,3,0.000018,5.032900,0.097482,0.208997,14.352563,0.989948,0.843734,0.072940,13.241018,415.911717,9.600000,3.863985,1,0.094340,-0.004829,-0.028509,0.803552,0.803552,0.100000,0.097482,0.208997
34.700000,-0.352439,0.699511,0.000000,0.157500,2,0.000017,11.057212,0.071045,0.208662,12.121095,0.990563,0.840600,0.067463,13.280007,-415.309928,9.700000,3.882896,1,0.093458,-0.006894,-0.056172,0.796910,0.796910,0.100000,0.071045,0.208662
34.800000,-0.141350,0.689257,-0.000422,0.207518,2,0.000018,7.687901,0.132319,0.208404,10.517501,0.990982,0.833959,0.081420,13.399854,60.243123,9.800000,3.863985,1,0.092593,-0.011094,-0.022336,0.790080,0.790080,0.100000,0.132319,0.208404
34.900000,-0.001391,0.680878,-0.000113,0.003054,4,0.000017,66.059052,0.001847,0.207847,12.152664,0.990555,0.834584,0.025675,13.469277,-33.693108,9.900000,3.882896,1,0.091743,-0.012346,-0.000218,0.783067,0.783067,0.100000,0.001847,0.207847
35,0.101068,0.674910,-0.000400,0.165254,4,0.000017,4.949284,0.083697,0.207297,11.014105,0.990855,0.856370,0.040281,14.371377,583.711507,10,3.899966,1,0.090909,-0.011746,0.015683,0.775876,0.775876,0.100000,0.083697,0.207297
35.100000,-0.377341,0.671516,0.000003,0.184145,3,0.000017,8.700957,0.087007,0.206779,10.965177,0.990867,0.858328,0.073526,14.238671,-611.097682,10.100000,3.917188,1,0.090090,-0.009890,-0.057998,0.768510,0.768510,0.100000,0.087007,0.206779
35.200000,0.089202,0.670656,0.000106,0.100163,3,0.000017,12.612389,0.051354,0.206260,16.743792,0.989245,0.849597,0.038482,14.319484,37.516727,10.200000,3.899966,1,0.089286,-0.014088,0.013576,0.760974,0.760974,0.100000,0.051354,0.206260
35.300000,-0.001112,0.672215,-0.000770,0.013765,4,0.000017,23.172405,0.008563,0.205872,21.224461,0.987794,0.848777,0.028750,14.454285,39.114327,10.300000,3.917188,1,0.088496,-0.012285,-0.000168,0.753274,0.753274,0.100000,0.008563,0.205872
35.400000,0.048768,0.676067,0.000117,0.059303,4,0.000019,3.996513,0.034730,0.205623,15.107485,0.989732,0.848245,0.029173,14.732202,105.600160,10.400000,3.922846,1,0.087719,-0.011684,0.007270,0.745414,0.745414,0.100000,0.034730,0.205623
35.500000,0.017720,0.682056,-0.000000,0.029405,4,0.000019,3.861231,0.020744,0.205538,13.109093,0.990296,0.848250,0.024881,14.739058,-191.758926,10.500000,3.928521,1,0.086957,-0.010512,0.002613,0.737399,0.737399,0.100000,0.020744,0.205538
