t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status
0,-0.000007,0.926469,0,0.001617,0,0.000018,0,0.000737,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable
0.100000,-0.000005,0.928852,0,0.001846,0,0.000019,1.444048,0.000845,1.348769,0,0.100000,0.000000,1.444048,0,0,1,1,stable
0.200000,-0.000019,0.926365,-0.000000,0.002093,0,0.000018,1.436759,0.000961,1.356829,0,0.100000,0.000000,1.436759,14.440480,0,1,1,stable
0.300000,-0.000027,0.916137,-0.000000,0.002357,0,0.000016,1.428251,0.001087,1.363293,0.000000,0.100000,0.000000,1.428251,-0.072895,0,1,1,stable
0.400000,-0.000019,0.899078,-0.000000,0.002638,0,0.000016,1.418801,0.001222,1.367475,0.000000,0.100000,0.000000,1.418801,-0.085073,0,1,1,stable
0.500000,-0.000006,0.880554,-0.000000,0.002935,0,0.000016,1.408836,0.001366,1.368921,0.000000,0.100000,0.000000,1.408836,-0.094498,0,1,1,stable
0.600000,-0.000000,0.868472,-0.000000,0.003654,0,0.000016,1.509398,0.001710,1.367475,0.000000,0.100000,0.000000,1.509398,-0.099660,0,1,1,stable
0.700000,-0.000014,0.869010,-0.000000,0.004456,0,0.000016,1.498571,0.002096,1.363293,0.000000,0.100000,0.000000,1.498571,1.005625,0,1,1,stable
0.800000,-0.000058,0.882722,0.000000,0.005325,0,0.000015,1.487124,0.002520,1.356829,0.000001,0.100000,0.000000,1.487124,-0.108273,0,1,1,stable
0.900000,-0.000133,0.904370,0.000000,0.006246,0,0.000017,1.475103,0.002974,1.348769,0.000001,0.100000,0.000000,1.475103,-0.114471,0,1,1,stable
1,-0.000235,0.926469,0.000000,0.007205,0,0.000017,1.462589,0.003451,1.339942,0.000001,0.777314,0.000000,1.503984,-0.120202,0,7.981296,1,stable
1.100000,-0.000333,0.943205,0.000000,0.008187,0,0.000017,1.449688,0.003947,1.331227,0.000002,0.770075,0.000000,1.498364,-0.125144,0,12.382872,1,stable
