t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000031,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000457,0.992522,0,0.001608,0,0.000023,3.053132,0.000743,1.342872,0,1,0.100000,0.469013,3.053132,0,0,1,1,1,stable,0.469099,0.000085,0.237969,0.237969,0.100000,0.000743,1.342872
0.200000,0.001157,0.992728,-0.000000,0.002442,0,0.000023,1.688222,0.001153,1.345525,0,1,0.100000,0.445326,1.688222,30.531323,0,1,1,1,stable,0.445651,0.000324,0.337417,0.337417,0.100000,0.001153,1.345525
0.300000,0.001751,0.992063,-0.000005,0.003557,0,0.000022,0.486227,0.001725,1.347639,0.000000,0.993307,0.100000,0.422837,0.486227,-13.649099,0,1,1,1,stable,0.423394,0.000558,0.350925,0.350925,0.100000,0.001725,1.347639
0.400000,0.001765,0.990669,-0.000017,0.004933,0,0.000021,1.994259,0.002474,1.348999,0.000047,0.993307,0.100000,0.401320,1.994259,-12.019955,0,1,1,1,stable,0.402270,0.000950,0.518289,0.518289,0.100000,0.002474,1.348999
0.500000,0.001347,0.989045,-0.000033,0.006688,0,0.000044,1.068390,0.003479,1.349468,0.000340,0.993307,0.100000,0.381285,1.068390,15.080316,0,1,1,1,stable,0.382233,0.000948,0.584228,0.584228,0.100000,0.003479,1.349468
0.600000,0.001049,0.987842,-0.000070,0.008477,0,0.000044,1.123548,0.004619,1.348999,0.000428,0.993307,0.100000,0.362425,1.123548,-9.258688,0,1,1,1,stable,0.363198,0.000774,0.656693,0.656693,0.100000,0.004619,1.348999
0.700000,0.000862,0.987566,-0.000083,0.010157,0,0.000043,1.546099,0.005895,1.347639,0.000392,0.993307,0.100000,0.344611,1.546099,0.551584,0,1,1,1,stable,0.345101,0.000490,0.801393,0.801393,0.100000,0.005895,1.347639
0.800000,-0.000278,0.988351,-0.000040,0.011695,3,0.000042,1.173071,0.007361,1.345525,0.000380,0.993307,0.100000,0.328583,1.173071,4.225512,0,1,1,1,stable,0.327886,-0.000697,0.877220,0.877220,0.100000,0.007361,1.345525
0.900000,-0.003424,0.989907,0.000076,0.013123,3,0.000042,1.025898,0.008929,1.342872,0.000482,0.993307,0.100000,0.315052,1.025898,-3.730280,0,1,1,1,stable,0.311435,-0.003617,0.919905,0.919905,0.100000,0.008929,1.342872
1,-0.006425,0.991674,0.000185,0.014341,1,0.000043,36.630068,0.010390,1.339943,0.002167,0.993307,0.624187,0.296327,2.523695,-1.471729,0,3.103974,1,1,transitoire,0.295570,-0.000756,0.112413,0.112413,0.100000,0.010390,1.339943
1.100000,-0.009072,0.993071,0.000144,0.019434,0,0.000045,3.330636,0.014333,1.337025,0.001701,0.993307,0.629788,0.282408,13.892486,356.041699,0,5.554327,1,1,transitoire,0.280731,-0.001677,0.183923,0.183923,0.100000,0.014333,1.337025
