t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000025,0,0.000457,1.339942,0,0.100000,0.493789,0,0,0,1,1,stable,0.493788,-0.000001,0.880797,0.880797,0.100000,0.000457,1.339942
0.100000,0.001825,0.992522,0,0.001655,0,0.000022,0.169889,0.000765,1.342872,0,0.100000,0.468774,0.169889,0,0,1,1,stable,0.469099,0.000325,0.879955,0.879955,0.120927,0.000765,1.342872
0.200000,0.005151,0.992728,-0.000000,0.002646,0,0.000021,0.256121,0.001248,1.345525,0,0.100000,0.444755,0.256121,1.698892,0,1,1,stable,0.445670,0.000915,0.879107,0.879107,0.141753,0.001248,1.345525
0.300000,0.009012,0.992063,-0.000017,0.004069,0,0.000021,0.372507,0.001968,1.347639,0.000000,0.100000,0.421864,0.372507,0.862319,0,1,1,stable,0.423461,0.001596,0.878254,0.878254,0.162379,0.001968,1.347639
0.400000,0.011150,0.990669,-0.000048,0.005980,0,0.000021,0.515266,0.002978,1.348999,0.000522,0.100000,0.400448,0.515266,1.163861,0,1,1,stable,0.402417,0.001968,0.877396,0.877396,0.182707,0.002978,1.348999
0.500000,0.010187,0.989045,-0.000094,0.008257,0,0.000020,0.645784,0.004257,1.349468,0.005283,0.100000,0.380662,0.645784,1.427587,0,1,1,stable,0.382455,0.001793,0.876533,0.876533,0.202643,0.004257,1.349468
0.600000,0.007283,0.987842,-0.000142,0.010521,0,0.000020,0.721115,0.005685,1.348999,0.013784,0.100000,0.362196,0.721115,1.305182,0,1,1,stable,0.363477,0.001282,0.875665,0.875665,0.222096,0.005685,1.348999
0.700000,0.003709,0.987566,-0.000152,0.012420,0,0.000020,0.776602,0.007219,1.347639,0.014799,0.100000,0.344750,0.776602,0.753312,0,1,1,stable,0.345407,0.000657,0.874791,0.874791,0.240981,0.007219,1.347639
0.800000,-0.004137,0.988351,-0.000067,0.014183,3,0.000020,0.926873,0.009047,1.345526,0.013492,0.100000,0.328910,0.926873,0.554865,0,1,1,stable,0.328190,-0.000720,0.873912,0.873912,0.259218,0.009047,1.345526
0.900000,-0.023672,0.989907,0.000102,0.016196,3,0.000020,0.972017,0.011188,1.342872,0.016524,0.100000,0.315876,0.972017,1.502716,0,1,1,stable,0.311722,-0.004153,0.873028,0.873028,0.276734,0.011188,1.342872
1,-0.040821,0.991674,0.000227,0.017899,1,0.000020,0.764303,0.013157,1.339944,0.069011,0.602915,0.302968,0.949445,0.451439,0,3.807427,1,stable,0.295800,-0.007168,0.872138,0.872138,0.293459,0.013157,1.339944
1.100000,-0.043185,0.993071,0.000156,0.020497,1,0.000021,0.906665,0.016009,1.337029,0.053707,0.603981,0.288008,0.891831,-2.077141,0,5.604684,1,stable,0.280430,-0.007577,0.871244,0.871244,0.309334,0.016009,1.337029
1.200000,-0.029175,0.993711,0.000031,0.025604,3,0.000021,1.191065,0.020932,1.334409,0.172071,0.454447,0.270912,0.935185,1.423614,0,5.300314,1,stable,0.265796,-0.005117,0.870344,0.870344,0.324303,0.020932,1.334409
1.300000,0.007245,0.993500,0.000087,0.034402,3,0.000020,1.322574,0.028361,1.332337,0.323782,0.304999,0.250857,1.029985,2.844009,0,4.791998,1,stable,0.252092,0.001235,0.869438,0.869438,0.338318,0.028361,1.332337
1.400000,0.010172,0.992622,0.000509,0.048771,3,0.000020,1.407069,0.039355,1.331020,0.558441,0.419649,0.237850,1.161886,1.315086,0,5.300314,1,stable,0.239587,0.001738,0.868527,0.868527,0.351335,0.039355,1.331020
1.500000,-0.074899,0.991442,0.001187,0.054970,0,0.000020,0.770234,0.046445,1.330567,0.659461,0.470578,0.240914,1.306903,0.844954,0,4.791998,1,stable,0.227749,-0.013166,0.867611,0.867611,0.363320,0.046445,1.330567
1.600000,-0.010472,0.990387,0.001080,0.050973,3,0.000020,1.882965,0.044437,1.330989,3.518085,0.843960,0.217226,1.223182,-6.368357,0,7.808305,1,stable,0.215296,-0.001930,0.866690,0.866690,0.374240,0.044437,1.330989
1.700000,0.150881,0.989817,-0.000565,0.066634,1,0.000021,1.253286,0.059140,1.332281,5.699287,0.834754,0.178226,1.450918,11.127309,0,7.362892,1,stable,0.204375,0.026149,0.865762,0.865762,0.384069,0.059140,1.332281
1.800000,0.342114,0.989924,-0.001343,0.095413,1,0.000020,1.599695,0.086634,1.334287,8.705805,0.856584,0.137000,1.466473,-6.296787,0,14.821851,1,stable,0.196272,0.059272,0.864830,0.864830,0.392784,0.086634,1.334287
1.900000,0.261728,0.990647,-0.001776,0.130395,1,0.000020,1.412527,0.120240,1.336866,8.554479,0.860869,0.146091,1.553076,3.464086,0,33.584380,1,stable,0.191253,0.045162,0.863892,0.863892,0.400369,0.120240,1.336866
