t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000024,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000457,1.339942
0.100000,0.005130,0.992522,0,0.004149,0,0.000022,0.807364,0.002050,1.342872,0,0.100000,0.395031,0.807364,0,0,1,1,stable,0.395031,0.000000,0.000000,0.120927,0.002050,1.342872
0.200000,0.025680,0.992728,-0.000000,0.010400,0,0.000021,2.027397,0.006085,1.345525,0,0.100000,0.316024,2.027397,8.073638,0,1,1,stable,0.316024,0.000000,0.000000,0.141753,0.006085,1.345525
0.300000,0.042916,0.992063,-0.000000,0.020262,0,0.000021,2.923329,0.014595,1.347639,0.000000,0.100000,0.252820,2.923329,12.200329,0,1,1,stable,0.252820,0.000000,0.000000,0.162379,0.014595,1.347639
0.400000,0.012539,0.990669,-0.000000,0.035202,3,0.000021,2.587090,0.030181,1.348999,0.142769,0.100000,0.202256,2.587090,8.959325,0,1,1,stable,0.202256,0.000000,0.000000,0.182707,0.030181,1.348999
0.500000,0.002658,0.989045,-0.000000,0.056643,1,0.000021,2.195013,0.053766,1.349468,1.990103,0.100000,0.161805,2.195013,-3.362395,0,1,1,stable,0.161805,0.000000,0.000000,0.202643,0.053766,1.349468
0.600000,0.000080,0.987842,-0.000000,0.083601,4,0.000023,1.741383,0.082454,1.348999,1.138835,0.100000,0.129444,1.741383,-3.920768,0,1,1,stable,0.129444,-0.000000,0.000000,0.222096,0.082454,1.348999
0.700000,-0.018825,0.987566,-0.000000,0.112194,2,0.000021,1.300659,0.111292,1.347639,0.959148,0.100000,0.103555,1.300659,-4.536299,0,1,1,stable,0.103555,-0.000000,0.000000,0.240981,0.111292,1.347639
0.800000,0.108676,0.988351,0.000000,0.138329,2,0.000022,0.932508,0.136543,1.345525,0.796105,0.163805,0.082844,0.932508,-4.407237,0,1,1,stable,0.082844,0.000000,0.000000,0.259218,0.136543,1.345525
0.900000,0.194468,0.989907,0.000000,0.159884,2,0.000033,0.656134,0.156811,1.342872,9.678203,0.166370,0.066275,0.656134,-3.681512,0,1,1,stable,0.066275,0.000000,0.000000,0.276734,0.156811,1.342872
1,-0.076855,0.991674,0.000000,0.176642,2,0.000025,0.461555,0.172343,1.339942,5.098608,0.735875,0.053020,2.755209,-2.763743,0,12.400589,1,chronique,0.053020,-0.000000,0.000000,0.293459,0.172343,1.339942
1.100000,-0.407918,0.993071,0.000000,0.189341,2,0.000022,0.329046,0.184054,1.337025,60.058299,0.814535,0.042416,2.568477,-1.945786,0,10.330271,1,chronique,0.042416,-0.000000,0.000000,0.309334,0.184054,1.337025
1.200000,-0.352576,0.993711,-0.000000,0.198950,2,0.000022,0.239700,0.192924,1.334404,47.494465,0.777073,0.033933,2.568477,-1.325093,0,18.331181,1,chronique,0.033933,-0.000000,0.000000,0.324303,0.192924,1.334404
1.300000,-0.131335,0.993500,-0.000000,0.206321,2,0.000022,0.178908,0.199760,1.332330,92.172292,0.648049,0.027146,2.568477,-0.893462,0,15.884475,1,stable,0.027146,-0.000000,0.000000,0.338318,0.199760,1.332330
1.400000,-0.259884,0.992622,0.000000,0.212101,2,0.000021,0.136500,0.205157,1.331003,96.419096,0.586117,0.021717,2.568477,-0.607922,0,11.893353,1,stable,0.021717,-0.000000,0.000000,0.351335,0.205157,1.331003
1.500000,-0.577394,0.991442,0.000000,0.216741,2,0.000021,0.105821,0.209519,1.330546,102.983104,0.706757,0.017374,2.568477,-0.424076,0,9.505106,1,stable,0.017374,-0.000000,0.000000,0.363320,0.209519,1.330546
1.600000,-0.390696,0.990387,0.000000,0.220543,2,0.000021,0.086130,0.213117,1.331003,109.700987,0.718876,0.013899,2.433207,-0.306788,0,9.641691,1,stable,0.013899,-0.000000,0.000000,0.374240,0.213117,1.331003
1.700000,0.313821,0.989817,-0.000000,0.223705,2,0.000021,0.074566,0.216125,1.332330,144.006909,0.596050,0.011119,2.433207,-0.196908,0,7.512813,1,stable,0.011119,0.000000,0.000000,0.384069,0.216125,1.332330
1.800000,0.691148,0.989924,-0.000000,0.226351,2,0.000021,0.065579,0.218653,1.334404,240.816749,0.701364,0.008895,2.433207,-0.115641,0,6.224235,1,stable,0.008895,0.000000,0.000000,0.392784,0.218653,1.334404
1.900000,0.377950,0.990647,-0.000000,0.228561,2,0.000021,0.057770,0.220771,1.337025,195.811515,0.715714,0.007116,2.433207,-0.089868,0,6.359694,1,stable,0.007116,0.000000,0.000000,0.400369,0.220771,1.337025
2,0.063010,0.991674,-0.000000,0.230383,2,0.000021,0.050232,0.222522,1.339942,340.573349,0.629187,0.005693,2.433207,-0.078090,0,5.759288,1,stable,0.005693,0.000000,0.000000,0.406809,0.222522,1.339942
2.100000,0.119397,0.992522,-0.000000,0.231850,2,0.000022,0.042408,0.223933,1.342872,285.479006,0.659487,0.004554,2.294842,-0.075388,0,6.359694,1,stable,0.004554,0.000000,0.000000,0.412092,0.223933,1.342872
2.200000,0.046149,0.992728,-0.000000,0.232978,2,0.000021,0.034011,0.225019,1.345525,294.759328,0.671556,0.003644,2.294842,-0.078234,0,6.060741,1,stable,0.003644,0.000000,0.000000,0.416209,0.225019,1.345525
2.300000,-0.131848,0.992063,0.000000,0.233780,2,0.000021,0.024957,0.225792,1.347639,264.577068,0.678679,0.002915,2.294842,-0.083973,0,6.359694,1,stable,0.002915,-0.000000,0.000000,0.419154,0.225792,1.347639
2.400000,0.196971,0.990669,0.000000,0.234263,2,0.000021,0.015324,0.226258,1.348999,255.089077,0.680067,0.002332,2.294842,-0.090541,0,6.060741,1,stable,0.002332,0.000000,0.000000,0.420923,0.226258,1.348999
2.500000,0.650983,0.989045,-0.000000,0.234431,2,0.000021,0.005308,0.226419,1.349468,285.356033,0.748218,0.001865,2.294842,-0.096333,0,5.788631,1,stable,0.001865,0.000000,0.000000,0.421513,0.226419,1.349468
2.600000,0.340269,0.987842,-0.000000,0.234288,1,0.000021,0.004817,0.226280,1.348999,270.528060,0.793345,0.001492,2.129145,-0.100159,0,5.513024,1,stable,0.001492,0.000000,0.000000,0.420923,0.226280,1.348999
2.700000,-0.430554,0.987566,0.000000,0.233836,1,0.000022,0.014743,0.225842,1.347639,345.446171,0.735898,0.001194,2.129145,-0.004905,0,5.262469,1,stable,0.001194,-0.000000,0.000000,0.419154,0.225842,1.347639
2.800000,-0.664038,0.988351,0.000000,0.233077,1,0.000024,0.024170,0.225107,1.345525,390.047731,0.770866,0.000955,2.129145,0.099261,0,5.252222,1,stable,0.000955,-0.000000,0.000000,0.416209,0.225107,1.345525
2.900000,-0.291411,0.989907,-0.000000,0.232015,1,0.000023,0.032842,0.224078,1.342872,368.148077,0.686593,0.000764,2.129145,0.094267,0,5.242014,1,stable,0.000764,-0.000000,0.000000,0.412092,0.224078,1.342872
