t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
28.100000,0.162149,0.992522,-0.000372,0.079529,4,0.000022,6.263563,0.059078,1.343002,228.401690,0.178615,0.763914,0.072034,1.601115,14.940587,0.100000,5.671075,0.743987,transitoire,0.019678,0.032460,0.998582,0.998582,0.001000,0.059078,1.343002
28.200000,-0.011123,0.992728,0.002183,0.073179,4,0.000022,8.439448,0.045716,1.345526,223.759631,0.198908,0.766391,0.031220,1.699516,-1.473168,0.100000,5.637517,0.743594,transitoire,0.021320,-0.002222,0.998839,0.998839,0.001000,0.045716,1.345526
28.300000,0.007221,0.992063,0.000254,0.104000,1,0.000022,2.717069,0.089851,1.347691,224.372711,0.196132,0.766573,0.058721,1.835493,21.758849,0.100000,5.671075,0.743439,transitoire,0.020074,0.001467,0.999049,0.999049,0.001000,0.089851,1.347691
28.400000,-0.169413,0.990669,0.000750,0.066021,4,0.000022,5.038182,0.047408,1.349051,222.764430,0.203478,0.777518,0.053091,1.870898,-57.223789,0.100000,5.703255,0.742041,transitoire,0.019189,-0.033902,0.999221,0.999221,0.001000,0.047408,1.349051
28.500000,-0.026450,0.989045,0.001076,0.080516,4,0.000022,5.647764,0.061411,1.349467,222.056151,0.206777,0.776438,0.023329,1.946913,23.211129,0.100000,5.671075,0.740951,transitoire,0.015487,-0.005288,0.999362,0.999362,0.001000,0.061411,1.349467
28.600000,0.162540,0.987842,0.001283,0.104217,1,0.000022,1.768194,0.092157,1.348999,222.217981,0.206020,0.775312,0.083362,2.010721,6.095827,0.100000,5.703255,0.740829,chronique,0.014285,0.032580,0.999478,0.999478,0.001000,0.092157,1.348999
28.700000,0.030659,0.987566,-0.000022,0.023937,4,0.000022,25.205554,0.015258,1.347646,221.036276,0.211598,0.838134,0.031261,2.028966,-38.795706,0.100000,5.671075,0.738119,transitoire,0.016207,0.006130,0.999572,0.999572,0.001000,0.015258,1.347646
28.800000,0.095389,0.988351,0.003739,0.096754,4,0.000022,4.441314,0.082133,1.345499,221.563705,0.209095,0.817322,0.048812,2.450971,234.373599,0.100000,5.703255,0.734770,transitoire,0.015892,0.019078,0.999650,0.999650,0.001000,0.082133,1.345499
28.900000,-0.017114,0.989907,-0.000326,0.049042,1,0.000022,4.933189,0.041962,1.342860,219.833090,0.217389,0.845913,0.047064,2.514866,-207.642396,0.100000,5.735801,0.734132,transitoire,0.016641,-0.003429,0.999713,0.999713,0.001000,0.041962,1.342860
29,0.041501,0.991674,-0.000671,0.052703,4,0.000022,3.693235,0.041882,1.339893,219.077247,0.221086,0.829265,0.053235,2.587118,4.918751,0.100000,5.795242,0.732428,transitoire,0.015531,0.008310,0.999765,0.999765,0.001000,0.041882,1.339893
29.100000,-0.085486,0.993071,-0.001652,0.058993,4,0.000022,7.503419,0.037420,1.337017,218.313222,0.224868,0.831248,0.045596,2.605866,-12.399543,0.100000,5.855928,0.730681,transitoire,0.015427,-0.017161,0.999808,0.999808,0.001000,0.037420,1.337017
29.200000,0.070750,0.993711,-0.002166,0.078012,1,0.000022,6.282153,0.058089,1.334293,217.635722,0.228260,0.838281,0.052437,2.720376,38.101845,0.100000,5.864112,0.729470,transitoire,0.013268,0.014190,0.999843,0.999843,0.001000,0.058089,1.334293
29.300000,0.000485,0.993500,-0.002216,0.076237,4,0.000022,8.789869,0.048663,1.332311,217.519835,0.228844,0.824673,0.015866,2.814152,-12.212662,0.100000,5.872318,0.728436,transitoire,0.013752,0.000098,0.999871,0.999871,0.001000,0.048663,1.332311
29.400000,0.145019,0.992622,-0.002589,0.093716,1,0.000022,3.368905,0.087799,1.330986,216.341697,0.234838,0.825146,0.050056,2.950202,25.077157,0.100000,5.918844,0.728380,transitoire,0.013072,0.029036,0.999895,0.999895,0.001000,0.087799,1.330986
29.500000,-0.024814,0.991442,-0.000402,0.043837,4,0.000022,10.918198,0.031346,1.330596,215.592640,0.238705,0.822103,0.019738,2.994154,-54.209639,0.100000,5.966113,0.728927,transitoire,0.014768,-0.004970,0.999914,0.999914,0.001000,0.031346,1.330596
29.600000,-0.053018,0.990387,0.002426,0.111574,4,0.000022,4.866755,0.092733,1.331010,215.607428,0.238629,0.882190,0.034371,3.126222,75.492929,0.100000,5.975729,0.726947,transitoire,0.013627,-0.010636,0.999929,0.999929,0.017293,0.092733,1.331010
29.700000,-0.132861,0.989817,0.000774,0.105225,4,0.000022,5.882786,0.074320,1.332393,214.023052,0.246950,0.895876,0.040863,3.194194,-60.514425,0.100000,5.985376,0.725306,transitoire,0.012086,-0.026603,0.999942,0.999942,0.037621,0.074320,1.332393
29.800000,0.099999,0.989924,-0.000664,0.079199,2,0.000022,11.278739,0.051207,1.334401,213.173365,0.251493,0.874523,0.058830,3.279041,10.160309,0.100000,6.034622,0.725619,transitoire,0.009329,0.020128,0.999953,0.999953,0.058247,0.051207,1.334401
29.900000,0.175026,0.990647,0.000142,0.071725,4,0.000022,9.721280,0.045388,1.337179,214.188655,0.246071,0.863792,0.047756,3.453239,53.959531,0.100000,6.084684,0.725890,transitoire,0.010491,0.035051,0.999961,0.999961,0.079073,0.045388,1.337179
30,0.074698,0.991674,0.002740,0.074291,4,0.000025,10.066085,0.044861,1.339942,212.552565,0.254846,0.862783,0.026656,3.601225,-15.574593,0.100000,6.034622,0.726790,transitoire,0.012802,0.014950,0.999968,0.999968,0.100000,0.044861,1.339942
30.100000,-0.147383,0.992522,-0.000222,0.084154,4,0.000023,6.107641,0.063907,1.342923,212.495683,0.255155,0.862500,0.059448,3.707206,3.448047,0.100000,6.084684,0.726867,transitoire,0.013371,-0.029558,0.999974,0.999974,0.120927,0.063907,1.342923
30.200000,-0.047280,0.992728,0.001039,0.039058,1,0.000022,23.276867,0.017484,1.345525,212.305529,0.256189,0.847864,0.021667,3.793229,-39.584439,0.100000,6.035501,0.726656,transitoire,0.010312,-0.009462,0.999979,0.999979,0.141753,0.017484,1.345525
30.300000,0.196391,0.992063,0.000394,0.105504,1,0.000022,6.106688,0.079393,1.347599,212.563314,0.254788,0.824586,0.049791,4.160695,171.692262,0.100000,6.084684,0.725145,transitoire,0.009031,0.039320,0.999983,0.999983,0.162379,0.079393,1.347599
30.400000,-0.097073,0.990669,-0.000658,0.066934,1,0.000022,17.570891,0.030857,1.348999,212.289279,0.256277,0.821100,0.031762,4.246668,-171.701793,0.100000,6.035501,0.724439,transitoire,0.011760,-0.019455,0.999986,0.999986,0.182707,0.030857,1.348999
30.500000,0.261003,0.989045,-0.001635,0.110084,1,0.000022,6.777372,0.081598,1.349379,214.802579,0.242832,0.882111,0.057514,4.520284,114.642034,0.100000,6.084684,0.723853,transitoire,0.009598,0.052299,0.999988,0.999988,0.202643,0.081598,1.349379
30.600000,0.147259,0.987842,-0.001353,0.093225,4,0.000022,14.752237,0.041789,1.348999,214.790792,0.242894,0.889484,0.043496,4.556688,-107.935197,0.100000,6.035501,0.724943,transitoire,0.013349,0.029562,0.999990,0.999990,0.222096,0.041789,1.348999
30.700000,-0.146601,0.987566,-0.001514,0.067797,4,0.000022,9.051430,0.051392,1.347736,211.625516,0.259909,0.899748,0.044447,4.780220,79.748654,0.100000,5.992137,0.725143,transitoire,0.015073,-0.029374,0.999992,0.999992,0.240981,0.051392,1.347736
30.800000,0.041363,0.988351,0.002053,0.059394,4,0.000022,10.091854,0.033825,1.345525,211.072546,0.262959,0.874642,0.024622,4.911623,-57.008066,0.100000,6.005565,0.725249,transitoire,0.011943,0.008277,0.999994,0.999994,0.259218,0.033825,1.345525
30.900000,-0.141669,0.989907,-0.000884,0.093278,3,0.000022,7.662335,0.059849,1.342944,212.097107,0.257325,0.875017,0.040426,5.059684,10.404235,0.100000,6.019052,0.724985,transitoire,0.012016,-0.028410,0.999995,0.999995,0.276734,0.059849,1.342944
31,-0.054846,0.991674,0.001087,0.066482,1,0.000022,6.679075,0.051571,1.339945,209.894373,0.269535,0.891520,0.041229,5.167948,-24.295186,0.100000,6.051690,0.725108,transitoire,0.009117,-0.010980,0.999996,0.999996,0.293459,0.051571,1.339945
31.100000,-0.194652,0.993071,0.001391,0.098808,1,0.000022,10.581900,0.045188,1.337104,208.625369,0.276733,0.888027,0.046949,5.191934,-9.832605,0.100000,6.084684,0.724332,transitoire,0.007772,-0.039176,0.999996,0.999996,0.309334,0.045188,1.337104
31.200000,-0.070204,0.993711,0.000909,0.110544,1,0.000023,7.509558,0.086349,1.334412,207.800193,0.281477,0.886048,0.089607,5.344328,39.028254,0.100000,6.051690,0.724187,transitoire,0.004214,-0.014031,0.999997,0.999997,0.324303,0.086349,1.334412
31.300000,0.001275,0.993500,0.002331,0.031794,3,0.000022,27.237910,0.018532,1.332384,207.412032,0.283725,0.882036,0.008288,5.447946,-30.723417,0.100000,6.084684,0.724381,transitoire,0.002869,0.000255,0.999998,0.999998,0.338318,0.018532,1.332384
31.400000,0.074838,0.992622,0.001206,0.161866,4,0.000023,4.374270,0.146881,1.331018,206.212982,0.290739,0.877266,0.045976,5.864576,197.283518,0.100000,6.114471,0.722717,transitoire,0.002746,0.015003,0.999998,0.999998,0.351335,0.146881,1.331018
31.500000,0.004400,0.991442,0.000105,0.017665,4,0.000022,69.071277,0.008742,1.330544,205.541943,0.294708,0.873361,0.014182,5.917427,-228.636405,0.100000,6.144551,0.723065,transitoire,0.003822,0.000880,0.999998,0.999998,0.363320,0.008742,1.330544
31.600000,0.207041,0.990387,-0.001659,0.133864,4,0.000023,4.584655,0.104808,1.330997,205.285374,0.296234,0.866968,0.072664,6.904206,646.970070,0.100000,6.186275,0.722167,transitoire,0.003702,0.041559,0.999999,0.999999,0.374240,0.104808,1.330997
31.700000,-0.004671,0.989817,-0.000100,0.003138,4,0.000022,51.587135,0.001644,1.332325,205.214311,0.296657,0.869547,0.010472,6.959279,-644.866218,0.100000,6.144551,0.722594,transitoire,0.006879,-0.000934,0.999999,0.999999,0.384069,0.001644,1.332325
31.800000,0.220034,0.989924,-0.001633,0.167673,4,0.000022,4.987801,0.143274,1.334401,205.618948,0.294251,0.871109,0.130540,7.748751,470.024801,0.100000,6.186275,0.722282,transitoire,0.006460,0.044047,0.999999,0.999999,0.392784,0.143274,1.334401
31.900000,-0.000517,0.990647,-0.000002,0.004854,4,0.000022,71.889993,0.002171,1.337040,204.955353,0.298204,0.871341,0.014247,7.810014,-465.993343,0.100000,6.144551,0.723203,transitoire,0.009700,-0.000103,0.999999,0.999999,0.400369,0.002171,1.337040
32,0.110878,0.991674,0.005448,0.092592,1,0.000022,4.878458,0.082002,1.339942,204.368235,0.301726,0.871686,0.051094,8.916306,669.021925,0.100000,6.186275,0.722926,transitoire,0.009207,0.022199,0.999999,0.999999,0.406809,0.082002,1.339942
32.100000,0.190732,0.992522,0.000001,0.106795,2,0.000022,12.194904,0.048023,1.342759,202.773555,0.311411,0.860611,0.041326,8.854186,-670.115352,0.100000,6.228569,0.723467,transitoire,0.010542,0.038328,1.000000,1.000000,0.412092,0.048023,1.342759
32.200000,-0.074142,0.992728,-0.002563,0.133822,2,0.000022,7.181433,0.109405,1.345662,201.414646,0.319797,0.861656,0.059535,9.024778,73.164454,0.100000,6.186275,0.724050,transitoire,0.013116,-0.014882,1.000000,1.000000,0.416209,0.109405,1.345662
32.300000,-0.133599,0.992063,-0.000367,0.071235,4,0.000022,12.121793,0.032056,1.347664,202.568881,0.312667,0.874606,0.038049,9.116813,-50.134701,0.100000,6.228569,0.723809,transitoire,0.011256,-0.026793,1.000000,1.000000,0.419154,0.032056,1.347664
32.400000,-0.186583,0.990669,-0.000049,0.125726,4,0.000022,6.959112,0.081000,1.349000,200.882592,0.323113,0.864805,0.051956,9.283636,49.403597,0.100000,6.256459,0.723520,transitoire,0.008526,-0.037366,1.000000,1.000000,0.420923,0.081000,1.349000
32.500000,-0.030282,0.989045,0.001583,0.040698,4,0.000022,26.700041,0.018559,1.349515,200.033394,0.328442,0.840104,0.013271,9.368421,-51.626813,0.100000,6.228569,0.723936,transitoire,0.005077,-0.006057,1.000000,1.000000,0.421513,0.018559,1.349515
32.600000,0.015013,0.987842,0.000211,0.141100,4,0.000022,4.182797,0.113287,1.348999,200.357156,0.326405,0.841845,0.047435,9.631021,197.409295,0.100000,6.256459,0.722593,transitoire,0.004333,0.002986,1.000000,1.000000,0.420923,0.113287,1.348999
32.700000,0.154804,0.987566,0.000347,0.076003,4,0.000022,16.667239,0.034823,1.347690,199.351287,0.332755,0.843237,0.040068,9.670897,-225.172441,0.100000,6.284600,0.722296,transitoire,0.004358,0.031068,1.000000,1.000000,0.419154,0.034823,1.347690
32.800000,0.335308,0.988351,0.001741,0.128825,4,0.000022,6.846463,0.090119,1.345527,198.739255,0.336649,0.846954,0.083450,9.899345,124.844420,0.100000,6.256459,0.721681,transitoire,0.006653,0.067524,1.000000,1.000000,0.416209,0.090119,1.345527
32.900000,0.028348,0.989907,0.001878,0.054975,4,0.000022,16.102657,0.027176,1.342879,198.153054,0.340399,0.852865,0.022652,9.977810,-98.207768,0.100000,6.228569,0.723536,transitoire,0.011783,0.005671,1.000000,1.000000,0.412092,0.027176,1.342879
33,0.230295,0.991674,0.001848,0.113489,1,0.000022,6.744489,0.062869,1.339902,201.104635,0.321727,0.852785,0.060224,10.196095,92.561941,0.100000,6.256459,0.722176,transitoire,0.011653,0.046458,1.000000,1.000000,0.406809,0.062869,1.339902
33.100000,0.067683,0.993071,-0.000285,0.083686,1,0.000022,9.007474,0.054300,1.337019,199.890293,0.329345,0.852095,0.034833,10.144578,-93.581678,0.100000,6.228569,0.723120,transitoire,0.014829,0.013554,1.000000,1.000000,0.400369,0.054300,1.337019
33.200000,-0.013705,0.993711,-0.002571,0.043243,4,0.000022,8.508328,0.030190,1.334379,197.956192,0.341663,0.854535,0.021133,10.253070,22.629849,0.100000,6.256459,0.722559,transitoire,0.015184,-0.002743,1.000000,1.000000,0.392784,0.030190,1.334379
33.300000,0.069754,0.993500,-0.000923,0.107126,1,0.000022,4.895688,0.070956,1.332323,196.440932,0.351467,0.854250,0.046435,10.353913,-4.991459,0.100000,6.284600,0.722574,transitoire,0.014203,0.013999,1.000000,1.000000,0.384069,0.070956,1.332323
33.400000,-0.075866,0.992622,-0.000704,0.036124,1,0.000022,19.301261,0.021768,1.331005,196.247925,0.352725,0.852977,0.029815,10.400592,-36.126395,0.100000,6.404930,0.722946,transitoire,0.014625,-0.015190,1.000000,1.000000,0.374240,0.021768,1.331005
33.500000,-0.047131,0.991442,-0.001111,0.060744,1,0.000022,6.056821,0.048400,1.330532,195.755744,0.355942,0.855509,0.036000,10.661683,144.055727,0.100000,6.529959,0.722390,transitoire,0.012665,-0.009464,1.000000,1.000000,0.363320,0.048400,1.330532
33.600000,0.317351,0.990387,-0.000954,0.106543,4,0.000022,7.037796,0.070243,1.331017,194.905050,0.361533,0.854216,0.068370,10.593965,-132.444404,0.100000,6.539501,0.722513,transitoire,0.011266,0.063720,1.000000,1.000000,0.351335,0.070243,1.331017
33.700000,0.027942,0.989817,0.000956,0.097533,1,0.000022,10.457532,0.058986,1.332333,196.605214,0.350398,0.871045,0.039261,10.667254,9.809752,0.100000,6.529959,0.723432,transitoire,0.015858,0.005600,1.000000,1.000000,0.338318,0.058986,1.332333
33.800000,-0.007098,0.989924,0.004248,0.013301,1,0.000023,32.419743,0.006999,1.334403,198.844059,0.335980,0.870957,0.016938,10.790156,34.197362,0.100000,6.539501,0.723416,transitoire,0.015518,-0.001420,1.000000,1.000000,0.324303,0.006999,1.334403
33.900000,0.063800,0.990647,-0.000530,0.095941,2,0.000022,4.853778,0.076597,1.337023,194.845855,0.361924,0.879630,0.049121,11.235180,219.622112,0.100000,6.549072,0.722892,transitoire,0.014627,0.012762,1.000000,1.000000,0.309334,0.076597,1.337023
34,-0.145277,0.991674,-0.000073,0.075625,4,0.000022,14.353080,0.035642,1.339944,194.242508,0.365914,0.884650,0.044295,11.272296,-275.659653,0.100000,6.576821,0.723169,transitoire,0.014928,-0.029190,1.000000,1.000000,0.293459,0.035642,1.339944
34.100000,-0.117042,0.992522,0.000479,0.062689,4,0.000022,8.167742,0.050601,1.342860,194.202266,0.366181,0.890961,0.035247,11.316945,94.993021,0.100000,6.549072,0.723785,transitoire,0.011820,-0.023427,1.000000,1.000000,0.276734,0.050601,1.342860
34.200000,-0.241696,0.992728,-0.001942,0.085431,4,0.000022,7.885257,0.051456,1.345533,193.257579,0.372468,0.893445,0.060381,11.395940,-61.853379,0.100000,6.576821,0.723972,transitoire,0.009334,-0.048536,1.000000,1.000000,0.259218,0.051456,1.345533
34.300000,0.168965,0.992063,0.001531,0.078522,4,0.000022,10.406439,0.047646,1.347617,192.395060,0.378246,0.891754,0.041723,11.470000,-2.824855,0.100000,6.549072,0.724986,transitoire,0.004941,0.033901,1.000000,1.000000,0.240981,0.047646,1.347617
34.400000,0.050524,0.990669,-0.002803,0.088820,1,0.000022,8.475948,0.062432,1.348932,195.643560,0.356677,0.883518,0.028242,11.580129,25.211825,0.100000,6.539501,0.725985,transitoire,0.007436,0.010112,1.000000,1.000000,0.222096,0.062432,1.348932
34.500000,0.173055,0.989045,-0.002012,0.070326,4,0.000022,10.160328,0.046934,1.349523,194.291180,0.365591,0.877441,0.039235,11.660533,-19.304911,0.100000,6.549072,0.725425,transitoire,0.007883,0.034665,1.000000,1.000000,0.202643,0.046934,1.349523
34.600000,0.009011,0.987842,0.000991,0.114152,4,0.000022,7.662263,0.075290,1.349071,191.782731,0.382369,0.882106,0.040200,11.639102,16.843795,0.100000,6.539501,0.726303,transitoire,0.010293,0.001812,1.000000,1.000000,0.182707,0.075290,1.349071
34.700000,0.077631,0.987566,0.000957,0.040533,4,0.000022,23.885698,0.019526,1.347638,191.796776,0.382274,0.874848,0.030774,11.704463,-24.980650,0.100000,6.549072,0.726043,transitoire,0.009925,0.015545,1.000000,1.000000,0.162379,0.019526,1.347638
34.800000,0.108316,0.988351,-0.000929,0.075603,4,0.000022,6.609318,0.052817,1.345513,190.924907,0.388173,0.854756,0.047009,11.999622,162.234357,0.100000,6.576821,0.725715,transitoire,0.010686,0.021757,1.000000,1.000000,0.141753,0.052817,1.345513
34.900000,-0.039229,0.989907,-0.000976,0.083783,4,0.000022,6.834774,0.049048,1.342892,190.023961,0.394304,0.854503,0.027069,12.045913,-172.763806,0.100000,6.604806,0.725765,transitoire,0.011912,-0.007857,1.000000,1.000000,0.120927,0.049048,1.342892
35,0.085182,0.991674,0.002268,0.086671,2,0.000023,8.404934,0.057748,1.339907,189.929312,0.394950,0.834707,0.052662,12.093508,2.254566,0.100000,6.623105,0.724960,transitoire,0.010681,0.017135,1.000000,1.000000,0.100000,0.057748,1.339907
35.100000,-0.167968,0.993071,-0.000214,0.071437,4,0.000023,10.559647,0.042773,1.337061,189.676661,0.396676,0.836244,0.045246,12.041556,15.701597,0.100000,6.641506,0.725022,transitoire,0.011533,-0.033713,1.000000,1.000000,0.079073,0.042773,1.337061
35.200000,0.030780,0.993711,0.002848,0.066278,2,0.000022,9.650522,0.042089,1.334342,189.795409,0.395865,0.836928,0.008900,12.138266,21.547131,0.100000,6.623105,0.725144,transitoire,0.008229,0.006156,1.000000,1.000000,0.058247,0.042089,1.334342
35.300000,-0.078789,0.993500,0.000566,0.103117,2,0.000022,3.984211,0.096163,1.332351,189.775212,0.396003,0.840927,0.061761,12.215963,-9.091252,0.100000,6.641506,0.725046,transitoire,0.008316,-0.015831,1.000000,1.000000,0.037621,0.096163,1.332351
35.400000,-0.013924,0.992622,0.000623,0.007991,2,0.000022,46.224039,0.003725,1.331003,188.115984,0.407396,0.858367,0.015536,12.215963,-56.663109,0.100000,6.676879,0.724349,transitoire,0.006619,-0.002785,1.000000,1.000000,0.017293,0.003725,1.331003
35.500000,-0.011626,0.991442,0.001342,0.067221,1,0.000022,5.207853,0.051714,1.330545,187.088112,0.414505,0.857884,0.050248,12.808094,422.398285,0.100000,6.712632,0.723855,transitoire,0.006063,-0.002297,1.000000,1.000000,0.001000,0.051714,1.330545
35.600000,0.029561,0.990387,-0.000211,0.023140,1,0.000022,25.841067,0.011581,1.331004,186.379518,0.419426,0.871737,0.017968,12.702535,-410.161869,0.100000,6.725503,0.722375,transitoire,0.005574,0.005913,1.000000,1.000000,0.001000,0.011581,1.331004
35.700000,-0.069034,0.989817,-0.000486,0.042201,0,0.000022,5.532123,0.035373,1.332330,185.850214,0.423113,0.872237,0.019583,13.000685,206.332140,0.100000,6.738424,0.721675,transitoire,0.005773,-0.013810,1.000000,1.000000,0.001000,0.035373,1.332330
35.800000,-0.022317,0.989924,0.000425,0.078891,2,0.000022,4.128666,0.059881,1.334419,185.583543,0.424974,0.877251,0.042063,13.015835,-203.089441,0.100000,6.797353,0.721214,transitoire,0.004368,-0.004488,1.000000,1.000000,0.001000,0.059881,1.334419
35.900000,0.049984,0.990647,0.000658,0.041776,2,0.000023,14.287161,0.027550,1.337008,185.033084,0.428822,0.877171,0.010095,13.015835,-14.034561,0.100000,6.857322,0.721101,transitoire,0.003786,0.009997,1.000000,1.000000,0.001000,0.027550,1.337008
36,0.029782,0.991674,-0.001421,0.091635,4,0.000023,3.353506,0.083108,1.339944,184.458623,0.432847,0.867363,0.074785,13.150592,101.584944,0.100000,6.898354,0.720556,transitoire,0.004406,0.005941,1.000000,1.000000,0.001000,0.083108,1.339944
36.100000,-0.000581,0.992522,0.000232,0.000358,4,0.000022,41.477074,0.000176,1.342871,183.998572,0.436076,0.872155,0.010625,13.033250,-109.336547,0.100000,6.939880,0.720407,transitoire,0.004666,-0.000116,1.000000,1.000000,0.001000,0.000176,1.342871
36.200000,-0.115301,0.992728,-0.004081,0.088381,4,0.000022,4.998078,0.074597,1.345525,183.459720,0.439866,0.844607,0.050079,13.538626,381.235676,0.100000,6.962154,0.719252,transitoire,0.004423,-0.023090,1.000000,1.000000,0.001000,0.074597,1.345525
36.300000,0.085446,0.992063,0.000000,0.047574,4,0.000022,20.155130,0.021383,1.347642,183.101394,0.442390,0.846413,0.023605,13.543356,-364.789954,0.100000,6.984573,0.719520,transitoire,0.002334,0.017102,1.000000,1.000000,0.001000,0.021383,1.347642
36.400000,0.103382,0.990669,-0.001243,0.057956,3,0.000022,7.181095,0.048639,1.349012,183.718647,0.438044,0.841840,0.038643,13.752964,151.570519,0.100000,7.034661,0.720021,transitoire,0.003601,0.020700,1.000000,1.000000,0.001000,0.048639,1.349012
36.500000,-0.026804,0.989045,0.001027,0.026619,4,0.000022,11.371059,0.015875,1.349472,182.487671,0.446720,0.844923,0.016799,13.784667,-129.740352,0.100000,7.085472,0.720191,transitoire,0.005096,-0.005362,1.000000,1.000000,0.001000,0.015875,1.349472
36.600000,0.073680,0.987842,0.001132,0.092180,4,0.000022,5.666091,0.070122,1.349007,182.363336,0.447598,0.844063,0.066743,13.752051,41.899638,0.100000,7.124421,0.720324,transitoire,0.004407,0.014742,1.000000,1.000000,0.001000,0.070122,1.349007
36.700000,-0.063242,0.987566,0.000120,0.031723,4,0.000022,25.813779,0.016593,1.347627,181.961039,0.450442,0.850735,0.024887,13.762694,-57.049674,0.100000,7.163800,0.719531,transitoire,0.005379,-0.012659,1.000000,1.000000,0.001000,0.016593,1.347627
36.800000,0.229754,0.988351,-0.003124,0.081825,2,0.000022,5.981696,0.057908,1.345532,181.431303,0.454191,0.853399,0.046157,14.045371,201.476872,0.100000,7.227299,0.719879,transitoire,0.004086,0.046053,1.000000,1.000000,0.001000,0.057908,1.345532
36.900000,0.037852,0.989907,0.000856,0.053239,2,0.000022,9.610276,0.040868,1.342895,182.414887,0.447234,0.853353,0.024548,14.059762,-198.320830,0.100000,7.163800,0.719937,transitoire,0.007607,0.007567,1.000000,1.000000,0.001000,0.040868,1.342895
37,0.114949,0.991674,0.000644,0.085722,2,0.000022,7.112379,0.060687,1.339959,182.136016,0.449204,0.851548,0.036735,14.122965,36.285802,0.100000,7.227299,0.720159,transitoire,0.007839,0.023047,1.000000,1.000000,0.001000,0.060687,1.339959
37.100000,-0.044022,0.993071,0.000899,0.042983,4,0.000022,8.503231,0.034795,1.337025,180.191352,0.462987,0.851468,0.018118,14.029491,-24.978969,0.100000,7.291935,0.720184,transitoire,0.009312,-0.008806,1.000000,1.000000,0.001000,0.034795,1.337025
37.200000,0.152478,0.993711,0.001505,0.074279,4,0.000022,5.582190,0.048918,1.334405,179.714025,0.466379,0.842403,0.044066,14.076363,13.908526,0.100000,7.354415,0.719311,transitoire,0.008134,0.030605,1.000000,1.000000,0.001000,0.048918,1.334405
37.300000,-0.171632,0.993500,0.000268,0.077101,2,0.000022,9.647052,0.040086,1.332334,180.050895,0.463985,0.864983,0.050915,14.084151,-29.210419,0.100000,7.291935,0.719777,transitoire,0.010203,-0.034498,1.000000,1.000000,0.001000,0.040086,1.332334
37.400000,0.010944,0.992622,0.001967,0.029388,2,0.000022,12.305471,0.019712,1.331003,180.939982,0.457673,0.863729,0.020172,14.145603,40.648628,0.100000,7.227299,0.720003,transitoire,0.006902,0.002189,1.000000,1.000000,0.001000,0.019712,1.331003
37.500000,-0.185868,0.991442,0.000254,0.059861,2,0.000022,3.726988,0.040970,1.330545,180.044559,0.464030,0.882654,0.046773,14.240238,26.584185,0.100000,7.291935,0.718958,transitoire,0.006734,-0.037224,1.000000,1.000000,0.001000,0.040970,1.330545
37.600000,0.065404,0.990387,-0.000205,0.027622,2,0.000022,14.932682,0.017373,1.330999,178.539772,0.474737,0.879597,0.021258,14.121391,-85.784827,0.100000,7.227299,0.719884,transitoire,0.003386,0.013087,1.000000,1.000000,0.001000,0.017373,1.330999
37.700000,0.245419,0.989817,-0.000994,0.075661,4,0.000022,5.497056,0.060385,1.332322,178.841063,0.472591,0.880124,0.045354,14.249349,112.056941,0.100000,7.291935,0.720184,transitoire,0.004275,0.049160,1.000000,1.000000,0.001000,0.060385,1.332322
37.800000,0.078504,0.989924,-0.000547,0.039201,4,0.000022,11.832829,0.027265,1.334410,177.122007,0.484847,0.876292,0.024630,14.249349,-94.356264,0.100000,7.227299,0.720723,transitoire,0.008039,0.015706,1.000000,1.000000,0.001000,0.027265,1.334410
37.900000,-0.031981,0.990647,0.002283,0.059308,1,0.000022,7.249252,0.038414,1.337031,178.226602,0.476969,0.877901,0.028469,14.332253,63.357726,0.100000,7.291935,0.719195,transitoire,0.008907,-0.006406,1.000000,1.000000,0.001000,0.038414,1.337031
38,-0.100170,0.991674,-0.000525,0.052088,1,0.000022,8.186665,0.037421,1.339955,176.943866,0.486119,0.878966,0.027983,14.354188,-45.835761,0.100000,7.354415,0.719216,transitoire,0.007944,-0.020039,1.000000,1.000000,0.001000,0.037421,1.339955
38.100000,0.020341,0.992522,0.001033,0.032121,2,0.000022,14.550878,0.018650,1.342873,176.473787,0.489475,0.871795,0.008441,14.274090,9.374122,0.100000,7.417975,0.718442,transitoire,0.005925,0.004068,1.000000,1.000000,0.001000,0.018650,1.342873
38.200000,-0.029492,0.992728,0.000380,0.079523,3,0.000022,3.814031,0.077979,1.345531,176.665019,0.488109,0.874267,0.041544,14.389715,63.642132,0.100000,7.428136,0.718160,transitoire,0.005958,-0.005905,1.000000,1.000000,0.001000,0.077979,1.345531
38.300000,0.013510,0.992063,0.000251,0.052660,3,0.000023,8.620846,0.033219,1.347613,176.013735,0.492760,0.873072,0.036668,14.389715,-107.368473,0.100000,7.438325,0.718254,transitoire,0.005183,0.002708,1.000000,1.000000,0.001000,0.033219,1.347613
