t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
48.900000,-0.141592,0.989907,-0.000303,0.123500,2,0.000022,1.384010,0.115788,1.342834,152.452836,0.655703,0.839958,0.068334,16.446133,8.248100,0.100000,7.972189,0.721008,chronique,0.008046,-0.028370,1,1,0.001000,0.115788,1.342834
49,-0.083483,0.991674,-0.000606,0.097459,2,0.000022,1.321840,0.091988,1.339942,152.224625,0.657174,0.839962,0.062843,16.446133,-8.487448,0.100000,7.965233,0.721057,chronique,0.005348,-0.016741,1,1,0.001000,0.091988,1.339942
49.100000,-0.030956,0.993071,-0.000063,0.098632,1,0.000022,1.076222,0.095153,1.337038,152.055075,0.658264,0.869105,0.054368,16.364675,-0.621694,0.100000,7.972189,0.720524,chronique,0.003727,-0.006208,1,1,0.001000,0.095153,1.337038
49.200000,0.058343,0.993711,0.000494,0.104062,2,0.000022,0.894500,0.101893,1.334504,151.563441,0.661417,0.869346,0.043676,16.364675,-2.456181,0.100000,7.976146,0.720599,chronique,0.003038,0.011676,1,1,0.001000,0.101893,1.334504
49.300000,0.143187,0.993500,0.001479,0.118410,2,0.000022,0.814308,0.114406,1.332444,151.288847,0.663172,0.880672,0.036833,16.364675,-1.817221,0.100000,7.980107,0.720564,chronique,0.003831,0.028657,1,1,0.001000,0.114406,1.332444
49.400000,0.147091,0.992622,0.001812,0.124363,4,0.000022,0.487266,0.118276,1.331157,150.976202,0.665164,0.869142,0.059331,16.364675,-0.801915,0.100000,7.976146,0.721412,chronique,0.005957,0.029448,1,1,0.001000,0.118276,1.331157
49.500000,0.035810,0.991442,0.001866,0.111941,1,0.000022,0.531219,0.107210,1.330593,150.741960,0.666653,0.874010,0.084672,16.364675,-3.270421,0.100000,7.972189,0.721223,stable,0.008042,0.007101,1,1,0.001000,0.107210,1.330593
49.600000,-0.024240,0.990387,0.000112,0.099477,4,0.000022,1.859172,0.089634,1.330872,150.658218,0.667185,0.871546,0.039903,16.284197,0.439527,0.100000,7.976146,0.720620,stable,0.008214,-0.004848,1,1,0.017293,0.089634,1.330872
49.700000,-0.203889,0.989817,-0.001891,0.131606,4,0.000022,1.440276,0.125527,1.332301,150.265655,0.669671,0.877431,0.094323,16.284197,13.279530,0.100000,7.980107,0.719967,stable,0.007411,-0.040916,1,1,0.037621,0.125527,1.332301
49.800000,-0.296361,0.989924,-0.000222,0.091683,2,0.000022,3.216069,0.085081,1.334424,150.086961,0.670799,0.878663,0.075217,16.284197,-4.188961,0.100000,7.976146,0.720254,transitoire,0.003731,-0.059405,1,1,0.058247,0.085081,1.334424
49.900000,0.316198,0.990647,0.001518,0.115025,2,0.000022,2.621618,0.107564,1.337165,149.726406,0.673070,0.890906,0.079700,16.284197,17.757935,0.100000,7.972189,0.721780,transitoire,-0.001262,0.063439,1,1,0.079073,0.107564,1.337165
