event_type,t_start,t_end,metric,value,severity
anomaly,97,99,A_mean(t),749.952110,high
anomaly,62,66,entropy_S,3.239239,low
anomaly,68,70,entropy_S,10.021048,high
anomaly,82,99,entropy_S,10.430982,high
anomaly,83,91,entropy_S,7.836691,medium
anomaly,47,60,effort(t),1932444645371596081431779247712009092751405908297549848337032934972194816.000000,high
anomaly,48,60,effort(t),1712406984715862532035808456725049320839378791159438427760455074906636288.000000,high
anomaly,49,60,effort(t),1495334291879068139415873895019134837363881192625452961540814324379942912.000000,high
anomaly,50,60,effort(t),1273114172732161224565960332067064300234675705165481925210086600653930496.000000,high
anomaly,51,60,effort(t),1038485515616251403648685382481538996760721984376044930310858914586951680.000000,high
anomaly,52,60,effort(t),789159891858316430108030958338402693609442865378552753673417545077489664.000000,high
anomaly,53,60,effort(t),540811481647322567952232584158742438172604573709759459717352183667097600.000000,high
anomaly,54,60,effort(t),319813444682892702715694712409294327445670004129699766812018555823849472.000000,high
anomaly,55,60,effort(t),149537970782189542926579336524055216908101479023880101555622528233242624.000000,high
anomaly,56,60,effort(t),45199394454633194979252068799502919478306839919940708960841022855708672.000000,high
anomaly,57,60,effort(t),5465352517422179997756126661011857029488015423988679325704915890733056.000000,high
anomaly,58,60,effort(t),81933741522593228851638352818834334930424457024565114092703243567104.000000,high
anomaly,86,99,effort(t),147.876816,high
anomaly,90,99,effort(t),93.651783,high
anomaly,91,97,effort(t),4.810179,medium
anomaly,92,95,effort(t),3.274112,low
anomaly,48,97,mean_high_effort,1379247765943830519087823909956467076876027926046609410469253285253480448.000000,high
anomaly,49,98,mean_high_effort,1262903046012688194415739855858018534386436449883260594293282981122408448.000000,high
anomaly,50,99,mean_high_effort,963948071833238264711827303863215065416849324198892048517202910308728832.000000,high
anomaly,51,99,mean_high_effort,654555593902623116542587495460649116906251171137421544796508395080253440.000000,high
anomaly,52,99,mean_high_effort,454765484630520868796593368142911426917998272098675527176884597886550016.000000,high
anomaly,53,99,mean_high_effort,302618879118065653158592115155560161653742157820078025557933025048657920.000000,high
anomaly,54,99,mean_high_effort,193900966286823864982081380332409212108537931857767262746584839570325504.000000,high
anomaly,55,99,mean_high_effort,116850651428983737960818198403640629989053874702066380680755268473061376.000000,high
anomaly,56,99,mean_high_effort,61937413738714566751401573989431268847400814481071952035051922088001536.000000,high
anomaly,57,99,mean_high_effort,25819697539294372780839184247615074904549144805773961938561638447710208.000000,high
anomaly,58,99,mean_high_effort,4253965830143077334940641065081168441431815465306556158284768613498880.000000,high
anomaly,59,99,mean_high_effort,74325292483981309239470983780327555173610830024516510413473984806912.000000,high
anomaly,60,99,mean_high_effort,4923027553559634988635757972362576501039529118353729891214557184.000000,high
anomaly,61,99,mean_high_effort,5231760241892634896249557464222314795940164384325632.000000,high
anomaly,62,99,mean_high_effort,4.898979,medium
anomaly,63,75,mean_high_effort,3.391165,low
anomaly,28,62,d_effort_dt,28061458259930469232494474332930581650918901154719560379108623735253368832.000000,high
anomaly,29,62,d_effort_dt,25344990448391275086849242825792647324746644496324352124553665653808037888.000000,high
anomaly,48,62,d_effort_dt,14471218400827015542751210770945215567088163192351475552716029968726884352.000000,high
anomaly,49,62,d_effort_dt,12785650608296038836415571939182202632578024372213537726538388174557675520.000000,high
anomaly,50,62,d_effort_dt,10502520061860817083305771027347673441378079818151086188565100268556910592.000000,high
anomaly,51,62,d_effort_dt,7790955639371939655360028907262030437462971458925208679120119753783377920.000000,high
anomaly,52,62,d_effort_dt,5170614181368367313265417351883304594812883468918073731458094246760808448.000000,high
anomaly,53,62,d_effort_dt,3064901677688168579195407386733728705736438369463276716016404755241762816.000000,high
anomaly,54,62,d_effort_dt,1637790599811866586496290643092445431026896556016499876786399407975170048.000000,high
anomaly,55,62,d_effort_dt,758325690893052527721808438478835903675351250191636285292405394157600768.000000,high
anomaly,56,62,d_effort_dt,275338442746354365899896498213034048434157331514699556519302705193156608.000000,high
anomaly,57,62,d_effort_dt,64098565615563613225943685504382170771017587539230468415083806231363584.000000,high
anomaly,58,62,d_effort_dt,6200045086234863179248621046357727128992240416665388797864804026941440.000000,high
anomaly,59,62,d_effort_dt,83173499039319748244618444806694887502384436785981514096857327861760.000000,high
anomaly,60,62,d_effort_dt,5333980259533938154472416006792353873517587909835983384983109632.000000,high
anomaly,91,99,d_effort_dt,254.420588,high
