t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000026,0,0.000457,1.339942,0,0.100000,0.493789,0,0,0,1,1,stable,0.493788,-0.000001,1,0.100000,0.000457,1.339942
0.100000,0.002186,0.992522,0,0.001957,0,0.000024,0.238359,0.000912,1.342872,0,0.100000,0.468656,0.238359,0,0,1,1,stable,0.469099,0.000442,1,0.120927,0.000912,1.342872
0.200000,0.006990,0.992728,-0.000000,0.003512,0,0.000021,0.399262,0.001691,1.345525,0,0.100000,0.444267,0.399262,2.383593,0,1,1,stable,0.445680,0.001413,1,0.141753,0.001691,1.345525
0.300000,0.013035,0.992063,-0.000023,0.005872,0,0.000020,0.636306,0.002947,1.347639,0.000000,0.100000,0.420881,0.636306,1.609025,0,1,1,stable,0.423510,0.002628,1,0.162379,0.002947,1.347639
0.400000,0.015938,0.990669,-0.000071,0.009151,0,0.000020,0.938452,0.004814,1.348999,0.001318,0.100000,0.399345,0.938452,2.370438,0,1,1,stable,0.402547,0.003202,1,0.182707,0.004814,1.348999
0.500000,0.013716,0.989045,-0.000154,0.013011,0,0.000020,1.196924,0.007205,1.349468,0.017114,0.100000,0.379932,1.196924,3.021465,0,1,1,stable,0.382679,0.002746,1,0.202643,0.007205,1.349468
0.600000,0.009836,0.987842,-0.000257,0.016571,0,0.000020,1.326496,0.009854,1.348998,0.040937,0.100000,0.361796,1.326496,2.584722,0,1,1,stable,0.363767,0.001971,1,0.222096,0.009854,1.348998
0.700000,0.008280,0.987566,-0.000279,0.019479,3,0.000020,1.186333,0.012902,1.347638,0.036376,0.100000,0.344071,1.186333,1.295713,0,1,1,stable,0.345738,0.001667,1,0.240981,0.012902,1.347638
0.800000,0.003694,0.988351,-0.000092,0.023299,3,0.000020,1.246467,0.017151,1.345525,0.035796,0.100000,0.327826,1.246467,-1.401628,0,1,1,stable,0.328586,0.000760,1,0.259218,0.017151,1.345525
0.900000,-0.025257,0.989907,0.000251,0.028072,3,0.000020,1.150868,0.022222,1.342875,0.028251,0.100000,0.317275,1.150868,0.601344,0,1,1,stable,0.312218,-0.005057,1,0.276734,0.022222,1.342875
1,-0.044865,0.991674,0.000464,0.030144,1,0.000020,1.151882,0.026017,1.339953,0.258937,0.639261,0.305242,1.286481,-0.955990,0,2.788323,1,stable,0.296198,-0.009044,1,0.293459,0.026017,1.339953
1.100000,-0.056812,0.993071,0.000149,0.037224,1,0.000022,1.067017,0.032984,1.337043,0.164546,0.611343,0.292154,1.256629,0.010143,0,4.561074,1,stable,0.280657,-0.011497,1,0.309334,0.032984,1.337043
1.200000,-0.048725,0.993711,-0.000265,0.047228,3,0.000021,1.096017,0.042138,1.334419,0.192596,0.507906,0.275569,1.256629,-0.848658,0,4.967793,1,stable,0.265694,-0.009875,1,0.324303,0.042138,1.334419
1.300000,0.019847,0.993500,-0.000337,0.058615,3,0.000021,1.427557,0.052802,1.332357,0.420670,0.375372,0.247790,1.256629,0.290004,0,4.358236,1,stable,0.251610,0.003820,1,0.338318,0.052802,1.332357
1.400000,0.027603,0.992622,0.000807,0.081424,3,0.000020,1.514326,0.071228,1.331110,1.943885,0.571566,0.233949,1.333507,3.315402,0,4.247282,1,stable,0.239339,0.005390,1,0.351335,0.071228,1.331110
1.500000,-0.170465,0.991442,0.002524,0.089339,4,0.000020,0.745249,0.082126,1.330677,1.734114,0.615403,0.262472,1.422793,0.867686,0,4.141837,1,stable,0.227808,-0.034664,1,0.363320,0.082126,1.330677
1.600000,-0.040617,0.990387,0.002366,0.071894,3,0.000020,2.545791,0.068121,1.330932,16.565895,0.890230,0.222020,1.378711,-7.690767,0,11.496907,1,transitoire,0.213613,-0.008407,1,0.374240,0.068121,1.330932
1.700000,0.216347,0.989817,-0.001333,0.098321,1,0.000020,1.360002,0.093454,1.332159,25.968412,0.874750,0.158995,1.703542,18.005423,0,10.695796,1,stable,0.202252,0.043257,1,0.384069,0.093454,1.332159
1.800000,0.504802,0.989924,-0.002149,0.143456,1,0.000020,1.539435,0.134747,1.334083,27.035306,0.814183,0.099696,1.711919,-11.857892,0,12.091588,1,stable,0.195639,0.101070,1,0.392784,0.134747,1.334083
1.900000,0.291742,0.990647,-0.002637,0.179698,4,0.000020,1.103631,0.172468,1.336771,26.048864,0.855086,0.139081,1.756777,1.794324,0,25.434470,1,stable,0.194034,0.057993,1,0.400369,0.172468,1.336771
2,0.176242,0.991674,-0.001760,0.157777,4,0.000020,2.014108,0.148384,1.339584,86.857214,0.710644,0.154150,1.756777,-4.358037,0,22.383836,1,transitoire,0.189024,0.034874,1,0.406809,0.148384,1.339584
2.100000,0.173506,0.992522,-0.002028,0.162247,1,0.000021,1.738120,0.150154,1.342979,53.904520,0.700190,0.147997,1.808243,9.104766,0,19.986623,1,stable,0.182394,0.034396,1,0.412092,0.150154,1.342979
2.200000,0.228313,0.992728,0.000760,0.181956,4,0.000035,1.643814,0.165202,1.345592,53.355344,0.702610,0.144495,1.870356,-2.759872,0,19.099754,1,chronique,0.176057,0.045273,1,0.416209,0.165202,1.345592
2.300000,-0.047429,0.992063,0.000240,0.192549,4,0.000024,0.407623,0.173545,1.347891,52.449241,0.687056,0.181463,1.896254,-0.943067,0,18.288247,1,chronique,0.170917,-0.010547,1,0.419154,0.173545,1.347891
2.400000,0.289443,0.990669,0.001918,0.174703,4,0.000020,2.091355,0.153195,1.348863,67.543602,0.706111,0.103728,1.896254,-12.361902,0,14.799410,1,transitoire,0.161517,0.057789,1,0.420923,0.153195,1.348863
2.500000,0.601031,0.989045,-0.002752,0.206458,4,0.000021,1.268361,0.195477,1.349634,100.692460,0.790698,0.106728,2.006638,16.837315,0,12.428443,1,chronique,0.158117,0.120348,1,0.421513,0.195477,1.349634
2.600000,0.332944,0.987842,-0.000473,0.207074,4,0.000022,0.895934,0.198806,1.349449,69.622959,0.769424,0.099580,1.928770,-8.229935,0,14.062223,1,chronique,0.159947,0.066592,1,0.420923,0.198806,1.349449
2.700000,-0.380713,0.987566,0.001865,0.200887,2,0.000020,0.524540,0.191318,1.348045,122.235278,0.692653,0.234835,1.928770,-3.724278,0,13.396442,1,stable,0.157337,-0.077498,1,0.419154,0.191318,1.348045
2.800000,-0.336583,0.988351,0.001493,0.133796,4,0.000022,2.828211,0.124621,1.345161,175.435344,0.779296,0.211217,1.928770,-3.713937,0,13.024265,1,transitoire,0.143201,-0.068017,1,0.416209,0.124621,1.345161
2.900000,-0.076881,0.989907,-0.004235,0.137347,4,0.000020,1.867905,0.135014,1.342850,198.557779,0.740776,0.146504,2.143566,23.036713,0,12.672209,1,stable,0.130538,-0.015966,1,0.412092,0.135014,1.342850
3,0.209967,0.991674,-0.000125,0.168384,4,0.000020,0.829994,0.159886,1.340302,187.523359,0.734029,0.145743,2.180915,-9.603065,0,12.501444,1,chronique,0.122719,0.041454,1,0.406809,0.159886,1.340302
3.100000,0.008693,0.993071,0.002697,0.169364,3,0.000020,0.286702,0.162696,1.337761,180.729783,0.741702,0.165729,2.104186,-10.379103,0,12.335220,1,stable,0.119937,0.001183,1,0.400369,0.162696,1.337761
3.200000,-0.068981,0.993711,0.005557,0.158692,4,0.000020,0.970907,0.155800,1.334213,210.569724,0.741305,0.152210,2.104186,-5.432925,0,12.501444,1,stable,0.114036,-0.014553,1,0.392784,0.155800,1.334213
3.300000,0.081692,0.993500,0.000325,0.165791,1,0.000020,0.655007,0.159314,1.331504,185.218983,0.742886,0.157684,2.104186,6.842048,0,12.335220,1,stable,0.107157,0.015901,1,0.384069,0.159314,1.331504
3.400000,0.310272,0.992622,-0.004047,0.172492,4,0.000020,1.196317,0.165694,1.330070,187.261081,0.750608,0.127358,2.104186,-3.158994,0,11.390033,1,stable,0.103085,0.061895,1,0.374240,0.165694,1.330070
3.500000,0.113567,0.991442,-0.005435,0.182485,2,0.000020,0.315647,0.176769,1.330095,182.839419,0.788661,0.080268,2.104186,5.413094,0,10.579388,1,stable,0.102938,0.022671,1,0.363320,0.176769,1.330095
3.600000,-0.177720,0.990387,-0.001395,0.197199,2,0.000020,0.427656,0.191971,1.330806,197.497843,0.791261,0.165205,2.033592,-8.806696,0,9.555874,1,stable,0.099626,-0.036635,1,0.351335,0.191971,1.330806
3.700000,0.074783,0.989817,-0.000613,0.163586,4,0.000020,1.754982,0.153975,1.332452,189.506074,0.800410,0.122958,2.033592,1.120091,0,8.712933,1,stable,0.091681,0.014657,1,0.338318,0.153975,1.332452
3.800000,0.261981,0.989924,-0.000034,0.183802,4,0.000022,0.778548,0.174985,1.335077,213.150820,0.798566,0.123863,2.060536,13.273254,0,8.361323,1,stable,0.088282,0.052400,1,0.324303,0.174985,1.335077
