t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
4.400000,-0.380752,0.990669,0.000670,0.171866,4,0.000020,0.329097,0.166983,1.349043,173.572864,0.741023,0.069099,1.101743,-0.399626,0,9.067593,1,stable,0.054546,-0.014554,0.189384,0.189384,0.222096,0.166983,1.349043
4.500000,-0.259677,0.989045,0.000261,0.162580,4,0.000021,0.306559,0.158240,1.349432,148.736500,0.720977,0.060631,1.101743,1.211697,0,8.906074,1,stable,0.050641,-0.009990,0.190483,0.190483,0.202643,0.158240,1.349432
4.600000,-0.032995,0.987842,-0.000299,0.162035,4,0.000021,0.244950,0.157238,1.348988,175.002035,0.673452,0.048609,1.081524,-0.225382,0,8.202347,1,stable,0.047301,-0.001308,0.191524,0.191524,0.182707,0.157238,1.348988
4.700000,-0.041912,0.987566,0.000061,0.160461,2,0.000021,0.098237,0.155670,1.347646,167.183493,0.691997,0.046515,1.081524,-0.616087,0,8.906074,1,stable,0.044830,-0.001685,0.192508,0.192508,0.162379,0.155670,1.347646
4.800000,-0.020809,0.988351,0.000299,0.155844,4,0.000021,0.170074,0.151489,1.345472,164.119304,0.702987,0.043370,1.081524,-1.467132,0,9.067593,1,stable,0.042452,-0.000918,0.193433,0.193433,0.141753,0.151489,1.345472
4.900000,0.081832,0.989907,-0.000256,0.151108,4,0.000021,0.188608,0.146897,1.342787,158.125880,0.706036,0.037124,1.081524,0.718373,0,9.235077,1,stable,0.040255,0.003132,0.194299,0.194299,0.120927,0.146897,1.342787
5,0.048670,0.991674,-0.000569,0.149870,4,0.000021,0.174556,0.145290,1.339893,155.385948,0.698478,0.036629,1.081524,0.185337,0,9.067593,1,stable,0.038496,0.001867,0.195106,0.195106,0.100000,0.145290,1.339893
5.100000,-0.209869,0.993071,-0.000232,0.146819,1,0.000021,0.148057,0.141934,1.337014,152.983167,0.694832,0.044989,1.059835,-0.140519,0,9.235077,1,stable,0.036722,-0.008267,0.195852,0.195852,0.079073,0.141934,1.337014
5.200000,-0.445735,0.993711,0.000150,0.142289,1,0.000022,0.194713,0.137335,1.334394,157.019556,0.715127,0.051792,1.059835,-0.264993,0,9.067593,1,stable,0.034217,-0.017575,0.196538,0.196538,0.058247,0.137335,1.334394
5.300000,-0.339817,0.993500,0.000089,0.136982,4,0.000022,0.216833,0.132225,1.332323,151.931919,0.715679,0.044541,1.059835,0.466560,0,8.906074,1,stable,0.031084,-0.013457,0.197163,0.197163,0.037621,0.132225,1.332323
5.400000,0.017252,0.992622,-0.000077,0.134078,1,0.000022,0.133319,0.129271,1.331042,160.267178,0.694695,0.027767,1.059835,0.221204,0,8.202347,1,stable,0.028441,0.000675,0.197727,0.197727,0.017293,0.129271,1.331042
5.500000,0.234668,0.991442,0.000258,0.133450,4,0.000022,0.095520,0.128414,1.330640,167.297715,0.694966,0.017759,1.059835,-0.835141,0,8.906074,1,stable,0.027074,0.009315,0.198229,0.198229,0.001000,0.128414,1.330640
5.600000,0.118172,0.990387,0.000807,0.134549,1,0.000022,0.053999,0.129416,1.331078,160.424061,0.685558,0.021769,1.041334,-0.377992,0,8.202347,1,stable,0.026474,0.004705,0.198669,0.198669,0.001000,0.129416,1.331078
5.700000,0.028870,0.989817,0.000667,0.134034,4,0.000022,0.060878,0.128939,1.332296,170.200228,0.681563,0.025229,1.041334,-0.415204,0,7.601687,1,stable,0.025531,0.001134,0.199046,0.199046,0.001000,0.128939,1.332296
5.800000,0.231893,0.989924,-0.000392,0.133142,4,0.000024,0.053041,0.128116,1.334307,162.970199,0.683099,0.016245,1.041334,0.068784,0,8.202347,1,stable,0.024346,0.009268,0.199361,0.199361,0.001000,0.128116,1.334307
5.900000,0.323852,0.990647,-0.001005,0.134574,4,0.000021,0.074858,0.129438,1.337002,166.741250,0.700198,0.010928,1.041334,-0.078371,0,7.601687,1,stable,0.023879,0.012951,0.199613,0.199613,0.001000,0.129438,1.337002
6,0.041003,0.991674,-0.000271,0.134550,1,0.000021,0.045899,0.129440,1.340004,159.881814,0.688456,0.024398,1.041334,0.218170,0,7.306195,1,stable,0.023732,0.001618,0.199803,0.199803,0.001000,0.129440,1.340004
6.100000,-0.086240,0.992522,0.000485,0.133309,4,0.000021,0.057712,0.128347,1.342905,170.629435,0.686055,0.026932,1.023768,-0.289591,0,7.601687,1,stable,0.022677,-0.003468,0.199929,0.199929,0.001000,0.128347,1.342905
6.200000,0.043124,0.992728,0.000122,0.133158,2,0.000020,0.034557,0.128292,1.345520,161.130719,0.683079,0.020517,1.023768,0.118135,0,7.306195,1,stable,0.021262,0.001725,0.199992,0.199992,0.001000,0.128292,1.345520
6.300000,-0.041564,0.992063,-0.000129,0.133689,4,0.000021,0.074140,0.128787,1.347627,164.920144,0.685726,0.022981,1.023768,-0.231547,0,7.601687,1,stable,0.020339,-0.001690,0.199992,0.199992,0.001000,0.128787,1.347627
6.400000,-0.195846,0.990669,0.000068,0.133301,2,0.000021,0.025711,0.128479,1.348936,159.543232,0.690842,0.030091,1.023768,0.395829,0,8.202347,1,stable,0.019185,-0.007889,0.199929,0.199929,0.001000,0.128479,1.348936
6.500000,-0.060017,0.989045,-0.000346,0.132382,4,0.000021,0.051444,0.127754,1.349378,156.964559,0.694940,0.022020,1.023768,-0.484295,0,7.601687,1,stable,0.017588,-0.002436,0.199803,0.199803,0.001000,0.127754,1.349378
6.600000,0.017416,0.987842,-0.000695,0.133358,4,0.000021,0.040576,0.128590,1.348996,158.887822,0.696076,0.022320,1.006474,0.257336,0,8.038990,1,stable,0.016511,0.000681,0.199613,0.199613,0.001000,0.128590,1.348996
6.700000,-0.260217,0.987566,0.000083,0.133720,2,0.000022,0.032952,0.128846,1.347721,153.347249,0.694427,0.026149,1.006474,-0.108682,0,8.529678,1,stable,0.015741,-0.010408,0.199361,0.199361,0.001000,0.128846,1.347721
6.800000,-0.545738,0.988351,0.000865,0.133761,2,0.000022,0.037490,0.128799,1.345582,160.773489,0.767061,0.035901,1.006474,-0.076242,0,8.038990,1,stable,0.014112,-0.021789,0.199046,0.199046,0.001000,0.128799,1.345582
6.900000,-0.444099,0.989907,0.000568,0.133109,4,0.000022,0.063033,0.128147,1.342864,155.346959,0.790389,0.029322,1.006474,0.045379,0,8.103741,1,stable,0.011643,-0.017679,0.198669,0.198669,0.001000,0.128147,1.342864
7,-0.047024,0.991674,-0.000081,0.133818,4,0.000022,0.046713,0.128783,1.339935,162.591802,0.708453,0.011833,1.006474,0.255428,0,7.788732,1,stable,0.009631,-0.001864,0.198229,0.198229,0.001000,0.128783,1.339935
7.100000,0.275058,0.993071,-0.000073,0.134816,4,0.000023,0.059650,0.129723,1.337066,170.913242,0.695665,0.008156,0.983847,-0.163192,0,8.103741,1,stable,0.008999,0.010901,0.197727,0.197727,0.001000,0.129723,1.337066
7.200000,0.281884,0.993711,0.000409,0.134934,1,0.000021,0.033180,0.129838,1.334459,164.918506,0.686308,0.007664,0.983847,0.129366,0,7.788732,1,stable,0.009430,0.011131,0.197163,0.197163,0.001000,0.129838,1.334459
7.300000,0.112148,0.993500,0.000543,0.134931,1,0.000022,0.026952,0.129831,1.332325,170.360836,0.677554,0.015462,0.983847,-0.264698,0,7.497298,1,stable,0.009859,0.004397,0.196538,0.196538,0.001000,0.129831,1.332325
7.400000,0.065980,0.992622,-0.000054,0.134343,4,0.000021,0.043216,0.129324,1.330923,171.819932,0.666769,0.016683,0.983847,-0.062282,0,7.307372,1,stable,0.009722,0.002586,0.195852,0.195852,0.001000,0.129324,1.330923
7.500000,0.185153,0.991442,-0.000769,0.134543,4,0.000021,0.040838,0.129471,1.330468,167.874163,0.670234,0.019173,0.983847,0.162642,0,7.497298,1,stable,0.009445,0.007247,0.195106,0.195106,0.001000,0.129471,1.330468
7.600000,0.205764,0.990387,-0.000738,0.134550,4,0.000020,0.039909,0.129458,1.331002,168.132659,0.688847,0.017833,0.960878,-0.023779,0,7.307372,1,stable,0.009559,0.008020,0.194299,0.194299,0.001000,0.129458,1.331002
7.700000,0.076522,0.989817,-0.000031,0.134467,1,0.000021,0.041157,0.129406,1.332378,164.780323,0.687325,0.019774,0.960878,-0.009293,0,7.126831,1,stable,0.009730,0.002967,0.193433,0.193433,0.001000,0.129406,1.332378
7.800000,0.140885,0.989924,0.000316,0.134292,4,0.000023,0.050657,0.129267,1.334424,164.556918,0.707089,0.011679,0.960878,0.012475,0,7.129322,1,stable,0.009484,0.005431,0.192508,0.192508,0.001000,0.129267,1.334424
7.900000,0.270024,0.990647,-0.000047,0.134748,1,0.000021,0.051727,0.129674,1.337031,162.497755,0.719909,0.011551,0.960878,0.095008,0,7.126831,1,stable,0.009449,0.010365,0.191524,0.191524,0.001000,0.129674,1.337031
8,-0.043318,0.991674,-0.000099,0.134862,4,0.000022,0.045572,0.129772,1.339952,160.502441,0.686537,0.018060,0.960878,0.010699,0,6.890306,1,stable,0.009815,-0.001648,0.190483,0.190483,0.001000,0.129772,1.339952
8.100000,-0.384195,0.992522,0.000156,0.134577,2,0.000021,0.055689,0.129504,1.342819,168.685104,0.695798,0.023794,0.940520,-0.061553,0,7.126831,1,stable,0.009191,-0.014603,0.189384,0.189384,0.001000,0.129504,1.342819
8.200000,-0.222342,0.992728,-0.000325,0.133896,4,0.000021,0.069628,0.128961,1.345459,163.009891,0.658840,0.017598,0.940520,0.101168,0,6.890306,1,stable,0.007550,-0.008411,0.188229,0.188229,0.001000,0.128961,1.345459
8.300000,-0.122205,0.992063,-0.000510,0.134204,4,0.000021,0.067556,0.129249,1.347697,174.033549,0.642967,0.023745,0.940520,0.139393,0,6.668975,1,stable,0.006492,-0.004601,0.187018,0.187018,0.001000,0.129249,1.347697
8.400000,-0.332452,0.990669,0.000588,0.134120,1,0.000022,0.052882,0.129140,1.349118,164.861302,0.650190,0.019484,0.940520,-0.020716,0,6.494070,1,stable,0.005795,-0.012383,0.185753,0.185753,0.001000,0.129140,1.349118
8.500000,-0.281324,0.989045,0.001071,0.134328,2,0.000022,0.056195,0.129327,1.349496,167.939002,0.661062,0.014895,0.940520,-0.146746,0,6.328104,1,stable,0.004504,-0.010391,0.184433,0.184433,0.001000,0.129327,1.349496
8.600000,0.064036,0.987842,0.000215,0.134659,2,0.000022,0.054325,0.129598,1.348959,163.499746,0.599966,0.011924,0.921983,0.033133,0,6.313248,1,stable,0.003438,0.002346,0.183060,0.183060,0.001000,0.129598,1.348959
8.700000,0.270037,0.987566,-0.000309,0.134864,4,0.000022,0.054305,0.129750,1.347604,168.640631,0.631606,0.010602,0.921983,-0.018702,0,6.328104,1,stable,0.003456,0.009832,0.181634,0.181634,0.001000,0.129750,1.347604
8.800000,0.236895,0.988351,-0.000147,0.134892,3,0.000023,0.055310,0.129789,1.345493,163.464307,0.628325,0.012402,0.921983,-0.000195,0,6.313248,1,stable,0.004078,0.008548,0.180157,0.180157,0.001000,0.129789,1.345493
8.900000,0.165206,0.989907,-0.000153,0.134850,4,0.000022,0.055958,0.129757,1.342822,165.742511,0.626200,0.015243,0.921983,0.010047,0,6.298461,1,stable,0.004566,0.005891,0.178629,0.178629,0.001000,0.129757,1.342822
9,0.157571,0.991674,-0.000434,0.134624,4,0.000020,0.066723,0.129562,1.339899,163.391738,0.630669,0.010345,0.921983,0.006476,0,6.012160,1,stable,0.004814,0.005587,0.177051,0.177051,0.001000,0.129562,1.339899
9.100000,0.150074,0.993071,-0.000475,0.134893,4,0.000021,0.070519,0.129807,1.337020,161.481463,0.624663,0.016008,0.903458,0.107658,0,5.750755,1,stable,0.005025,0.005279,0.175425,0.175425,0.001000,0.129807,1.337020
9.200000,0.066799,0.993711,-0.000127,0.134698,1,0.000020,0.065406,0.129621,1.334437,159.642986,0.645988,0.018102,0.903458,0.037961,0,5.619186,1,stable,0.005201,0.002327,0.173751,0.173751,0.001000,0.129621,1.334437
9.300000,-0.039722,0.993500,0.000250,0.134591,3,0.000021,0.062320,0.129510,1.332366,158.195564,0.660733,0.014788,0.903458,-0.051134,0,5.750755,1,stable,0.005129,-0.001354,0.172031,0.172031,0.001000,0.129510,1.332366
9.400000,0.012041,0.992622,0.000262,0.134738,1,0.000021,0.064141,0.129665,1.331008,156.521728,0.657734,0.013991,0.903458,-0.030860,0,6.012160,1,stable,0.004763,0.000414,0.170265,0.170265,0.001000,0.129665,1.331008
9.500000,0.287719,0.991442,-0.000080,0.134607,4,0.000020,0.068644,0.129570,1.330534,156.001010,0.640807,0.013841,0.903458,0.018213,0,6.298461,1,stable,0.004559,0.009729,0.168455,0.168455,0.001000,0.129570,1.330534
9.600000,0.450466,0.990387,-0.000296,0.138154,4,0.000021,0.185523,0.132976,1.331021,158.493134,0.632126,0.016003,0.885476,0.045029,0,6.012160,1,transitoire,0.005118,0.015060,0.166601,0.166601,0.017293,0.132976,1.331021
9.700000,0.084514,0.989817,0.000001,0.142279,2,0.000021,0.209256,0.136993,1.332378,155.194063,0.647323,0.007042,0.885476,1.168789,0,5.750755,1,transitoire,0.006080,0.002787,0.164706,0.164706,0.037621,0.136993,1.332378
9.800000,-0.404713,0.989924,0.000330,0.146896,1,0.000021,0.225044,0.141463,1.334401,170.705480,0.644484,0.019216,0.885476,0.237330,0,6.012160,1,transitoire,0.006002,-0.013214,0.162769,0.162769,0.058247,0.141463,1.334401
9.900000,-0.313140,0.990647,-0.000055,0.150897,1,0.000023,0.206336,0.145396,1.336980,167.997823,0.643703,0.016749,0.885476,0.157884,0,5.750755,1,transitoire,0.004633,-0.010099,0.160793,0.160793,0.079073,0.145396,1.336980
10,-0.086797,0.991674,-0.000390,0.155399,4,0.000024,0.222413,0.149823,1.339987,177.808784,0.605385,0.019159,0.885476,-0.187087,0,5.619186,1,transitoire,0.003584,-0.002788,0.158779,0.158779,0.100000,0.149823,1.339987
10.100000,-0.174898,0.992522,0.000377,0.159749,1,0.000022,0.215962,0.154121,1.342965,174.456185,0.588574,0.018503,0.867979,0.160770,0,5.750755,1,transitoire,0.003179,-0.005536,0.156727,0.156727,0.120927,0.154121,1.342965
10.200000,0.022879,0.992728,0.000769,0.164478,1,0.000020,0.221505,0.158710,1.345497,173.586899,0.591683,0.014660,0.867979,-0.064505,0,5.619186,1,transitoire,0.002572,0.000705,0.154639,0.154639,0.141753,0.158710,1.345497
10.300000,0.266369,0.992063,-0.000117,0.169652,2,0.000021,0.228694,0.163670,1.347549,170.628096,0.646385,0.019788,0.867979,0.055423,0,5.750755,1,transitoire,0.002501,0.008178,0.152517,0.152517,0.162379,0.163670,1.347549
10.400000,0.052233,0.990669,-0.000443,0.174340,2,0.000020,0.210562,0.168171,1.348923,168.090071,0.625859,0.009561,0.867979,0.071896,0,5.619186,1,transitoire,0.003037,0.001569,0.150362,0.150362,0.182707,0.168171,1.348923
10.500000,-0.047931,0.989045,-0.000265,0.179503,1,0.000020,0.219428,0.173157,1.349366,175.077333,0.621190,0.014589,0.867979,-0.181319,0,5.750755,1,transitoire,0.003012,-0.001453,0.148175,0.148175,0.202643,0.173157,1.349366
10.600000,0.223651,0.987842,-0.000574,0.183759,1,0.000020,0.195764,0.177353,1.348957,168.104902,0.608391,0.015592,0.851312,0.088653,0,6.007180,1,chronique,0.002744,0.006543,0.145958,0.145958,0.222096,0.177353,1.348957
10.700000,0.329869,0.987566,-0.000384,0.188305,4,0.000020,0.203441,0.181745,1.347759,173.453220,0.621739,0.020447,0.851312,-0.236638,0,5.750755,1,chronique,0.003136,0.009541,0.143712,0.143712,0.240981,0.181745,1.347759
10.800000,0.066948,0.988351,0.000533,0.192445,1,0.000022,0.197364,0.185809,1.345708,167.918645,0.603867,0.013105,0.851312,0.076770,0,5.619186,1,chronique,0.003751,0.001938,0.141438,0.141438,0.259218,0.185809,1.345708
10.900000,-0.177155,0.989907,0.000895,0.197237,1,0.000022,0.214118,0.190425,1.342951,174.062429,0.639104,0.018433,0.851312,-0.060769,0,5.750755,1,chronique,0.003721,-0.004917,0.139137,0.139137,0.276734,0.190425,1.342951
11,-0.064801,0.991674,0.000266,0.201111,1,0.000022,0.192832,0.194169,1.339885,169.882521,0.690421,0.021208,0.851312,0.167537,0,5.619186,1,chronique,0.003137,-0.001752,0.136812,0.136812,0.293459,0.194169,1.339885
11.100000,0.354469,0.993071,-0.000526,0.205033,2,0.000022,0.194457,0.197974,1.336930,173.620470,0.686438,0.013402,0.835426,-0.212851,0,5.750755,1,chronique,0.002838,0.009638,0.134464,0.134464,0.309334,0.197974,1.336930
11.200000,0.719978,0.993711,-0.000712,0.209066,4,0.000022,0.195923,0.201878,1.334388,179.459703,0.686283,0.020744,0.835426,0.016247,0,5.619186,1,chronique,0.003476,0.019183,0.132094,0.132094,0.324303,0.201878,1.334388
