t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t)
1.300000,-0.000116,0.953688,0.000000,0.054278,0,0.000018,1.538016,0.039665,1.317356,0.000003,0.595131,0.000000,1.829744,-0.225245,0,219.966575,1,chronique,-0.000000,-0.000000,0.000000
1.400000,-0.000056,0.949772,0.000000,0.059190,3,0.000018,1.513814,0.044272,1.313467,0.000013,0.404620,0.000000,1.829744,-0.235089,0,215.070531,1,chronique,-0.000000,-0.000000,0.000000
1.500000,-0.000025,0.942661,0.000000,0.063787,3,0.000018,1.489289,0.048699,1.312132,0.000009,0.386352,0.000000,1.829744,-0.242017,0,210.387694,1,chronique,-0.000000,-0.000000,0.000000
1.600000,-0.000144,0.934548,0.000000,0.068031,3,0.000020,1.470460,0.052880,1.313467,0.000008,0.394621,0.000000,1.807369,-0.245253,0,28.461353,1,chronique,-0.000000,-0.000000,0.000000
1.700000,0.000289,0.927558,-0.000000,0.071894,3,0.000020,1.457235,0.056758,1.317356,0.000016,0.575353,0.000000,1.807369,-0.188292,0,15.263075,1,chronique,-0.000000,0.000000,0.000000
1.800000,0.000780,0.923592,-0.000000,0.075352,3,0.000022,1.443452,0.060285,1.323459,0.000075,0.780908,0.000000,1.807369,-0.132249,0,14.040686,1,chronique,0.000000,0.000000,0.000000
1.900000,0.000967,0.923588,-0.000000,0.078385,3,0.000021,1.428628,0.063418,1.331227,0.000052,0.838529,0.000000,1.807369,-0.137830,0,31.285230,1,chronique,0.000000,0.000000,0.000000
2,0.000259,0.926469,-0.000000,0.080977,3,0.000022,1.412390,0.066124,1.339942,0.000067,0.727832,0.000000,1.807369,-0.148243,0,23.892252,1,chronique,0.000000,0.000000,0.000000
2.100000,-0.000080,0.928852,-0.000000,0.083115,3,0.000018,1.394507,0.068374,1.348769,0.000312,0.652944,0.000000,1.787114,-0.162378,0,17.269785,1,stable,0.000000,-0.000000,0.000000
2.200000,-0.000530,0.926365,0.000000,0.084788,3,0.000018,1.374912,0.070146,1.356829,0.000200,0.661117,0.000000,1.787114,-0.178828,0,16.487580,1,stable,-0.000000,-0.000000,0.000000
2.300000,-0.000857,0.916137,0.000000,0.085989,3,0.000018,1.353714,0.071424,1.363293,0.000177,0.700748,0.000000,1.787114,-0.195951,0,15.773162,1,stable,-0.000000,-0.000000,0.000000
2.400000,-0.000876,0.899078,0.000000,0.086712,3,0.000018,1.331195,0.072195,1.367475,0.000174,0.663167,0.000000,1.787114,-0.211981,0,13.654813,1,stable,-0.000000,-0.000000,0.000000
2.500000,-0.000075,0.880554,0.000000,0.086954,3,0.000018,1.307785,0.072453,1.368921,0.000195,0.605394,0.000000,1.787114,-0.225191,0,12.038087,1,stable,-0.000000,0.000000,0.000000
2.600000,-0.000142,0.868472,0.000000,0.086712,3,0.000018,1.307803,0.072195,1.367475,0.000365,0.591378,0.000000,1.769385,-0.234103,0,12.410916,1,stable,0.000000,-0.000000,0.000000
2.700000,-0.000243,0.869010,0.000000,0.085989,3,0.000019,1.331365,0.071424,1.363293,0.000330,0.608138,0.000000,1.769385,0.000190,0,12.038087,1,stable,-0.000000,-0.000000,0.000000
2.800000,-0.000268,0.882722,0.000000,0.084788,3,0.000019,1.354182,0.070146,1.356829,0.000273,0.623608,0.000000,1.769385,0.235612,0,9.871923,1,stable,-0.000000,-0.000000,0.000000
2.900000,-0.000013,0.904370,-0.000000,0.083115,3,0.000018,1.375824,0.068374,1.348769,0.000262,0.645251,0.000000,1.769385,0.228175,0,8.366444,1,stable,-0.000000,0.000000,0.000000
3,0.000370,0.926469,-0.000000,0.080977,3,0.000018,1.396013,0.066124,1.339942,0.000269,0.646796,0.000000,1.769385,0.216416,0,9.871923,1,stable,0.000000,0.000000,0.000000
3.100000,0.000588,0.943205,0.000000,0.078385,3,0.000018,1.414662,0.063418,1.331227,0.000264,0.662561,0.000000,1.754128,0.201895,0,8.366444,1,stable,0.000000,0.000000,0.000000
3.200000,0.000662,0.952136,0.000000,0.075352,3,0.000018,1.431881,0.060285,1.323459,0.000256,0.630948,0.000000,1.754128,0.186493,0,7.500326,1,stable,0.000000,0.000000,0.000000
3.300000,0.000593,0.953688,-0.000000,0.071894,3,0.000021,1.447964,0.056758,1.317356,0.000254,0.604916,0.000000,1.754128,0.172181,0,6.796711,1,stable,0.000000,0.000000,0.000000
3.400000,0.000352,0.949772,-0.000000,0.068031,3,0.000019,1.463374,0.052880,1.313467,0.000252,0.580360,0.000000,1.754128,0.160834,0,6.765680,1,stable,0.000000,0.000000,0.000000
3.500000,0.000155,0.942661,-0.000000,0.063787,3,0.000020,1.478709,0.048699,1.312132,0.000252,0.583522,0.000000,1.754128,0.154103,0,6.734931,1,stable,0.000000,0.000000,0.000000
3.600000,0.000041,0.934548,-0.000000,0.059190,3,0.000024,1.500269,0.044272,1.313467,0.000243,0.586314,0.000000,1.740416,0.153350,0,6.539711,1,stable,0.000000,0.000000,0.000000
3.700000,0.000053,0.927558,-0.000000,0.054278,3,0.000021,1.528292,0.039665,1.317356,0.000238,0.595569,0.000000,1.740416,0.215595,0,6.734931,1,stable,0.000000,-0.000000,0.000000
3.800000,-0.000096,0.923592,0.000000,0.049098,0,0.000021,1.557004,0.034953,1.323459,0.000235,0.599082,0.000000,1.740416,0.280234,0,6.765680,1,stable,-0.000000,-0.000000,0.000000
3.900000,-0.000212,0.923588,0.000000,0.043713,0,0.000021,1.586373,0.030221,1.331227,0.000229,0.605023,0.000000,1.740416,0.287122,0,6.796711,1,stable,-0.000000,-0.000000,0.000000
4,-0.000150,0.926469,0.000000,0.038199,0,0.000019,1.616550,0.025563,1.339942,0.000222,0.595931,0.000000,1.740416,0.293687,0,6.765680,1,stable,-0.000000,-0.000000,0.000000
4.100000,-0.000024,0.928852,0.000000,0.032653,0,0.000018,1.647916,0.021080,1.348769,0.000221,0.595249,0.000000,1.727647,0.301767,0,6.734931,1,chronique,-0.000000,-0.000000,0.000000
4.200000,0.000002,0.926365,0.000000,0.027192,0,0.000018,1.681148,0.016878,1.356829,0.000216,0.595741,0.000000,1.730138,0.313661,0,6.765680,1,chronique,-0.000000,0.000000,0.000000
4.300000,0.000005,0.916137,0.000000,0.021949,0,0.000018,1.717335,0.013056,1.363293,0.000211,0.602832,0.000000,1.734218,0.332318,0,6.796711,1,chronique,0.000000,0.000000,0.000000
4.400000,0.000012,0.899078,0.000000,0.017066,0,0.000018,1.758216,0.009704,1.367475,0.000206,0.601108,0.000000,1.741931,0.361872,0,7.500326,1,chronique,0.000000,0.000000,0.000000
4.500000,0.000008,0.880554,-0.000000,0.012681,0,0.000018,1.806623,0.006884,1.368921,0.000201,0.606604,0.000000,1.752556,0.408807,0,8.366444,1,chronique,0.000000,0.000000,0.000000
4.600000,0.000002,0.868472,-0.000000,0.008913,0,0.000018,1.873087,0.004622,1.367475,0.000197,0.605359,0.000000,1.757963,0.484073,0,9.135641,1,chronique,0.000000,0.000000,0.000000
4.700000,0.000000,0.869010,-0.000000,0.005846,0,0.000018,1.964997,0.002904,1.363293,0.000193,0.610176,0.000000,1.777198,0.664638,0,10.060595,1,chronique,0.000000,0.000000,0.000000
4.800000,0.000000,0.882722,-0.000000,0.003513,0,0.000018,2.089078,0.001682,1.356829,0.000189,0.608429,0.000000,1.805583,0.919106,0,10.960863,1,transitoire,0.000000,0.000000,0.000000
4.900000,0.000000,0.904370,-0.000000,0.001885,0,0.000018,2.268598,0.000876,1.348769,0.000185,0.613543,0.000000,1.843881,1.240811,0,12.038087,1,transitoire,0.000000,0.000000,0.000000
5,-0.000000,0.926469,-0.000000,0.000870,0,0.000020,2.548602,0.000396,1.339942,0.000181,0.613799,0.000000,1.899008,1.795201,0,12.410916,1,transitoire,0.000000,-0.000000,0.000000
5.100000,-0.000000,0.943205,-0.000000,0.000326,0,0.000019,3.023839,0.000147,1.331227,0.000178,0.613800,0.000000,1.958062,2.800040,0.100000,12.807578,1,transitoire,-0.000000,-0.000000,0.000000
5.200000,-0.000000,0.952136,-0.000000,0.000091,0,0.000018,3.921303,0.000041,1.323459,0.000174,0.613800,0.000000,2.074752,4.752367,0.200000,14.136513,1,transitoire,-0.000000,-0.000000,0.000001
5.300000,-0.000000,0.953688,0.000000,0.000016,0,0.000018,5.899964,0.000007,1.317356,0.000171,0.613805,0.000000,2.271396,8.974634,0.300000,15.773162,1,transitoire,-0.000000,-0.000000,0.000001
5.400000,-0.000000,0.949772,0.000000,0.000001,0,0.000018,11.504592,0.000001,1.313467,0.000168,0.613833,0.000000,2.646001,19.786610,0.400000,16.487580,1,transitoire,-0.000000,-0.000000,0.000001
5.500000,-0.000000,0.942661,0.000000,0.000000,0,0.000021,36.200767,0.000000,1.312132,0.000165,0.613861,0.000000,3.527634,56.046280,0.500000,17.269785,1,transitoire,-0.000000,-0.000000,0.000001
5.600000,-0.000000,0.934548,0.000000,0.000000,0,0.000020,294.463772,0.000000,1.313467,0.000162,0.613867,0.000000,6.250395,246.961750,0.600000,17.701951,1,transitoire,-0.000000,-0.000000,0.000002
5.700000,-0.000000,0.927558,0.000000,0.000000,0,0.000019,19538.624290,0.000000,1.317356,0.000159,0.613866,0.000000,30.636868,2582.630057,0.700000,18.156301,1,transitoire,-0.000000,-0.000000,0.000002
5.800000,0,0.923592,0.000000,0.000000,0,0.000019,299933774.771603,0.000000,1.323459,0.000156,0.613830,0.000000,1658.699468,192441.605173,0.800000,20.463573,1,transitoire,-0.000000,0.000000,0.000003
5.900000,0,0.923588,0.000000,0.000000,0,0.000019,282252220878063632384,0.000000,1.331227,0.000153,0.614099,0.000000,24996139.773450,2999142361.473130,0.900000,23.442623,1,transitoire,0.000000,0.000000,0.000005
6,0,0.926469,-0.000000,0.000000,0,0.000021,313482224164652292918656273035756343712593672391479090723765535337611264,0.000000,1.339942,0.000151,0.617754,0.000000,23521018406530297856,2822522208777636675584,1,29.213335,1,transitoire,0.000000,0.000000,0.000006
6.100000,0,0.928852,-0.000000,0,0,0.000020,1.313884,0,1.348769,0.000148,0.627512,0.000000,24114017243434793177584827955878664924058307553476099549895000118525952,3134822241646522634947418884106902632323307511055427652439743894124494848,1.100000,38.752865,1,chronique,0.000000,0,0.000008
6.200000,0,0.926365,-0.000000,0,0,0.000022,1.312216,0,1.356829,0.000146,0.634858,0,24114017243434793177584827955878664924058307553476099549895000118525952,-3134822241646522634947418884106902632323307511055427652439743894124494848,1.200000,39.102452,1,chronique,0,0,0.000011
6.300000,0,0.916137,0,0,0,0.000021,1.308914,0,1.363293,0.000144,0.633530,0,24114017243434793177584827955878664924058307553476099549895000118525952,-0.016681,1.300000,39.458404,1,chronique,0,0,0.000015
6.400000,0,0.899078,0,0,0,0.000021,1.304285,0,1.367475,0.000141,0.632477,0,24114017243434793177584827955878664924058307553476099549895000118525952,-0.033020,1.400000,47.472580,1,chronique,0,0,0.000020
6.500000,0,0.880554,0,0,0,0.000021,1.298784,0,1.368921,0.000139,0.631968,0,24114017243434793177584827955878664924058307553476099549895000118525952,-0.046292,1.500000,59.571897,1,chronique,0,0,0.000028
6.600000,0,0.868472,0,0,0,0.000021,1.298778,0,1.367475,0.000137,0.631712,0,22391587440332305761335139007760391203272675370643258698132325562056704,-0.055013,1.600000,67.208417,1,chronique,0,0,0.000037
6.700000,0,0.869010,0,0,0,0.000020,1.304284,0,1.363293,0.000135,0.619187,0,22391587440332305761335139007760391203272675370643258698132325562056704,-0.000060,1.700000,77.090668,1,chronique,0,0,0.000050
6.800000,0,0.882722,0,0,0,0.000021,1.308930,0,1.356829,0.000133,0.651566,0,22391587440332305761335139007760391203272675370643258698132325562056704,0.055061,1.800000,80.032062,1,chronique,0,0,0.000068
6.900000,0,0.904370,0,0,0,0.000020,1.312243,0,1.348769,0.000131,0.712999,0,22391587440332305761335139007760391203272675370643258698132325562056704,0.046459,1.900000,83.206818,1,chronique,0,0,0.000091
7,0,0.926469,0,0,0,0.000020,1.313900,0,1.339942,0.000129,0.648802,0,22391587440332305761335139007760391203272675370643258698132325562056704,0.033134,2,100.865663,1,chronique,0,0,0.000123
7.100000,0,0.943205,0,0,0,0.000019,1.313755,0,1.331227,0.000128,0.632840,0,20898814944310153474241967882072632924178389019555612829080017895948288,0.016573,2.100000,128.039215,1,stable,0,0,0.000167
7.200000,0,0.952136,0,0,0,0.000019,1.311844,0,1.323459,0.000126,0.641208,0,20898814944310153474241967882072632924178389019555612829080017895948288,-0.001451,2.200000,155.933900,1,stable,0,0,0.000225
7.300000,0,0.953688,0,0,0,0.000023,1.308369,0,1.317356,0.000124,0.692505,0,20898814944310153474241967882072632924178389019555612829080017895948288,-0.019114,2.300000,199.368397,1,stable,0,0,0.000303
7.400000,0,0.949772,0,0,0,0.000021,1.303668,0,1.313467,0.000122,0.738041,0,20898814944310153474241967882072632924178389019555612829080017895948288,-0.034752,2.400000,272.152537,1,stable,0,0,0.000410
7.500000,0,0.942661,0,0,0,0.000019,1.298180,0,1.312132,0.000121,0.608011,0,20898814944310153474241967882072632924178389019555612829080017895948288,-0.047002,2.500000,428.636360,1,stable,0,0,0.000553
7.600000,0,0.934548,0,0,0,0.000021,1.297991,0,1.313467,0.000119,0.617529,0,19592639010290768307416017064734771482037104524467443170235345958600704,-0.054888,2.600000,453.257677,1,stable,0,0,0.000746
7.700000,0,0.927558,0,0,0,0.000021,1.303069,0,1.317356,0.000118,0.639954,0,19592639010290768307416017064734771482037104524467443170235345958600704,-0.001887,2.700000,480.879918,1,stable,0,0,0.001007
7.800000,0,0.923592,0,0,0,0.000021,1.307292,0,1.323459,0.000116,0.661508,0,19592639010290768307416017064734771482037104524467443170235345958600704,0.050779,2.800000,606.550755,1,stable,0,0,0.001359
7.900000,0,0.923588,0,0,0,0.000022,1.310198,0,1.331227,0.000115,0.617294,0,19592639010290768307416017064734771482037104524467443170235345958600704,0.042231,2.900000,821.144766,1,stable,0,0,0.001833
8,0,0.926469,0,0,0,0.000022,1.311415,0,1.339942,0.000113,0.613206,0,19592639010290768307416017064734771482037104524467443170235345958600704,0.029060,3,839.421911,1,stable,0,0,0.002473
8.100000,0,0.928852,0,0,0,0.000021,1.310688,0,1.348769,0.000112,0.692584,0,18440130833214841481095329409580424151727640564350150569039912518025216,0.012165,3.100000,858.531209,1,stable,0,0,0.003335
8.200000,0,0.926365,0,0,0,0.000021,1.307905,0,1.356829,0.000110,0.774062,0,18440130833214841481095329409580424151727640564350150569039912518025216,-0.007265,3.200000,1035.550616,1,stable,0,0,0.004496
8.300000,0,0.916137,0,0,0,0.000021,1.303102,0,1.363293,0.000109,0.836864,0,18440130833214841481095329409580424151727640564350150569039912518025216,-0.027827,3.300000,1304.529898,1,stable,0,0,0.006060
8.400000,0,0.899078,0,0,0,0.000020,1.296452,0,1.367475,0.000108,0.822864,0,18440130833214841481095329409580424151727640564350150569039912518025216,-0.048034,3.400000,1550.403420,1,stable,0,0,0.008163
8.500000,0,0.880554,0,0,0,0.000022,1.288232,0,1.368921,0.000107,0.808443,0,18440130833214841481095329409580424151727640564350150569039912518025216,-0.066503,3.500000,1910.485460,1,stable,0,0,0.010987
8.600000,0,0.868472,0,0,0,0.000022,1.284575,0,1.367475,0.000105,0.797475,0,17415679120258459696039432369171669078468297032653827072160892729688064,-0.082194,3.600000,2258.164096,1,stable,0,0,0.014774
8.700000,0,0.869010,0,0,0,0.000021,1.285186,0,1.363293,0.000104,0.825349,0,17415679120258459696039432369171669078468297032653827072160892729688064,-0.036569,3.700000,2760.539310,1,stable,0,0,0.019840
8.800000,0,0.882722,0,0,0,0.000019,1.283284,0,1.356829,0.000103,0.777745,0,17415679120258459696039432369171669078468297032653827072160892729688064,0.006108,3.800000,2984.429969,1,stable,0,0,0.026597
8.900000,0,0.904370,0,0,0,0.000019,1.277864,0,1.348769,0.000102,0.886466,0,17415679120258459696039432369171669078468297032653827072160892729688064,-0.019027,3.900000,3247.842874,1,stable,0,0,0.035571
9,0,0.926469,0,0.000000,0,0.000019,2.267922,0.000000,1.339942,0.000101,0.973111,0.000000,17415679120258459696039432369171669078468297032653827072160892729688064,-0.054199,4,4423.959635,1,transitoire,0,0.000000,0.047426
9.100000,0,0.943205,0,0.000000,0,0.000019,2.252456,0.000000,1.331227,0.000099,0.939436,0.000000,16499064429718540442038295746396558419949538841396429095996820021051392,9.900582,4.100000,6935.436922,1,transitoire,0.000000,0.000000,0.062973
9.200000,0,0.952136,-0.000000,0.000000,0,0.000019,2.230452,0.000000,1.323459,0.000098,0.757897,0.000000,16499064429718540442038295746396558419949538841396429095996820021051392,-0.154663,4.200000,11662.591694,1,transitoire,0.000000,0.000000,0.083173
9.300000,0.000000,0.953688,-0.000000,0.000000,0,0.000019,2.200876,0.000000,1.317356,0.000097,0.777372,0.000000,16499064429718540442038295746396558419949538841396429095996820021051392,-0.220036,4.300000,36628.095306,1,transitoire,0.000000,0.000000,0.109097
9.400000,-0.000000,0.949772,-0.000000,0.000000,0,0.000019,2.162631,0.000000,1.313467,0.000096,0.886871,0.000000,16499064429718540442038295746396558419949538841396429095996820021051392,-0.295762,4.400000,61976.651813,1,transitoire,0.000000,-0.000000,0.141851
9.500000,-0.000000,0.942661,-0.000000,0.000000,0,0.000019,2.111485,0.000000,1.312132,0.000095,0.958565,0.000000,16499064429718540442038295746396558419949538841396429095996820021051392,-0.382448,4.500000,201257.050473,1,transitoire,-0.000000,-0.000000,0.182426
9.600000,-0.000000,0.934548,0.000000,0.000001,0,0.000019,2.034466,0.000001,1.313467,0.000094,0.977746,0.000000,15674111208232615871929246344498903872307305339821301431179574513762304,-0.511457,4.600000,223932.269076,1,transitoire,-0.000000,-0.000000,0.231475
9.700000,-0.000000,0.927558,0.000000,0.000016,0,0.000019,1.915048,0.000007,1.317356,0.000093,0.983776,0.000002,15674111208232615871929246344498903872307305339821301431179574513762304,-0.770191,4.700000,252365.806242,1,chronique,-0.000000,-0.000002,0.289050
9.800000,-0.000000,0.923592,0.000000,0.000091,0,0.000019,1.756655,0.000041,1.323459,0.000092,0.985776,0.000010,15674111208232615871929246344498903872307305339821301431179574513762304,-1.194186,4.800000,438893.835649,1,chronique,-0.000003,-0.000013,0.354344
9.900000,-0.000000,0.923588,0.000000,0.000326,0,0.000019,1.580427,0.000147,1.331227,0.000091,0.986070,0.000013,15674111208232615871929246344498903872307305339821301431179574513762304,-1.583923,4.900000,1682344.119336,1,chronique,-0.000021,-0.000034,0.425557
