t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
10.000,-0.052642,1.618000,0.100000,0.083358,-0.030277,-0.000000,0.000000,0.700000,0.764239,-0.030277,0.060462,resonance,0.100000,0.131619,-0.027714,0.082250,-0.056263,1.216079,0.766056,-0.109964,0.185792,spiral_log,0.100000,0.138646,-0.024215,-0.104691,-0.036098,1.183800,0.868526,0.080476,-0.137083,spiral_log,0.100000,0.124698,0.014891,-0.050443,0.036098,1.857780,0.807186,0.065334,-0.111650,spiral_log,0.100000,0.147925,-0.018060,0.032011,0.056263,2.702944,0.905803,-0.050071,0.085788,spiral_log
11.000,-0.125743,1.587098,0.293459,0.101101,0.002342,-0.041565,-0.040172,0.700000,0.438359,0.043907,-0.049951,tanh,0.293459,0.161731,-0.010182,0.069363,-0.091843,1.205333,0.429180,-0.079545,0.193027,resonance,0.293459,0.192336,-0.002396,-0.089274,-0.075240,1.156130,0.482946,0.086878,-0.098207,tanh,0.293459,0.155437,-0.015980,-0.003333,-0.000075,1.817525,0.471774,-0.012647,0.014417,tanh,0.293459,0.209997,-0.014350,0.044391,0.024376,2.642295,0.502318,-0.058741,0.066711,tanh
12.000,-0.118522,1.559221,0.406809,0.117602,0.010950,0.028404,-0.076412,0.700000,0.372819,-0.017454,0.017937,tanh,0.406809,0.198623,0.002550,0.067382,-0.115104,1.195622,0.385997,-0.064832,0.062390,adaptive,0.406809,0.288684,0.020679,-0.050484,-0.105425,1.132083,0.420792,0.071163,-0.068278,adaptive,0.406809,0.160276,0.004823,0.041905,-0.036042,1.782348,0.388319,-0.037082,0.035818,adaptive,0.406809,0.239104,-0.014339,0.046594,-0.008769,2.589538,0.439820,-0.060933,0.062396,tanh
13.000,-0.123735,1.537098,0.406809,0.119756,-0.015667,0.022153,-0.105172,0.700000,0.370268,-0.037820,0.033573,adaptive,0.406809,0.217130,0.013329,0.036840,-0.123170,1.188261,0.387109,-0.023511,0.020904,adaptive,0.406809,0.259409,0.019551,0.034498,-0.123174,1.112697,0.395736,-0.014947,0.014657,tanh,0.406809,0.159608,-0.003122,-0.062022,-0.068877,1.754798,0.409789,0.058900,-0.052020,adaptive,0.406809,0.253715,-0.014906,0.077928,-0.040759,2.548649,0.431810,-0.092834,0.081680,adaptive
14.000,-0.127107,1.522894,0.293459,0.101140,-0.003507,-0.037946,-0.123637,0.700000,0.382100,0.034439,-0.032341,tanh,0.293459,0.214404,0.014067,-0.026844,-0.115192,1.183490,0.401128,0.040911,-0.033336,adaptive,0.293459,0.212812,0.010425,0.049594,-0.126481,1.101253,0.387846,-0.039169,0.031975,adaptive,0.293459,0.141560,-0.001652,0.048413,-0.095931,1.738468,0.381766,-0.050065,0.040806,adaptive,0.293459,0.199603,-0.005482,0.073096,-0.069312,2.523752,0.406542,-0.078578,0.073471,tanh
15.000,-0.094142,1.518000,0.100000,0.083237,0.010846,0.004009,-0.130000,0.700000,0.371575,0.006837,-0.005123,adaptive,0.100000,0.149559,0.003111,-0.059191,-0.092447,1.181426,0.410898,0.062302,-0.046066,adaptive,0.100000,0.179692,0.008595,0.029148,-0.115044,1.096665,0.389658,-0.020553,0.018492,tanh,0.100000,0.117151,-0.008078,-0.010329,-0.115044,1.732255,0.410056,0.002251,-0.001688,adaptive,0.100000,0.178302,0.005123,-0.072545,-0.092447,2.514781,0.422177,0.077668,-0.057125,adaptive
16.000,-0.071185,1.522894,0.001000,0.070905,-0.004419,0.023465,-0.123637,0.700000,0.365395,-0.027884,0.023967,tanh,0.001000,0.126150,-0.011330,-0.025308,-0.058134,1.182992,0.409970,0.013978,-0.009479,adaptive,0.001000,0.177691,0.009007,-0.042705,-0.090295,1.100853,0.411439,0.051711,-0.034690,adaptive,0.001000,0.105404,0.000351,-0.041313,-0.124727,1.738289,0.406541,0.041664,-0.028043,adaptive,0.001000,0.149174,-0.002591,0.047038,-0.108625,2.523615,0.410428,-0.049629,0.042609,tanh
17.000,-0.081480,1.537098,0.001000,0.069641,-0.014412,-0.030144,-0.105172,0.700000,0.646553,0.015732,-0.010502,adaptive,0.001000,0.122256,-0.009239,0.073119,-0.016939,1.187898,0.640779,-0.082358,0.063412,resonance,0.001000,0.149886,-0.018079,-0.058869,-0.055218,1.112759,0.719616,0.040790,-0.027262,tanh,0.001000,0.097124,0.000855,-0.060964,-0.124270,1.755387,0.697464,0.061819,-0.043246,resonance,0.001000,0.154793,-0.010562,0.100485,-0.116854,2.549101,0.709508,-0.111047,0.071686,adaptive
18.000,-0.033641,1.559221,0.001000,0.072074,0.007138,-0.015350,-0.076412,0.700000,0.406190,0.022487,-0.010580,tanh,0.001000,0.131672,0.009370,-0.010580,0.025620,1.195915,0.421144,0.019949,-0.008471,adaptive,0.001000,0.143626,-0.000361,0.040940,-0.013989,1.132184,0.408485,-0.041301,0.017431,adaptive,0.001000,0.102719,-0.006611,0.019374,-0.113802,1.782671,0.443216,-0.025985,0.011028,adaptive,0.001000,0.130665,0.008816,-0.032019,-0.116749,2.589789,0.425689,0.040835,-0.019038,tanh
19.000,-0.040788,1.587098,0.001000,0.070527,0.001616,0.024965,-0.040172,0.700000,0.367698,-0.023349,0.007043,spiral_log,0.001000,0.123600,-0.008518,-0.027581,0.063927,1.205266,0.417405,0.019063,-0.005528,spiral_log,0.001000,0.160162,-0.014071,-0.008041,0.028521,1.156678,0.431097,-0.006030,0.002894,tanh,0.001000,0.100980,0.003504,-0.006059,-0.094264,1.817885,0.386357,0.009562,-0.002817,spiral_log,0.001000,0.135174,-0.003511,0.056299,-0.108536,2.642581,0.446016,-0.059810,0.018442,spiral_log
20.000,-0.096799,1.618000,0.100000,0.083369,-0.011477,-0.000000,-0.000000,0.700000,0.374113,-0.011477,0.005818,tanh,0.100000,0.140759,0.002324,0.044893,0.093026,1.216316,0.379460,-0.042569,0.016752,adaptive,0.100000,0.200761,0.005566,-0.076759,0.067328,1.183716,0.416560,0.082325,-0.031077,adaptive,0.100000,0.122251,-0.005839,0.038359,-0.067328,1.857516,0.408061,-0.044198,0.017384,adaptive,0.100000,0.161928,-0.001310,0.017518,-0.093026,2.702731,0.437091,-0.018828,0.009528,tanh
21.000,-0.095969,1.648902,0.293459,0.102163,0.002625,-0.037595,0.040172,0.700000,0.382243,0.040220,-0.015702,adaptive,0.293459,0.174811,-0.000969,-0.069797,0.109270,1.227495,0.415621,0.068827,-0.026275,adaptive,0.293459,0.203074,0.006240,0.014597,0.097920,1.212122,0.385474,-0.008358,0.004489,tanh,0.293459,0.156950,-0.000002,-0.047045,-0.035250,1.898849,0.411715,0.047043,-0.018275,adaptive,0.293459,0.195553,-0.003660,0.033750,-0.071528,2.765508,0.439193,-0.037410,0.014735,adaptive
22.000,-0.236820,1.676779,0.406809,0.119263,0.013257,0.023053,0.076412,0.700000,0.368664,-0.009795,0.005556,tanh,0.406809,0.218003,-0.010632,0.083729,0.110788,1.236884,0.387418,-0.094361,0.036709,adaptive,0.406809,0.256253,-0.013796,0.100927,0.116790,1.237036,0.396015,-0.114723,0.044567,adaptive,0.406809,0.169294,0.006113,-0.040913,-0.000680,1.936699,0.387247,0.047027,-0.018267,adaptive,0.406809,0.208229,-0.003360,0.059626,-0.045737,2.823707,0.435234,-0.062987,0.035512,tanh
23.000,-0.147150,1.698902,0.406809,0.118246,-0.012909,0.029089,0.105172,0.700000,0.367460,-0.041998,0.016516,adaptive,0.406809,0.251166,0.011676,-0.073951,0.097706,1.244032,0.408073,0.085627,-0.032197,adaptive,0.406809,0.212478,-0.017701,-0.040414,0.121836,1.256747,0.416739,0.022713,-0.013543,tanh,0.406809,0.189541,-0.007051,0.075635,0.033562,1.967704,0.400284,-0.082686,0.032215,adaptive,0.406809,0.219719,-0.002478,0.024305,-0.017591,2.871467,0.434686,-0.026784,0.010588,adaptive
24.000,-0.105091,1.713106,0.293459,0.101976,-0.006772,-0.035107,0.123637,0.700000,0.380116,0.028335,-0.017748,tanh,0.293459,0.205489,-0.015768,0.005426,0.072100,1.249948,0.410842,-0.021194,0.008397,adaptive,0.293459,0.240005,0.008411,-0.010887,0.112603,1.270841,0.399472,0.019297,-0.007637,adaptive,0.293459,0.165765,0.004279,-0.066620,0.064719,1.988697,0.402854,0.070900,-0.027016,adaptive,0.293459,0.175070,0.010785,-0.063382,0.010873,2.903424,0.395673,0.074167,-0.046185,tanh
25.000,-0.096244,1.718000,0.100000,0.083370,0.011086,-0.004039,0.130000,0.700000,0.373683,0.015125,-0.006001,adaptive,0.100000,0.140706,-0.000866,0.052282,0.037680,1.251055,0.379386,-0.053149,0.020834,adaptive,0.100000,0.172935,-0.015959,-0.052454,0.090320,1.274370,0.425306,0.036495,-0.023965,tanh,0.100000,0.115239,-0.004012,-0.031498,0.090320,1.994821,0.413035,0.027486,-0.010823,adaptive,0.100000,0.172014,0.007567,-0.062231,0.037680,2.913551,0.437009,0.069798,-0.026621,adaptive
26.000,-0.029259,1.713106,0.001000,0.070692,-0.002096,0.025260,0.123637,0.700000,0.363908,-0.027356,0.018814,tanh,0.001000,0.131132,0.010401,0.004638,-0.000737,1.249446,0.388424,0.005763,-0.002298,adaptive,0.001000,0.177242,-0.023143,0.014464,0.057741,1.270086,0.416136,-0.037607,0.014810,adaptive,0.001000,0.107541,0.003383,-0.042040,0.108378,1.988132,0.404472,0.045423,-0.017665,adaptive,0.001000,0.133054,0.006674,0.004591,0.061057,2.902940,0.397244,0.002083,-0.001433,tanh
27.000,-0.032718,1.698902,0.001000,0.071271,-0.025734,-0.026011,0.105172,0.700000,0.730501,0.000278,-0.000236,spiral_log,0.001000,0.132992,0.024914,-0.058152,-0.037903,1.244481,0.778236,0.083066,-0.069999,spiral_log,0.001000,0.163536,-0.050392,-0.044464,0.018806,1.257152,0.818256,-0.005928,0.005040,spiral_log,0.001000,0.103453,-0.014664,0.065032,0.117545,1.968207,0.743660,-0.079696,0.068046,spiral_log,0.001000,0.150381,0.012523,-0.039657,0.079548,2.871895,0.794875,0.052180,-0.044128,spiral_log
28.000,-0.075225,1.676779,0.001000,0.071938,0.004177,-0.019565,0.076412,0.700000,0.419825,0.023742,-0.016222,adaptive,0.001000,0.131999,0.012921,-0.040662,-0.068852,1.236795,0.452099,0.053584,-0.038717,tanh,0.001000,0.161970,0.009122,-0.056960,-0.021839,1.237040,0.472412,0.066082,-0.045002,adaptive,0.001000,0.100079,-0.003885,0.042479,0.117214,1.937153,0.425129,-0.046364,0.031654,adaptive,0.001000,0.156174,-0.017285,0.039623,0.092104,2.824088,0.477592,-0.056908,0.038835,adaptive
29.000,-0.076920,1.648902,0.001000,0.070539,0.001547,0.024380,0.040172,0.700000,0.368523,-0.022834,0.014386,adaptive,0.001000,0.134501,0.012867,-0.024107,-0.089576,1.227132,0.407104,0.036974,-0.023250,adaptive,0.001000,0.154761,-0.023931,0.044139,-0.059394,1.211699,0.391669,-0.068070,0.042772,adaptive,0.001000,0.106894,-0.015763,0.022447,0.107553,1.899014,0.397683,-0.038210,0.026834,tanh,0.001000,0.138565,-0.008796,0.055339,0.098140,2.765644,0.406924,-0.064135,0.040307,adaptive
30.000,-0.044234,1.618000,0.100000,0.083376,-0.011973,0.000000,0.000000,0.700000,0.373403,-0.011973,0.007154,adaptive,0.100000,0.157478,0.015355,0.009144,-0.097548,1.216397,0.392754,0.006211,-0.004349,tanh,0.100000,0.198009,0.038497,-0.000029,-0.089478,1.183810,0.416582,0.038525,-0.022927,adaptive,0.100000,0.118336,-0.004138,-0.048402,0.089478,1.857678,0.409256,0.044263,-0.026316,adaptive,0.100000,0.172575,-0.021117,0.042507,0.097548,2.702861,0.414185,-0.063624,0.037855,adaptive
31.000,-0.131643,1.587098,0.293459,0.102585,0.003582,-0.036571,-0.040172,0.700000,0.380109,0.040153,-0.022635,adaptive,0.293459,0.186225,0.008527,0.058359,-0.092039,1.205228,0.382876,-0.049831,0.028130,adaptive,0.293459,0.241863,-0.057458,-0.088923,-0.108647,1.156360,0.419352,0.031466,-0.017771,adaptive,0.293459,0.155871,0.017624,0.046871,0.064571,1.817713,0.389033,-0.029247,0.020471,tanh,0.293459,0.211348,-0.027637,-0.038957,0.090677,2.642445,0.434211,0.011321,-0.006419,adaptive
32.000,-0.174778,1.559221,0.406809,0.118324,0.012119,0.028275,-0.076412,0.700000,0.368868,-0.016156,0.008666,adaptive,0.406809,0.197042,-0.003697,0.075005,-0.074185,1.195857,0.380895,-0.078702,0.041885,adaptive,0.406809,0.217395,-0.010889,0.079914,-0.114783,1.131965,0.383067,-0.090803,0.063477,tanh,0.406809,0.190252,-0.029006,0.011259,0.034933,1.781808,0.403823,-0.040265,0.021517,adaptive,0.406809,0.212052,-0.018926,-0.069929,0.078279,2.589116,0.437665,0.051004,-0.027083,adaptive
33.000,-0.206127,1.537098,0.406809,0.120020,-0.015161,0.022203,-0.105172,0.700000,0.370278,-0.037364,0.026149,tanh,0.406809,0.205241,-0.014888,0.072052,-0.046790,1.187645,0.382681,-0.086940,0.043547,adaptive,0.406809,0.225189,0.001316,-0.087440,-0.107341,1.112331,0.417788,0.088756,-0.043634,adaptive,0.406809,0.177600,-0.023100,-0.035137,0.003006,1.755131,0.409673,0.012037,-0.006095,adaptive,0.406809,0.257751,-0.025609,0.076768,0.061433,2.548904,0.424927,-0.102377,0.071541,tanh
34.000,-0.151971,1.522894,0.293459,0.101477,-0.003296,-0.038088,-0.123637,0.700000,0.382247,0.034791,-0.016419,adaptive,0.293459,0.178285,-0.004969,0.067510,-0.013907,1.183412,0.380634,-0.072479,0.034112,adaptive,0.293459,0.225179,0.013407,0.045567,-0.087388,1.100815,0.392548,-0.032160,0.022508,tanh,0.293459,0.165892,-0.016990,0.031251,-0.028628,1.737709,0.402266,-0.048240,0.022789,adaptive,0.293459,0.196279,-0.004896,-0.082301,0.041446,2.523174,0.436258,0.077405,-0.035775,adaptive
35.000,-0.053990,1.518000,0.100000,0.083251,0.010942,0.004022,-0.130000,0.700000,0.372717,0.006919,-0.004843,tanh,0.100000,0.141800,0.003473,0.043029,0.019748,1.181438,0.381192,-0.039556,0.017506,adaptive,0.100000,0.172492,0.002218,0.048154,-0.057461,1.096593,0.386671,-0.045936,0.020299,adaptive,0.100000,0.125920,0.004309,-0.031273,-0.057461,1.731902,0.397482,0.035582,-0.015690,adaptive,0.100000,0.148370,-0.012917,0.004565,0.019748,2.514513,0.441043,-0.017481,0.012236,tanh
36.000,-0.075458,1.522894,0.001000,0.071011,-0.004392,0.023482,-0.123637,0.700000,0.365115,-0.027875,0.011525,adaptive,0.001000,0.134708,0.008166,-0.030125,0.049464,1.182978,0.397587,0.038291,-0.015678,adaptive,0.001000,0.177589,0.008289,-0.052282,-0.021248,1.100842,0.411417,0.060571,-0.042374,tanh,0.001000,0.104693,0.003114,-0.015340,-0.081261,1.738191,0.386212,0.018455,-0.007644,adaptive,0.001000,0.155231,0.000176,-0.054491,-0.002217,2.523540,0.428303,0.054667,-0.022139,adaptive
37.000,-0.087152,1.537098,0.001000,0.071534,-0.007968,-0.018136,-0.105172,0.700000,0.378707,0.010168,-0.004046,adaptive,0.001000,0.127717,-0.010750,-0.009748,0.071196,1.188076,0.409455,-0.001003,0.000413,tanh,0.001000,0.174743,-0.010814,0.065173,0.016870,1.113115,0.403237,-0.075987,0.029637,adaptive,0.001000,0.102807,-0.003690,-0.016851,-0.098242,1.755407,0.409211,0.013162,-0.005228,adaptive,0.001000,0.154319,-0.005980,0.061271,-0.023082,2.549116,0.431029,-0.067251,0.026273,adaptive
38.000,-0.038602,1.559221,0.001000,0.072054,0.008070,-0.014234,-0.076412,0.700000,0.376762,0.022304,-0.008811,adaptive,0.001000,0.125916,0.006346,0.016326,0.082110,1.195575,0.382329,-0.009980,0.003973,adaptive,0.001000,0.161651,-0.012591,0.010564,0.052344,1.132008,0.424212,-0.023155,0.009167,adaptive,0.001000,0.107499,0.002875,-0.041648,-0.107198,1.782642,0.392927,0.044523,-0.019263,tanh,0.001000,0.155483,-0.001742,0.037735,-0.041649,2.589767,0.429844,-0.039477,0.015537,adaptive
39.000,-0.045589,1.587098,0.001000,0.070768,0.002282,0.024811,-0.040172,0.700000,0.364187,-0.022529,0.008921,adaptive,0.001000,0.129797,-0.010414,0.006642,0.080967,1.205311,0.407825,-0.017056,0.008010,tanh,0.001000,0.173168,-0.012159,0.049128,0.081007,1.156548,0.419357,-0.061287,0.023975,adaptive,0.001000,0.107505,0.000592,-0.030275,-0.107588,1.817800,0.403548,0.030867,-0.012127,adaptive,0.001000,0.151506,-0.000818,0.019899,-0.056943,2.642514,0.433726,-0.020718,0.008210,adaptive
40.000,-0.100387,1.618000,0.100000,0.083367,-0.011232,-0.000000,-0.000000,0.700000,0.373779,-0.011232,0.004469,adaptive,0.100000,0.160142,0.007665,-0.057094,0.068261,1.216553,0.402777,0.064759,-0.024805,adaptive,0.100000,0.171689,-0.001511,0.044756,0.099563,1.184141,0.384657,-0.046267,0.018171,adaptive,0.100000,0.125698,-0.003077,0.049049,-0.099563,1.857682,0.403827,-0.052125,0.025889,tanh,0.100000,0.170389,-0.003024,0.044975,-0.068261,2.702865,0.435127,-0.047999,0.018842,adaptive
41.000,-0.214925,1.648902,0.293459,0.102439,0.002722,-0.037488,0.040172,0.700000,0.380135,0.040211,-0.015697,adaptive,0.293459,0.169061,0.000240,0.056682,0.046122,1.227241,0.375358,-0.056442,0.029754,tanh,0.293459,0.255810,0.005742,-0.097382,0.105972,1.211462,0.412784,0.103124,-0.017243,spiral_log,0.293459,0.165789,0.002126,-0.059043,-0.083935,1.898548,0.402446,0.061169,-0.023500,adaptive,0.293459,0.199551,-0.001148,0.065620,-0.075185,2.765259,0.435203,-0.066769,0.026088,adaptive
42.000,-0.106444,1.676779,0.406809,0.115115,0.036542,0.048127,0.076412,0.700000,0.797374,-0.011584,0.010243,resonance,0.406809,0.246330,-0.014154,-0.162406,0.017983,1.235022,0.925460,0.148252,-0.118896,resonance,0.406809,0.021607,-0.026908,-0.010457,0.099676,1.235447,0.858133,-0.016451,0.014514,resonance,0.406809,0.190499,0.009510,0.131045,-0.062097,1.937396,0.896253,-0.121535,0.102857,resonance,0.406809,0.192968,0.000275,-0.105473,-0.077580,2.824292,0.871383,0.105748,-0.087916,resonance
43.000,-0.054046,1.698902,0.406809,0.117989,-0.011793,0.034163,0.105172,0.700000,0.432501,-0.045956,0.032285,resonance,0.406809,0.209117,0.009222,0.000566,-0.011930,1.244208,0.450863,0.008655,-0.004063,adaptive,0.406809,0.258571,-0.021918,0.048651,0.081644,1.256956,0.494608,-0.070569,0.032421,adaptive,0.406809,0.155342,0.020532,-0.047160,-0.035896,1.968005,0.447938,0.067691,-0.030543,adaptive,0.406809,0.258999,-0.003285,0.022711,-0.075571,2.871724,0.502761,-0.025996,0.018363,resonance
44.000,-0.085126,1.713106,0.293459,0.101718,-0.005237,-0.035986,0.123637,0.700000,0.390626,0.030750,-0.012315,adaptive,0.293459,0.200280,-0.021423,-0.019456,-0.039217,1.249308,0.424969,-0.001967,0.000801,adaptive,0.293459,0.189905,-0.020300,-0.043165,0.054236,1.270528,0.432245,0.022865,-0.009203,adaptive,0.293459,0.142394,0.008387,-0.003777,-0.007476,1.988909,0.390325,0.012164,-0.005727,tanh,0.293459,0.181733,0.009782,-0.074084,-0.069512,2.903606,0.407698,0.083866,-0.032204,adaptive
45.000,-0.089232,1.718000,0.100000,0.083364,0.011688,-0.004056,0.130000,0.700000,0.375334,0.015744,-0.006257,adaptive,0.100000,0.136471,-0.005828,0.048329,-0.059934,1.251464,0.377536,-0.054158,0.026594,tanh,0.100000,0.169882,0.000331,0.048334,0.020900,1.274778,0.386517,-0.048003,0.018882,adaptive,0.100000,0.123263,0.001869,-0.050546,0.020900,1.994628,0.411157,0.052415,-0.020319,adaptive,0.100000,0.151858,-0.010915,0.037129,-0.059934,2.913386,0.443994,-0.048045,0.018898,adaptive
46.000,-0.015237,1.713106,0.001000,0.070826,-0.001889,0.025323,0.123637,0.700000,0.364124,-0.027212,0.010758,adaptive,0.001000,0.130356,0.007340,0.008392,-0.071159,1.249668,0.387206,-0.001052,0.000421,adaptive,0.001000,0.167899,0.012977,0.025847,-0.014263,1.270407,0.395961,-0.012870,0.005118,adaptive,0.001000,0.104513,0.005351,0.009220,0.047034,1.988172,0.387212,-0.003869,0.002034,tanh,0.001000,0.143610,0.005510,-0.010652,-0.047503,2.902975,0.405512,0.016161,-0.006409,adaptive
47.000,-0.017920,1.698902,0.001000,0.071928,-0.009242,-0.013538,0.105172,0.700000,0.376729,0.004296,-0.001715,adaptive,0.001000,0.132493,0.010200,0.002999,-0.071401,1.244726,0.390054,0.007201,-0.003999,tanh,0.001000,0.165823,-0.024732,0.033531,-0.046997,1.257304,0.393917,-0.058264,0.022809,adaptive,0.001000,0.108327,0.012790,0.000015,0.068963,1.967850,0.396042,0.012775,-0.005075,adaptive,0.001000,0.150498,-0.018446,-0.016480,-0.032971,2.871592,0.435896,-0.001967,0.000786,adaptive
