t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,0,1,0,0.134846,2,0.000043,0,0.129746,1,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.332918,0.999992,0,0.117981,2,0.000043,1.431401,0.113734,1,0,0.170706,0.000000,1.431401,0,0,1,stable
0.200000,0.454079,0.999967,0,0.100069,2,0.000042,1.579651,0.096577,1,0,0.174710,0.000000,1.579651,14.314012,0,1,stable
0.300000,0.499483,0.999926,0.000000,0.111327,2,0.000040,1.296266,0.107508,1,0.000000,0.176262,0.000000,1.296266,1.482501,0,1,stable
0.400000,0.344575,0.999868,0.000000,0.127089,2,0.000040,1.386344,0.122761,1,10.454251,0.171083,0.000000,1.386344,-2.833850,0,1,stable
0.500000,-0.014211,0.999793,0.000000,0.142690,2,0.000040,1.330199,0.137836,1,2.074166,0.100000,0.000000,1.330199,0.900774,0,1,stable
0.600000,-0.450752,0.999702,0.000000,0.157489,2,0.000040,1.270001,0.152117,1,5.940161,0.174597,0.000000,1.270001,-0.561442,0,1,stable
0.700000,-0.768387,0.999595,-0.000000,0.171101,2,0.000042,1.212788,0.165230,1,19.004142,0.186056,0.000000,1.212788,-0.601984,0,1,stable
0.800000,-0.797753,0.999471,-0.000000,0.183297,2,0.000043,1.160834,0.176952,1,71.207127,0.187190,0.000000,1.160834,-0.572131,0,1,stable
0.900000,-0.495812,0.999330,-0.000000,0.193987,2,0.000042,1.115318,0.187196,1,176.728621,0.176135,0.000000,1.115318,-0.519535,0,1,stable
1,0.023200,0.999173,-0.000000,0.203195,2,0.000043,1.076529,0.195989,1,270.978025,0.046474,0.000000,1.505526,-0.455161,0,1.763319,stable
1.100000,0.545305,0.999000,-0.000000,0.211016,2,0.000043,1.044148,0.203427,1,288.626588,0.159091,0.000000,1.465799,-0.387893,0,1.769826,stable
1.200000,0.859064,0.998810,0.000000,0.217588,2,0.000043,1.017517,0.209651,1,258.960250,0.389396,0.000000,1.465799,-0.323806,0,1.763319,stable
1.300000,0.842383,0.998603,0.000000,0.223064,2,0.000043,0.995836,0.214813,1,253.515674,0.485374,0.000000,1.465799,-0.266313,0,1.891884,stable
1.400000,0.503897,0.998380,0.000000,0.227596,2,0.000044,0.978295,0.219067,1,286.800328,0.436493,0.000000,1.465799,-0.216814,0,1.808765,stable
1.500000,-0.023193,0.998140,0.000000,0.231327,2,0.000044,0.964145,0.222555,1,316.320611,0.387216,0.000000,1.465799,-0.175412,0,1.732642,stable
1.600000,-0.533216,0.997884,0.000000,0.234384,2,0.000043,0.952733,0.225401,1,311.735817,0.366908,0.000000,1.431899,-0.141494,0,1.808765,stable
1.700000,-0.830998,0.997611,-0.000000,0.236875,2,0.000043,0.943503,0.227712,1,294.602435,0.362393,0.000000,1.431899,-0.114125,0,1.732642,stable
1.800000,-0.811128,0.997322,-0.000000,0.238891,2,0.000043,0.936000,0.229576,1,304.215799,0.250304,0.000000,1.431899,-0.092292,0,1.726251,stable
1.900000,-0.498323,0.997017,-0.000000,0.240507,2,0.000043,0.929848,0.231067,1,341.081575,0.133300,0.000000,1.431899,-0.075036,0,1.719907,stable
2,-0.029266,0.996695,-0.000000,0.241784,2,0.000063,0.924745,0.232242,1,368.011986,0.071479,0.000000,1.431899,-0.061517,0,1.721906,stable
2.100000,0.409167,0.996356,-0.000000,0.242770,2,0.000044,0.920446,0.233148,1,362.879146,0.129789,0.000000,1.404772,-0.051027,0,1.723910,stable
2.200000,0.656683,0.996001,0.000000,0.243502,2,0.000043,0.916748,0.233818,1,343.228219,0.236238,0.000000,1.404772,-0.042996,0,1.728265,stable
2.300000,0.641785,0.995629,0.000000,0.244006,2,0.000044,0.913486,0.234280,1,336.178188,0.325483,0.000000,1.404772,-0.036974,0,1.723910,stable
2.400000,0.400090,0.995241,0.000000,0.244301,2,0.000043,0.910518,0.234550,1,343.169593,0.357204,0.000000,1.404772,-0.032619,0,1.721906,stable
2.500000,0.045502,0.994837,0.000000,0.244399,2,0.000043,0.907719,0.234639,1,346.053226,0.361887,0.000000,1.404772,-0.029681,0,1.723910,stable
2.600000,-0.286174,0.994416,0.000000,0.244301,2,0.000051,0.907720,0.234550,1,336.602041,0.336047,0.000000,1.382310,-0.027994,0,1.728265,stable
2.700000,-0.489334,0.993979,0.000000,0.244006,2,0.000045,0.910525,0.234280,1,324.106572,0.290937,0.000000,1.382310,0.000007,0,1.732642,stable
2.800000,-0.514426,0.993525,-0.000000,0.243502,2,0.000043,0.913506,0.233818,1,318.438595,0.201709,0.000000,1.382310,0.028054,0,1.744036,stable
2.900000,-0.374243,0.993055,-0.000000,0.242770,2,0.000043,0.916790,0.233148,1,318.884538,0.118416,0.000000,1.382310,0.029811,0,1.732642,stable
3,-0.135026,0.992568,-0.000000,0.241784,2,0.000043,0.920522,0.232242,1,318.264416,0.078377,0.000000,1.382310,0.032838,0,1.744036,stable
3.100000,0.108766,0.992065,-0.000000,0.240507,2,0.000043,0.924874,0.231067,1,311.770782,0.098566,0.000000,1.358093,0.037317,0,1.755580,stable
3.200000,0.273222,0.991545,-0.000000,0.238891,2,0.000044,0.930055,0.229576,1,301.513099,0.154353,0.000000,1.358093,0.043520,0,1.821185,stable
3.300000,0.320592,0.991010,0.000000,0.236875,2,0.000043,0.936326,0.227712,1,292.749092,0.222912,0.000000,1.358093,0.051818,0,1.891884,stable
3.400000,0.264940,0.990457,0.000000,0.234384,2,0.000043,0.944009,0.225401,1,286.754803,0.274165,0.000000,1.358093,0.062708,0,1.898840,stable
3.500000,0.149363,0.989889,0.000000,0.231327,2,0.000043,0.953509,0.222555,1,280.902476,0.306721,0.000000,1.358093,0.076831,0,1.905847,stable
3.600000,0.017043,0.989304,0.000000,0.227596,2,0.000043,0.965331,0.219067,1,273.884066,0.309396,0.000000,1.333436,0.094999,0,1.998012,stable
3.700000,-0.101433,0.988702,0.000000,0.223064,2,0.000043,0.980097,0.214813,1,266.545274,0.295730,0.000000,1.333436,0.118213,0,2.099544,stable
3.800000,-0.185098,0.988085,0.000000,0.217588,2,0.000043,0.998566,0.209651,1,259.691029,0.261218,0.000000,1.333436,0.147662,0,2.123095,stable
3.900000,-0.220022,0.987451,-0.000000,0.211016,2,0.000043,1.021634,0.203427,1,253.537618,0.225898,0.000000,1.333436,0.184690,0,2.147179,stable
4,-0.201851,0.986800,-0.000000,0.203195,2,0.000054,1.050319,0.195989,1,248.027418,0.193294,0.000000,1.333436,0.230684,0,2.218852,stable
4.100000,-0.139090,0.986133,-0.000000,0.193987,2,0.000043,1.085697,0.187196,1,242.898804,0.178429,0.000000,1.309200,0.286850,0,2.295475,stable
4.200000,-0.050227,0.985450,-0.000000,0.183297,2,0.000043,1.128775,0.176952,1,237.780237,0.178136,0.000000,1.309200,0.353781,0,2.390215,stable
4.300000,0.042441,0.984751,-0.000000,0.171101,2,0.000043,1.180266,0.165230,1,232.511043,0.196802,0.000000,1.310696,0.430777,0,2.493113,stable
4.400000,0.117150,0.984036,-0.000000,0.157489,2,0.000043,1.240263,0.152117,1,227.220428,0.224975,0.000000,1.316417,0.514906,0,2.536008,stable
4.500000,0.154778,0.983304,0.000000,0.142691,2,0.000043,1.307826,0.137837,1,222.129527,0.262450,0.000000,1.325242,0.599974,0,2.580405,stable
4.600000,0.143216,0.982556,0.000000,0.127150,2,0.000043,1.378726,0.122819,1,217.401462,0.294146,0.000000,1.323501,0.675631,0,2.629075,stable
4.700000,0.086217,0.981791,0.000000,0.112713,2,0.000043,1.398678,0.108846,1,213.059384,0.320028,0.000000,1.343347,0.709003,0,2.679616,stable
4.800000,0.003040,0.981011,0.000000,0.109809,2,0.000043,1.008929,0.105978,1,208.893405,0.327915,0.000000,1.361936,0.199514,0,2.831616,stable
4.900000,-0.114726,0.980214,0.000000,0.131166,2,0.000043,1.510006,0.126444,1,204.719340,0.325046,0.000000,1.361936,-3.897491,0,3.001897,stable
5,-0.212806,0.979401,-0.000000,0.134846,2,0.000043,1.014488,0.129746,1,200.737167,0.304916,0.000000,1.388910,5.010777,0,3.071402,stable
5.100000,-0.155809,0.978572,-0.000000,0.090378,2,0.000043,2.679365,0.086714,1,196.867435,0.314924,0.000000,1.375397,-4.955185,0,3.144202,transitoire
5.200000,-0.062385,0.977726,-0.000000,0.052532,2,0.000043,3.439954,0.050207,1,196.387603,0.328467,0.000000,1.506224,16.648767,0,3.192588,transitoire
5.300000,-0.004269,0.976865,-0.000000,0.037454,2,0.000043,2.296313,0.035621,1,192.541614,0.353861,0.000000,1.703492,7.605891,0,3.242487,transitoire
5.400000,0.032885,0.975987,-0.000000,0.029834,2,0.000044,1.775080,0.028207,1,188.705992,0.375663,0.000000,1.794406,-11.436413,0,3.542813,chronique
5.500000,0.047250,0.975093,0.000000,0.024097,2,0.000043,1.699468,0.022631,1,185.294613,0.374436,0.000000,1.836883,-5.212327,0,3.904452,chronique
5.600000,0.040531,0.974183,0.000000,0.019499,2,0.000043,1.674693,0.018179,1,182.036916,0.377753,0.000000,1.825432,-0.756116,0,3.969543,chronique
5.700000,0.021666,0.973257,0.000000,0.015825,2,0.000043,1.646591,0.014639,1,178.880449,0.403502,0.000000,1.854140,-0.247756,0,4.036842,chronique
5.800000,0.001191,0.972315,0.000000,0.012899,2,0.000044,1.613915,0.011838,1,175.808801,0.434654,0.000000,1.876462,-0.281015,0,4.143493,chronique
5.900000,-0.013223,0.971356,0.000000,0.010576,2,0.000043,1.577865,0.009627,1,172.837557,0.452463,0.000000,1.895426,-0.326761,0,4.255931,chronique
6,-0.018562,0.970382,-0.000000,0.008731,2,0.000052,1.539421,0.007885,1,169.983589,0.434032,0.000000,1.910359,-0.360498,0,4.440198,chronique
6.100000,-0.015921,0.969392,-0.000000,0.007267,2,0.000044,1.499326,0.006511,1,167.235572,0.437719,0.000000,1.881825,-0.384446,0,4.641144,chronique
6.200000,-0.008707,0.968385,-0.000000,0.006102,2,0.000044,1.458143,0.005427,1,164.570220,0.471578,0.000000,1.887050,-0.400942,0,5.039885,chronique
6.300000,-0.000718,0.967363,-0.000000,0.005175,2,0.000043,1.416291,0.004569,1,161.974708,0.495282,0.000000,1.887050,-0.411830,0,5.513581,chronique
6.400000,0.005206,0.966325,-0.000000,0.004435,2,0.000043,1.374084,0.003890,1,159.448888,0.500527,0.000000,1.887050,-0.418521,0,5.531885,chronique
6.500000,0.007754,0.965270,0.000000,0.003843,2,0.000055,1.331755,0.003350,1,156.996171,0.465395,0.000000,1.887050,-0.422077,0,5.550310,chronique
6.600000,0.007058,0.964200,0.000000,0.003371,2,0.000044,1.289480,0.002921,1,154.617382,0.469532,0.000000,1.856414,-0.423290,0,5.649127,chronique
6.700000,0.004205,0.963113,0.000000,0.002993,2,0.000044,1.247392,0.002580,1,152.310628,0.515283,0.000000,1.856414,-0.422747,0,5.751526,stable
6.800000,0.000637,0.962011,0.000000,0.002692,2,0.000044,1.205589,0.002310,1,150.073186,0.543697,0.000000,1.856414,-0.420883,0,5.872358,stable
6.900000,-0.002359,0.960893,0.000000,0.002453,2,0.000044,1.164148,0.002097,1,147.902383,0.550869,0.000000,1.856414,-0.418023,0,5.998376,stable
7,-0.003977,0.959759,-0.000000,0.002267,2,0.000043,1.123125,0.001931,1,145.795361,0.500343,0.000000,1.856414,-0.414411,0,6.086037,stable
7.100000,-0.003997,0.958609,-0.000000,0.002124,2,0.000043,1.082562,0.001804,1,143.748797,0.495374,0.000000,1.828080,-0.410233,0,6.176297,stable
7.200000,-0.002704,0.957443,-0.000000,0.002018,2,0.000043,1.042489,0.001711,1,141.759143,0.545380,0.000000,1.828080,-0.405633,0,6.267883,stable
7.300000,-0.000713,0.956262,-0.000000,0.001946,2,0.000043,1.002929,0.001647,1,139.823142,0.570562,0.000000,1.828080,-0.400724,0,6.362227,stable
7.400000,0.001267,0.955064,-0.000000,0.001904,2,0.000043,0.963896,0.001609,1,137.938174,0.563110,0.000000,1.828080,-0.395600,0,6.813222,stable
7.500000,0.002631,0.953851,-0.000000,0.001890,2,0.000042,0.925395,0.001597,1,136.102263,0.503861,0.000000,1.828080,-0.390337,0,7.333035,stable
7.600000,0.003022,0.952622,0.000000,0.001904,2,0.000043,0.925262,0.001609,1,134.313846,0.492132,0.000000,1.802343,-0.385001,0,7.409685,stable
7.700000,0.002399,0.951378,0.000000,0.001946,2,0.000043,0.962695,0.001647,1,132.571514,0.543334,0.000000,1.802343,-0.001336,0,7.487955,stable
7.800000,0.001009,0.950117,0.000000,0.002018,2,0.000043,0.999604,0.001711,1,130.873878,0.571271,0.000000,1.802343,0.374330,0,7.687645,stable
7.900000,-0.000697,0.948841,0.000000,0.002124,2,0.000044,1.036000,0.001804,1,129.219523,0.576596,0.000000,1.802343,0.369088,0,7.898278,stable
8,-0.002195,0.947549,0.000000,0.002267,2,0.000053,1.071897,0.001931,1,127.607016,0.532906,0.000000,1.802343,0.363961,0,8.173815,stable
8.100000,-0.003031,0.946242,-0.000000,0.002453,2,0.000043,1.107313,0.002097,1,126.034877,0.485473,0.000000,1.778598,0.358977,0,8.469271,stable
8.200000,-0.002936,0.944918,-0.000000,0.002692,2,0.000043,1.142264,0.002310,1,124.501548,0.519899,0.000000,1.778598,0.354156,0,9.156005,stable
8.300000,-0.001892,0.943580,-0.000000,0.002993,2,0.000043,1.176766,0.002580,1,123.005382,0.550664,0.000000,1.778598,0.349508,0,9.963934,stable
8.400000,-0.000131,0.942225,-0.000000,0.003371,2,0.000043,1.210835,0.002921,1,121.544714,0.547659,0.000000,1.778598,0.345026,0,11.561918,stable
8.500000,0.001921,0.940855,-0.000000,0.003843,2,0.000043,1.244476,0.003350,1,120.117977,0.532191,0.000000,1.778598,0.340681,0,13.770364,stable
8.600000,0.003741,0.939470,0.000000,0.004435,2,0.000043,1.277689,0.003890,1,118.723803,0.511691,0.000000,1.756806,0.336416,0,15.257047,stable
8.700000,0.004808,0.938069,0.000000,0.005175,2,0.000043,1.310457,0.004569,1,117.361052,0.508540,0.000000,1.756806,0.332133,0,17.103593,stable
8.800000,0.004677,0.936652,0.000000,0.006102,2,0.000043,1.342739,0.005427,1,116.028758,0.530717,0.000000,1.756806,0.327678,0,17.626041,stable
8.900000,0.003027,0.935220,0.000000,0.007267,2,0.000043,1.374462,0.006511,1,114.726048,0.552418,0.000000,1.756806,0.322821,0,18.181412,stable
9,-0.000271,0.933772,0.000000,0.008731,2,0.000043,1.405501,0.007885,1,113.452088,0.568081,0.000000,1.756806,0.317222,0,18.523947,stable
9.100000,-0.005013,0.932309,0.000000,0.010576,2,0.000043,1.435666,0.009627,1,112.206087,0.589528,0.000000,1.738316,0.310394,0,18.879636,stable
9.200000,-0.010401,0.930831,-0.000000,0.012899,2,0.000043,1.464667,0.011838,1,110.987373,0.591014,0.000000,1.740912,0.301646,0,19.536883,stable
9.300000,-0.014745,0.929337,-0.000000,0.015825,2,0.000043,1.492085,0.014639,1,109.795524,0.581256,0.000000,1.744385,0.290015,0,20.241541,stable
9.400000,-0.015359,0.927828,-0.000000,0.019500,2,0.000043,1.517331,0.018179,1,108.630651,0.602038,0.000000,1.748942,0.274182,0,20.707378,stable
9.500000,-0.009094,0.926304,-0.000000,0.024100,2,0.000043,1.539903,0.022634,1,107.493718,0.647099,0.000000,1.754260,0.252459,0,21.195162,stable
9.600000,0.006140,0.924764,-0.000000,0.029906,2,0.000043,1.565782,0.028275,1,106.385973,0.697974,0.000000,1.743542,0.225718,0,23.402646,stable
9.700000,0.029753,0.923209,-0.000000,0.038268,2,0.000043,1.663594,0.036394,1,105.305678,0.725055,0.000000,1.750261,0.258795,0,26.123408,stable
9.800000,0.062431,0.921638,0.000000,0.056015,2,0.000043,2.022041,0.053536,1,104.245895,0.708983,0.000000,1.761658,0.978120,0,27.429460,transitoire
9.900000,0.097873,0.920053,0.000000,0.094202,2,0.000044,2.362862,0.090382,1,103.209156,0.761972,0.000000,1.789853,3.584470,0,26.123408,transitoire
10,0.070136,0.918452,0.000000,0.134846,2,0.000043,2.015478,0.129746,1,102.179574,0.865523,0.000000,1.834762,3.408204,0,23.402646,transitoire
10.100000,-0.033354,0.916836,0.000000,0.137211,2,0.000045,0.978903,0.132272,1,101.314674,0.825854,0.000000,1.843368,-3.473840,0,21.195162,chronique
10.200000,-0.110331,0.915205,0.000000,0.118353,2,0.000044,1.505223,0.114224,1,100.727178,0.725369,0.000000,1.843368,-10.365747,0,23.254109,chronique
10.300000,-0.147884,0.913558,-0.000000,0.115725,2,0.000049,0.991089,0.111754,1,99.615075,0.753127,0.000000,1.843993,5.263205,0,21.195162,chronique
10.400000,-0.144908,0.911897,-0.000000,0.127546,2,0.000042,1.265302,0.123202,1,98.779153,0.729093,0.000000,1.843993,-5.141344,0,20.707378,chronique
10.500000,-0.079937,0.910220,-0.000000,0.142715,2,0.000046,1.318393,0.137860,1,98.018114,0.724340,0.000000,1.843993,2.742130,0,20.241541,chronique
10.600000,0.036721,0.908529,-0.000000,0.157490,2,0.000043,1.269414,0.152118,1.000000,97.457486,0.670544,0.000000,1.827998,0.530913,0,19.536883,chronique
10.700000,0.159893,0.906822,-0.000000,0.171101,2,0.000042,1.212772,0.165230,1,96.818825,0.667065,0.000000,1.827998,-0.489792,0,20.241541,chronique
10.800000,0.227472,0.905101,0.000000,0.183297,2,0.000043,1.160834,0.176952,1.000000,95.896858,0.709099,0.000000,1.827998,-0.566425,0,19.536883,stable
10.900000,0.193263,0.903364,0.000000,0.193987,2,0.000042,1.115318,0.187196,1.000000,95.091288,0.680248,0.000000,1.827998,-0.519374,0,18.879636,stable
11,0.060671,0.901613,0.000000,0.203195,2,0.000047,1.076529,0.195989,1.000000,94.881628,0.629734,0.000000,1.827998,-0.455159,0,18.523947,stable
11.100000,-0.111185,0.899846,0.000000,0.211016,2,0.000046,1.044148,0.203427,1.000000,94.778230,0.582513,0.000000,1.812201,-0.387893,0,18.181412,stable
11.200000,-0.240192,0.898065,0.000000,0.217588,2,0.000040,1.017517,0.209651,1.000000,94.044867,0.630001,0.000000,1.812201,-0.323806,0,17.626041,stable
11.300000,-0.267137,0.896269,-0.000000,0.223064,2,0.000040,0.995836,0.214813,1.000000,93.212795,0.622956,0.000000,1.812201,-0.266313,0,17.103593,stable
11.400000,-0.183525,0.894458,-0.000000,0.227596,2,0.000040,0.978295,0.219067,1.000000,93.108685,0.584421,0.000000,1.812201,-0.216814,0,15.492908,stable
11.500000,-0.029086,0.892632,-0.000000,0.231327,2,0.000040,0.964145,0.222555,1.000000,93.326525,0.535756,0.000000,1.812201,-0.175412,0,14.159478,stable
11.600000,0.130623,0.890792,-0.000000,0.234384,2,0.000045,0.952733,0.225401,1.000000,93.005691,0.521728,0.000000,1.797448,-0.141494,0,15.492908,stable
11.700000,0.228225,0.888937,-0.000000,0.236875,2,0.000045,0.943503,0.227712,1.000000,92.150608,0.541666,0.000000,1.797448,-0.114125,0,14.159478,stable
11.800000,0.218438,0.887067,0.000000,0.238891,2,0.000046,0.936000,0.229576,1.000000,91.462972,0.514917,0.000000,1.797448,-0.092292,0,13.962210,stable
11.900000,0.098681,0.885182,0.000000,0.240507,2,0.000050,0.929848,0.231067,1.000000,91.392688,0.470016,0.000000,1.797448,-0.075036,0,13.770364,stable
