t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
0,0,1,0,0.001002,0,0.000038,0,0.000457,1.532226,0,1,0.100037,0.493788,0,0,0,1,1,1,stable,0.493788,0,0.165478,0.165478,adaptive,0.100000,0.000457,1.532226,0,0,0,0.165478,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.100000,0.000867,1.000000,0,0.002055,0,0.000052,1.708566,0.000959,1.535085,0,1,0.100030,0.444336,1.708566,0,0,1,1,1,stable,0.444409,0.000073,0.117617,0.129048,adaptive,0.120927,0.000959,1.535085,0,0,0,0.117617,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.200000,0.002498,0.999999,0,0.003723,0,0.000054,3.300735,0.001811,1.537949,0,1,0.100028,0.399393,3.300735,17.085655,0,1,1,1,stable,0.399980,0.000588,0.296176,0.325006,adaptive,0.141753,0.001811,1.537949,0,0,0,0.296176,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.300000,0.003807,0.999999,-0.000004,0.006283,0,0.000091,0.869597,0.003229,1.540815,0.000000,0.993307,0.100034,0.358882,0.869597,15.921697,0,1,1,1,stable,0.360077,0.001196,0.321871,0.353268,adaptive,0.162379,0.003229,1.540815,0,0,0,0.321871,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.400000,0.003573,0.999998,-0.000032,0.009784,0,0.000049,2.944200,0.005377,1.543680,0.000635,0.993307,0.100002,0.321445,2.944200,-24.311384,0,1,1,1,stable,0.324263,0.002818,0.582806,0.639796,resonance,0.182707,0.005377,1.543680,0,0,0,0.582806,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.500000,0.004218,0.999997,-0.000078,0.015307,0,0.000107,1.887319,0.008899,1.546540,0.006325,0.993306,0.100001,0.289137,1.887319,20.746029,0,1,1,1,stable,0.292293,0.003156,0.507644,0.557374,tanh,0.202643,0.008899,1.546540,0,0,0,0.507644,tanh,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.600000,0.004854,0.999996,-0.000238,0.019969,0,0.000073,2.495757,0.012837,1.549393,0.002083,0.993307,0.100000,0.259429,2.495757,-10.568808,0,1,1,1,stable,0.263574,0.004145,0.670521,0.736445,spiral_log,0.222096,0.012837,1.549393,0,0,0,0.670521,spiral_log,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.700000,0.003167,0.999994,-0.000227,0.025825,3,0.000070,2.526117,0.018547,1.552236,0.001057,0.993307,0.100000,0.234281,2.526117,6.084378,0,1,1,1,stable,0.237887,0.003606,0.841613,0.915456,resonance,0.240981,0.018547,1.552236,0,0,0,0.841613,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.800000,-0.004116,0.999992,-0.000059,0.032667,3,0.000069,1.586299,0.025579,1.555070,0.004243,0.993306,0.100009,0.218660,1.586299,0.303607,0,1,1,1,stable,0.214682,-0.003978,0.890982,0.954116,resonance,0.259218,0.025579,1.555070,0,0,0,0.890982,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.900000,-0.013954,0.999991,0.000355,0.032873,1,0.000069,1.555877,0.029159,1.557895,0.037569,0.993300,0.100041,0.202675,1.555877,-9.398187,0,1,1,1,stable,0.192570,-0.010105,1,1,resonance,0.276734,0.029159,1.557895,0,0,0,1,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
