t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status
0,-0.000020,0.926469,0,0.000870,0,0.000021,0,0.000396,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable
0.100000,0.003060,0.928852,0,0.001185,0,0.000020,1.589053,0.000542,1.348769,0,0.100000,0.000000,1.589053,0,0,1,1,stable
0.200000,0.006768,0.926365,-0.000000,0.001582,0,0.000018,1.572487,0.000726,1.356829,0,0.100000,0.000000,1.572487,15.890532,0,1,1,stable
0.300000,0.009159,0.916137,-0.000000,0.002063,0,0.000018,1.553142,0.000951,1.363293,0.000000,0.100000,0.000000,1.553142,-0.165666,0,1,1,stable
0.400000,0.008484,0.899078,-0.000000,0.002631,0,0.000018,1.531704,0.001219,1.367475,0.001495,0.100000,0.000000,1.531704,-0.193446,0,1,1,stable
0.500000,0.004674,0.880554,-0.000000,0.003280,0,0.000018,1.509106,0.001527,1.368921,0.007429,0.100000,0.000000,1.509106,-0.214384,0,1,1,stable
0.600000,-0.000812,0.868472,-0.000000,0.004002,0,0.000018,1.492234,0.001873,1.367475,0.011989,0.100000,0.000000,1.492234,-0.225977,0,1,1,stable
0.700000,-0.007124,0.869010,-0.000000,0.004786,0,0.000018,1.481589,0.002252,1.363293,0.012119,0.100000,0.000000,1.481589,-0.168718,0,1,1,stable
0.800000,-0.015062,0.882722,0.000000,0.005618,0,0.000018,1.471186,0.002658,1.356829,0.011683,0.100000,0.000000,1.471186,-0.106454,0,1,1,stable
0.900000,-0.024731,0.904370,0.000000,0.006488,0,0.000017,1.460813,0.003088,1.348769,0.009728,0.100000,0.000000,1.460813,-0.104026,0,1,1,stable
1,-0.033510,0.926469,0.000000,0.007385,0,0.000018,1.450272,0.003537,1.339942,0.008673,0.427215,0.000000,1.580770,-0.103729,0,3.560275,1,stable
1.100000,-0.038010,0.943205,0.000000,0.008302,0,0.000018,1.439426,0.004002,1.331227,0.011444,0.448949,0.000000,1.571561,-0.105416,0,4.703523,1,chronique
1.200000,-0.037035,0.952136,0.000000,0.009232,0,0.000018,1.428239,0.004480,1.323459,0.026941,0.388298,0.000000,1.571561,-0.108459,0,4.870656,1,stable
1.300000,-0.031536,0.953688,0.000000,0.010170,0,0.000018,1.416789,0.004970,1.317356,0.047248,0.314743,0.000000,1.571561,-0.111871,0,4.480489,1,stable
1.400000,-0.022185,0.949772,0.000000,0.011115,0,0.000018,1.405270,0.005470,1.313467,0.057977,0.206040,0.000000,1.571561,-0.114494,0,4.308926,1,stable
1.500000,-0.007583,0.942661,0.000000,0.012064,0,0.000018,1.393969,0.005981,1.312132,0.062907,0.107744,0.000000,1.571561,-0.115191,0,4.150018,1,stable
1.600000,0.014594,0.934548,0.000000,0.013016,0,0.000018,1.388838,0.006503,1.313467,0.070793,0.065613,0.000000,1.561596,-0.113009,0,4.308926,1,stable
1.700000,0.043158,0.927558,0.000000,0.013970,0,0.000018,1.389725,0.007034,1.317356,0.087150,0.245368,0.000000,1.561596,-0.051312,0,4.150018,1,stable
1.800000,0.068822,0.923592,-0.000000,0.014926,0,0.000018,1.390413,0.007575,1.323459,0.096559,0.479233,0.000000,1.561596,0.008867,0,3.633781,1,stable
1.900000,0.075462,0.923588,-0.000000,0.015882,0,0.000018,1.390369,0.008127,1.331227,0.091887,0.572755,0.000000,1.561596,0.006880,0,4.715657,1,stable
2,0.050350,0.926469,-0.000000,0.016838,0,0.000019,1.389178,0.008688,1.339942,0.207227,0.517677,0.000000,1.561596,-0.000432,0,5.089050,1,stable
2.100000,-0.002490,0.928852,-0.000000,0.017794,0,0.000018,1.386569,0.009260,1.348769,0.555086,0.422609,0.000000,1.551098,-0.011912,0,5.010027,1,stable
2.200000,-0.058583,0.926365,-0.000000,0.018748,0,0.000018,1.382441,0.009840,1.356829,0.817361,0.447814,0.000000,1.551098,-0.026094,0,5.089050,1,stable
2.300000,-0.087602,0.916137,-0.000000,0.019699,0,0.000018,1.376877,0.010430,1.363293,0.756969,0.621031,0.000000,1.551098,-0.041279,0,5.010027,1,stable
2.400000,-0.079970,0.899078,0.000000,0.020644,0,0.000018,1.370138,0.011027,1.367475,0.892789,0.588239,0.000000,1.551098,-0.055640,0,4.703749,1,stable
2.500000,-0.058031,0.880554,0.000000,0.021583,0,0.000018,1.362636,0.011631,1.368921,1.304321,0.477501,0.000000,1.551098,-0.067395,0,3.948619,1,stable
2.600000,-0.047502,0.868472,0.000000,0.022512,0,0.000018,1.360699,0.012241,1.367475,1.316446,0.380617,0.000000,1.541288,-0.075018,0,3.734401,1,stable
2.700000,-0.041992,0.869010,0.000000,0.023429,0,0.000018,1.364306,0.012855,1.363293,1.237965,0.356254,0.000000,1.541288,-0.019364,0,3.542230,1,stable
2.800000,-0.015784,0.882722,0.000000,0.024329,0,0.000018,1.367041,0.013471,1.356829,1.197388,0.358026,0.000000,1.541288,0.036062,0,3.113807,1,stable
2.900000,0.035294,0.904370,0.000000,0.025207,0,0.000018,1.368387,0.014086,1.348769,1.199869,0.364371,0.000000,1.541288,0.027352,0,3.542230,1,stable
3,0.086637,0.926469,-0.000000,0.026058,0,0.000018,1.367967,0.014695,1.339942,1.306121,0.409572,0.000000,1.541288,0.013460,0,3.113807,1,stable
3.100000,0.113411,0.943205,-0.000000,0.026875,0,0.000018,1.365573,0.015296,1.331227,1.235205,0.475876,0.000000,1.532759,-0.004195,0,2.777836,1,stable
3.200000,0.112419,0.952136,-0.000000,0.027647,0,0.000018,1.361164,0.015882,1.323459,1.298467,0.497484,0.000000,1.532759,-0.023940,0,3.487119,1,stable
3.300000,0.098746,0.953688,-0.000000,0.028363,0,0.000018,1.354846,0.016445,1.317356,1.461192,0.489204,0.000000,1.532759,-0.044094,0,3.384429,1,stable
3.400000,0.088139,0.949772,-0.000000,0.029009,0,0.000018,1.346838,0.016977,1.313467,1.463212,0.460487,0.000000,1.532759,-0.063180,0,3.296674,1,stable
3.500000,0.080295,0.942661,-0.000000,0.029566,0,0.000018,1.337424,0.017467,1.312132,1.407661,0.454144,0.000000,1.532759,-0.080081,0,3.213355,1,stable
3.600000,0.056426,0.934548,-0.000000,0.030013,3,0.000018,1.332504,0.017899,1.313467,1.369731,0.448401,0.000000,1.525062,-0.094134,0,3.135969,1,stable
3.700000,-0.001082,0.927558,-0.000000,0.030325,3,0.000018,1.331804,0.018256,1.317356,1.357552,0.445110,0.000000,1.525062,-0.049209,0,3.062222,1,stable
3.800000,-0.083032,0.923592,-0.000000,0.030469,3,0.000018,1.328912,0.018518,1.323459,1.518468,0.443615,0.000000,1.525062,-0.006997,0,3.135969,1,stable
3.900000,-0.150092,0.923588,0.000000,0.030411,3,0.000018,1.334815,0.018660,1.331227,1.606803,0.490682,0.000000,1.525062,-0.028920,0,3.062222,1,stable
4,-0.151782,0.926469,0.000000,0.030115,0,0.000019,1.341437,0.018654,1.339942,1.534288,0.507284,0.000000,1.525062,0.059034,0,4.000021,1,stable
4.100000,-0.070258,0.928852,0.000000,0.029544,0,0.000018,1.346678,0.018473,1.348769,2.168945,0.468223,0.000000,1.517924,0.066216,0,3.993179,1,stable
4.200000,0.032324,0.926365,0.000000,0.028667,0,0.000018,1.353484,0.018089,1.356829,3.483155,0.407570,0.000000,1.517924,0.052413,0,3.794430,1,stable
4.300000,0.076106,0.916137,0.000000,0.027462,0,0.000018,1.367222,0.017483,1.363293,3.397179,0.452179,0.000000,1.517924,0.068059,0,3.993179,1,stable
4.400000,0.064535,0.899078,0.000000,0.025929,0,0.000018,1.383910,0.016646,1.367475,3.518015,0.486920,0.000000,1.517924,0.137382,0,3.794430,1,stable
4.500000,0.052349,0.880554,-0.000000,0.024091,0,0.000018,1.406477,0.015584,1.368921,4.007531,0.484941,0.000000,1.517924,0.166873,0,3.614527,1,stable
4.600000,0.067647,0.868472,-0.000000,0.021998,0,0.000018,1.438728,0.014326,1.367475,3.803024,0.474927,0.000000,1.511158,0.225678,0,3.565060,1,stable
4.700000,0.086796,0.869010,-0.000000,0.019730,0,0.000018,1.478909,0.012922,1.363293,3.769637,0.478831,0.000000,1.511158,0.322508,0,3.516928,1,stable
4.800000,0.075321,0.882722,-0.000000,0.017380,0,0.000018,1.519332,0.011434,1.356829,3.674658,0.471507,0.000000,1.514022,0.401808,0,3.348380,1,stable
4.900000,0.035359,0.904370,-0.000000,0.015049,0,0.000018,1.557603,0.009934,1.348769,3.672475,0.459779,0.000000,1.519874,0.404233,0,3.195249,1,stable
5,-0.005657,0.926469,-0.000000,0.012829,0,0.000018,1.591621,0.008488,1.339942,3.731641,0.447373,0.000000,1.528516,0.382708,0,3.348380,1,stable
5.100000,-0.028739,0.943205,-0.000000,0.010788,0,0.000018,1.619750,0.007149,1.331227,3.634784,0.448534,0.000000,1.534253,0.340184,0,3.516928,1,transitoire
5.200000,-0.033051,0.952136,-0.000000,0.008971,0,0.000018,1.641014,0.005950,1.323459,3.591190,0.448399,0.000000,1.547056,0.281290,0,3.565060,1,transitoire
5.300000,-0.026952,0.953688,-0.000000,0.007397,0,0.000018,1.655133,0.004908,1.317356,3.582402,0.443542,0.000000,1.561550,0.212638,0,3.614527,1,transitoire
5.400000,-0.018796,0.949772,0.000000,0.006062,0,0.000018,1.662420,0.004023,1.313467,3.537436,0.437797,0.000000,1.576359,0.141184,0,3.794430,1,transitoire
5.500000,-0.013266,0.942661,0.000000,0.004952,0,0.000018,1.663614,0.003287,1.312132,3.472686,0.433800,0.000000,1.590296,0.072873,0,3.993179,1,transitoire
5.600000,-0.011043,0.934548,0.000000,0.004041,0,0.000018,1.665295,0.002682,1.313467,3.410227,0.431337,0.000000,1.596406,0.011943,0,4.045050,1,transitoire
5.700000,-0.008775,0.927558,0.000000,0.003300,0,0.000018,1.667999,0.002191,1.317356,3.351868,0.430137,0.000000,1.608570,0.016808,0,4.098286,1,transitoire
5.800000,-0.001945,0.923592,0.000000,0.002703,0,0.000018,1.666182,0.001796,1.323459,3.293715,0.430024,0.000000,1.619928,0.027040,0,4.193195,1,transitoire
5.900000,0.006631,0.923588,-0.000000,0.002224,0,0.000018,1.659926,0.001479,1.331227,3.239500,0.430026,0.000000,1.629348,-0.018170,0,4.292603,1,transitoire
6,0.009230,0.926469,-0.000000,0.001841,0,0.000019,1.649356,0.001225,1.339942,3.185777,0.427343,0.000000,1.637875,-0.062558,0,4.296574,1,chronique
6.100000,0.006706,0.928852,-0.000000,0.001536,0,0.000018,1.634665,0.001023,1.348769,3.135430,0.422247,0.000000,1.638758,-0.105707,0,4.300553,1,chronique
6.200000,0.002606,0.926365,-0.000000,0.001292,0,0.000018,1.616151,0.000862,1.356829,3.088339,0.418435,0.000000,1.643541,-0.146905,0,4.412062,1,chronique
6.300000,-0.000969,0.916137,-0.000000,0.001097,0,0.000018,1.594234,0.000733,1.363293,3.039564,0.416288,0.000000,1.645625,-0.185139,0,4.529507,1,chronique
6.400000,-0.001302,0.899078,-0.000000,0.000941,0,0.000018,1.569464,0.000631,1.367475,2.991942,0.414038,0.000000,1.645826,-0.219171,0,4.560747,1,chronique
6.500000,-0.001050,0.880554,-0.000000,0.000817,0,0.000018,1.542506,0.000549,1.368921,2.946929,0.410728,0.000000,1.645826,-0.247699,0,4.592421,1,chronique
6.600000,-0.002374,0.868472,0.000000,0.000718,0,0.000018,1.519911,0.000484,1.367475,2.902159,0.408891,0.000000,1.641954,-0.269577,0,4.643444,1,chronique
6.700000,-0.003656,0.869010,0.000000,0.000639,0,0.000018,1.501856,0.000432,1.363293,2.858844,0.415521,0.000000,1.641954,-0.225953,0,4.695614,1,chronique
6.800000,-0.003604,0.882722,0.000000,0.000576,0,0.000018,1.482114,0.000391,1.356829,2.816739,0.435006,0.000000,1.641954,-0.180548,0,4.753571,1,chronique
6.900000,-0.002474,0.904370,0.000000,0.000527,0,0.000018,1.460341,0.000359,1.348769,2.776051,0.460243,0.000000,1.641954,-0.197426,0,4.812976,1,chronique
7,-0.001015,0.926469,0.000000,0.000489,0,0.000018,1.436335,0.000334,1.339942,2.736551,0.477763,0.000000,1.641954,-0.217724,0,5.036276,1,chronique
7.100000,0.000213,0.943205,0.000000,0.000461,0,0.000018,1.410057,0.000316,1.331227,2.698020,0.474395,0.000000,1.638428,-0.240068,0,5.281304,1,chronique
7.200000,0.000932,0.952136,0.000000,0.000440,0,0.000018,1.382272,0.000303,1.323459,2.660537,0.475174,0.000000,1.638428,-0.262776,0,5.450820,1,chronique
7.300000,0.001077,0.953688,0.000000,0.000428,0,0.000018,1.353882,0.000296,1.317356,2.624110,0.486514,0.000000,1.638428,-0.277849,0,5.631579,1,stable
7.400000,0.000838,0.949772,0.000000,0.000422,0,0.000018,1.327072,0.000293,1.313467,2.588685,0.487703,0.000000,1.638428,-0.283897,0,5.873616,1,stable
7.500000,0.000760,0.942661,-0.000000,0.000422,4,0.000018,1.309811,0.000295,1.312132,2.554186,0.486542,0.000000,1.638428,-0.268108,0,6.137391,1,stable
7.600000,0.001319,0.934548,-0.000000,0.000430,0,0.000018,1.336031,0.000301,1.313467,2.520574,0.496693,0.000000,1.634306,-0.172602,0,6.470354,1,stable
7.700000,0.001887,0.927558,-0.000000,0.000444,0,0.000018,1.368124,0.000313,1.317356,2.487878,0.513998,0.000000,1.634306,0.262197,0,6.841516,1,stable
7.800000,0.001489,0.923592,-0.000000,0.000466,0,0.000018,1.399236,0.000331,1.323459,2.455972,0.524243,0.000000,1.634306,0.320926,0,7.407418,1,stable
7.900000,0.000529,0.923588,-0.000000,0.000497,0,0.000018,1.428841,0.000354,1.331227,2.424929,0.522619,0.000000,1.634306,0.311126,0,8.075380,1,stable
8,-0.001710,0.926469,-0.000000,0.000538,0,0.000019,1.456501,0.000386,1.339942,2.394646,0.532138,0.000001,1.634306,0.296042,0,8.778639,1,stable
8.100000,-0.003591,0.928852,0.000000,0.000591,0,0.000018,1.481904,0.000426,1.348769,2.365231,0.554193,0.000001,1.630492,0.276605,0,9.616072,1,stable
8.200000,-0.002079,0.926365,0.000000,0.000659,0,0.000018,1.504880,0.000478,1.356829,2.336340,0.573835,0.000001,1.630492,0.254034,0,9.841141,1,stable
8.300000,-0.001253,0.916137,0.000000,0.000745,0,0.000018,1.525406,0.000544,1.363293,2.309008,0.588082,0.000002,1.630492,0.229753,0,10.076998,1,stable
8.400000,-0.000845,0.899078,0.000000,0.000854,0,0.000018,1.543599,0.000627,1.367475,2.281145,0.607910,0.000003,1.630492,0.205259,0,10.235943,1,stable
8.500000,0.000492,0.880554,0.000000,0.000992,0,0.000018,1.559678,0.000733,1.368921,2.254303,0.634726,0.000006,1.630492,0.181932,0,10.399982,1,stable
8.600000,0.002357,0.868472,0.000000,0.001167,0,0.000018,1.579709,0.000868,1.367475,2.228118,0.645917,0.000005,1.626558,0.160787,0,10.896014,1,stable
8.700000,0.005700,0.869010,-0.000000,0.001389,0,0.000018,1.603325,0.001040,1.363293,2.202534,0.624445,0.000010,1.627671,0.200314,0,11.441732,1,stable
8.800000,0.009635,0.882722,-0.000000,0.001671,0,0.000018,1.623658,0.001260,1.356829,2.177702,0.630943,0.000009,1.629552,0.236160,0,12.488130,1,chronique
8.900000,0.011940,0.904370,-0.000001,0.002032,0,0.000018,1.639597,0.001542,1.348769,2.153263,0.713624,0.000005,1.632395,0.203327,0,13.745189,1,chronique
9,0.011198,0.926469,-0.000001,0.002493,0,0.000018,1.650001,0.001905,1.339942,2.129410,0.796341,0.000024,1.635722,0.159388,0,13.208380,1,chronique
9.100000,0.007144,0.943205,-0.000001,0.003084,0,0.000018,1.653692,0.002373,1.331227,2.106755,0.739514,0.000053,1.636473,0.104044,0,13.554487,1,chronique
9.200000,0.000567,0.952136,-0.000002,0.003841,0,0.000018,1.649426,0.002975,1.323459,2.084910,0.572053,0.000085,1.639876,0.036912,0,13.649172,1,chronique
9.300000,-0.006311,0.953688,-0.000004,0.004809,0,0.000018,1.635861,0.003751,1.317356,2.063160,0.628107,0.000086,1.642918,-0.042666,0,13.745189,1,chronique
9.400000,-0.010124,0.949772,-0.000005,0.006046,0,0.000018,1.611551,0.004747,1.313467,2.041151,0.653771,0.000272,1.645109,-0.135650,0,14.680842,1,chronique
9.500000,-0.008440,0.942661,-0.000004,0.007615,0,0.000018,1.574991,0.006019,1.312132,2.020139,0.653364,0.000691,1.645542,-0.243093,0,14.992795,1,chronique
9.600000,-0.002164,0.934548,0.000005,0.009591,0,0.000018,1.530342,0.007630,1.313467,2.001577,0.699221,0.000718,1.643431,-0.365599,0,15.363586,1,chronique
9.700000,-0.009864,0.927558,0.000022,0.012050,0,0.000019,1.475941,0.009645,1.317357,1.983043,0.763484,0.001198,1.643431,-0.446490,0,15.753182,1,chronique
9.800000,-0.072987,0.923592,0.000048,0.015063,0,0.000018,1.404716,0.012126,1.323460,1.969177,0.855540,0.002721,1.643431,-0.544009,0,15.567785,1,chronique
9.900000,-0.104458,0.923588,0.000072,0.018683,0,0.000019,1.316342,0.015119,1.331228,2.149709,0.915714,0.002889,1.643431,-0.712255,0,15.386702,1,chronique
10,0.015378,0.926469,0.000037,0.022926,0,0.000018,1.212013,0.018638,1.339943,2.039481,0.779195,0.008309,1.643431,-0.883744,0,15.187194,1,chronique
10.100000,0.121410,0.928852,0.000034,0.027755,0,0.000019,1.094582,0.022656,1.348771,3.386224,0.837515,0.010003,1.641088,-1.043288,0,14.992795,1,chronique
10.200000,0.155271,0.926365,0.000166,0.033070,0,0.000018,0.968346,0.027085,1.356823,2.848664,0.897785,0.012553,1.641088,-1.174304,0,14.341911,1,stable
