t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000025,0,0.000457,1.339942,0,1,0.100000,0.493789,0,0,0,1,1,1,stable,0.493788,-0.000000,0.447059,0.447059,0.100000,0.000457,1.339942
0.100000,0.001714,0.992522,0,0.001560,0,0.000022,0.197490,0.000720,1.342872,0,1,0.100000,0.468942,0.197490,0,0,1,1,1,stable,0.469099,0.000157,0.452046,0.452046,0.120927,0.000720,1.342872
0.200000,0.004550,0.992728,-0.000000,0.002351,0,0.000021,0.256119,0.001103,1.345525,0,1,0.100000,0.445236,0.256119,1.974902,0,1,1,1,stable,0.445657,0.000420,0.457040,0.457040,0.141753,0.001103,1.345525
0.300000,0.007570,0.992063,-0.000008,0.003420,0,0.000020,0.329994,0.001639,1.347639,0.000000,0.993307,0.100000,0.422702,0.329994,0.586285,0,1,1,1,stable,0.423408,0.000705,0.462040,0.462040,0.162379,0.001639,1.347639
0.400000,0.009063,0.990669,-0.000022,0.004794,0,0.000020,0.417973,0.002358,1.348999,0.000406,0.993307,0.100000,0.401442,0.417973,0.738754,0,1,1,1,stable,0.402294,0.000852,0.467047,0.467047,0.182707,0.002358,1.348999
0.500000,0.008174,0.989045,-0.000041,0.006432,0,0.000020,0.508067,0.003264,1.349468,0.003512,0.993306,0.100000,0.381473,0.508067,0.879789,0,1,1,1,stable,0.382249,0.000775,0.472059,0.472059,0.202643,0.003264,1.349468
0.600000,0.005856,0.987842,-0.000060,0.008217,0,0.000020,0.590843,0.004337,1.348999,0.008118,0.993306,0.100000,0.362637,0.590843,0.900946,0,1,1,1,stable,0.363199,0.000562,0.477075,0.477075,0.222096,0.004337,1.348999
0.700000,0.002392,0.987566,-0.000063,0.010015,0,0.000020,0.674548,0.005572,1.347639,0.008483,0.993306,0.100000,0.344850,0.674548,0.827754,0,1,1,1,stable,0.345084,0.000234,0.482095,0.482095,0.240981,0.005572,1.347639
0.800000,-0.005691,0.988351,-0.000030,0.011814,0,0.000020,0.781687,0.007017,1.345525,0.008132,0.993306,0.100000,0.328404,0.781687,0.837050,0,1,1,1,stable,0.327849,-0.000555,0.487118,0.487118,0.259218,0.007017,1.345525
0.900000,-0.022160,0.989907,0.000039,0.013698,3,0.000020,0.892937,0.008681,1.342872,0.013812,0.993305,0.100000,0.313605,0.892937,1.071392,0,1,1,1,stable,0.311412,-0.002193,0.492143,0.492143,0.276734,0.008681,1.342872
1,-0.038504,0.991674,0.000099,0.015653,0,0.000020,0.920994,0.010483,1.339943,0.041207,0.993299,0.607820,0.299518,0.837312,1.112500,0,3.838323,1,1,stable,0.295664,-0.003854,0.497169,0.497169,0.293459,0.010483,1.339943
1.100000,-0.041465,0.993071,0.000095,0.017984,0,0.000024,0.940291,0.012720,1.337026,0.035275,0.993300,0.615726,0.284760,0.865206,0.280574,0,6.575456,1,1,stable,0.280569,-0.004192,0.502196,0.502196,0.309334,0.012720,1.337026
1.200000,-0.027430,0.993711,0.000062,0.021504,3,0.000021,1.101272,0.016068,1.334405,0.129079,0.993283,0.469325,0.269001,0.918074,0.192970,0,6.176804,1,1,stable,0.266201,-0.002799,0.507222,0.507222,0.324303,0.016068,1.334405
1.300000,-0.002515,0.993500,0.000100,0.027042,3,0.000022,1.230452,0.020996,1.332333,0.289283,0.993252,0.312261,0.252930,0.987519,1.609809,0,5.477254,1,1,stable,0.252665,-0.000265,0.512247,0.512247,0.338318,0.020996,1.332333
1.400000,-0.002942,0.992622,0.000272,0.034623,3,0.000021,1.223396,0.027409,1.331007,0.337114,0.993243,0.314644,0.240327,1.090672,1.291799,0,6.176804,1,1,stable,0.240010,-0.000317,0.517270,0.517270,0.351335,0.027409,1.331007
1.500000,-0.042764,0.991442,0.000507,0.040222,0,0.000022,0.869980,0.032788,1.330550,0.442555,0.993223,0.362125,0.232505,1.185040,-0.070567,0,7.081210,1,1,stable,0.227984,-0.004521,0.522290,0.522290,0.363320,0.032788,1.330550
1.600000,-0.010067,0.990387,0.000428,0.043374,0,0.000020,1.120211,0.036165,1.330999,1.064530,0.993102,0.647566,0.217334,1.123853,-3.534155,0,6.370238,1,1,stable,0.216219,-0.001115,0.527307,0.527307,0.374240,0.036165,1.330999
1.700000,0.110248,0.989817,-0.000201,0.052452,1,0.000021,1.010529,0.044742,1.332315,1.607071,0.992995,0.631142,0.193565,1.168833,2.502307,0,5.648781,1,1,stable,0.205318,0.011752,0.532320,0.532320,0.384069,0.044742,1.332315
1.800000,0.238051,0.989924,-0.000708,0.067645,1,0.000021,1.339729,0.060224,1.334373,4.362346,0.992425,0.858930,0.170363,1.168833,-1.096822,0,14.004403,1,1,stable,0.196003,0.025639,0.537327,0.537327,0.392784,0.060224,1.334373
1.900000,0.211957,0.990647,-0.000873,0.085566,3,0.000020,1.212854,0.078356,1.336984,3.724103,0.992561,0.848914,0.165286,1.228447,3.292007,0,29.121802,1,1,stable,0.188277,0.022990,0.542329,0.542329,0.400369,0.078356,1.336984
2,0.087980,0.991674,-0.000730,0.092847,3,0.000020,1.013081,0.083508,1.339884,9.386873,0.991266,0.682466,0.171143,1.251608,-1.268756,0,27.620030,0.704313,1,stable,0.180723,0.009580,0.547323,0.547323,0.406809,0.083508,1.339884
2.100000,-0.031132,0.992522,-0.000434,0.086695,1,0.000023,0.882950,0.079836,1.342843,12.528861,0.990454,0.598130,0.175961,1.225328,-1.997729,0,26.265551,0.705052,0.985920,stable,0.172462,-0.003499,0.552311,0.552311,0.412092,0.079836,1.342843
2.200000,-0.021920,0.992728,0.000123,0.079455,3,0.000020,1.832443,0.078823,1.345529,11.190121,0.990809,0.623799,0.166058,1.225328,-1.301307,0,24.887226,0.704961,0.973153,stable,0.163555,-0.002503,0.557290,0.557290,0.416209,0.078823,1.345529
2.300000,-0.105201,0.992063,0.000073,0.093619,4,0.000021,1.015230,0.092290,1.347672,14.433368,0.989925,0.630599,0.167149,1.367775,9.494928,0,23.646347,0.704760,0.961492,stable,0.155175,-0.011974,0.562260,0.562260,0.419154,0.092290,1.347672
2.400000,0.118303,0.990669,0.000505,0.098664,4,0.000020,1.796568,0.094694,1.348979,11.881287,0.990627,0.656938,0.133051,1.367775,-8.172130,0,14.884170,0.705612,0.950795,stable,0.146448,0.013397,0.567220,0.567220,0.420923,0.094694,1.348979
2.500000,0.394780,0.989045,-0.000575,0.135563,1,0.000021,1.364934,0.128650,1.349514,26.999780,0.985636,0.772981,0.095016,1.484518,7.813378,0,10.859990,0.706518,0.940988,stable,0.140209,0.045193,0.572170,0.572170,0.421513,0.128650,1.349514
2.600000,0.292759,0.987842,0.000034,0.170773,4,0.000020,1.155174,0.160613,1.349167,22.814649,0.987234,0.806886,0.103060,1.464587,-4.316341,0,17.911884,0.710460,0.931970,stable,0.136855,0.033795,0.577108,0.577108,0.420923,0.160613,1.349167
2.700000,-0.290684,0.987566,0.000791,0.168522,3,0.000020,0.563596,0.157743,1.347760,43.177612,0.977387,0.680418,0.166996,1.464587,-2.097602,0,17.814816,0.712903,0.923766,stable,0.132746,-0.034250,0.582034,0.582034,0.419154,0.157743,1.347760
2.800000,-0.260654,0.988351,0.000274,0.105564,4,0.000020,3.293339,0.097984,1.345430,104.178081,0.883241,0.828118,0.154143,1.464587,-5.915777,0,15.921560,0.715135,0.916235,transitoire,0.123338,-0.030805,0.586947,0.586947,0.416209,0.097984,1.345430
2.900000,-0.062717,0.989907,-0.001966,0.106086,1,0.000020,1.902491,0.105212,1.342869,103.401824,0.885509,0.758616,0.122258,1.809578,27.297436,0,14.392054,0.716954,0.909300,stable,0.114679,-0.007579,0.591847,0.591847,0.412092,0.105212,1.342869
3,0.194808,0.991674,-0.000021,0.140514,4,0.000021,1.116134,0.133676,1.340041,95.267773,0.907044,0.747281,0.085245,1.921584,-13.908484,0,13.482480,0.716755,0.902889,stable,0.108332,0.023087,0.596731,0.596731,0.406809,0.133676,1.340041
3.100000,0.050403,0.993071,0.001098,0.164626,3,0.000021,0.699262,0.153599,1.337300,94.068821,0.909892,0.735009,0.107565,1.822851,-7.863567,0,12.681042,0.717876,0.896885,stable,0.104783,0.005881,0.601601,0.601601,0.400369,0.153599,1.337300
3.200000,0.003282,0.993711,0.002632,0.137935,4,0.000020,1.575328,0.133683,1.334324,113.087479,0.854324,0.713125,0.106199,1.822851,-4.168721,0,11.338500,0.717588,0.891291,stable,0.100020,0.000208,0.606455,0.606455,0.392784,0.133683,1.334324
3.300000,0.105429,0.993500,0.000097,0.149102,1,0.000022,0.829810,0.142672,1.332042,96.959278,0.902888,0.719786,0.098598,1.872119,8.760653,0,12.681042,0.716890,0.886027,stable,0.095035,0.012745,0.611291,0.611291,0.384069,0.142672,1.332042
3.400000,0.327352,0.992622,-0.001957,0.160157,4,0.000022,1.173374,0.151265,1.330602,97.042037,0.902681,0.734655,0.065606,1.872119,-7.455181,0,11.338500,0.717132,0.881052,stable,0.091315,0.040316,0.616110,0.616110,0.374240,0.151265,1.330602
3.500000,0.127865,0.991442,-0.003155,0.182196,4,0.000022,0.722633,0.173166,1.330319,97.999878,0.900250,0.789845,0.074146,1.872119,3.435641,0,10.253014,0.719251,0.876369,stable,0.090011,0.015865,0.620911,0.620911,0.363320,0.173166,1.330319
3.600000,-0.166992,0.990387,-0.001209,0.178407,3,0.000022,0.796588,0.174327,1.330932,112.857845,0.855139,0.779561,0.113818,1.791911,-4.507405,0,9.873309,0.719592,0.872004,stable,0.086793,-0.021409,0.625693,0.625693,0.351335,0.174327,1.330932
3.700000,0.106203,0.989817,-0.000330,0.147242,4,0.000023,2.459117,0.135293,1.332346,107.191675,0.874064,0.790932,0.080747,1.791911,0.739554,0,9.520723,0.720208,0.867885,transitoire,0.080722,0.013316,0.630455,0.630455,0.338318,0.135293,1.332346
3.800000,0.244807,0.989924,-0.000013,0.175148,4,0.000022,1.151179,0.165160,1.334684,136.228212,0.751712,0.813755,0.074403,1.945494,16.625284,0,9.373945,0.720300,0.863999,stable,0.077763,0.031123,0.635196,0.635196,0.324303,0.165160,1.334684
