t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000029,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000457,1.339942
0.100000,0.010092,0.992522,0,0.007091,0,0.000027,1.687566,0.003810,1.342872,0,0.100000,0.345652,1.687566,0,0,1,1,stable,0.345652,0.000000,0.000000,0.120927,0.003810,1.342872
0.200000,0.064534,0.992728,-0.000000,0.020925,0,0.000021,3.771934,0.015389,1.345525,0,0.100000,0.241956,3.771934,16.875662,0,1,1,stable,0.241956,0.000000,0.000000,0.141753,0.015389,1.345525
0.300000,0.077225,0.992063,-0.000000,0.046470,3,0.000022,3.218414,0.043000,1.347639,0.000000,0.100000,0.169369,3.218414,20.843676,0,1,1,stable,0.169369,0.000000,0.000000,0.162379,0.043000,1.347639
0.400000,0.027687,0.990669,-0.000000,0.084774,4,0.000023,2.443227,0.083925,1.348999,2.895719,0.100000,0.118559,2.443227,-5.535202,0,1,1,stable,0.118559,0.000000,0.000000,0.182707,0.083925,1.348999
0.500000,0.104120,0.989045,-0.000000,0.124041,2,0.000022,1.580332,0.122647,1.349468,6.289147,0.163671,0.082991,1.580332,-7.751863,0,1,1,stable,0.082991,0.000000,0.000000,0.202643,0.122647,1.349468
0.600000,0.051026,0.987842,-0.000000,0.153707,2,0.000025,0.925785,0.150452,1.348999,9.354085,0.100000,0.058094,0.925785,-8.628954,0,1,1,stable,0.058094,0.000000,0.000000,0.222096,0.150452,1.348999
0.700000,-0.030196,0.987566,0.000000,0.173071,2,0.000025,0.533985,0.168251,1.347639,8.401309,0.100000,0.040666,0.533985,-6.545470,0,1,1,stable,0.040666,-0.000000,0.000000,0.240981,0.168251,1.347639
0.800000,0.152177,0.988351,0.000000,0.185427,2,0.000021,0.324049,0.179610,1.345525,5.783532,0.165094,0.028466,0.324049,-3.917995,0,1,1,stable,0.028466,0.000000,0.000000,0.259218,0.179610,1.345525
0.900000,0.251265,0.989907,0.000000,0.193757,2,0.000021,0.216415,0.187349,1.342872,32.928594,0.168119,0.019926,0.216415,-2.099362,0,1,1,stable,0.019926,0.000000,0.000000,0.276734,0.187349,1.342872
