t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
10.000,-0.062270,1.618000,0.100000,0.083321,-0.024094,-0.000000,0.000000,0.700000,0.563826,-0.024094,0.019306,tanh,0.100000,0.141330,-0.025181,0.066448,-0.056263,1.216095,0.575946,-0.091629,0.008930,spiral_log,0.100000,0.157640,-0.021471,-0.088092,-0.036098,1.183816,0.643147,0.066621,0.006397,tanh,0.100000,0.125821,0.012959,-0.037749,0.036098,1.857756,0.600208,0.050708,0.003711,tanh,0.100000,0.147140,-0.011770,0.023319,0.056263,2.702925,0.666626,-0.035089,0.001779,tanh
11.000,-0.172635,1.587098,0.293459,0.105039,0.002880,-0.020441,-0.040172,0.700000,0.207495,0.023321,-0.000611,adaptive,0.293459,0.193568,-0.010881,0.041086,-0.091843,1.205382,0.212379,-0.051967,0.003704,adaptive,0.293459,0.232152,0.001190,-0.051369,-0.075240,1.156284,0.229546,0.052559,-0.000439,adaptive,0.293459,0.161908,-0.008020,-0.001482,-0.000075,1.817588,0.222873,-0.006537,0.000286,adaptive,0.293459,0.217779,-0.006621,0.021910,0.024376,2.642346,0.237300,-0.028531,0.001624,adaptive
12.000,-0.154686,1.559221,0.406809,0.121523,0.002917,0.008226,-0.076412,0.700000,0.104484,-0.005309,0.000434,adaptive,0.406809,0.242626,-0.000938,0.023662,-0.115104,1.195688,0.111265,-0.024600,0.002171,adaptive,0.406809,0.289608,0.006686,-0.014016,-0.105425,1.132144,0.115291,0.020702,-0.001513,adaptive,0.406809,0.186894,0.001385,0.013774,-0.036042,1.782527,0.111125,-0.012389,0.001042,adaptive,0.406809,0.255575,-0.004343,0.013899,-0.008769,2.589678,0.120182,-0.018242,0.001570,adaptive
13.000,-0.149451,1.537098,0.406809,0.121810,-0.004283,0.006086,-0.105172,0.700000,0.100000,-0.010369,0.001277,adaptive,0.406809,0.247808,0.003683,0.011243,-0.123170,1.188089,0.100633,-0.007560,0.000925,adaptive,0.406809,0.286422,0.006692,0.009319,-0.123174,1.112930,0.102289,-0.002627,0.000317,adaptive,0.406809,0.188152,-0.000361,-0.017951,-0.068877,1.755195,0.101770,0.017590,-0.002016,adaptive,0.406809,0.258362,-0.003942,0.020237,-0.040759,2.548954,0.107509,-0.024179,0.003083,adaptive
14.000,-0.167217,1.522894,0.293459,0.106601,-0.000764,-0.010467,-0.123637,0.700000,0.100000,0.009703,-0.001524,adaptive,0.293459,0.216702,0.004635,-0.006184,-0.115192,1.183165,0.100167,0.010819,-0.001695,adaptive,0.293459,0.250775,0.003974,0.015715,-0.126481,1.100939,0.100630,-0.011741,0.001921,adaptive,0.293459,0.164242,-0.000177,0.014841,-0.095931,1.738266,0.100000,-0.015018,0.002472,adaptive,0.293459,0.226136,-0.000941,0.021473,-0.069312,2.523598,0.104741,-0.022414,0.003741,adaptive
15.000,-0.101919,1.518000,0.100000,0.083370,0.003180,0.001081,-0.130000,0.700000,0.100000,0.002099,-0.000419,adaptive,0.100000,0.159599,0.001706,-0.015426,-0.092447,1.181344,0.100571,0.017133,-0.003336,adaptive,0.100000,0.200209,0.003518,0.008476,-0.115044,1.096628,0.100938,-0.004958,0.000999,adaptive,0.100000,0.125893,-0.001708,-0.002657,-0.115044,1.732303,0.100263,0.000950,-0.000190,adaptive,0.100000,0.178948,0.001808,-0.018209,-0.092447,2.514818,0.105483,0.020017,-0.003879,adaptive
16.000,-0.074590,1.522894,0.001000,0.072325,-0.001070,0.006550,-0.123637,0.700000,0.100000,-0.007621,0.001847,adaptive,0.001000,0.134014,-0.002374,-0.006564,-0.058134,1.183008,0.100381,0.004190,-0.001000,adaptive,0.001000,0.177688,0.003427,-0.010585,-0.090295,1.100816,0.102518,0.014013,-0.003302,adaptive,0.001000,0.108305,0.000409,-0.010460,-0.124727,1.738226,0.100000,0.010869,-0.002572,adaptive,0.001000,0.155809,-0.000349,0.012619,-0.108625,2.523568,0.104995,-0.012967,0.003164,adaptive
17.000,-0.085310,1.537098,0.001000,0.070971,-0.011588,-0.021745,-0.105172,0.700000,0.457672,0.010157,-0.000174,adaptive,0.001000,0.128770,-0.004298,0.055835,-0.016939,1.187882,0.464869,-0.060134,0.006809,tanh,0.001000,0.151074,-0.012955,-0.041910,-0.055218,1.112798,0.511552,0.028955,-0.000328,tanh,0.001000,0.101427,0.002818,-0.045043,-0.124270,1.755408,0.493994,0.047861,0.000497,tanh,0.001000,0.155696,-0.006321,0.072291,-0.116854,2.549117,0.507861,-0.078612,0.009280,adaptive
18.000,-0.043823,1.559221,0.001000,0.072377,0.002836,-0.005725,-0.076412,0.700000,0.150855,0.008561,-0.000516,adaptive,0.001000,0.134151,0.004741,-0.003834,0.025620,1.195814,0.159201,0.008574,-0.000516,adaptive,0.001000,0.170006,-0.000350,0.019002,-0.013989,1.132186,0.160224,-0.019352,0.001405,adaptive,0.001000,0.107445,-0.001862,0.007421,-0.113802,1.782662,0.162638,-0.009283,0.000632,adaptive,0.001000,0.151570,0.003614,-0.014516,-0.116749,2.589782,0.166557,0.018130,-0.001015,adaptive
19.000,-0.050984,1.587098,0.001000,0.072277,0.000270,0.006958,-0.040172,0.700000,0.100000,-0.006688,0.000710,adaptive,0.001000,0.133723,-0.001802,-0.007442,0.063927,1.205416,0.107142,0.005640,-0.000577,adaptive,0.001000,0.175983,-0.003764,-0.002381,0.028521,1.156629,0.110648,-0.001383,0.000144,adaptive,0.001000,0.107999,0.001212,-0.001709,-0.094264,1.817847,0.104939,0.002920,-0.000301,adaptive,0.001000,0.154683,-0.001096,0.016498,-0.108536,2.642551,0.114378,-0.017594,0.001928,adaptive
20.000,-0.108124,1.618000,0.100000,0.083378,-0.003095,-0.000000,-0.000000,0.700000,0.100000,-0.003095,0.000449,adaptive,0.100000,0.158993,0.000810,0.013376,0.093026,1.216305,0.100000,-0.012565,0.001858,adaptive,0.100000,0.202184,0.001996,-0.019386,0.067328,1.183916,0.103374,0.021382,-0.002938,adaptive,0.100000,0.126290,-0.001384,0.010022,-0.067328,1.857752,0.100760,-0.011406,0.001682,adaptive,0.100000,0.177415,-0.000711,0.005170,-0.093026,2.702922,0.107666,-0.005881,0.000857,adaptive
21.000,-0.128664,1.648902,0.293459,0.106708,0.000844,-0.010273,0.040172,0.700000,0.100000,0.011117,-0.002008,adaptive,0.293459,0.214001,0.000369,-0.020978,0.109270,1.227257,0.101173,0.021347,-0.003787,adaptive,0.293459,0.250290,0.002673,0.005606,0.097920,1.211842,0.100587,-0.002933,0.000542,adaptive,0.293459,0.165197,0.000028,-0.011926,-0.035250,1.898942,0.100324,0.011954,-0.002156,adaptive,0.293459,0.224794,-0.001221,0.009664,-0.071528,2.765584,0.106888,-0.010885,0.002039,adaptive
22.000,-0.307746,1.676779,0.406809,0.121761,0.003948,0.006384,0.076412,0.700000,0.100000,-0.002436,0.000547,adaptive,0.406809,0.249591,-0.002434,0.024738,0.110788,1.236872,0.100000,-0.027172,0.006316,adaptive,0.406809,0.287482,-0.003023,0.028926,0.116790,1.236995,0.101231,-0.031948,0.007474,adaptive,0.406809,0.188916,0.002006,-0.012258,-0.000680,1.936931,0.100000,0.014263,-0.003132,adaptive,0.406809,0.252720,-0.001943,0.018297,-0.045737,2.823902,0.106794,-0.020241,0.004661,adaptive
23.000,-0.160703,1.698902,0.406809,0.121703,-0.003452,0.008148,0.105172,0.700000,0.100000,-0.011599,0.003104,adaptive,0.406809,0.251924,0.004113,-0.019287,0.097706,1.244445,0.100524,0.023400,-0.006006,adaptive,0.406809,0.281173,-0.003780,-0.011891,0.121836,1.257101,0.103065,0.008111,-0.002121,adaptive,0.406809,0.190444,-0.001460,0.018943,0.033562,1.967874,0.100000,-0.020403,0.005516,adaptive,0.406809,0.254119,-0.001401,0.007451,-0.017591,2.871612,0.106750,-0.008852,0.002361,adaptive
24.000,-0.125440,1.713106,0.293459,0.106670,-0.001655,-0.009661,0.123637,0.700000,0.100000,0.008006,-0.002414,adaptive,0.293459,0.215578,-0.004250,0.000651,0.072100,1.249721,0.100720,-0.004900,0.001497,adaptive,0.293459,0.253143,0.004018,-0.001665,0.112603,1.270519,0.101032,0.005683,-0.001717,adaptive,0.293459,0.165892,0.001431,-0.016444,0.064719,1.988275,0.100000,0.017875,-0.005334,adaptive,0.293459,0.224481,0.002390,-0.020896,0.010873,2.903063,0.104391,0.023286,-0.006909,adaptive
25.000,-0.114350,1.718000,0.100000,0.083377,0.003249,-0.001081,0.130000,0.700000,0.100000,0.004330,-0.001483,adaptive,0.100000,0.158934,-0.000149,0.015476,0.037680,1.251222,0.100000,-0.015625,0.005452,adaptive,0.100000,0.199273,-0.002944,-0.013935,0.090320,1.274715,0.103719,0.010991,-0.003743,adaptive,0.100000,0.125829,-0.000678,-0.008063,0.090320,1.995021,0.100454,0.007385,-0.002523,adaptive,0.100000,0.178600,0.000599,-0.015468,0.037680,2.913723,0.106609,0.016067,-0.005446,adaptive
26.000,-0.029381,1.713106,0.001000,0.072305,-0.000431,0.007100,0.123637,0.700000,0.100000,-0.007531,0.002910,adaptive,0.001000,0.134455,0.003116,0.000999,-0.000737,1.249549,0.100000,0.002117,-0.000812,adaptive,0.001000,0.177642,-0.005078,0.004118,0.057741,1.270269,0.102853,-0.009196,0.003558,adaptive,0.001000,0.108460,0.001118,-0.010473,0.108378,1.988112,0.100000,0.011591,-0.004408,adaptive,0.001000,0.154719,0.001453,0.001450,0.061057,2.902923,0.104514,0.000004,-0.000001,adaptive
27.000,-0.033672,1.698902,0.001000,0.071964,-0.021430,-0.019706,0.105172,0.700000,0.548093,-0.001724,0.000003,spiral_log,0.001000,0.132915,0.023125,-0.044053,-0.037903,1.244498,0.587352,0.067178,0.003965,tanh,0.001000,0.168488,-0.041507,-0.034339,0.018806,1.257158,0.615079,-0.007167,0.000296,tanh,0.001000,0.105952,-0.010876,0.050682,0.117545,1.968185,0.567234,-0.061558,0.007061,tanh,0.001000,0.147915,0.009954,-0.028973,0.079548,2.871876,0.595767,0.038927,0.001610,spiral_log
28.000,-0.079103,1.676779,0.001000,0.072324,0.001911,-0.008574,0.076412,0.700000,0.182996,0.010485,-0.000530,adaptive,0.001000,0.133610,0.009427,-0.018046,-0.068852,1.236834,0.196773,0.027472,-0.001140,adaptive,0.001000,0.172794,0.007311,-0.026241,-0.021839,1.237014,0.204819,0.033552,-0.001282,adaptive,0.001000,0.106023,-0.003537,0.020178,0.117214,1.937116,0.190553,-0.023715,0.001624,adaptive,0.001000,0.156302,-0.008730,0.017152,0.092104,2.824057,0.208384,-0.025881,0.001803,adaptive
29.000,-0.086586,1.648902,0.001000,0.072248,-0.000087,0.006899,0.040172,0.700000,0.101818,-0.006986,0.000686,adaptive,0.001000,0.134662,0.004931,-0.006493,-0.089576,1.227123,0.109858,0.011425,-0.001055,adaptive,0.001000,0.175137,-0.007716,0.014179,-0.059394,1.211700,0.111159,-0.021895,0.002259,adaptive,0.001000,0.108382,-0.004696,0.006208,0.107553,1.898993,0.109158,-0.010903,0.001085,adaptive,0.001000,0.154710,-0.002681,0.017485,0.098140,2.765626,0.115225,-0.020166,0.002069,adaptive
30.000,-0.048224,1.618000,0.100000,0.083379,-0.003343,0.000000,0.000000,0.700000,0.100000,-0.003343,0.000458,adaptive,0.100000,0.160205,0.004757,0.002593,-0.097548,1.216324,0.100297,0.002164,-0.000293,adaptive,0.100000,0.201907,0.010711,-0.000503,-0.089478,1.183935,0.103922,0.011214,-0.001487,adaptive,0.100000,0.125993,-0.001116,-0.012770,0.089478,1.857800,0.101360,0.011653,-0.001543,adaptive,0.100000,0.178566,-0.005180,0.011575,0.097548,2.702960,0.106351,-0.016755,0.002365,adaptive
31.000,-0.173218,1.587098,0.293459,0.106745,0.001068,-0.010011,-0.040172,0.700000,0.100000,0.011080,-0.001912,adaptive,0.293459,0.214031,0.003512,0.017076,-0.092039,1.205408,0.100000,-0.013564,0.002444,adaptive,0.293459,0.255008,-0.015932,-0.022534,-0.108647,1.156528,0.102686,0.006601,-0.001149,adaptive,0.293459,0.165103,0.005005,0.012624,0.064571,1.817780,0.100000,-0.007619,0.001359,adaptive,0.293459,0.226760,-0.007082,-0.010025,0.090677,2.642498,0.106508,0.002943,-0.000515,adaptive
32.000,-0.277809,1.559221,0.406809,0.121681,0.003599,0.007883,-0.076412,0.700000,0.100000,-0.004284,0.000696,tanh,0.406809,0.246869,-0.000734,0.024680,-0.074185,1.195798,0.100000,-0.025414,0.004207,tanh,0.406809,0.281844,-0.000494,0.027398,-0.114783,1.132141,0.100320,-0.027892,0.004628,tanh,0.406809,0.190419,-0.006971,0.005028,0.034933,1.782405,0.100000,-0.012000,0.001964,tanh,0.406809,0.253947,-0.004589,-0.018656,0.078279,2.589582,0.106676,0.014068,-0.002252,tanh
33.000,-0.280454,1.537098,0.406809,0.121833,-0.004071,0.006087,-0.105172,0.700000,0.100000,-0.010157,0.001961,tanh,0.406809,0.248499,-0.003675,0.023204,-0.046790,1.187855,0.100000,-0.026880,0.005240,tanh,0.406809,0.280915,0.002813,-0.027758,-0.107341,1.112779,0.102969,0.030571,-0.005766,tanh,0.406809,0.189258,-0.004736,-0.008511,0.003006,1.755318,0.100263,0.003775,-0.000723,tanh,0.406809,0.259329,-0.005597,0.019737,0.061433,2.549048,0.105423,-0.025334,0.004934,tanh
34.000,-0.202778,1.522894,0.293459,0.106628,-0.000689,-0.010470,-0.123637,0.700000,0.100000,0.009781,-0.002164,tanh,0.293459,0.214135,-0.002005,0.021155,-0.013907,1.183161,0.100000,-0.023161,0.005184,tanh,0.293459,0.253035,0.006302,0.013065,-0.087388,1.100835,0.100869,-0.006764,0.001505,tanh,0.293459,0.165896,-0.003647,0.008903,-0.028628,1.738080,0.100000,-0.012550,0.002798,tanh,0.293459,0.225556,0.000255,-0.022650,0.041446,2.523456,0.106515,0.022906,-0.005044,tanh
35.000,-0.073734,1.518000,0.100000,0.083371,0.003207,0.001081,-0.130000,0.700000,0.100000,0.002126,-0.000536,tanh,0.100000,0.158791,0.001204,0.012816,0.019748,1.181354,0.100000,-0.011612,0.002933,tanh,0.100000,0.199358,0.002114,0.014447,-0.057461,1.096606,0.100652,-0.012333,0.003115,tanh,0.100000,0.126567,0.001912,-0.008553,-0.057461,1.732207,0.100000,0.010465,-0.002632,tanh,0.100000,0.176755,-0.002255,0.002280,0.019748,2.514745,0.107065,-0.004535,0.001144,tanh
36.000,-0.074172,1.522894,0.001000,0.072333,-0.001061,0.006551,-0.123637,0.700000,0.100000,-0.007612,0.002148,tanh,0.001000,0.134717,0.002668,-0.007643,0.049464,1.183004,0.100000,0.010311,-0.002906,tanh,0.001000,0.177672,0.003085,-0.012958,-0.021248,1.100813,0.102572,0.016043,-0.004519,tanh,0.001000,0.108276,0.001340,-0.004124,-0.081261,1.738198,0.100000,0.005464,-0.001540,tanh,0.001000,0.156217,0.000390,-0.013586,-0.002217,2.523546,0.106204,0.013976,-0.003938,tanh
37.000,-0.087074,1.537098,0.001000,0.072367,-0.002020,-0.004845,-0.105172,0.700000,0.100000,0.002824,-0.000847,tanh,0.001000,0.134160,-0.002305,-0.002715,0.071196,1.188009,0.100298,0.000410,-0.000123,tanh,0.001000,0.177547,-0.002450,0.016655,0.016870,1.113050,0.102066,-0.019105,0.005731,tanh,0.001000,0.108135,-0.000577,-0.004323,-0.098242,1.755413,0.100165,0.003747,-0.001124,tanh,0.001000,0.156160,-0.001140,0.015288,-0.023082,2.549121,0.106330,-0.016427,0.004928,tanh
38.000,-0.039163,1.559221,0.001000,0.072405,0.002323,-0.003796,-0.076412,0.700000,0.100000,0.006120,-0.001836,tanh,0.001000,0.134018,0.001922,0.004216,0.082110,1.195684,0.100000,-0.002294,0.000688,tanh,0.001000,0.176373,-0.002717,0.003404,0.052344,1.132144,0.103630,-0.006121,0.001836,tanh,0.001000,0.108471,0.000948,-0.010705,-0.107198,1.782664,0.100000,0.011652,-0.003496,tanh,0.001000,0.156284,-0.000524,0.009310,-0.041649,2.589784,0.106151,-0.009834,0.002950,tanh
39.000,-0.046402,1.587098,0.001000,0.072308,0.000760,0.006961,-0.040172,0.700000,0.100000,-0.006201,0.001860,tanh,0.001000,0.134356,-0.002324,0.002087,0.080967,1.205434,0.100084,-0.004411,0.001323,tanh,0.001000,0.177229,-0.002633,0.012516,0.081007,1.156591,0.103204,-0.015149,0.004545,tanh,0.001000,0.108477,0.000156,-0.007529,-0.107588,1.817821,0.100000,0.007685,-0.002306,tanh,0.001000,0.156069,-0.000415,0.005099,-0.056943,2.642531,0.106495,-0.005514,0.001654,tanh
40.000,-0.110720,1.618000,0.100000,0.083377,-0.002924,-0.000000,-0.000000,0.700000,0.100000,-0.002924,0.000877,tanh,0.100000,0.160384,0.002233,-0.013832,0.068261,1.216367,0.100000,0.016065,-0.004819,tanh,0.100000,0.200206,0.000106,0.014119,0.099563,1.184026,0.100938,-0.014013,0.004204,tanh,0.100000,0.126538,-0.000860,0.012125,-0.099563,1.857801,0.100000,-0.012984,0.003895,tanh,0.100000,0.178425,-0.000880,0.011893,-0.068261,2.702961,0.106546,-0.012774,0.003832,tanh
41.000,-0.244821,1.648902,0.293459,0.106729,0.000905,-0.010275,0.040172,0.700000,0.100000,0.011179,-0.003354,tanh,0.293459,0.213978,0.000089,0.019279,0.046122,1.227173,0.100000,-0.019190,0.005757,tanh,0.293459,0.255772,0.002401,-0.024545,0.105972,1.211669,0.101925,0.026946,-0.008083,tanh,0.293459,0.165897,0.000615,-0.013985,-0.083935,1.898872,0.100000,0.014600,-0.004380,tanh,0.293459,0.225439,-0.001220,0.017044,-0.075185,2.765527,0.106672,-0.018264,0.005479,tanh
42.000,-0.093638,1.676779,0.406809,0.118841,0.032593,0.036307,0.076412,0.700000,0.582683,-0.003714,0.002282,spiral_log,0.406809,0.224816,-0.011004,-0.087954,0.017983,1.235656,0.668007,0.076951,-0.047290,resonance,0.406809,0.072774,-0.012704,-0.019857,0.099676,1.236041,0.637338,0.007153,-0.004762,resonance,0.406809,0.190494,0.003557,0.092516,-0.062097,1.937489,0.646164,-0.088959,0.055428,resonance,0.406809,0.207356,0.002160,-0.085090,-0.077580,2.824370,0.638081,0.087250,-0.050544,spiral_log
43.000,-0.058729,1.698902,0.406809,0.120498,-0.007463,0.018557,0.105172,0.700000,0.230032,-0.026020,0.006595,tanh,0.406809,0.237559,0.010351,-0.000827,-0.011930,1.244283,0.244611,0.011178,-0.002844,tanh,0.406809,0.268987,-0.013257,0.026988,0.081644,1.256982,0.259415,-0.040245,0.010169,tanh,0.406809,0.175879,0.009792,-0.028609,-0.035896,1.967974,0.242229,0.038401,-0.009610,tanh,0.406809,0.259291,-0.003633,0.012454,-0.075571,2.871697,0.264721,-0.016088,0.004089,tanh
44.000,-0.125285,1.713106,0.293459,0.106488,-0.000720,-0.010469,0.123637,0.700000,0.108544,0.009749,-0.001125,adaptive,0.293459,0.214021,-0.004888,-0.004469,-0.039217,1.249495,0.117401,-0.000419,0.000049,adaptive,0.293459,0.248401,-0.005591,-0.016325,0.054236,1.270438,0.120182,0.010734,-0.001238,adaptive,0.293459,0.163866,0.002846,0.001245,-0.007476,1.988423,0.114489,0.001601,-0.000186,adaptive,0.293459,0.222711,0.001765,-0.026683,-0.069512,2.903190,0.120832,0.028448,-0.003233,adaptive
45.000,-0.117748,1.718000,0.100000,0.083376,0.003498,-0.001081,0.130000,0.700000,0.100000,0.004578,-0.000465,adaptive,0.100000,0.158807,-0.000461,0.015045,-0.059934,1.251364,0.100000,-0.015507,0.001569,adaptive,0.100000,0.198821,0.000820,0.014694,0.020900,1.274850,0.102337,-0.013874,0.001404,adaptive,0.100000,0.126304,0.000999,-0.012682,0.020900,1.994977,0.101898,0.013681,-0.001380,adaptive,0.100000,0.177121,-0.002454,0.011968,-0.059934,2.913685,0.109115,-0.014423,0.001460,adaptive
46.000,-0.018568,1.713106,0.001000,0.072318,-0.000345,0.007101,0.123637,0.700000,0.100000,-0.007445,0.000744,adaptive,0.001000,0.134408,0.002877,0.002447,-0.071159,1.249613,0.100000,0.000430,-0.000043,adaptive,0.001000,0.176893,0.004276,0.007232,-0.014263,1.270358,0.101745,-0.002956,0.000296,adaptive,0.001000,0.108259,0.001913,0.002602,0.047034,1.988128,0.100000,-0.000689,0.000069,adaptive,0.001000,0.155334,0.001995,-0.002807,-0.047503,2.902936,0.105027,0.004801,-0.000480,adaptive
47.000,-0.018047,1.698902,0.001000,0.072396,-0.002362,-0.003617,0.105172,0.700000,0.100000,0.001255,-0.000125,adaptive,0.001000,0.134581,0.003572,0.001102,-0.071401,1.244645,0.100000,0.002470,-0.000247,adaptive,0.001000,0.176919,-0.006152,0.009001,-0.046997,1.257254,0.101622,-0.015153,0.001508,adaptive,0.001000,0.108531,0.003541,-0.000256,0.068963,1.967931,0.100000,0.003796,-0.000379,adaptive,0.001000,0.155850,-0.004263,-0.003856,-0.032971,2.871661,0.106896,-0.000407,0.000041,adaptive
