t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000026,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.119203,0.100000,0.000457,1.339942
0.100000,0.002186,0.992522,0,0.001957,0,0.000023,0.786403,0.000912,1.342872,0,0.100000,0.469040,0.786403,0,0,1,1,stable,0.469099,0.000059,0.133877,0.120927,0.000912,1.342872
0.200000,0.006779,0.992728,-0.000000,0.003398,0,0.000022,0.866929,0.001639,1.345525,0,0.100000,0.445445,0.866929,7.864026,0,1,1,stable,0.445649,0.000203,0.148534,0.141753,0.001639,1.345525
0.300000,0.011965,0.992063,-0.000003,0.005390,0,0.000024,0.999138,0.002727,1.347639,0.000000,0.100000,0.422989,0.999138,0.805261,0,1,1,stable,0.423383,0.000394,0.163124,0.162379,0.002727,1.347639
0.400000,0.013413,0.990669,-0.000010,0.007958,0,0.000022,1.184785,0.004272,1.348999,0.001630,0.100000,0.401767,1.184785,1.322096,0,1,1,stable,0.402245,0.000479,0.177600,0.182707,0.004272,1.348999
0.500000,0.010333,0.989045,-0.000023,0.011061,0,0.000021,1.413831,0.006350,1.349468,0.018978,0.100000,0.381775,1.413831,1.856467,0,1,1,stable,0.382172,0.000396,0.191912,0.202643,0.006350,1.349468
0.600000,0.008241,0.987842,-0.000040,0.014605,0,0.000022,1.685165,0.009032,1.348999,0.035254,0.100000,0.362755,1.685165,2.290460,0,1,1,stable,0.363095,0.000340,0.206014,0.222096,0.009032,1.348999
0.700000,0.007988,0.987566,-0.000047,0.018588,0,0.000021,1.698475,0.012471,1.347639,0.027261,0.100000,0.344615,1.698475,2.713340,0,1,1,stable,0.344968,0.000354,0.219859,0.240981,0.012471,1.347639
0.800000,-0.000711,0.988351,-0.000015,0.023198,3,0.000022,1.600879,0.016866,1.345525,0.027642,0.100000,0.327778,1.600879,0.133097,0,1,1,stable,0.327748,-0.000030,0.233402,0.259218,0.016866,1.345525
0.900000,-0.028572,0.989907,0.000054,0.028371,3,0.000022,1.470156,0.022149,1.342873,0.039944,0.100000,0.312770,1.470156,-0.975959,0,1,1,stable,0.311358,-0.001411,0.246599,0.276734,0.022149,1.342873
1,-0.063628,0.991674,0.000102,0.033711,1,0.000022,1.312903,0.028073,1.339945,0.205454,0.680256,0.299007,1.691820,-1.307231,0,3.521090,1,stable,0.295676,-0.003331,0.259408,0.293459,0.028073,1.339945
1.100000,-0.082539,0.993071,0.000060,0.040077,1,0.000022,1.240977,0.035112,1.337029,0.204691,0.705563,0.285162,1.661506,-1.572525,0,7.720638,1,stable,0.280623,-0.004539,0.271788,0.309334,0.035112,1.337029
1.200000,-0.057559,0.993711,-0.000044,0.048524,3,0.000023,1.214500,0.043832,1.334408,0.314245,0.580064,0.269535,1.661506,-0.719266,0,8.887312,1,stable,0.266225,-0.003311,0.283700,0.324303,0.043832,1.334408
1.300000,-0.001605,0.993500,-0.000048,0.059115,3,0.000022,1.180585,0.054511,1.332340,1.275715,0.405518,0.252793,1.661506,-0.264768,0,7.987692,1,stable,0.252646,-0.000147,0.295107,0.338318,0.054511,1.332340
1.400000,-0.024999,0.992622,0.000264,0.071121,3,0.000021,1.099183,0.066749,1.331033,1.710313,0.416377,0.241606,1.661506,-0.339147,0,8.887312,1,stable,0.240001,-0.001605,0.305974,0.351335,0.066749,1.331033
1.500000,-0.155673,0.991442,0.000752,0.079810,4,0.000021,0.806427,0.076581,1.330578,2.822349,0.490780,0.237876,1.661506,-0.814019,0,7.987692,1,stable,0.227872,-0.010004,0.316269,0.363320,0.076581,1.330578
1.600000,-0.094957,0.990387,0.000690,0.084591,1,0.000024,0.785881,0.082399,1.330982,7.449970,0.765799,0.222018,1.613668,-2.927565,0,13.962838,1,stable,0.215669,-0.006349,0.325961,0.374240,0.082399,1.330982
1.700000,0.187940,0.989817,-0.000264,0.098490,1,0.000023,0.855159,0.096150,1.332264,11.241536,0.663795,0.191789,1.613668,-0.205455,0,13.010836,1,stable,0.204372,0.012583,0.335023,0.384069,0.096150,1.332264
1.800000,0.429109,0.989924,-0.000912,0.122712,4,0.000023,1.120122,0.119888,1.334329,29.256235,0.844258,0.165652,1.613668,0.692784,0,14.811233,1,stable,0.195171,0.029519,0.343430,0.392784,0.119888,1.334329
1.900000,0.278539,0.990647,-0.000823,0.143243,3,0.000023,0.854772,0.140542,1.336978,22.258565,0.839072,0.168290,1.613668,2.649624,0,31.991636,1,stable,0.187800,0.019510,0.351160,0.400369,0.140542,1.336978
2,0.090643,0.991674,-0.000396,0.142495,4,0.000023,0.837324,0.140312,1.339858,62.607905,0.679754,0.173651,1.613668,-2.653497,0,22.342351,1,stable,0.179989,0.006338,0.358193,0.406809,0.140312,1.339858
2.100000,0.042207,0.992522,-0.000480,0.143810,2,0.000024,0.631458,0.142220,1.342853,50.464989,0.669972,0.168609,1.573701,-0.174484,0,17.165047,1,stable,0.171502,0.002893,0.364512,0.412092,0.142220,1.342853
