t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
10.000,-0.052631,1.618000,0.100000,0.083358,-0.030281,-0.000000,0.000000,0.700000,0.764243,-0.030281,0.060470,resonance,0.100000,0.131605,-0.027729,0.082240,-0.056263,1.216079,0.766045,-0.109969,0.185801,spiral_log,0.100000,0.138587,-0.024159,-0.104646,-0.036098,1.183800,0.868520,0.080486,-0.137100,spiral_log,0.100000,0.124696,0.014885,-0.050443,0.036098,1.857780,0.807189,0.065328,-0.111638,spiral_log,0.100000,0.147925,-0.018042,0.032012,0.056263,2.702944,0.905819,-0.050054,0.085759,spiral_log
11.000,-0.125732,1.587098,0.293459,0.101101,0.002340,-0.041566,-0.040172,0.700000,0.438360,0.043906,-0.048707,adaptive,0.293459,0.161725,-0.010190,0.069360,-0.091843,1.205333,0.429178,-0.079550,0.193038,resonance,0.293459,0.192305,-0.002364,-0.089259,-0.075240,1.156130,0.482946,0.086895,-0.102115,resonance,0.293459,0.155438,-0.015983,-0.003333,-0.000075,1.817525,0.471777,-0.012651,0.015000,resonance,0.293459,0.209993,-0.014341,0.044391,0.024376,2.642296,0.502322,-0.058732,0.065048,adaptive
12.000,-0.118523,1.559221,0.406809,0.117602,0.010949,0.028403,-0.076412,0.700000,0.372819,-0.017454,0.019354,resonance,0.406809,0.198620,0.002546,0.067381,-0.115104,1.195622,0.385996,-0.064835,0.057994,spiral_log,0.406809,0.288679,0.020697,-0.050484,-0.105425,1.132083,0.420795,0.071181,-0.068295,adaptive,0.406809,0.160275,0.004821,0.041905,-0.036042,1.782348,0.388318,-0.037083,0.088989,resonance,0.406809,0.239102,-0.014334,0.046594,-0.008769,2.589538,0.439820,-0.060928,0.067286,resonance
13.000,-0.123734,1.537098,0.406809,0.119755,-0.015667,0.022153,-0.105172,0.700000,0.370268,-0.037820,0.033574,adaptive,0.406809,0.217128,0.013327,0.036839,-0.123170,1.188261,0.387108,-0.023513,0.020906,adaptive,0.406809,0.259416,0.019561,0.034499,-0.123174,1.112697,0.395739,-0.014938,0.013293,adaptive,0.406809,0.159609,-0.003123,-0.062022,-0.068877,1.754798,0.409789,0.058900,-0.044291,spiral_log,0.406809,0.253714,-0.014903,0.077928,-0.040759,2.548649,0.431810,-0.092831,0.081677,adaptive
14.000,-0.127107,1.522894,0.293459,0.101140,-0.003507,-0.037946,-0.123637,0.700000,0.382100,0.034439,-0.037833,resonance,0.293459,0.214404,0.014066,-0.026844,-0.115192,1.183490,0.401127,0.040910,-0.026360,spiral_log,0.293459,0.212817,0.010430,0.049595,-0.126481,1.101253,0.387847,-0.039165,0.043007,resonance,0.293459,0.141559,-0.001652,0.048413,-0.095931,1.738468,0.381765,-0.050065,0.119575,resonance,0.293459,0.199604,-0.005481,0.073097,-0.069312,2.523752,0.406542,-0.078578,0.085817,resonance
15.000,-0.094142,1.518000,0.100000,0.083237,0.010846,0.004009,-0.130000,0.700000,0.371575,0.006837,-0.007520,resonance,0.100000,0.149560,0.003111,-0.059191,-0.092447,1.181426,0.410897,0.062301,-0.148400,resonance,0.100000,0.179694,0.008597,0.029148,-0.115044,1.096665,0.389659,-0.020551,0.022595,resonance,0.100000,0.117151,-0.008078,-0.010329,-0.115044,1.732255,0.410056,0.002251,-0.001236,spiral_log,0.100000,0.178302,0.005124,-0.072545,-0.092447,2.514781,0.422177,0.077669,-0.084831,resonance
16.000,-0.071185,1.522894,0.001000,0.070905,-0.004419,0.023465,-0.123637,0.700000,0.365395,-0.027884,0.030644,resonance,0.001000,0.126150,-0.011330,-0.025308,-0.058134,1.182992,0.409970,0.013978,-0.006046,spiral_log,0.001000,0.177691,0.009008,-0.042705,-0.090295,1.100853,0.411440,0.051713,-0.056704,resonance,0.001000,0.105404,0.000351,-0.041313,-0.124727,1.738289,0.406541,0.041664,-0.099657,resonance,0.001000,0.149174,-0.002591,0.047038,-0.108625,2.523615,0.410429,-0.049629,0.054433,resonance
17.000,-0.081480,1.537098,0.001000,0.069641,-0.014412,-0.030144,-0.105172,0.700000,0.646553,0.015732,-0.000266,adaptive,0.001000,0.122256,-0.009239,0.073119,-0.016939,1.187898,0.640779,-0.082358,0.010521,spiral_log,0.001000,0.149886,-0.018078,-0.058869,-0.055218,1.112759,0.719616,0.040790,0.000395,tanh,0.001000,0.097124,0.000855,-0.060964,-0.124270,1.755387,0.697464,0.061819,0.004198,spiral_log,0.001000,0.154793,-0.010562,0.100485,-0.116854,2.549101,0.709508,-0.111047,0.022167,adaptive
18.000,-0.033641,1.559221,0.001000,0.072074,0.007138,-0.015350,-0.076412,0.700000,0.406190,0.022487,-0.003642,resonance,0.001000,0.131672,0.009369,-0.010580,0.025620,1.195915,0.421144,0.019949,0.000366,spiral_log,0.001000,0.143626,-0.000361,0.040940,-0.013989,1.132184,0.408485,-0.041301,0.009138,resonance,0.001000,0.102719,-0.006611,0.019374,-0.113802,1.782671,0.443216,-0.025985,0.010716,resonance,0.001000,0.130665,0.008816,-0.032019,-0.116749,2.589789,0.425689,0.040835,-0.005901,resonance
19.000,-0.040788,1.587098,0.001000,0.070527,0.001616,0.024965,-0.040172,0.700000,0.367698,-0.023349,0.007127,resonance,0.001000,0.123600,-0.008518,-0.027581,0.063927,1.205266,0.417405,0.019063,-0.011619,resonance,0.001000,0.160161,-0.014071,-0.008041,0.028521,1.156678,0.431097,-0.006030,0.001760,resonance,0.001000,0.100980,0.003504,-0.006059,-0.094264,1.817885,0.386357,0.009562,0.000081,spiral_log,0.001000,0.135174,-0.003511,0.056299,-0.108536,2.642581,0.446016,-0.059810,0.019914,resonance
20.000,-0.096799,1.618000,0.100000,0.083369,-0.011477,-0.000000,-0.000000,0.700000,0.374113,-0.011477,0.004634,resonance,0.100000,0.140759,0.002324,0.044893,0.093026,1.216316,0.379460,-0.042569,0.001596,spiral_log,0.100000,0.200761,0.005566,-0.076759,0.067328,1.183716,0.416560,0.082325,-0.027771,resonance,0.100000,0.122251,-0.005839,0.038359,-0.067328,1.857516,0.408061,-0.044198,0.039362,resonance,0.100000,0.161928,-0.001310,0.017518,-0.093026,2.702731,0.437091,-0.018828,0.007694,resonance
21.000,-0.095969,1.648902,0.293459,0.102163,0.002625,-0.037595,0.040172,0.700000,0.382243,0.040220,-0.019396,resonance,0.293459,0.174811,-0.000969,-0.069797,0.109270,1.227495,0.415621,0.068827,-0.072592,resonance,0.293459,0.203074,0.006240,0.014597,0.097920,1.212122,0.385474,-0.008358,0.004268,resonance,0.293459,0.156950,-0.000002,-0.047045,-0.035250,1.898849,0.411715,0.047043,0.001949,spiral_log,0.293459,0.195553,-0.003660,0.033750,-0.071528,2.765508,0.439193,-0.037410,0.019692,resonance
22.000,-0.236820,1.676779,0.406809,0.119263,0.013257,0.023053,0.076412,0.700000,0.368664,-0.009795,0.006077,resonance,0.406809,0.218003,-0.010632,0.083729,0.110788,1.236884,0.387418,-0.094361,0.007813,spiral_log,0.406809,0.256253,-0.013796,0.100927,0.116790,1.237036,0.396015,-0.114723,0.031084,adaptive,0.406809,0.169294,0.006113,-0.040913,-0.000680,1.936699,0.387247,0.047027,-0.061909,resonance,0.406809,0.208229,-0.003360,0.059626,-0.045737,2.823707,0.435234,-0.062987,0.040459,resonance
23.000,-0.147150,1.698902,0.406809,0.118246,-0.012909,0.029089,0.105172,0.700000,0.367460,-0.041998,0.031057,resonance,0.406809,0.251166,0.011676,-0.073951,0.097706,1.244032,0.408073,0.085627,-0.131087,resonance,0.406809,0.212478,-0.017701,-0.040414,0.121836,1.256747,0.416739,0.022713,-0.016296,resonance,0.406809,0.189541,-0.007051,0.075635,0.033562,1.967704,0.400284,-0.082686,0.006006,spiral_log,0.406809,0.219719,-0.002478,0.024305,-0.017591,2.871467,0.434686,-0.026784,0.019684,resonance
24.000,-0.105091,1.713106,0.293459,0.101976,-0.006772,-0.035107,0.123637,0.700000,0.380116,0.028335,-0.023464,resonance,0.293459,0.205489,-0.015768,0.005426,0.072100,1.249948,0.410842,-0.021194,0.000396,spiral_log,0.293459,0.240005,0.008411,-0.010887,0.112603,1.270841,0.399472,0.019297,-0.016032,resonance,0.293459,0.165765,0.004279,-0.066620,0.064719,1.988697,0.402854,0.070900,-0.126793,resonance,0.293459,0.175070,0.010785,-0.063382,0.010873,2.903424,0.395673,0.074167,-0.060209,resonance
25.000,-0.096244,1.718000,0.100000,0.083370,0.011086,-0.004039,0.130000,0.700000,0.373683,0.015125,-0.014271,resonance,0.100000,0.140706,-0.000866,0.052282,0.037680,1.251055,0.379386,-0.053149,0.109514,resonance,0.100000,0.172935,-0.015959,-0.052454,0.090320,1.274370,0.425306,0.036495,-0.034274,resonance,0.100000,0.115239,-0.004012,-0.031498,0.090320,1.994821,0.413035,0.027486,0.000665,spiral_log,0.100000,0.172014,0.007567,-0.062231,0.037680,2.913551,0.437009,0.069798,-0.064930,resonance
26.000,-0.029259,1.713106,0.001000,0.070692,-0.002096,0.025260,0.123637,0.700000,0.363908,-0.027356,0.028894,resonance,0.001000,0.131132,0.010401,0.004638,-0.000737,1.249446,0.388424,0.005763,0.000029,spiral_log,0.001000,0.177242,-0.023143,0.014464,0.057741,1.270086,0.416136,-0.037607,0.039706,resonance,0.001000,0.107541,0.003383,-0.042040,0.108378,1.988132,0.404472,0.045423,-0.104148,resonance,0.001000,0.133054,0.006674,0.004591,0.061057,2.902940,0.397244,0.002083,-0.002200,resonance
27.000,-0.032718,1.698902,0.001000,0.071271,-0.025734,-0.026011,0.105172,0.700000,0.730501,0.000278,0.000000,spiral_log,0.001000,0.132992,0.024914,-0.058152,-0.037903,1.244481,0.778236,0.083066,0.011662,spiral_log,0.001000,0.163536,-0.050392,-0.044464,0.018806,1.257152,0.818256,-0.005928,0.000060,spiral_log,0.001000,0.103453,-0.014664,0.065032,0.117545,1.968207,0.743660,-0.079696,0.010745,spiral_log,0.001000,0.150381,0.012523,-0.039657,0.079548,2.871895,0.794875,0.052180,0.004636,spiral_log
28.000,-0.075225,1.676779,0.001000,0.071938,0.004177,-0.019565,0.076412,0.700000,0.419825,0.023742,-0.007566,resonance,0.001000,0.131999,0.012921,-0.040662,-0.068852,1.236795,0.452099,0.053584,-0.005901,resonance,0.001000,0.161970,0.009122,-0.056960,-0.021839,1.237040,0.472412,0.066082,0.004091,spiral_log,0.001000,0.100079,-0.003885,0.042479,0.117214,1.937153,0.425129,-0.046364,0.009688,resonance,0.001000,0.156174,-0.017285,0.039623,0.092104,2.824088,0.477592,-0.056908,0.022561,resonance
29.000,-0.076920,1.648902,0.001000,0.070539,0.001547,0.024380,0.040172,0.700000,0.368523,-0.022834,0.000463,spiral_log,0.001000,0.134501,0.012867,-0.024107,-0.089576,1.227132,0.407104,0.036974,-0.008709,resonance,0.001000,0.154761,-0.023931,0.044139,-0.059394,1.211699,0.391669,-0.068070,0.042688,resonance,0.001000,0.106894,-0.015763,0.022447,0.107553,1.899014,0.397683,-0.038210,0.011314,resonance,0.001000,0.138565,-0.008796,0.055339,0.098140,2.765644,0.406924,-0.064135,0.003646,spiral_log
30.000,-0.044234,1.618000,0.100000,0.083376,-0.011973,0.000000,0.000000,0.700000,0.373403,-0.011973,0.009868,resonance,0.100000,0.157478,0.015355,0.009144,-0.097548,1.216397,0.392754,0.006211,-0.002298,resonance,0.100000,0.198009,0.038497,-0.000029,-0.089478,1.183810,0.416582,0.038525,0.001308,spiral_log,0.100000,0.118336,-0.004138,-0.048402,0.089478,1.857678,0.409256,0.044263,-0.015167,resonance,0.100000,0.172575,-0.021117,0.042507,0.097548,2.702861,0.414185,-0.063624,0.054342,resonance
31.000,-0.131643,1.587098,0.293459,0.102585,0.003582,-0.036571,-0.040172,0.700000,0.380109,0.040153,0.001420,spiral_log,0.293459,0.186225,0.008527,0.058359,-0.092039,1.205228,0.382876,-0.049831,0.025513,resonance,0.293459,0.241863,-0.057458,-0.088923,-0.108647,1.156360,0.419352,0.031466,-0.032583,resonance,0.293459,0.155871,0.017624,0.046871,0.064571,1.817713,0.389033,-0.029247,0.014644,resonance,0.293459,0.211348,-0.027637,-0.038957,0.090677,2.642445,0.434211,0.011321,0.000113,spiral_log
32.000,-0.174778,1.559221,0.406809,0.118324,0.012119,0.028275,-0.076412,0.700000,0.368868,-0.016156,0.009719,resonance,0.406809,0.197042,-0.003697,0.075005,-0.074185,1.195857,0.380895,-0.078702,0.103791,resonance,0.406809,0.217395,-0.010889,0.079914,-0.114783,1.131965,0.383067,-0.090803,0.057427,resonance,0.406809,0.190252,-0.029006,0.011259,0.034933,1.781808,0.403823,-0.040265,0.001428,spiral_log,0.406809,0.212052,-0.018926,-0.069929,0.078279,2.589116,0.437665,0.051004,-0.028944,resonance
33.000,-0.206127,1.537098,0.406809,0.120020,-0.015161,0.022203,-0.105172,0.700000,0.370278,-0.037364,0.026788,resonance,0.406809,0.205241,-0.014888,0.072052,-0.046790,1.187645,0.382681,-0.086940,0.006637,spiral_log,0.406809,0.225189,0.001316,-0.087440,-0.107341,1.112331,0.417788,0.088756,-0.058911,resonance,0.406809,0.177600,-0.023100,-0.035137,0.003006,1.755131,0.409673,0.012037,-0.018430,resonance,0.406809,0.257751,-0.025609,0.076768,0.061433,2.548904,0.424927,-0.102377,0.029462,adaptive
34.000,-0.151971,1.522894,0.293459,0.101477,-0.003296,-0.038088,-0.123637,0.700000,0.382247,0.034791,-0.027949,resonance,0.293459,0.178285,-0.004969,0.067510,-0.013907,1.183412,0.380634,-0.072479,0.128860,resonance,0.293459,0.225179,0.013407,0.045567,-0.087388,1.100815,0.392548,-0.032160,0.026428,resonance,0.293459,0.165892,-0.016990,0.031251,-0.028628,1.737709,0.402266,-0.048240,0.002049,spiral_log,0.293459,0.196279,-0.004896,-0.082301,0.041446,2.523174,0.436258,0.077405,-0.060920,resonance
35.000,-0.053990,1.518000,0.100000,0.083251,0.010942,0.004022,-0.130000,0.700000,0.372717,0.006919,-0.006385,resonance,0.100000,0.141800,0.003473,0.043029,0.019748,1.181438,0.381192,-0.039556,0.001378,spiral_log,0.100000,0.172492,0.002218,0.048154,-0.057461,1.096593,0.386671,-0.045936,0.042693,resonance,0.100000,0.125920,0.004309,-0.031273,-0.057461,1.731902,0.397482,0.035582,-0.071343,resonance,0.100000,0.148370,-0.012917,0.004565,0.019748,2.514513,0.441043,-0.017481,0.016198,resonance
36.000,-0.075458,1.522894,0.001000,0.071011,-0.004392,0.023482,-0.123637,0.700000,0.365115,-0.027875,0.028844,resonance,0.001000,0.134708,0.008166,-0.030125,0.049464,1.182978,0.397587,0.038291,-0.086045,resonance,0.001000,0.177589,0.008289,-0.052282,-0.021248,1.100842,0.411417,0.060571,-0.062127,resonance,0.001000,0.104693,0.003114,-0.015340,-0.081261,1.738191,0.386212,0.018455,0.000300,spiral_log,0.001000,0.155231,0.000176,-0.054491,-0.002217,2.523540,0.428303,0.054667,-0.056137,resonance
37.000,-0.087152,1.537098,0.001000,0.071534,-0.007968,-0.018136,-0.105172,0.700000,0.378707,0.010168,-0.024399,resonance,0.001000,0.127717,-0.010750,-0.009748,0.071196,1.188076,0.409455,-0.001003,0.001103,resonance,0.001000,0.174743,-0.010814,0.065173,0.016870,1.113115,0.403237,-0.075987,0.079901,spiral_log,0.001000,0.102807,-0.003690,-0.016851,-0.098242,1.755407,0.409211,0.013162,-0.014475,resonance,0.001000,0.154319,-0.005980,0.061271,-0.023082,2.549116,0.431029,-0.067251,0.159992,resonance
38.000,-0.038602,1.559221,0.001000,0.072054,0.008070,-0.014234,-0.076412,0.700000,0.376762,0.022304,-0.021026,spiral_log,0.001000,0.125916,0.006346,0.016326,0.082110,1.195575,0.382329,-0.009980,0.010977,resonance,0.001000,0.161651,-0.012591,0.010564,0.052344,1.132008,0.424212,-0.023155,0.055514,resonance,0.001000,0.107499,0.002875,-0.041648,-0.107198,1.782642,0.392927,0.044523,-0.048860,resonance,0.001000,0.155483,-0.001742,0.037735,-0.041649,2.589767,0.429844,-0.039477,0.037469,spiral_log
39.000,-0.045589,1.587098,0.001000,0.070768,0.002282,0.024811,-0.040172,0.700000,0.364187,-0.022529,0.054017,resonance,0.001000,0.129797,-0.010414,0.006642,0.080967,1.205311,0.407825,-0.017056,0.018755,resonance,0.001000,0.173168,-0.012159,0.049128,0.081007,1.156548,0.419357,-0.061287,0.051802,spiral_log,0.001000,0.107505,0.000592,-0.030275,-0.107588,1.817800,0.403548,0.030867,-0.033915,resonance,0.001000,0.151506,-0.000818,0.019899,-0.056943,2.642514,0.433726,-0.020718,0.049681,resonance
40.000,-0.100387,1.618000,0.100000,0.083367,-0.011232,-0.000000,-0.000000,0.700000,0.373779,-0.011232,0.008191,spiral_log,0.100000,0.160142,0.007665,-0.057094,0.068261,1.216553,0.402777,0.064759,-0.070882,resonance,0.100000,0.171689,-0.001511,0.044756,0.099563,1.184141,0.384657,-0.046267,0.110579,resonance,0.100000,0.125698,-0.003077,0.049049,-0.099563,1.857682,0.403827,-0.052125,0.057153,resonance,0.100000,0.170389,-0.003024,0.044975,-0.068261,2.702865,0.435127,-0.047999,0.035442,spiral_log
41.000,-0.214925,1.648902,0.293459,0.102439,0.002722,-0.037488,0.040172,0.700000,0.380135,0.040211,-0.096202,resonance,0.293459,0.169061,0.000240,0.056682,0.046122,1.227241,0.375358,-0.056442,0.061852,resonance,0.293459,0.255810,0.005742,-0.097382,0.105972,1.211462,0.412784,0.103124,-0.058637,spiral_log,0.293459,0.165789,0.002126,-0.059043,-0.083935,1.898548,0.402446,0.061169,-0.066989,resonance,0.293459,0.199551,-0.001148,0.065620,-0.075185,2.765259,0.435203,-0.066769,0.158864,resonance
42.000,-0.106444,1.676779,0.406809,0.115115,0.036542,0.048127,0.076412,0.700000,0.797374,-0.011584,0.011057,resonance,0.406809,0.246330,-0.014154,-0.162406,0.017983,1.235022,0.925460,0.148252,-0.140440,resonance,0.406809,0.021607,-0.026908,-0.010457,0.099676,1.235447,0.858133,-0.016451,0.015702,resonance,0.406809,0.190499,0.009510,0.131045,-0.062097,1.937396,0.896253,-0.121535,0.115417,resonance,0.406809,0.192968,0.000275,-0.105473,-0.077580,2.824292,0.871383,0.105748,-0.100549,resonance
43.000,-0.054046,1.698902,0.406809,0.117989,-0.011793,0.034163,0.105172,0.700000,0.432501,-0.045956,0.030050,spiral_log,0.406809,0.209117,0.009222,0.000566,-0.011930,1.244208,0.450863,0.008655,-0.005593,spiral_log,0.406809,0.258571,-0.021918,0.048651,0.081644,1.256956,0.494608,-0.070569,0.046229,spiral_log,0.406809,0.155342,0.020532,-0.047160,-0.035896,1.968005,0.447938,0.067691,-0.047459,adaptive,0.406809,0.258999,-0.003285,0.022711,-0.075571,2.871724,0.502761,-0.025996,0.016928,spiral_log
44.000,-0.085126,1.713106,0.293459,0.101718,-0.005237,-0.035986,0.123637,0.700000,0.390626,0.030750,-0.016694,spiral_log,0.293459,0.200280,-0.021423,-0.019456,-0.039217,1.249308,0.424969,-0.001967,0.001560,resonance,0.293459,0.189905,-0.020300,-0.043165,0.054236,1.270528,0.432245,0.022865,-0.024650,resonance,0.293459,0.142394,0.008387,-0.003777,-0.007476,1.988909,0.390325,0.012164,-0.009652,resonance,0.293459,0.181733,0.009782,-0.074084,-0.069512,2.903606,0.407698,0.083866,-0.044614,spiral_log
45.000,-0.089232,1.718000,0.100000,0.083364,0.011688,-0.004056,0.130000,0.700000,0.375334,0.015744,-0.019589,resonance,0.100000,0.136471,-0.005828,0.048329,-0.059934,1.251464,0.377536,-0.054158,0.044801,resonance,0.100000,0.169882,0.000331,0.048334,0.020900,1.274778,0.386517,-0.048003,0.023504,spiral_log,0.100000,0.123263,0.001869,-0.050546,0.020900,1.994628,0.411157,0.052415,-0.043364,resonance,0.100000,0.151858,-0.010915,0.037129,-0.059934,2.913386,0.443994,-0.048045,0.059620,resonance
46.000,-0.015237,1.713106,0.001000,0.070826,-0.001889,0.025323,0.123637,0.700000,0.364124,-0.027212,0.011321,spiral_log,0.001000,0.130356,0.007340,0.008392,-0.071159,1.249668,0.387206,-0.001052,0.000913,resonance,0.001000,0.167899,0.012977,0.025847,-0.014263,1.270407,0.395961,-0.012870,0.018194,resonance,0.001000,0.104513,0.005351,0.009220,0.047034,1.988172,0.387212,-0.003869,0.003359,resonance,0.001000,0.143610,0.005510,-0.010652,-0.047503,2.902975,0.405512,0.016161,-0.006465,spiral_log
47.000,-0.017920,1.698902,0.001000,0.071928,-0.009242,-0.013538,0.105172,0.700000,0.376729,0.004296,-0.006804,resonance,0.001000,0.132493,0.010200,0.002999,-0.071401,1.244726,0.390054,0.007201,-0.006538,resonance,0.001000,0.165823,-0.024732,0.033531,-0.046997,1.257304,0.393917,-0.058264,0.021119,spiral_log,0.001000,0.108327,0.012790,0.000015,0.068963,1.967850,0.396042,0.012775,-0.011598,resonance,0.001000,0.150498,-0.018446,-0.016480,-0.032971,2.871592,0.435896,-0.001967,0.003115,resonance
48.000,-0.038483,1.676779,0.001000,0.071807,0.007231,-0.017523,0.076412,0.700000,0.376693,0.024754,-0.006249,spiral_log,0.001000,0.126760,0.007615,0.035491,-0.060798,1.237057,0.381917,-0.027876,0.026408,resonance,0.001000,0.177460,0.053093,0.055087,-0.073413,1.236959,0.407938,-0.001994,0.003498,resonance,0.001000,0.107897,-0.023618,-0.004284,0.085103,1.936883,0.394416,-0.019334,0.018322,resonance,0.001000,0.151855,0.019623,-0.017431,-0.017130,2.823862,0.433369,0.037053,-0.009104,spiral_log
