t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000012,0.387903,0,0.001002,0,0.000033,0,0.000457,1.398019,0,1,0.100000,0.493789,0,0,0,1,1,1,stable,0.493788,-0.000001,0.100000,0.100000,0.100000,0.000457,1.398019
0.100000,0.000650,0.416416,0,0.001471,0,0.000024,2.909812,0.000677,1.407123,0,1,0.100000,0.468981,2.909812,0,0,1,1,1,stable,0.469099,0.000118,0.223947,0.223947,0.120927,0.000677,1.407123
0.200000,0.001109,0.429896,-0.000000,0.002111,0,0.000023,1.075726,0.000985,1.409392,0,1,0.100000,0.445397,1.075726,29.098119,0,1,1,1,stable,0.445653,0.000257,0.274028,0.274028,0.141753,0.000985,1.409392
0.300000,0.000871,0.426541,-0.000003,0.002934,0,0.000023,1.539649,0.001392,1.404539,0.000000,0.993307,0.100000,0.423114,1.539649,-18.340859,0,1,1,1,stable,0.423391,0.000277,0.372213,0.372213,0.162379,0.001392,1.404539
0.400000,-0.000085,0.408377,-0.000006,0.003901,0,0.000022,2.180444,0.001892,1.393174,0.000127,0.993307,0.100000,0.402293,2.180444,4.639233,0,1,1,1,stable,0.402244,-0.000049,0.598289,0.598289,0.182707,0.001892,1.393174
0.500000,-0.001394,0.396499,-0.000005,0.004917,0,0.000049,0.874386,0.002455,1.376678,0.000303,0.993307,0.100000,0.382940,0.874386,6.407944,0,1,1,1,stable,0.382128,-0.000812,0.669670,0.669670,0.202643,0.002455,1.376678
0.600000,-0.002068,0.430931,0.000002,0.005941,0,0.000046,0.629869,0.003073,1.356960,0.000372,0.993307,0.100000,0.364309,0.629869,-13.060575,0,1,1,1,stable,0.362956,-0.001353,0.704645,0.704645,0.222096,0.003073,1.356960
0.700000,-0.001752,0.526194,0.000016,0.007141,0,0.000046,1.140786,0.003855,1.336145,0.001122,0.993307,0.100000,0.346252,1.140786,-2.445175,0,1,1,1,stable,0.344699,-0.001553,0.814087,0.814087,0.240981,0.003855,1.336145
0.800000,-0.001873,0.651226,0.000042,0.008436,0,0.000045,1.222698,0.004824,1.316303,0.002178,0.993307,0.100000,0.329410,1.222698,5.109178,0,1,1,1,stable,0.327338,-0.002071,0.938451,0.938451,0.259218,0.004824,1.316303
0.900000,-0.003778,0.763899,0.000107,0.009821,3,0.000045,0.938276,0.005954,1.299237,0.001466,0.993307,0.100000,0.314820,0.938276,0.819112,0,1,1,1,stable,0.310804,-0.004016,1,1,0.276734,0.005954,1.299237
1,-0.005504,0.842189,0.000181,0.011183,0,0.000047,28.841654,0.007030,1.286376,0.002403,0.993307,0.511723,0.295811,2.545128,-2.844212,0,3.018534,1,1,transitoire,0.294939,-0.000872,0.150359,0.150359,0.293459,0.007030,1.286376
1.100000,-0.006734,0.884330,0.000166,0.016451,0,0.000049,2.191915,0.010341,1.278723,0.001884,0.993307,0.624020,0.281123,11.310637,279.033781,0,3.948119,1,1,transitoire,0.280121,-0.001002,0.135189,0.135189,0.309334,0.010341,1.278723
