t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,gamma_0,erreur_0,G_0,G_arch_0,In_1,An_1,En_1,On_1,phi_1,fn_1,gamma_1,erreur_1,G_1,G_arch_1,In_2,An_2,En_2,On_2,phi_2,fn_2,gamma_2,erreur_2,G_2,G_arch_2,In_3,An_3,En_3,On_3,phi_3,fn_3,gamma_3,erreur_3,G_3,G_arch_3,In_4,An_4,En_4,On_4,phi_4,fn_4,gamma_4,erreur_4,G_4,G_arch_4
32.000,-0.174778,1.559221,0.406809,0.118324,0.012119,0.028275,-0.076412,0.700000,0.368868,-0.016156,0.011636,adaptive,0.406809,0.197042,-0.003697,0.075005,-0.074185,1.195857,0.380895,-0.078702,0.186633,resonance,0.406809,0.217395,-0.010889,0.079914,-0.114783,1.131965,0.383067,-0.090803,0.098921,resonance,0.406809,0.190252,-0.029006,0.011259,0.034933,1.781808,0.403823,-0.040265,0.044207,resonance,0.406809,0.212052,-0.018926,-0.069929,0.078279,2.589116,0.437665,0.051004,-0.036395,adaptive
33.000,-0.206127,1.537098,0.406809,0.120020,-0.015161,0.022203,-0.105172,0.700000,0.370278,-0.037364,0.041032,resonance,0.406809,0.205241,-0.014888,0.072052,-0.046790,1.187645,0.382681,-0.086940,0.094788,resonance,0.406809,0.225189,0.001316,-0.087440,-0.107341,1.112331,0.417788,0.088756,-0.056120,adaptive,0.406809,0.177600,-0.023100,-0.035137,0.003006,1.755131,0.409673,0.012037,-0.028881,resonance,0.406809,0.257751,-0.025609,0.076768,0.061433,2.548904,0.424927,-0.102377,0.047142,spiral_log
34.000,-0.151971,1.522894,0.293459,0.101477,-0.003296,-0.038088,-0.123637,0.700000,0.382247,0.034791,-0.020024,adaptive,0.293459,0.178285,-0.004969,0.067510,-0.013907,1.183412,0.380634,-0.072479,0.172187,resonance,0.293459,0.225179,0.013407,0.045567,-0.087388,1.100815,0.392548,-0.032160,0.035333,resonance,0.293459,0.165892,-0.016990,0.031251,-0.028628,1.737709,0.402266,-0.048240,0.052918,resonance,0.293459,0.196279,-0.004896,-0.082301,0.041446,2.523174,0.436258,0.077405,-0.043683,adaptive
35.000,-0.053990,1.518000,0.100000,0.083251,0.010942,0.004022,-0.130000,0.700000,0.372717,0.006919,-0.007611,resonance,0.100000,0.141800,0.003473,0.043029,0.019748,1.181438,0.381192,-0.039556,0.043430,resonance,0.100000,0.172492,0.002218,0.048154,-0.057461,1.096593,0.386671,-0.045936,0.023220,adaptive,0.100000,0.125920,0.004309,-0.031273,-0.057461,1.731902,0.397482,0.035582,-0.085185,resonance,0.100000,0.148370,-0.012917,0.004565,0.019748,2.514513,0.441043,-0.017481,0.019223,resonance
36.000,-0.075458,1.522894,0.001000,0.071011,-0.004392,0.023482,-0.123637,0.700000,0.365115,-0.027875,0.012192,adaptive,0.001000,0.134708,0.008166,-0.030125,0.049464,1.182978,0.397587,0.038291,-0.091636,resonance,0.001000,0.177589,0.008289,-0.052282,-0.021248,1.100842,0.411417,0.060571,-0.066339,resonance,0.001000,0.104693,0.003114,-0.015340,-0.081261,1.738191,0.386212,0.018455,-0.020292,resonance,0.001000,0.155231,0.000176,-0.054491,-0.002217,2.523540,0.428303,0.054667,-0.023440,adaptive
37.000,-0.087152,1.537098,0.001000,0.071534,-0.007968,-0.018136,-0.105172,0.700000,0.378707,0.010168,-0.004860,resonance,0.001000,0.127717,-0.010750,-0.009748,0.071196,1.188076,0.409455,-0.001003,0.000429,resonance,0.001000,0.174743,-0.010814,0.065173,0.016870,1.113115,0.403237,-0.075987,0.031772,resonance,0.001000,0.102807,-0.003690,-0.016851,-0.098242,1.755407,0.409211,0.013162,-0.005228,adaptive,0.001000,0.154319,-0.005980,0.061271,-0.023082,2.549116,0.431029,-0.067251,0.031622,resonance
38.000,-0.038602,1.559221,0.001000,0.072054,0.008070,-0.014234,-0.076412,0.700000,0.376762,0.022304,-0.011010,resonance,0.001000,0.125916,0.006346,0.016326,0.082110,1.195575,0.382329,-0.009980,0.003973,adaptive,0.001000,0.161651,-0.012591,0.010564,0.052344,1.132008,0.424212,-0.023155,0.015655,resonance,0.001000,0.107499,0.002875,-0.041648,-0.107198,1.782642,0.392927,0.044523,-0.021741,resonance,0.001000,0.155483,-0.001742,0.037735,-0.041649,2.589767,0.429844,-0.039477,0.019430,resonance
39.000,-0.045589,1.587098,0.001000,0.070768,0.002282,0.024811,-0.040172,0.700000,0.364187,-0.022529,0.019744,resonance,0.001000,0.129797,-0.010414,0.006642,0.080967,1.205311,0.407825,-0.017056,0.009646,resonance,0.001000,0.173168,-0.012159,0.049128,0.081007,1.156548,0.419357,-0.061287,0.034329,resonance,0.001000,0.107505,0.000592,-0.030275,-0.107588,1.817800,0.403548,0.030867,-0.012127,adaptive,0.001000,0.151506,-0.000818,0.019899,-0.056943,2.642514,0.433726,-0.020718,0.018163,resonance
40.000,-0.100387,1.618000,0.100000,0.083367,-0.011232,-0.000000,-0.000000,0.700000,0.373779,-0.011232,0.007150,resonance,0.100000,0.160142,0.007665,-0.057094,0.068261,1.216553,0.402777,0.064759,-0.024805,adaptive,0.100000,0.171689,-0.001511,0.044756,0.099563,1.184141,0.384657,-0.046267,0.049590,resonance,0.100000,0.125698,-0.003077,0.049049,-0.099563,1.857682,0.403827,-0.052125,0.032921,resonance,0.100000,0.170389,-0.003024,0.044975,-0.068261,2.702865,0.435127,-0.047999,0.030338,resonance
41.000,-0.214925,1.648902,0.293459,0.102439,0.002722,-0.037488,0.040172,0.700000,0.380135,0.040211,-0.051119,resonance,0.293459,0.169061,0.000240,0.056682,0.046122,1.227241,0.375358,-0.056442,0.039594,resonance,0.293459,0.255810,0.005742,-0.097382,0.105972,1.211462,0.412784,0.103124,-0.017243,spiral_log,0.293459,0.165789,0.002126,-0.059043,-0.083935,1.898548,0.402446,0.061169,-0.023500,adaptive,0.293459,0.199551,-0.001148,0.065620,-0.075185,2.765259,0.435203,-0.066769,0.084509,resonance
42.000,-0.106444,1.676779,0.406809,0.115115,0.036542,0.048127,0.076412,0.700000,0.797374,-0.011584,0.011057,resonance,0.406809,0.246330,-0.014154,-0.162406,0.017983,1.235022,0.925460,0.148252,-0.140440,resonance,0.406809,0.021607,-0.026908,-0.010457,0.099676,1.235447,0.858133,-0.016451,0.015702,resonance,0.406809,0.190499,0.009510,0.131045,-0.062097,1.937396,0.896253,-0.121535,0.115417,resonance,0.406809,0.192968,0.000275,-0.105473,-0.077580,2.824292,0.871383,0.105748,-0.100549,resonance
43.000,-0.054046,1.698902,0.406809,0.117989,-0.011793,0.034163,0.105172,0.700000,0.432501,-0.045956,0.043318,resonance,0.406809,0.209117,0.009222,0.000566,-0.011930,1.244208,0.450863,0.008655,-0.006858,resonance,0.406809,0.258571,-0.021918,0.048651,0.081644,1.256956,0.494608,-0.070569,0.055815,resonance,0.406809,0.155342,0.020532,-0.047160,-0.035896,1.968005,0.447938,0.067691,-0.047459,adaptive,0.406809,0.258999,-0.003285,0.022711,-0.075571,2.871724,0.502761,-0.025996,0.024531,resonance
44.000,-0.085126,1.713106,0.293459,0.101718,-0.005237,-0.035986,0.123637,0.700000,0.390626,0.030750,-0.024390,resonance,0.293459,0.200280,-0.021423,-0.019456,-0.039217,1.249308,0.424969,-0.001967,0.001256,adaptive,0.293459,0.189905,-0.020300,-0.043165,0.054236,1.270528,0.432245,0.022865,-0.024650,resonance,0.293459,0.142394,0.008387,-0.003777,-0.007476,1.988909,0.390325,0.012164,-0.009652,resonance,0.293459,0.181733,0.009782,-0.074084,-0.069512,2.903606,0.407698,0.083866,-0.066327,resonance
45.000,-0.089232,1.718000,0.100000,0.083364,0.011688,-0.004056,0.130000,0.700000,0.375334,0.015744,-0.019589,resonance,0.100000,0.136471,-0.005828,0.048329,-0.059934,1.251464,0.377536,-0.054158,0.044801,resonance,0.100000,0.169882,0.000331,0.048334,0.020900,1.274778,0.386517,-0.048003,0.039724,resonance,0.100000,0.123263,0.001869,-0.050546,0.020900,1.994628,0.411157,0.052415,-0.031455,adaptive,0.100000,0.151858,-0.010915,0.037129,-0.059934,2.913386,0.443994,-0.048045,0.059620,resonance
46.000,-0.015237,1.713106,0.001000,0.070826,-0.001889,0.025323,0.123637,0.700000,0.364124,-0.027212,0.023609,resonance,0.001000,0.130356,0.007340,0.008392,-0.071159,1.249668,0.387206,-0.001052,0.000604,adaptive,0.001000,0.167899,0.012977,0.025847,-0.014263,1.270407,0.395961,-0.012870,0.018194,resonance,0.001000,0.104513,0.005351,0.009220,0.047034,1.988172,0.387212,-0.003869,0.003359,resonance,0.001000,0.143610,0.005510,-0.010652,-0.047503,2.902975,0.405512,0.016161,-0.014027,resonance
47.000,-0.017920,1.698902,0.001000,0.071928,-0.009242,-0.013538,0.105172,0.700000,0.376729,0.004296,-0.006804,resonance,0.001000,0.132493,0.010200,0.002999,-0.071401,1.244726,0.390054,0.007201,-0.006538,resonance,0.001000,0.165823,-0.024732,0.033531,-0.046997,1.257304,0.393917,-0.058264,0.052759,resonance,0.001000,0.108327,0.012790,0.000015,0.068963,1.967850,0.396042,0.012775,-0.006931,adaptive,0.001000,0.150498,-0.018446,-0.016480,-0.032971,2.871592,0.435896,-0.001967,0.003115,resonance
48.000,-0.038483,1.676779,0.001000,0.071807,0.007231,-0.017523,0.076412,0.700000,0.376693,0.024754,-0.023454,resonance,0.001000,0.126760,0.007615,0.035491,-0.060798,1.237057,0.381917,-0.027876,0.014244,adaptive,0.001000,0.177460,0.053093,0.055087,-0.073413,1.236959,0.407938,-0.001994,0.003498,resonance,0.001000,0.107897,-0.023618,-0.004284,0.085103,1.936883,0.394416,-0.019334,0.018322,resonance,0.001000,0.151855,0.019623,-0.017431,-0.017130,2.823862,0.433369,0.037053,-0.035083,resonance
