event_type,t_start,t_end,metric,value,severity,scale
fractal_pattern,950,1050,S(t),0.736144,medium,10/100
fractal_pattern,1200,1300,S(t),0.815579,medium,10/100
fractal_pattern,1400,1500,S(t),0.708683,medium,10/100
fractal_pattern,150,250,A_mean(t),0.670844,medium,10/100
fractal_pattern,200,300,A_mean(t),0.673381,medium,10/100
fractal_pattern,300,400,A_mean(t),0.672138,medium,10/100
fractal_pattern,350,450,A_mean(t),0.652803,medium,10/100
fractal_pattern,400,500,A_mean(t),0.657740,medium,10/100
fractal_pattern,500,600,A_mean(t),0.650715,medium,10/100
fractal_pattern,600,700,A_mean(t),0.678968,medium,10/100
fractal_pattern,700,800,A_mean(t),0.666049,medium,10/100
fractal_pattern,800,900,A_mean(t),0.660354,medium,10/100
fractal_pattern,900,1000,A_mean(t),0.665429,medium,10/100
fractal_pattern,1000,1100,A_mean(t),0.665130,medium,10/100
fractal_pattern,1100,1200,A_mean(t),0.665776,medium,10/100
fractal_pattern,1200,1300,A_mean(t),0.663255,medium,10/100
fractal_pattern,1300,1400,A_mean(t),0.665919,medium,10/100
fractal_pattern,1400,1500,A_mean(t),0.665100,medium,10/100
fractal_pattern,1500,1600,A_mean(t),0.666919,medium,10/100
fractal_pattern,1600,1700,A_mean(t),0.664700,medium,10/100
fractal_pattern,1700,1800,A_mean(t),0.664293,medium,10/100
fractal_pattern,1800,1900,A_mean(t),0.666441,medium,10/100
fractal_pattern,450,550,entropy_S,0.781502,medium,10/100
fractal_pattern,900,1000,entropy_S,0.687290,medium,10/100
fractal_pattern,1700,1800,entropy_S,0.686231,medium,10/100
fractal_pattern,500,600,effort(t),0.705909,medium,10/100
fractal_pattern,700,800,effort(t),0.666748,medium,10/100
fractal_pattern,900,1000,effort(t),0.666837,medium,10/100
fractal_pattern,1100,1200,effort(t),0.649543,medium,10/100
fractal_pattern,1200,1300,effort(t),0.660569,medium,10/100
fractal_pattern,1500,1600,effort(t),0.687509,medium,10/100
fractal_pattern,1600,1700,effort(t),0.697728,medium,10/100
fractal_pattern,1700,1800,effort(t),0.658987,medium,10/100
fractal_pattern,100,200,mean_high_effort,0.688547,medium,10/100
fractal_pattern,150,250,mean_high_effort,0.679124,medium,10/100
fractal_pattern,200,300,mean_high_effort,0.676543,medium,10/100
fractal_pattern,250,350,mean_high_effort,0.673635,medium,10/100
fractal_pattern,300,400,mean_high_effort,0.672404,medium,10/100
fractal_pattern,350,450,mean_high_effort,0.674144,medium,10/100
fractal_pattern,400,500,mean_high_effort,0.668552,medium,10/100
fractal_pattern,450,550,mean_high_effort,0.673402,medium,10/100
fractal_pattern,500,600,mean_high_effort,0.666703,medium,10/100
fractal_pattern,550,650,mean_high_effort,0.648395,medium,10/100
fractal_pattern,650,750,mean_high_effort,0.663857,medium,10/100
fractal_pattern,700,800,mean_high_effort,0.663218,medium,10/100
fractal_pattern,750,850,mean_high_effort,0.662146,medium,10/100
fractal_pattern,800,900,mean_high_effort,0.661938,medium,10/100
fractal_pattern,850,950,mean_high_effort,0.661775,medium,10/100
fractal_pattern,900,1000,mean_high_effort,0.661237,medium,10/100
fractal_pattern,950,1050,mean_high_effort,0.661474,medium,10/100
fractal_pattern,1000,1100,mean_high_effort,0.660384,medium,10/100
fractal_pattern,1050,1150,mean_high_effort,0.660131,medium,10/100
fractal_pattern,1100,1200,mean_high_effort,0.660380,medium,10/100
fractal_pattern,1150,1250,mean_high_effort,0.659774,medium,10/100
fractal_pattern,1200,1300,mean_high_effort,0.659625,medium,10/100
fractal_pattern,1250,1350,mean_high_effort,0.658974,medium,10/100
fractal_pattern,1300,1400,mean_high_effort,0.659087,medium,10/100
fractal_pattern,1350,1450,mean_high_effort,0.659033,medium,10/100
fractal_pattern,1400,1500,mean_high_effort,0.658754,medium,10/100
fractal_pattern,1450,1550,mean_high_effort,0.658748,medium,10/100
fractal_pattern,1500,1600,mean_high_effort,0.658277,medium,10/100
fractal_pattern,1550,1650,mean_high_effort,0.658629,medium,10/100
fractal_pattern,1600,1700,mean_high_effort,0.658223,medium,10/100
fractal_pattern,1650,1750,mean_high_effort,0.657880,medium,10/100
fractal_pattern,1700,1800,mean_high_effort,0.657792,medium,10/100
fractal_pattern,1750,1850,mean_high_effort,0.657852,medium,10/100
fractal_pattern,1800,1900,mean_high_effort,0.657333,medium,10/100
fractal_pattern,1850,1950,mean_high_effort,0.657795,medium,10/100
fractal_pattern,600,700,mean_abs_error,0.764947,medium,10/100
fractal_pattern,1650,1750,mean_abs_error,0.659698,medium,10/100
fractal_pattern,1850,1950,mean_abs_error,0.724978,medium,10/100
