t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t)
13,0,0.926469,0,0,0,0.000025,0.018326,0,1.339942,0.000108,0.638375,0.001096,84975774648282148725409774852023957404017001017814106334214130609757424231272887587265699090234176146285205706923781634444492800,0.032343,3,20666.626726,1,chronique,0.001096,0,0.999877
13.100000,0,0.943205,0,0,0,0.000023,0.018166,0,1.331227,0.000107,0.688873,0.001060,81828523735382810952575755676943910992977022215205191003035353957004725972751353165062691739051745669827727427113190568591622144,0.016125,3.100000,20995.950231,1,chronique,0.001060,0,0.999909
13.200000,0,0.952136,0,0,0,0.000022,0.016269,0,1.323459,0.000106,0.683089,0.001026,81828523735382810952575755676943910992977022215205191003035353957004725972751353165062691739051745669827727427113190568591622144,-0.001596,3.200000,22847.012129,1,stable,0.001026,0,0.999932
13.300000,0,0.953688,0,0,0,0.000022,0.012839,0,1.317356,0.000106,0.672776,0.000993,81828523735382810952575755676943910992977022215205191003035353957004725972751353165062691739051745669827727427113190568591622144,-0.018969,3.300000,25056.021286,1,stable,0.000993,0,0.999950
13.400000,0,0.949772,0,0,0,0.000022,0.008218,0,1.313467,0.000105,0.668938,0.000962,81828523735382810952575755676943910992977022215205191003035353957004725972751353165062691739051745669827727427113190568591622144,-0.034304,3.400000,25415.239032,1,stable,0.000962,0,0.999963
13.500000,0,0.942661,0,0,0,0.000022,0.002850,0,1.312132,0.000104,0.668796,0.000931,81828523735382810952575755676943910992977022215205191003035353957004725972751353165062691739051745669827727427113190568591622144,-0.046211,3.500000,25784.906501,1,stable,0.000931,0,0.999972
13.600000,0,0.934548,0,0,0,0.000024,0.002834,0,1.313467,0.000103,0.667748,0.000902,78906076459119140163515595014369582182725613327068341052655061350877220446981356915874184912953774513117211881574784578871099392,-0.053681,3.600000,34077.985422,1,stable,0.000902,0,0.999980
13.700000,0,0.927558,0,0,0,0.000022,0.008153,0,1.317356,0.000103,0.670318,0.000874,78906076459119140163515595014369582182725613327068341052655061350877220446981356915874184912953774513117211881574784578871099392,-0.000156,3.700000,50234.754710,1,stable,0.000874,0,0.999985
13.800000,0,0.923592,0,0,0,0.000022,0.012707,0,1.323459,0.000102,0.678198,0.000847,78906076459119140163515595014369582182725613327068341052655061350877220446981356915874184912953774513117211881574784578871099392,0.053191,3.800000,50814.387667,1,stable,0.000847,0,0.999989
13.900000,0,0.923588,0,0,0,0.000023,0.016064,0,1.331227,0.000101,0.683128,0.000820,78906076459119140163515595014369582182725613327068341052655061350877220446981356915874184912953774513117211881574784578871099392,0.045541,3.900000,51407.552939,1,stable,0.000820,0,0.999992
14,0,0.926469,0,0,0,0.000020,0.017892,0,1.339942,0.000100,0.683514,0.000795,78906076459119140163515595014369582182725613327068341052655061350877220446981356915874184912953774513117211881574784578871099392,0.033568,4,60193.391773,1,stable,0.000795,0,0.999994
14.100000,0,0.928852,0,0,0,0.000022,0.017991,0,1.348769,0.000100,0.682371,0.000771,76185177270873654561938592229381852059592838615608977043417794475704528104064169311036075130321475618315466103040331514524991488,0.018275,4.100000,72601.373247,1,stable,0.000771,0,0.999995
14.200000,0,0.926365,0,0,0,0.000022,0.016324,0,1.356829,0.000099,0.682346,0.000748,76185177270873654561938592229381852059592838615608977043417794475704528104064169311036075130321475618315466103040331514524991488,0.000997,4.200000,73940.223108,1,stable,0.000748,0,0.999997
14.300000,0,0.916137,0,0,0,0.000022,0.013024,0,1.363293,0.000098,0.682068,0.000725,76185177270873654561938592229381852059592838615608977043417794475704528104064169311036075130321475618315466103040331514524991488,-0.016674,4.300000,75329.380447,1,stable,0.000725,0,0.999998
14.400000,0,0.899078,0,0,0,0.000022,0.008399,0,1.367475,0.000098,0.681940,0.000703,76185177270873654561938592229381852059592838615608977043417794475704528104064169311036075130321475618315466103040331514524991488,-0.032998,4.400000,84030.600744,1,stable,0.000703,0,0.999998
14.500000,0,0.880554,0,0,0,0.000022,0.002904,0,1.368921,0.000097,0.687776,0.000683,76185177270873654561938592229381852059592838615608977043417794475704528104064169311036075130321475618315466103040331514524991488,-0.046252,4.500000,95004.470757,1,stable,0.000683,0,0.999999
14.600000,0,0.868472,0,0,0,0.000024,0.002906,0,1.367475,0.000096,0.751379,0.000662,73645671361844528895355138205087429750148067548772225489652246528456434333769835908963605878202952660113844946000610749851893760,-0.054953,4.600000,98832.931760,1,stable,0.000662,0,0.999999
14.700000,0,0.869010,0,0,0,0.000022,0.008424,0,1.363293,0.000096,0.872912,0.000643,73645671361844528895355138205087429750148067548772225489652246528456434333769835908963605878202952660113844946000610749851893760,0.000026,4.700000,102982.905268,1,stable,0.000643,0,0.999999
14.800000,0,0.882722,0,0,0,0.000022,0.013087,0,1.356829,0.000095,0.958291,0.000624,73645671361844528895355138205087429750148067548772225489652246528456434333769835908963605878202952660113844946000610749851893760,0.055181,4.800000,102988.079121,1,stable,0.000624,0,0.999999
14.900000,0,0.904370,0,0,0,0.000022,0.016423,0,1.348769,0.000094,0.984261,0.000606,73645671361844528895355138205087429750148067548772225489652246528456434333769835908963605878202952660113844946000610749851893760,0.046624,4.900000,102993.253494,1,stable,0.000606,0,1.000000
15,0,0.926469,0,0,0,0.000022,0.018111,0,1.339942,0.000094,0.768929,0.000588,73645671361844528895355138205087429750148067548772225489652246528456434333769835908963605878202952660113844946000610749851893760,0.033359,5,110859.146049,1,stable,0.000588,0,1.000000
15.100000,0,0.943205,0,0,0,0.000022,0.018007,0,1.331227,0.000093,0.802604,0.000571,71270004543720507179554769694461592612088843862138703313794567449242586250230251171935021719501477851411254439349329297208770560,0.016878,5.100000,120025.868673,1,stable,0.000571,0,1.000000
15.200000,0,0.952136,0,0,0,0.000022,0.016151,0,1.323459,0.000092,0.747915,0.000555,71270004543720507179554769694461592612088843862138703313794567449242586250230251171935021719501477851411254439349329297208770560,-0.001038,5.200000,120097.773953,1,stable,0.000555,0,1.000000
15.300000,0,0.953688,0,0,0,0.000022,0.012751,0,1.317356,0.000092,0.810019,0.000539,71270004543720507179554769694461592612088843862138703313794567449242586250230251171935021719501477851411254439349329297208770560,-0.018556,5.300000,120169.765439,1,stable,0.000539,0,1.000000
15.400000,0,0.949772,0,0,0,0.000022,0.008153,0,1.313467,0.000091,0.938162,0.000524,71270004543720507179554769694461592612088843862138703313794567449242586250230251171935021719501477851411254439349329297208770560,-0.033998,5.400000,137509.047170,1,stable,0.000524,0,1.000000
15.500000,0,0.942661,0,0,0,0.000023,0.002802,0,1.312132,0.000091,0.971745,0.000509,71270004543720507179554769694461592612088843862138703313794567449242586250230251171935021719501477851411254439349329297208770560,-0.045984,5.500000,160695.830149,1,stable,0.000509,0,1.000000
15.600000,0,0.934548,0,0,0,0.000023,0.002799,0,1.313467,0.000090,0.845359,0.000495,69042816901729245238168540877168159051056780548903682388374248599898020286842732452407870081475506592149786050374784601810796544,-0.053513,5.600000,169416.648090,1,stable,0.000495,0,1.000000
15.700000,0,0.927558,0,0,0,0.000022,0.008127,0,1.317356,0.000090,0.919468,0.000481,69042816901729245238168540877168159051056780548903682388374248599898020286842732452407870081475506592149786050374784601810796544,-0.000031,5.700000,179138.323533,1,stable,0.000481,0,1.000000
15.800000,0,0.923592,0,0,0,0.000022,0.012688,0,1.323459,0.000089,0.961255,0.000468,69042816901729245238168540877168159051056780548903682388374248599898020286842732452407870081475506592149786050374784601810796544,0.053283,5.800000,196981.598286,1,stable,0.000468,0,1.000000
15.900000,0,0.923588,0,0,0,0.000021,0.016050,0,1.331227,0.000088,0.976172,0.000455,69042816901729245238168540877168159051056780548903682388374248599898020286842732452407870081475506592149786050374784601810796544,0.045610,5.900000,218772.699786,1,stable,0.000455,0,1.000000
16,0,0.926469,0,0,0,0.000022,0.017881,0,1.339942,0.000088,0.982733,0.000443,69042816901729245238168540877168159051056780548903682388374248599898020286842732452407870081475506592149786050374784601810796544,0.033618,6,222899.148042,1,stable,0.000443,0,1.000000
16.100000,0,0.928852,0,0,0,0.000022,0.017984,0,1.348769,0.000087,0.985237,0.000431,66950610328949568225002700534944608341839143426474945306667234906422871060858461955083944664025889899263096356723243365754208256,0.018313,6.100000,227184.253393,1,stable,0.000431,0,1.000000
16.200000,0,0.926365,0,0,0,0.000022,0.016318,0,1.356829,0.000087,0.985941,0.000419,66950610328949568225002700534944608341839143426474945306667234906422871060858461955083944664025889899263096356723243365754208256,0.001025,6.200000,235475.899689,1,stable,0.000419,0,1.000000
16.300000,0,0.916137,0,0,0,0.000022,0.013020,0,1.363293,0.000086,0.986083,0.000408,66950610328949568225002700534944608341839143426474945306667234906422871060858461955083944664025889899263096356723243365754208256,-0.016654,6.300000,244395.720679,1,stable,0.000408,0,1.000000
16.400000,0,0.899078,0,0,0,0.000022,0.008396,0,1.367475,0.000086,0.986103,0.000397,66950610328949568225002700534944608341839143426474945306667234906422871060858461955083944664025889899263096356723243365754208256,-0.032982,6.400000,250412.415378,1,stable,0.000397,0,1.000000
16.500000,0,0.880554,0,0,0,0.000022,0.002901,0,1.368921,0.000085,0.986103,0.000386,66950610328949568225002700534944608341839143426474945306667234906422871060858461955083944664025889899263096356723243365754208256,-0.046241,6.500000,256732.833233,1,stable,0.000386,0,1.000000
16.600000,0,0.868472,0,0,0,0.000022,0.002905,0,1.367475,0.000085,0.986103,0.000376,64981474731039291333505171244679602889579180125284253565080890504929582108275010436841789524230391691548815821060845675611160576,-0.054944,6.600000,291255.028862,1,stable,0.000376,0,1.000000
16.700000,0,0.869010,0,0,0,0.000022,0.008423,0,1.363293,0.000084,0.986103,0.000366,64981474731039291333505171244679602889579180125284253565080890504929582108275010436841789524230391691548815821060845675611160576,0.000033,6.700000,336503.821598,1,stable,0.000366,0,1.000000
16.800000,0,0.882722,0,0,0,0.000022,0.013086,0,1.356829,0.000084,0.986103,0.000357,64981474731039291333505171244679602889579180125284253565080890504929582108275010436841789524230391691548815821060845675611160576,0.055185,6.800000,355840.962921,1,stable,0.000357,0,1.000000
16.900000,0,0.904370,0,0,0,0.000022,0.016422,0,1.348769,0.000083,0.986103,0.000347,64981474731039291333505171244679602889579180125284253565080890504929582108275010436841789524230391691548815821060845675611160576,0.046627,6.900000,377536.012926,1,stable,0.000347,0,1.000000
17,0,0.926469,0,0,0,0.000022,0.018110,0,1.339942,0.000083,0.986103,0.000338,64981474731039291333505171244679602889579180125284253565080890504929582108275010436841789524230391691548815821060845675611160576,0.033362,7,398796.079485,1,stable,0.000338,0,1.000000
17.100000,0,0.943205,0,0,0,0.000022,0.018006,0,1.331227,0.000082,0,0.000330,63124861167295306359034224586523124884992975992179994363646616883614862107346793895142447808701308954107111074852263091813482496,0.016880,7.100000,422593.451381,1,stable,0.000330,0,1.000000
17.200000,0,0.952136,0,0,0,0.000022,0.016151,0,1.323459,0.000082,0,0.000321,63124861167295306359034224586523124884992975992179994363646616883614862107346793895142447808701308954107111074852263091813482496,-0.001037,7.200000,445269.182554,1,stable,0.000321,0,1.000000
17.300000,0,0.953688,0,0,0,0.000025,0.012751,0,1.317356,0.000081,0,0.000313,63124861167295306359034224586523124884992975992179994363646616883614862107346793895142447808701308954107111074852263091813482496,-0.018555,7.300000,470516.386599,1,stable,0.000313,0,1.000000
17.400000,0,0.949772,0,0,0,0.000023,0.008153,0,1.313467,0.000081,0,0.000305,63124861167295306359034224586523124884992975992179994363646616883614862107346793895142447808701308954107111074852263091813482496,-0.033997,7.400000,475580.438672,1,stable,0.000305,0,1.000000
17.500000,0,0.942661,0,0,0,0.000022,0.002802,0,1.312132,0.000080,0,0.000297,63124861167295306359034224586523124884992975992179994363646616883614862107346793895142447808701308954107111074852263091813482496,-0.045983,7.500000,480754.683009,1,stable,0.000297,0,1.000000
17.600000,0,0.934548,0,0,0,0.000022,0.002798,0,1.313467,0.000080,0,0.000290,61371392801537105809524211997302707885904635549122777219577585385633996875297560024814977086929763145543021224331741021742301184,-0.053513,7.600000,492873.009256,1,stable,0.000290,0,1.000000
17.700000,0,0.927558,0,0,0,0.000021,0.008127,0,1.317356,0.000079,0,0.000283,61371392801537105809524211997302707885904635549122777219577585385633996875297560024814977086929763145543021224331741021742301184,-0.000031,7.700000,505618.063793,1,stable,0.000283,0,1.000000
17.800000,0,0.923592,0,0,0,0.000021,0.012688,0,1.323459,0.000079,0,0.000276,61371392801537105809524211997302707885904635549122777219577585385633996875297560024814977086929763145543021224331741021742301184,0.053284,7.800000,514637.608015,1,stable,0.000276,0,1.000000
17.900000,-0.000000,0.923588,0,0,0,0.000021,1.016050,0.000000,1.331227,0.000079,0,0.000269,61371392801537105809524211997302707885904635549122777219577585385633996875297560024814977086929763145543021224331741021742301184,0.045610,7.900000,523984.789854,1,transitoire,0.000269,-0.000000,1.000000
18,-0.000000,0.926469,0,0.000000,0,0.000021,1.017881,0.000000,1.339942,0.000078,0,0.000262,61371392801537105809524211997302707885904635549122777219577585385633996875297560024814977086929763145543021224331741021742301184,10.033618,8,528806.791564,1,transitoire,0.000262,-0.000000,1.000000
18.100000,-0.000000,0.928852,0.000000,0.000000,0,0.000021,1.017983,0.000000,1.348769,0.000078,0.986103,0.000256,59712706509603676237155158130231278796471416693220491642764835705657948018543680746047536385326149476767375852005947145849929728,0.018313,8.100000,533718.367107,1,transitoire,0.000256,-0.000000,1.000000
18.200000,-0.000000,0.926365,0.000000,0.000000,0,0.000021,1.016318,0.000000,1.356829,0.000077,0.986103,0.000250,59712706509603676237155158130231278796471416693220491642764835705657948018543680746047536385326149476767375852005947145849929728,0.001025,8.200000,703245.367000,1,transitoire,0.000250,-0.000000,1.000000
18.300000,-0.000000,0.916137,0.000000,0.000000,0,0.000021,1.013020,0.000000,1.363293,0.000077,0.986103,0.000243,59712706509603676237155158130231278796471416693220491642764835705657948018543680746047536385326149476767375852005947145849929728,-0.016654,8.300000,1030598.203968,1,transitoire,0.000243,-0.000000,1.000000
18.400000,-0.000000,0.899078,0.000000,0.000000,0,0.000021,1.008396,0.000000,1.367475,0.000076,0.986103,0.000238,59712706509603676237155158130231278796471416693220491642764835705657948018543680746047536385326149476767375852005947145849929728,-0.032982,8.400000,1065746.402541,1,transitoire,0.000238,-0.000000,1.000000
18.500000,0.000000,0.880554,0.000000,0.000000,0,0.000022,1.002892,0.000000,1.368921,0.000076,0.986103,0.000232,59712706509603676237155158130231278796471416693220491642764835705657948018543680746047536385326149476767375852005947145849929728,-0.046241,8.500000,1103376.686314,1,transitoire,0.000232,0.000000,1.000000
18.600000,0.000000,0.868472,0.000000,0.000000,0,0.000021,1.002565,0.000000,1.367475,0.000076,0.986103,0.000226,58141319496193049634208289058838544615133344088458307709241022013438142390716387264756960791709498648895724819685356256136003584,-0.055035,8.600000,1175141.587570,1,transitoire,0.000226,0.000000,1.000000
18.700000,0.000000,0.869010,-0.000000,0.000000,0,0.000021,1.005195,0.000000,1.363293,0.000075,0.986102,0.000221,58141319496193049634208289058838544615133344088458307709241022013438142390716387264756960791709498648895724819685356256136003584,-0.003273,8.700000,1256891.254660,1,transitoire,0.000221,0.000000,1.000000
18.800000,0.000000,0.882722,-0.000000,0.000000,0,0.000021,0.999062,0.000000,1.356829,0.000075,0.986080,0.000216,58141319496193049634208289058838544615133344088458307709241022013438142390716387264756960791709498648895724819685356256136003584,0.026296,8.800000,1571930.686013,1,transitoire,0.000216,0.000000,1.000000
18.900000,0.000000,0.904370,-0.000000,0.000000,0,0.000021,0.978454,0.000000,1.348769,0.000074,0.985943,0.000211,58141319496193049634208289058838544615133344088458307709241022013438142390716387264756960791709498648895724819685356256136003584,-0.061323,8.900000,2097724.804786,1,chronique,0.000211,0.000000,1.000000
19,0.000000,0.926469,-0.000000,0.000000,0,0.000021,0.941832,0.000000,1.339942,0.000074,0.985330,0.000206,58141319496193049634208289058838544615133344088458307709241022013438142390716387264756960791709498648895724819685356256136003584,-0.206085,9,2099477.810159,1,chronique,0.000206,0.000000,1.000000
19.100000,0.000000,0.943205,-0.000000,0.000000,0,0.000021,0.891964,0.000000,1.331227,0.000074,0.983297,0.000201,56650516432188099150273183234682638269344667345209404222809420406504949487515258391510466060156117430856803804615854422962995200,-0.366218,9.100000,2101233.747850,1,chronique,0.000201,0.000000,1.000000
19.200000,0.000000,0.952136,-0.000000,0.000001,0,0.000021,0.833624,0.000000,1.323459,0.000073,0.977850,0.000196,56650516432188099150273183234682638269344667345209404222809420406504949487515258391510466060156117430856803804615854422962995200,-0.498680,9.200000,2133905.851331,1,chronique,0.000196,0.000000,1.000000
19.300000,0.000000,0.953688,-0.000000,0.000003,0,0.000021,0.771524,0.000001,1.317356,0.000073,0.963294,0.000191,56650516432188099150273183234682638269344667345209404222809420406504949487515258391510466060156117430856803804615854422962995200,-0.583405,9.300000,2167610.040414,1,chronique,0.000192,0.000000,1.000000
19.400000,-0.000000,0.949772,-0.000000,0.000009,0,0.000021,0.709354,0.000004,1.313467,0.000072,0.904977,0.000188,56650516432188099150273183234682638269344667345209404222809420406504949487515258391510466060156117430856803804615854422962995200,-0.620992,9.400000,2414702.440602,1,chronique,0.000187,-0.000000,1.000000
19.500000,-0.000000,0.942661,-0.000000,0.000024,0,0.000045,0.649625,0.000011,1.312132,0.000072,0.950224,0.000189,56650516432188099150273183234682638269344667345209404222809420406504949487515258391510466060156117430856803804615854422962995200,-0.621701,9.500000,2725376.297115,1,chronique,0.000183,-0.000006,1.000000
19.600000,-0.000000,0.934548,0.000000,0.000060,0,0.000023,0.599470,0.000027,1.313467,0.000072,0.983999,0.000201,55234253521383394266608748893410346953782919549298053084540254814222778146061422082740662691293168388257609363497306157687504896,-0.597298,9.600000,3324988.612172,1,chronique,0.000179,-0.000022,1.000000
19.700000,-0.000000,0.927558,0.000000,0.000132,0,0.000024,0.559185,0.000059,1.317356,0.000071,0.982739,0.000232,55234253521383394266608748893410346953782919549298053084540254814222778146061422082740662691293168388257609363497306157687504896,-0.501546,9.700000,4262865.129090,1,stable,0.000174,-0.000059,1.000000
19.800000,-0.000000,0.923592,0.000001,0.000267,0,0.000021,0.522517,0.000120,1.323459,0.000071,0.981374,0.000276,55234253521383394266608748893410346953782919549298053084540254814222778146061422082740662691293168388257609363497306157687504896,-0.402853,9.800000,5303352.132295,1,stable,0.000168,-0.000109,1.000000
19.900000,-0.000000,0.923588,0.000003,0.000499,0,0.000021,0.488609,0.000226,1.331227,0.000071,0.971146,0.000284,55234253521383394266608748893410346953782919549298053084540254814222778146061422082740662691293168388257609363497306157687504896,-0.366676,9.900000,7015773.440876,1,stable,0.000160,-0.000124,1.000000
