t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t)
2.600000,-0.000269,0.868472,0.000000,0.058951,3,0.000022,1.391791,0.042923,1.367475,0.000176,0.417465,0.130123,1.647237,-0.098848,0,5.226104,1,stable,0.130123,-0.000000,0.000000
2.700000,-0.000594,0.869010,0.000000,0.060969,3,0.000022,1.392739,0.044954,1.363293,0.000165,0.422805,0.123617,1.647237,-0.044475,0,4.970914,1,stable,0.123617,-0.000000,0.000000
2.800000,-0.000598,0.882722,0.000000,0.062881,3,0.000023,1.392648,0.046915,1.356829,0.000250,0.486646,0.117436,1.647237,0.009481,0,4.877194,1,stable,0.117436,-0.000000,0.000000
2.900000,-0.000168,0.904370,-0.000000,0.064675,3,0.000021,1.390977,0.048793,1.348769,0.000197,0.507163,0.111564,1.647237,-0.000905,0,4.786942,1,stable,0.111564,0.000000,0.000000
3,-0.000242,0.926469,-0.000000,0.066335,3,0.000021,1.387319,0.050570,1.339942,0.000227,0.510750,0.105986,1.647237,-0.016712,0,4.877194,1,stable,0.105986,0.000000,0.000000
3.100000,-0.000148,0.943205,0.000000,0.067844,3,0.000021,1.381429,0.052228,1.331227,0.000215,0.555528,0.100687,1.635189,-0.036577,0,4.970914,1,stable,0.100687,0.000000,0.000000
3.200000,0.000044,0.952136,0.000000,0.069181,3,0.000021,1.373217,0.053744,1.323459,0.000188,0.577101,0.095652,1.635189,-0.058904,0,5.049504,1,stable,0.095652,0.000000,0.000000
3.300000,-0.000260,0.953688,-0.000000,0.070320,3,0.000022,1.362727,0.055094,1.317356,0.000183,0.597831,0.090870,1.635189,-0.082120,0,5.130619,1,stable,0.090870,0.000000,0.000000
3.400000,-0.000390,0.949772,-0.000000,0.071230,1,0.000021,1.350097,0.056248,1.313467,0.000206,0.625867,0.086326,1.635189,-0.104895,0,5.049504,1,stable,0.086326,0.000000,0.000000
3.500000,0.000040,0.942661,-0.000000,0.071872,1,0.000034,1.335740,0.057170,1.312132,0.000182,0.640024,0.082010,1.635189,-0.126305,0,4.970914,1,stable,0.082010,0.000000,0.000000
3.600000,-0.000073,0.934548,-0.000000,0.072200,1,0.000021,1.333425,0.057818,1.313467,0.000226,0.644346,0.077910,1.624309,-0.143570,0,5.049504,1,stable,0.077910,0.000000,0.000000
3.700000,-0.000366,0.927558,-0.000000,0.072162,1,0.000021,1.335878,0.058145,1.317356,0.000206,0.656680,0.074014,1.624309,-0.023148,0,5.130619,1,stable,0.074014,-0.000000,0.000000
3.800000,-0.000536,0.923592,0.000000,0.071694,0,0.000022,1.336841,0.058095,1.323459,0.000200,0.657663,0.070313,1.624309,0.024530,0,5.049504,1,stable,0.070313,-0.000000,0.000000
3.900000,-0.001133,0.923588,0.000000,0.070728,0,0.000021,1.346462,0.057606,1.331227,0.000191,0.653769,0.066798,1.624309,0.009634,0,4.970914,1,stable,0.066798,-0.000000,0.000000
4,-0.001324,0.926469,0.000000,0.069193,0,0.000021,1.357904,0.056616,1.339942,0.000204,0.635364,0.063458,1.624309,0.096210,0,4.880750,1,stable,0.063458,-0.000000,0.000000
4.100000,-0.000235,0.928852,0.000000,0.067018,0,0.000021,1.383830,0.055061,1.348769,0.000197,0.571853,0.060285,1.614258,0.114414,0,5.100711,1,stable,0.060285,-0.000000,0.000000
4.200000,0.000018,0.926365,-0.000000,0.064152,0,0.000021,1.414779,0.052895,1.356829,0.000439,0.545539,0.057271,1.614258,0.259266,0,5.193229,1,stable,0.057271,0.000000,0.000000
4.300000,-0.000166,0.916137,0.000000,0.060569,0,0.000021,1.450289,0.050092,1.363293,0.000325,0.565504,0.054407,1.614258,0.309485,0,5.289165,1,stable,0.054407,0.000000,0.000000
4.400000,-0.000120,0.899078,0.000000,0.056289,0,0.000022,1.490958,0.046667,1.367475,0.000338,0.574898,0.051687,1.614258,0.355096,0,5.372787,1,stable,0.051687,0.000000,0.000000
4.500000,-0.000199,0.880554,0.000000,0.051395,0,0.000021,1.536900,0.042690,1.368921,0.000313,0.594604,0.049102,1.614258,0.406691,0,5.459095,1,stable,0.049102,0.000000,0.000000
4.600000,0.000004,0.868472,-0.000000,0.046036,0,0.000021,1.593263,0.038286,1.367475,0.000304,0.613277,0.046647,1.606522,0.459422,0,5.544179,1,stable,0.046647,0.000000,0.000000
4.700000,-0.000014,0.869010,-0.000000,0.040419,0,0.000021,1.657864,0.033634,1.363293,0.000304,0.653095,0.044315,1.612464,0.563627,0,5.631959,1,stable,0.044315,0.000000,0.000000
4.800000,-0.000008,0.882722,-0.000000,0.034786,0,0.000036,1.721321,0.028942,1.356829,0.000295,0.677995,0.042099,1.624560,0.646011,0,5.744489,1,stable,0.042099,0.000000,0.000000
4.900000,0.000003,0.904370,-0.000000,0.029375,0,0.000032,1.779806,0.024417,1.348769,0.000287,0.696957,0.039994,1.641877,0.634576,0,5.861609,1,stable,0.039994,0.000000,0.000000
5,-0.000012,0.926469,-0.000000,0.024383,0,0.000022,1.829918,0.020233,1.339942,0.000281,0.692229,0.037995,1.663568,0.584851,0,6.226923,1,chronique,0.037995,0.000000,0.000000
5.100000,-0.000027,0.943205,-0.000000,0.019944,0,0.000022,1.869254,0.016508,1.331227,0.000276,0.692135,0.036095,1.678690,0.501113,0,6.640799,1,transitoire,0.036095,-0.000000,0.000000
5.200000,-0.000018,0.952136,-0.000000,0.016121,0,0.000021,1.896686,0.013300,1.323459,0.000270,0.692503,0.034290,1.705126,0.393368,0,6.801989,1,transitoire,0.034290,-0.000000,0.000001
5.300000,-0.000017,0.953688,-0.000000,0.012916,0,0.000022,1.912281,0.010612,1.317356,0.000265,0.695080,0.032576,1.732710,0.274312,0,6.971200,1,transitoire,0.032576,-0.000000,0.000001
5.400000,-0.000012,0.949772,0.000000,0.010286,0,0.000021,1.917017,0.008410,1.313467,0.000260,0.699011,0.030947,1.761000,0.155950,0,7.344691,1,transitoire,0.030947,-0.000000,0.000001
5.500000,-0.000004,0.942661,0.000000,0.008163,0,0.000021,1.912419,0.006639,1.312132,0.000255,0.699600,0.029399,1.787035,0.047359,0,7.760469,1,transitoire,0.029399,-0.000000,0.000001
5.600000,-0.000001,0.934548,0.000000,0.006473,0,0.000021,1.905842,0.005232,1.313467,0.000251,0.699004,0.027929,1.797484,-0.045980,0,7.811867,1,transitoire,0.027929,-0.000000,0.000002
5.700000,-0.000001,0.927558,0.000000,0.005138,0,0.000021,1.898515,0.004125,1.317356,0.000247,0.699593,0.026533,1.818149,-0.065766,0,7.863951,1,transitoire,0.026533,-0.000000,0.000002
5.800000,-0.000001,0.923592,0.000000,0.004091,0,0.000035,1.885476,0.003260,1.323459,0.000242,0.701641,0.025206,1.837965,-0.073267,0,7.922453,1,chronique,0.025206,-0.000000,0.000003
5.900000,0.000001,0.923588,-0.000000,0.003272,0,0.000040,1.867281,0.002587,1.331227,0.000238,0.703757,0.023946,1.854170,-0.130393,0,7.981831,1,chronique,0.023946,0.000000,0.000005
6,0.000000,0.926469,-0.000000,0.002632,0,0.000023,1.844436,0.002064,1.339942,0.000234,0.701635,0.022749,1.866333,-0.181953,0,8.443908,1,chronique,0.022749,0.000000,0.000006
6.100000,-0.000000,0.928852,-0.000000,0.002133,0,0.000022,1.817445,0.001658,1.348769,0.000230,0.712537,0.021611,1.864649,-0.228450,0,8.962773,1,chronique,0.021611,0.000000,0.000008
6.200000,0.000000,0.926365,-0.000000,0.001743,0,0.000021,1.786855,0.001342,1.356829,0.000227,0.712307,0.020531,1.872029,-0.269912,0,9.630105,1,chronique,0.020531,0.000000,0.000011
6.300000,-0.000000,0.916137,-0.000000,0.001438,0,0.000021,1.753297,0.001096,1.363293,0.000223,0.705640,0.019504,1.872571,-0.305892,0,10.404804,1,chronique,0.019504,-0.000000,0.000015
6.400000,-0.000000,0.899078,-0.000000,0.001198,0,0.000021,1.717497,0.000904,1.367475,0.000220,0.701682,0.018529,1.872571,-0.335580,0,10.719266,1,chronique,0.018529,-0.000000,0.000020
6.500000,0.000000,0.880554,-0.000000,0.001009,0,0.000021,1.680271,0.000753,1.368921,0.000216,0.697774,0.017603,1.872571,-0.358001,0,11.053329,1,chronique,0.017603,-0.000000,0.000028
6.600000,-0.000000,0.868472,0.000000,0.000860,0,0.000021,1.648301,0.000634,1.367475,0.000213,0.691130,0.016722,1.865945,-0.372259,0,12.078712,1,chronique,0.016722,-0.000000,0.000037
6.700000,-0.000000,0.869010,0.000000,0.000742,0,0.000021,1.621878,0.000541,1.363293,0.000210,0.679001,0.015886,1.865945,-0.319705,0,13.313792,1,chronique,0.015886,-0.000000,0.000050
6.800000,-0.000000,0.882722,0.000000,0.000648,0,0.000021,1.594873,0.000466,1.356829,0.000207,0.677910,0.015092,1.865945,-0.264230,0,13.529355,1,chronique,0.015092,-0.000000,0.000068
6.900000,-0.000000,0.904370,0.000000,0.000574,0,0.000022,1.567030,0.000407,1.348769,0.000204,0.679081,0.014337,1.865945,-0.270046,0,13.752012,1,chronique,0.014337,-0.000000,0.000091
7,-0.000000,0.926469,0.000000,0.000515,0,0.000021,1.538215,0.000360,1.339942,0.000201,0.678256,0.013621,1.865945,-0.278432,0,15.604823,1,chronique,0.013620,-0.000000,0.000123
7.100000,0.000000,0.943205,0.000000,0.000468,0,0.000021,1.508451,0.000323,1.331227,0.000198,0.678202,0.012939,1.858435,-0.288149,0,18.034631,1,chronique,0.012939,0.000000,0.000167
7.200000,0.000000,0.952136,0.000000,0.000431,0,0.000022,1.477921,0.000294,1.323459,0.000195,0.689417,0.012292,1.858435,-0.297643,0,20.838604,1,chronique,0.012292,0.000000,0.000225
7.300000,0.000000,0.953688,0.000000,0.000403,0,0.000022,1.446957,0.000271,1.317356,0.000193,0.724542,0.011678,1.858435,-0.305299,0,24.675002,1,chronique,0.011678,0.000000,0.000303
7.400000,0.000000,0.949772,0.000000,0.000382,0,0.000021,1.416009,0.000253,1.313467,0.000190,0.738278,0.011094,1.858435,-0.309639,0,27.135461,1,chronique,0.011094,0.000000,0.000410
7.500000,-0.000000,0.942661,-0.000000,0.000368,0,0.000021,1.385610,0.000239,1.312132,0.000187,0.744606,0.010539,1.858435,-0.309476,0,30.140955,1,chronique,0.010539,0.000000,0.000553
7.600000,0.000000,0.934548,-0.000000,0.000358,0,0.000021,1.361929,0.000230,1.313467,0.000185,0.738080,0.010012,1.849877,-0.303992,0,31.068593,1,chronique,0.010012,0.000000,0.000746
7.700000,0.000000,0.927558,-0.000000,0.000354,3,0.000021,1.345003,0.000223,1.317356,0.000183,0.749279,0.009512,1.849877,-0.236808,0,32.055143,1,stable,0.009512,0.000000,0.001007
7.800000,0.000000,0.923592,-0.000000,0.000354,3,0.000021,1.339413,0.000220,1.323459,0.000180,0.779271,0.009041,1.849877,-0.169268,0,32.515995,1,stable,0.009041,0.000000,0.001359
7.900000,0.000000,0.923588,-0.000000,0.000359,0,0.000021,1.348190,0.000220,1.331227,0.000178,0.770633,0.008598,1.849877,-0.055899,0,32.990292,1,stable,0.008598,0.000000,0.001833
8,-0.000000,0.926469,-0.000000,0.000368,0,0.000021,1.355615,0.000222,1.339942,0.000176,0.772254,0.008181,1.849877,0.087775,0,37.532643,1,stable,0.008180,-0.000000,0.002473
8.100000,-0.000000,0.928852,0.000000,0.000382,0,0.000021,1.361315,0.000227,1.348769,0.000173,0.770121,0.007788,1.842315,0.074245,0,43.525570,1,stable,0.007787,-0.000001,0.003335
8.200000,-0.000000,0.926365,0.000000,0.000401,0,0.000021,1.367824,0.000235,1.356829,0.000171,0.766180,0.007417,1.842315,0.056997,0,44.727641,1,stable,0.007416,-0.000001,0.004496
8.300000,-0.000000,0.916137,0.000000,0.000425,0,0.000022,1.372529,0.000245,1.363293,0.000169,0.764755,0.007067,1.842315,0.065095,0,45.997994,1,stable,0.007066,-0.000001,0.006060
8.400000,-0.000000,0.899078,0.000000,0.000455,0,0.000021,1.374085,0.000258,1.367475,0.000167,0.779875,0.006736,1.842315,0.047051,0,47.790252,1,stable,0.006736,-0.000000,0.008163
8.500000,-0.000000,0.880554,0.000000,0.000490,0,0.000021,1.372640,0.000274,1.368921,0.000165,0.771920,0.006424,1.842315,0.015557,0,49.727839,1,stable,0.006424,0.000000,0.010987
8.600000,0.000000,0.868472,0.000000,0.000531,0,0.000021,1.374194,0.000293,1.367475,0.000163,0.770595,0.006128,1.835380,-0.014451,0,54.907384,1,stable,0.006129,0.000002,0.014774
8.700000,0.000000,0.869010,-0.000000,0.000579,0,0.000021,1.378316,0.000315,1.363293,0.000162,0.775207,0.005846,1.835380,0.015542,0,61.291360,1,stable,0.005851,0.000005,0.019840
8.800000,0.000000,0.882722,-0.000000,0.000634,0,0.000021,1.378079,0.000339,1.356829,0.000160,0.794300,0.005579,1.835380,0.041219,0,66.639261,1,stable,0.005588,0.000009,0.026597
8.900000,0.000000,0.904370,-0.000000,0.000695,0,0.000021,1.372319,0.000366,1.348769,0.000158,0.853644,0.005326,1.835380,-0.002371,0,73.009626,1,stable,0.005339,0.000013,0.035571
9,0.000000,0.926469,-0.000000,0.000762,0,0.000021,1.361243,0.000395,1.339942,0.000156,0.963081,0.005088,1.835380,-0.057600,0,73.125316,1,stable,0.005104,0.000016,0.047426
9.100000,0.000000,0.943205,-0.000001,0.000832,0,0.000021,1.344841,0.000425,1.331227,0.000154,0.863028,0.004863,1.827782,-0.110762,0,73.241375,1,stable,0.004881,0.000018,0.062973
9.200000,-0.000000,0.952136,-0.000001,0.000905,0,0.000021,1.319504,0.000455,1.323459,0.000153,0.860706,0.004654,1.827782,-0.164018,0,76.383242,1,stable,0.004670,0.000016,0.083173
9.300000,-0.000000,0.953688,-0.000001,0.000975,0,0.000021,1.283635,0.000483,1.317356,0.000151,0.847230,0.004462,1.827782,-0.253367,0,79.806747,1,stable,0.004470,0.000008,0.109097
9.400000,-0.000000,0.949772,-0.000001,0.001037,0,0.000021,1.235509,0.000507,1.313467,0.000149,0.914116,0.004289,1.827782,-0.358689,0,85.995754,1,stable,0.004279,-0.000010,0.141851
9.500000,-0.000000,0.942661,-0.000001,0.001086,0,0.000021,1.173315,0.000523,1.312132,0.000148,0.974829,0.004139,1.827782,-0.481258,0,93.225373,1,stable,0.004097,-0.000042,0.182426
9.600000,-0.000000,0.934548,0.000000,0.001113,0,0.000021,1.100868,0.000529,1.313467,0.000146,0.744341,0.004012,1.820407,-0.621943,0,98.755953,1,stable,0.003922,-0.000090,0.231475
9.700000,-0.000000,0.927558,0.000003,0.001110,3,0.000022,1.020413,0.000521,1.317356,0.000145,0.724376,0.003893,1.820407,-0.724472,0,104.984118,1,stable,0.003753,-0.000140,0.289050
9.800000,-0.000000,0.923592,0.000006,0.001070,0,0.000021,0.985127,0.000496,1.323459,0.000143,0.719020,0.003747,1.820407,-0.804552,0,105.714408,1,stable,0.003588,-0.000158,0.354344
9.900000,-0.000000,0.923588,0.000008,0.000989,0,0.000022,0.947448,0.000454,1.331227,0.000142,0.708966,0.003538,1.820407,-0.352857,0,106.454930,1,stable,0.003431,-0.000107,0.425557
10,0.000000,0.926469,0.000008,0.000870,0,0.000021,0.911832,0.000396,1.339942,0.000141,0.675138,0.003283,1.820407,-0.376789,0,107.833398,1,stable,0.003284,0.000002,0.500000
10.100000,0.000000,0.928852,0.000006,0.000720,0,0.000021,0.884951,0.000326,1.348769,0.000139,0.778254,0.003046,1.812803,-0.356162,0.100000,109.248034,1,stable,0.003152,0.000106,0.574443
10.200000,0.000000,0.926365,0.000000,0.000554,0,0.000021,0.875705,0.000249,1.356829,0.000138,0.785847,0.002884,1.812803,-0.268815,0.200000,134.471409,1,stable,0.003033,0.000149,0.645656
10.300000,0.000000,0.916137,-0.000006,0.000391,0,0.000021,0.895321,0.000176,1.363293,0.000136,0.868154,0.002801,1.812803,-0.092458,0.300000,174.838402,1,stable,0.002922,0.000121,0.710950
10.400000,0.000000,0.899078,-0.000008,0.000249,0,0.000022,0.958056,0.000112,1.367475,0.000135,0.946655,0.002751,1.812803,0.196165,0.400000,224.360475,1,stable,0.002815,0.000064,0.768525
10.500000,0.000000,0.880554,-0.000006,0.000140,0,0.000023,1.083344,0.000063,1.368921,0.000134,0.947568,0.002690,1.812803,0.627350,0.500000,313.022471,1,stable,0.002709,0.000018,0.817574
10.600000,-0.000000,0.868472,-0.000003,0.000068,0,0.000021,1.306618,0.000030,1.367475,0.000133,0.871050,0.002606,1.805760,1.252875,0.600000,324.323223,1,stable,0.002605,-0.000001,0.858149
10.700000,-0.000000,0.869010,-0.000001,0.000027,0,0.000021,1.678023,0.000012,1.363293,0.000131,0.913753,0.002509,1.805760,2.232743,0.700000,336.470497,1,stable,0.002505,-0.000004,0.890903
10.800000,-0.000000,0.882722,0.000000,0.000009,0,0.000021,2.286999,0.000004,1.356829,0.000130,0.924568,0.002411,1.806676,3.714049,0.800000,356.687414,1,transitoire,0.002409,-0.000002,0.916827
10.900000,-0.000000,0.904370,0.000000,0.000002,0,0.000021,3.335207,0.000001,1.348769,0.000129,0.929144,0.002318,1.835144,6.089762,0.900000,379.489117,1,transitoire,0.002317,-0.000001,0.937027
11,-0.000000,0.926469,0.000000,0.000000,0,0.000021,5.300379,0.000000,1.339942,0.000128,0.917476,0.002230,1.910470,10.482078,1,552.581426,1,transitoire,0.002230,-0.000000,0.952574
11.100000,-0.000000,0.943205,0.000000,0.000000,0,0.000021,9.493817,0.000000,1.331227,0.000127,0.906961,0.002147,2.057858,19.651725,1.100000,1015.997486,1,transitoire,0.002147,-0.000000,0.964429
11.200000,-0.000000,0.952136,0.000000,0.000000,0,0.000023,20.321127,0.000000,1.323459,0.000125,0.900025,0.002067,2.397577,41.934378,1.200000,1388.987931,1,transitoire,0.002067,-0.000000,0.973403
11.300000,-0.000000,0.953688,0.000000,0.000000,0,0.000021,57.514902,0.000000,1.317356,0.000124,0.847953,0.001991,3.207582,108.273103,1.300000,2194.701081,1,transitoire,0.001991,-0.000000,0.980160
11.400000,-0.000000,0.949772,0.000000,0.000000,0,0.000023,256.968582,0.000000,1.313467,0.000123,0.837745,0.001919,5.633556,371.937748,1.400000,2246.586120,1,transitoire,0.001919,-0.000000,0.985226
11.500000,-0.000000,0.942661,0.000000,0.000000,0,0.000024,2489.105546,0.000000,1.312132,0.000122,0.758700,0.001849,16.731263,1994.536793,1.500000,2300.983795,1,transitoire,0.001849,-0.000000,0.989013
11.600000,0.000000,0.934548,0.000000,0.000000,0,0.000021,94752.008339,0.000000,1.313467,0.000121,0.712260,0.001783,119.746858,22321.369642,1.600000,2341.394367,1,transitoire,0.001783,0.000000,0.991837
11.700000,0.000000,0.927558,0.000000,0.000000,0,0.000021,47403600.397583,0.000000,1.317356,0.000120,0.819963,0.001719,4067.675476,922629.027932,1.700000,2383.249717,1,transitoire,0.001719,0.000000,0.993940
11.800000,0.000000,0.923592,-0.000000,0.000000,0,0.000021,4755612901961.986328,0.000000,1.323459,0.000119,0.887628,0.001658,1979217.618988,473088483.892437,1.800000,2494.190897,1,transitoire,0.001658,0.000000,0.995504
11.900000,0.000000,0.923588,-0.000000,0.000000,0,0.000021,110090363861538355281920,0.000000,1.331227,0.000118,0.870934,0.001600,198152516799.294312,47555654983615.882812,1.900000,2615.965065,1,transitoire,0.001600,0.000000,0.996665
12,0.000000,0.926469,-0.000000,0.000000,0,0.000021,2304509136224573293076532840480344179570582224896,0.000000,1.339942,0.000117,0.685944,0.001544,4587098494428917530624,1100903638567827292553216,2,3827.085919,1,transitoire,0.001544,0.000000,0.997527
12.100000,0.000000,0.928852,-0.000000,0,0,0.000021,2209370140855335847621393308069381089633816977564917836427975955196736649178967438477051842607216210948793153611993107257945489408,0.000000,1.348769,0.000116,0.610854,0.001490,92180365448982926855283008742812865435482980352,23045091362245730983654006454243081096769698791424,2.100000,7126.429383,1,transitoire,0.001490,0.000000,0.998167
12.200000,0,0.926365,-0.000000,0,0,0.000021,0.018693,0,1.356829,0.000115,0.682612,0.001439,88374805634213434674426165846104915700177681058526670587582695834147721200523803090756327053843543192136613935200732899822272512,22093701408553357860557586262030073204478168210905212659908833450944762305097589943431115746428246306140021303543124184975892545536,2.200000,8391.866476,1,chronique,0.001439,0,0.998641
12.300000,0,0.916137,-0.000000,0,0,0.000021,0.014780,0,1.363293,0.000114,0.702982,0.001390,88374805634213434674426165846104915700177681058526670587582695834147721200523803090756327053843543192136613935200732899822272512,-22093701408553357860557586262030073204478168210905212659908833450944762305097589943431115746428246306140021303543124184975892545536,2.300000,10203.740403,1,chronique,0.001390,0,0.998993
12.400000,0,0.899078,0,0,0,0.000022,0.009700,0,1.367475,0.000113,0.653649,0.001342,88374805634213434674426165846104915700177681058526670587582695834147721200523803090756327053843543192136613935200732899822272512,-0.039130,2.400000,11097.039779,1,chronique,0.001342,0,0.999254
12.500000,0,0.880554,0,0,0,0.000022,0.003868,0,1.368921,0.000112,0.652973,0.001297,88374805634213434674426165846104915700177681058526670587582695834147721200523803090756327053843543192136613935200732899822272512,-0.050799,2.500000,12161.756121,1,chronique,0.001297,0,0.999447
12.600000,0,0.868472,0,0,0,0.000022,0.003621,0,1.367475,0.000112,0.630433,0.001253,84975774648282148725409774852023957404017001017814106334214130609757424231272887587265699090234176146285205706923781634444492800,-0.058323,2.600000,14882.318270,1,chronique,0.001253,0,0.999590
12.700000,0,0.869010,0,0,0,0.000022,0.008954,0,1.363293,0.000111,0.646564,0.001212,84975774648282148725409774852023957404017001017814106334214130609757424231272887587265699090234176146285205706923781634444492800,-0.002472,2.700000,19170.787705,1,chronique,0.001212,0,0.999697
12.800000,0,0.882722,0,0,0,0.000022,0.013479,0,1.356829,0.000110,0.657696,0.001171,84975774648282148725409774852023957404017001017814106334214130609757424231272887587265699090234176146285205706923781634444492800,0.053329,2.800000,19741.612781,1,chronique,0.001171,0,0.999775
12.900000,0,0.904370,0,0,0,0.000022,0.016713,0,1.348769,0.000109,0.661745,0.001133,84975774648282148725409774852023957404017001017814106334214130609757424231272887587265699090234176146285205706923781634444492800,0.045252,2.900000,20347.474623,1,chronique,0.001133,0,0.999833
