t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status
6.700000,-0.001828,0.869010,0.000000,0.000639,0,0.000018,1.501856,0.000432,1.363293,0.714552,0.415525,0.000000,1.641954,-0.225953,0,4.694632,1,chronique
6.800000,-0.001802,0.882722,0.000000,0.000576,0,0.000019,1.482114,0.000391,1.356829,0.704028,0.435011,0.000000,1.641954,-0.180548,0,4.752554,1,chronique
6.900000,-0.001237,0.904370,0.000000,0.000527,0,0.000019,1.460341,0.000359,1.348769,0.693858,0.460249,0.000000,1.641954,-0.197426,0,4.811924,1,chronique
7,-0.000507,0.926469,0.000000,0.000489,0,0.000018,1.436335,0.000334,1.339942,0.683985,0.477772,0.000000,1.641954,-0.217724,0,5.035119,1,chronique
7.100000,0.000106,0.943205,0.000000,0.000461,0,0.000018,1.410057,0.000316,1.331227,0.674355,0.474402,0.000000,1.638428,-0.240068,0,5.280028,1,chronique
7.200000,0.000466,0.952136,0.000000,0.000440,0,0.000018,1.382272,0.000303,1.323459,0.664986,0.475180,0.000000,1.638428,-0.262776,0,5.449518,1,chronique
7.300000,0.000539,0.953688,0.000000,0.000428,0,0.000018,1.353882,0.000296,1.317356,0.655882,0.486522,0.000000,1.638428,-0.277849,0,5.630251,1,stable
7.400000,0.000419,0.949772,0.000000,0.000422,0,0.000018,1.327072,0.000293,1.313467,0.647027,0.487706,0.000000,1.638428,-0.283897,0,5.872228,1,stable
7.500000,0.000380,0.942661,-0.000000,0.000422,4,0.000018,1.309811,0.000295,1.312132,0.638404,0.486545,0.000000,1.638428,-0.268108,0,6.135940,1,stable
7.600000,0.000660,0.934548,-0.000000,0.000430,0,0.000018,1.336031,0.000301,1.313467,0.630003,0.496696,0.000000,1.634306,-0.172602,0,6.468827,1,stable
7.700000,0.000944,0.927558,-0.000000,0.000444,0,0.000018,1.368124,0.000313,1.317356,0.621831,0.514003,0.000000,1.634306,0.262197,0,6.839907,1,stable
7.800000,0.000744,0.923592,-0.000000,0.000466,0,0.000018,1.399236,0.000331,1.323459,0.613856,0.524250,0.000000,1.634306,0.320926,0,7.405682,1,stable
7.900000,0.000265,0.923588,-0.000000,0.000497,0,0.000018,1.428841,0.000354,1.331227,0.606097,0.522625,0.000000,1.634306,0.311126,0,8.073495,1,stable
8,-0.000855,0.926469,-0.000000,0.000538,0,0.000019,1.456501,0.000386,1.339942,0.598528,0.532148,0.000001,1.634306,0.296042,0,8.776576,1,stable
8.100000,-0.001795,0.928852,0.000000,0.000591,0,0.000018,1.481904,0.000426,1.348769,0.591176,0.554208,0.000001,1.630492,0.276605,0,9.613794,1,stable
8.200000,-0.001039,0.926365,0.000000,0.000659,0,0.000017,1.504880,0.000478,1.356829,0.583955,0.573846,0.000001,1.630492,0.254034,0,9.838783,1,stable
8.300000,-0.000627,0.916137,0.000000,0.000745,0,0.000017,1.525406,0.000544,1.363293,0.577124,0.588084,0.000002,1.630492,0.229753,0,10.074555,1,stable
8.400000,-0.000423,0.899078,0.000000,0.000854,0,0.000017,1.543599,0.000627,1.367475,0.570159,0.607909,0.000003,1.630492,0.205259,0,10.233498,1,stable
8.500000,0.000246,0.880554,0.000000,0.000992,0,0.000017,1.559678,0.000733,1.368921,0.563450,0.634730,0.000006,1.630492,0.181932,0,10.397537,1,stable
8.600000,0.001179,0.868472,0.000000,0.001167,0,0.000017,1.579709,0.000868,1.367475,0.556906,0.645921,0.000005,1.626558,0.160787,0,10.893443,1,stable
8.700000,0.002850,0.869010,-0.000000,0.001389,0,0.000017,1.603325,0.001040,1.363293,0.550511,0.624438,0.000010,1.627671,0.200314,0,11.439022,1,stable
8.800000,0.004817,0.882722,-0.000000,0.001671,0,0.000018,1.623658,0.001260,1.356829,0.544304,0.630938,0.000009,1.629552,0.236160,0,12.485130,1,chronique
8.900000,0.005970,0.904370,-0.000001,0.002032,0,0.000018,1.639597,0.001542,1.348769,0.538196,0.713609,0.000005,1.632395,0.203327,0,13.741832,1,chronique
9,0.005599,0.926469,-0.000001,0.002493,0,0.000018,1.650001,0.001905,1.339942,0.532234,0.796322,0.000024,1.635722,0.159388,0,13.205133,1,chronique
9.100000,0.003572,0.943205,-0.000001,0.003084,0,0.000018,1.653692,0.002373,1.331227,0.526571,0.739528,0.000053,1.636473,0.104044,0,13.551140,1,chronique
9.200000,0.000283,0.952136,-0.000002,0.003841,0,0.000018,1.649426,0.002975,1.323459,0.521112,0.572093,0.000085,1.639876,0.036912,0,13.645820,1,chronique
9.300000,-0.003156,0.953688,-0.000004,0.004809,0,0.000018,1.635861,0.003751,1.317356,0.515675,0.628147,0.000086,1.642918,-0.042666,0,13.741832,1,chronique
9.400000,-0.005062,0.949772,-0.000005,0.006046,0,0.000018,1.611551,0.004747,1.313467,0.510174,0.653781,0.000272,1.645109,-0.135650,0,14.677234,1,chronique
9.500000,-0.004220,0.942661,-0.000004,0.007615,0,0.000018,1.574991,0.006019,1.312132,0.504923,0.653350,0.000691,1.645542,-0.243093,0,14.989079,1,chronique
9.600000,-0.001082,0.934548,0.000005,0.009591,0,0.000018,1.530342,0.007630,1.313467,0.500283,0.699206,0.000718,1.643431,-0.365599,0,15.359780,1,chronique
9.700000,-0.004932,0.927558,0.000022,0.012050,0,0.000018,1.475941,0.009645,1.317357,0.495651,0.763476,0.001198,1.643431,-0.446490,0,15.749282,1,chronique
9.800000,-0.036493,0.923592,0.000048,0.015063,0,0.000018,1.404716,0.012126,1.323460,0.492185,0.855535,0.002721,1.643431,-0.544009,0,15.564603,1,chronique
9.900000,-0.052229,0.923588,0.000072,0.018683,0,0.000018,1.316342,0.015119,1.331228,0.537319,0.915714,0.002889,1.643431,-0.712255,0,15.384204,1,chronique
10,0.007688,0.926469,0.000037,0.022926,0,0.000019,1.212013,0.018638,1.339943,0.509763,0.779197,0.008309,1.643431,-0.883744,0,15.184072,1,chronique
10.100000,0.060702,0.928852,0.000034,0.027755,0,0.000019,1.094582,0.022656,1.348771,0.846443,0.837513,0.010003,1.641088,-1.043288,0,14.989079,1,chronique
10.200000,0.077632,0.926365,0.000166,0.033070,0,0.000017,0.968346,0.027085,1.356823,0.712051,0.897785,0.012553,1.641088,-1.174304,0,14.338383,1,stable
10.300000,0.022644,0.916137,-0.000104,0.038710,0,0.000017,0.838636,0.031792,1.363284,0.756662,0.816322,0.013721,1.641088,-1.262363,0,14.060666,1,stable
10.400000,0.017893,0.899078,-0.000507,0.044470,0,0.000017,0.710920,0.036603,1.367452,1.131318,0.753388,0.020839,1.641088,-1.297096,0,13.962426,1,stable
10.500000,0.064914,0.880554,-0.000916,0.050136,0,0.000017,0.590275,0.041339,1.368896,0.974791,0.781732,0.026602,1.641088,-1.277170,0,13.865550,1,stable
10.600000,0.023609,0.868472,-0.000446,0.055514,0,0.000018,0.486314,0.045836,1.367476,1.138946,0.866184,0.019859,1.638840,-1.206444,0,13.420774,1,stable
10.700000,-0.080113,0.869010,0.000685,0.060459,0,0.000019,0.401109,0.049974,1.363303,1.225281,0.820840,0.032089,1.638840,-1.039611,0,13.003646,1,stable
10.800000,-0.163304,0.882722,0.000972,0.064882,0,0.000019,0.328720,0.053679,1.356836,1.490379,0.865535,0.019080,1.638840,-0.852050,0,12.713550,1,stable
10.900000,-0.191967,0.904370,0.000472,0.068749,0,0.000018,0.268090,0.056923,1.348782,1.358930,0.820148,0.013618,1.638840,-0.723895,0,24.620873,1,stable
11,-0.168080,0.926469,-0.000039,0.072069,0,0.000018,0.217684,0.059714,1.339969,1.508694,0.786825,0.028110,1.638840,-0.606300,0,27.561924,1,stable
11.100000,-0.104679,0.943205,-0.000159,0.074881,0,0.000018,0.175766,0.062085,1.331272,1.725240,0.733258,0.034248,1.636675,-0.504059,0,26.307213,1,stable
11.200000,-0.017302,0.952136,0.000128,0.077239,0,0.000020,0.140693,0.064079,1.323521,1.855674,0.679946,0.033249,1.636675,-0.419174,0,25.892172,1,stable
11.300000,0.067248,0.953688,0.000660,0.079201,0,0.000019,0.111082,0.065745,1.317434,1.895277,0.667460,0.029991,1.636675,-0.350737,0,25.490023,1,stable
11.400000,0.099801,0.949772,0.001232,0.080826,0,0.000019,0.085879,0.067131,1.313555,1.866728,0.693734,0.044955,1.636675,-0.296109,0,25.227008,1,stable
11.500000,0.028692,0.942661,0.001617,0.082167,0,0.000019,0.064361,0.068280,1.312215,1.980381,0.674238,0.063034,1.636675,-0.252031,0,24.969365,1,stable
11.600000,-0.095945,0.934548,0.001503,0.083269,0,0.000019,0.051489,0.069230,1.313498,2.669205,0.651071,0.055185,1.634301,-0.215172,0,24.642577,1,stable
11.700000,-0.040917,0.927558,0.000496,0.084172,0,0.000019,0.046617,0.070011,1.317280,2.871739,0.723162,0.025346,1.634301,-0.128721,0,24.324233,1,stable
11.800000,0.206430,0.923592,-0.001175,0.084907,0,0.000018,0.043308,0.070651,1.323352,3.742944,0.708713,0.073575,1.634301,-0.048722,0,22.205956,1,stable
11.900000,0.261960,0.923588,-0.001702,0.085501,0,0.000017,0.040340,0.071171,1.331157,6.240772,0.837540,0.057444,1.634301,-0.033089,0,21.966074,1,stable
12,0.117397,0.926469,-0.001034,0.085974,0,0.000018,0.036682,0.071586,1.339804,5.499967,0.786029,0.094397,1.634301,-0.029681,0,25.569270,1,stable
12.100000,-0.181387,0.928852,-0.001397,0.086341,0,0.000017,0.032776,0.071910,1.348743,7.907849,0.730256,0.082195,1.631929,-0.036575,0,23.615844,1,stable
12.200000,-0.106958,0.926365,-0.000670,0.086615,0,0.000017,0.027136,0.072152,1.356785,9.841002,0.796301,0.070773,1.631929,-0.039066,0,22.334635,1,stable
12.300000,0.009916,0.916137,-0.000853,0.086805,0,0.000019,0.020911,0.072321,1.363376,12.727906,0.746506,0.053861,1.631929,-0.056397,0,21.185288,1,stable
12.400000,-0.056245,0.899078,0.001297,0.086917,0,0.000019,0.013218,0.072420,1.367588,11.181352,0.749293,0.049924,1.631929,-0.062253,0,22.334635,1,stable
12.500000,-0.119788,0.880554,0.002165,0.086954,0,0.000019,0.004954,0.072453,1.369008,11.580609,0.758162,0.075853,1.631929,-0.076928,0,21.185288,1,stable
12.600000,-0.139938,0.868472,0.000981,0.086917,0,0.000019,0.004674,0.072420,1.367605,10.978117,0.750909,0.049524,1.629643,-0.082640,0,20.274783,1,stable
12.700000,-0.071628,0.869010,0.000182,0.086805,0,0.000019,0.012528,0.072321,1.363366,10.903787,0.724243,0.064112,1.629643,-0.002801,0,19.439317,1,stable
12.800000,0.025862,0.882722,-0.000335,0.086615,0,0.000019,0.019512,0.072152,1.356831,11.282352,0.715910,0.037223,1.629643,0.078540,0,18.815310,1,stable
12.900000,0.096650,0.904370,-0.000117,0.086341,0,0.000019,0.025307,0.071910,1.348729,11.228973,0.716513,0.013108,1.629643,0.069841,0,18.230119,1,stable
13,0.124155,0.926469,0.000347,0.085974,0,0.000019,0.029797,0.071586,1.339871,11.112530,0.713496,0.018905,1.629643,0.057952,0,17.384534,1,stable
13.100000,0.111054,0.943205,0.000508,0.085501,0,0.000018,0.032927,0.071171,1.331128,11.132170,0.708426,0.031138,1.627414,0.044901,0,16.613916,1,stable
13.200000,0.064728,0.952136,0.000245,0.084907,0,0.000018,0.034842,0.070651,1.323335,11.168112,0.699737,0.040164,1.627414,0.031293,0,16.408934,1,stable
13.300000,0.005690,0.953688,-0.000325,0.084172,0,0.000018,0.035910,0.070011,1.317216,11.170391,0.694456,0.044404,1.627414,0.019154,0,16.208949,1,stable
13.400000,-0.017118,0.949772,-0.001068,0.083269,0,0.000018,0.036676,0.069230,1.313325,11.098449,0.694108,0.042522,1.627414,0.010678,0,16.408934,1,stable
13.500000,0.046915,0.942661,-0.001802,0.082167,0,0.000018,0.037833,0.068280,1.312019,11.042598,0.693517,0.061430,1.627414,0.007661,0,16.208949,1,stable
13.600000,0.134493,0.934548,-0.002147,0.080826,0,0.000018,0.046103,0.067131,1.313417,11.357036,0.696404,0.065530,1.624995,0.011567,0,16.028601,1,stable
13.700000,0.092476,0.927558,-0.001664,0.079201,0,0.000018,0.061376,0.065745,1.317343,11.275388,0.695064,0.052483,1.624995,0.082703,0,15.852222,1,stable
13.800000,-0.063021,0.923592,-0.000610,0.077239,0,0.000018,0.078294,0.064079,1.323448,11.659681,0.680091,0.067491,1.624995,0.152733,0,15.742987,1,stable
13.900000,-0.275736,0.923588,0.000536,0.074881,0,0.000018,0.097313,0.062085,1.331319,12.360584,0.687996,0.043466,1.624995,0.169179,0,15.635248,1,stable
14,-0.133927,0.926469,0.001963,0.072069,0,0.000019,0.118057,0.059714,1.340014,12.520490,0.696764,0.062510,1.624995,0.190190,0,16.280579,1,stable
14.100000,0.065013,0.928852,0.000894,0.068749,0,0.000017,0.141821,0.056923,1.348846,16.326344,0.661772,0.062842,1.622671,0.207436,0,16.107475,1,stable
14.200000,0.040176,0.926365,0.000688,0.064882,0,0.000018,0.168818,0.053679,1.356866,15.369424,0.672121,0.059595,1.622671,0.237637,0,16.021751,1,stable
14.300000,-0.060552,0.916137,0.000930,0.060459,0,0.000017,0.199981,0.049974,1.363300,16.067204,0.669822,0.048817,1.622671,0.269975,0,15.936934,1,stable
14.400000,-0.019231,0.899078,0.000399,0.055514,0,0.000017,0.235634,0.045836,1.367451,16.076824,0.666484,0.024011,1.622671,0.311632,0,15.779805,1,stable
14.500000,0.116102,0.880554,-0.000744,0.050136,0,0.000017,0.275827,0.041339,1.368874,16.032805,0.662081,0.047542,1.622671,0.356529,0,15.625744,1,stable
14.600000,0.130095,0.868472,-0.000952,0.044470,0,0.000018,0.325633,0.036603,1.367454,16.391689,0.680713,0.025367,1.620353,0.401931,0,15.611077,1,stable
14.700000,0.074344,0.869010,-0.000090,0.038710,0,0.000018,0.383009,0.031792,1.363276,16.207659,0.659311,0.031257,1.620353,0.498056,0,15.596438,1,stable
14.800000,0.023038,0.882722,-0.000117,0.033070,0,0.000018,0.438665,0.027085,1.356813,16.324627,0.648378,0.020991,1.620353,0.573762,0,15.502669,1,stable
14.900000,-0.005984,0.904370,-0.000534,0.027755,0,0.000019,0.489105,0.022656,1.348758,16.140996,0.653550,0.012557,1.620353,0.556560,0,15.410021,1,stable
15,-0.017852,0.926469,-0.000755,0.022926,0,0.000019,0.531309,0.018638,1.339936,16.043034,0.654471,0.011674,1.620353,0.504402,0,15.502669,1,stable
15.100000,-0.020598,0.943205,-0.000725,0.018683,0,0.000019,0.563217,0.015119,1.331225,15.955110,0.658930,0.009911,1.617877,0.422040,0,15.446051,1,stable
15.200000,-0.018937,0.952136,-0.000549,0.015063,0,0.000018,0.583966,0.012126,1.323458,15.856444,0.675736,0.007302,1.617877,0.319074,0,15.428015,1,stable
15.300000,-0.014872,0.953688,-0.000326,0.012050,0,0.000018,0.593798,0.009645,1.317357,15.754434,0.681201,0.007386,1.617877,0.207496,0,15.410021,1,stable
15.400000,-0.010156,0.949772,-0.000113,0.009591,0,0.000018,0.593759,0.007630,1.313468,15.652625,0.680222,0.006435,1.617877,0.098315,0,15.428015,1,transitoire
15.500000,-0.006403,0.942661,0.000061,0.007615,0,0.000019,0.585365,0.006019,1.312133,15.551659,0.681679,0.005057,1.617877,-0.000393,0,15.446051,1,transitoire
15.600000,-0.005306,0.934548,0.000184,0.006046,0,0.000019,0.575909,0.004747,1.313468,15.451962,0.680829,0.005854,1.615522,-0.083940,0,15.520880,1,chronique
15.700000,-0.008057,0.927558,0.000239,0.004809,0,0.000018,0.566527,0.003751,1.317357,15.353852,0.676532,0.005446,1.615522,-0.094559,0,15.596438,1,chronique
15.800000,-0.002454,0.923592,0.000191,0.003841,0,0.000019,0.552146,0.002975,1.323459,15.257462,0.684973,0.002520,1.615522,-0.093820,0,15.611077,1,chronique
15.900000,0.006551,0.923588,0.000014,0.003084,0,0.000018,0.533211,0.002373,1.331227,15.162607,0.685758,0.002472,1.615522,-0.143805,0,15.625744,1,chronique
16,0.005860,0.926469,-0.000069,0.002493,0,0.000019,0.510110,0.001905,1.339942,15.068203,0.653421,0.001228,1.615522,-0.189355,0,15.779805,1,chronique
