t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000023,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.119203,0.119203,0.100000,0.000457,1.339942
0.100000,0.001825,0.992522,0,0.001655,0,0.000022,0.200195,0.000765,1.342872,0,0.100000,0.469054,0.200195,0,0,1,1,stable,0.469099,0.000044,0.120045,0.120045,0.120927,0.000765,1.342872
0.200000,0.005019,0.992728,-0.000000,0.002575,0,0.000021,0.270340,0.001216,1.345525,0,0.100000,0.445525,0.270340,2.001946,0,1,1,stable,0.445647,0.000123,0.120893,0.120893,0.141753,0.001216,1.345525
0.300000,0.008423,0.992063,-0.000002,0.003803,0,0.000022,0.358545,0.001847,1.347639,0.000000,0.100000,0.423168,0.358545,0.701451,0,1,1,stable,0.423375,0.000207,0.121746,0.121746,0.162379,0.001847,1.347639
0.400000,0.009852,0.990669,-0.000006,0.005361,0,0.000022,0.466164,0.002700,1.348999,0.000618,0.100000,0.401980,0.466164,0.882058,0,1,1,stable,0.402223,0.000243,0.122604,0.122604,0.182707,0.002700,1.348999
0.500000,0.008548,0.989045,-0.000012,0.007248,0,0.000022,0.591815,0.003810,1.349468,0.005593,0.100000,0.381920,0.591815,1.076185,0,1,1,stable,0.382131,0.000212,0.123467,0.123467,0.202643,0.003810,1.349468
0.600000,0.006461,0.987842,-0.000018,0.009434,0,0.000022,0.739233,0.005215,1.348999,0.011565,0.100000,0.362881,0.739233,1.256509,0,1,1,stable,0.363042,0.000161,0.124335,0.124335,0.222096,0.005215,1.348999
0.700000,0.003710,0.987566,-0.000019,0.011900,0,0.000022,0.917308,0.006970,1.347639,0.010185,0.100000,0.344809,0.917308,1.474178,0,1,1,stable,0.344903,0.000094,0.125209,0.125209,0.240981,0.006970,1.347639
0.800000,-0.005698,0.988351,-0.000008,0.014663,0,0.000021,1.131962,0.009148,1.345525,0.009194,0.100000,0.327809,1.131962,1.780755,0,1,1,stable,0.327665,-0.000144,0.126088,0.126088,0.259218,0.009148,1.345525
0.900000,-0.026849,0.989907,0.000014,0.017754,0,0.000021,1.166554,0.011795,1.342872,0.022176,0.100000,0.311956,1.166554,2.146535,0,1,1,stable,0.311271,-0.000685,0.126972,0.126972,0.276734,0.011795,1.342872
1,-0.050432,0.991674,0.000033,0.021170,3,0.000021,1.094408,0.014925,1.339942,0.081403,0.656096,0.296951,1.149258,0.345925,0,4.416325,1,stable,0.295652,-0.001299,0.127862,0.127862,0.293459,0.014925,1.339942
