t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
0,0,1,0,0.001002,0,0.000036,0,0.000457,1.532226,0,1,0.100036,0.493788,0,0,0,1,1,1,stable,0.493788,0,0.100000,0.100000,adaptive,0.100000,0.000457,1.532226,0,0,0,0.100000,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.100000,0.000868,1.000000,0,0.002057,0,0.000047,2.737433,0.000961,1.535085,0,1,0.100029,0.444293,2.737433,0,0,1,1,1,stable,0.444409,0.000116,0.187076,0.205257,adaptive,0.120927,0.000961,1.535085,0,0,0,0.187076,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.200000,0.002511,0.999999,0,0.003743,0,0.000046,2.263433,0.001820,1.537949,0,1,0.100028,0.399370,2.263433,27.374327,0,1,1,1,stable,0.399987,0.000617,0.309128,0.339219,adaptive,0.141753,0.001820,1.537949,0,0,0,0.309128,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.300000,0.003821,0.999999,-0.000006,0.006307,0,0.000044,2.360038,0.003242,1.540815,0.000000,0.993307,0.100033,0.358236,2.360038,-4.739995,0,1,1,1,stable,0.360088,0.001852,0.496809,0.545272,adaptive,0.162379,0.003242,1.540815,0,0,0,0.496809,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.400000,0.003832,0.999998,-0.000033,0.010263,0,0.000044,1.125918,0.005599,1.543679,0.000662,0.993307,0.100002,0.321989,1.125918,0.966045,0,1,1,1,stable,0.324379,0.002390,0.463942,0.509295,resonance,0.182707,0.005599,1.543679,0,0,0,0.463942,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.500000,0.004005,0.999997,-0.000121,0.014775,0,0.000073,2.327353,0.008679,1.546540,0.004997,0.993306,0.100001,0.288611,2.327353,-12.341196,0,1,1,1,stable,0.292328,0.003717,0.630600,0.692402,tanh,0.202643,0.008679,1.546540,0,0,0,0.630600,tanh,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.600000,0.004980,0.999996,-0.000198,0.020631,0,0.000070,2.157373,0.013153,1.549393,0.001560,0.993307,0.100000,0.259024,2.157373,12.014348,0,1,1,1,stable,0.263697,0.004673,0.733838,0.805963,spiral_log,0.222096,0.013153,1.549393,0,0,0,0.733838,spiral_log,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.700000,0.003266,0.999994,-0.000270,0.026276,3,0.000067,1.806543,0.018833,1.552236,0.001753,0.993307,0.100000,0.234654,1.806543,-1.699795,0,1,1,1,stable,0.238083,0.003429,0.778558,0.855475,resonance,0.240981,0.018833,1.552236,0,0,0,0.778558,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.800000,-0.004046,0.999992,-0.000075,0.032316,3,0.000082,2.006987,0.025416,1.555070,0.003960,0.993306,0.100009,0.218708,2.006987,-3.508306,0,1,1,1,stable,0.214829,-0.003879,0.923176,0.974668,resonance,0.259218,0.025416,1.555070,0,0,0,0.923176,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.900000,-0.014015,0.999991,0.000331,0.032952,1,0.000070,1.401057,0.029276,1.557896,0.034359,0.993301,0.100041,0.202820,1.401057,2.004436,0,1,1,1,stable,0.192719,-0.010101,1,1,resonance,0.276734,0.029276,1.557896,0,0,0,1,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
