t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,0.002301,0.991674,0,0.156013,2,0.000028,0,0.150349,1.339942,0,1,0.100000,0.493687,0,0,0,1,1,1,stable,0.493788,0.000102,0.117184,0.117184,0.100000,0.150349,1.339942
0.100000,0.192134,0.992522,0,0.160680,1,0.000022,3.153681,0.154888,1.342863,0,1,0.166299,0.437068,3.153681,0,0,1,1,1,stable,0.469107,0.032039,0.292420,0.292420,0.120927,0.154888,1.342863
0.200000,0.167333,0.992728,-0.000100,0.165401,1,0.000021,0.455928,0.159477,1.345565,0,1,0.165549,0.414865,0.455928,31.536810,0,1,1,1,stable,0.448244,0.033378,0.311218,0.311218,0.141753,0.159477,1.345565
0.300000,0.004546,0.992063,0.000438,0.170149,1,0.000021,0.259666,0.164091,1.347607,0.000000,0.993307,0.100000,0.416233,0.259666,-26.977526,0,1,1,1,stable,0.428532,0.012298,0.318317,0.318317,0.162379,0.164091,1.347607
0.400000,0.009987,0.990669,-0.000394,0.174896,1,0.000020,2.310660,0.168702,1.348850,7.152000,0.991802,0.100000,0.393934,2.310660,-1.962622,0,1,1,1,stable,0.408100,0.014166,0.562277,0.562277,0.182707,0.168702,1.348850
0.500000,0.005524,0.989045,-0.001634,0.179613,1,0.000045,1.033593,0.173282,1.349333,79.955645,0.937938,0.100000,0.359034,1.033593,20.509940,0,1,1,1,stable,0.388841,0.029807,0.685641,0.685641,0.202643,0.173282,1.349333
0.600000,-0.014036,0.987842,-0.001568,0.184272,1,0.000042,0.278753,0.177806,1.349196,52.157695,0.970965,0.100000,0.361108,0.278753,-12.770670,0,1,1,1,stable,0.371810,0.010702,0.665604,0.665604,0.222096,0.177806,1.349196
0.700000,-0.099683,0.987566,0.001330,0.188846,1,0.000044,0.633498,0.182244,1.347884,44.919238,0.976261,0.100000,0.359082,0.633498,-7.548405,0,1,1,1,stable,0.354086,-0.004997,0.740688,0.740688,0.240981,0.182244,1.347884
0.800000,0.040765,0.988351,0.001241,0.193307,1,0.000043,0.915685,0.186572,1.345675,37.092285,0.980927,0.100000,0.307938,0.915685,3.547454,0,1,1,1,stable,0.335977,0.028039,0.879988,0.879988,0.259218,0.186572,1.345675
0.900000,0.024057,0.989907,-0.000005,0.197630,1,0.000042,0.651763,0.190765,1.343089,71.562512,0.950516,0.100000,0.270316,0.651763,2.821872,0,1,1,1,stable,0.321447,0.051131,0.984819,0.984819,0.276734,0.190765,1.343089
1,-0.096552,0.991674,0.001041,0.201791,1,0.000043,44.355761,0.194800,1.340070,43.517418,0.977171,0.610057,0.311029,2.732171,-2.639226,0,10.087528,1,1,transitoire,0.309511,-0.001518,0.100000,0.100000,0.293459,0.194800,1.340070
