t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000040,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000457,0.992522,0,0.001608,0,0.000024,2.921580,0.000743,1.342872,0,1,0.100000,0.469018,2.921580,0,0,1,1,1,stable,0.469099,0.000080,0.223947,0.223947,0.100000,0.000743,1.342872
0.200000,0.001156,0.992728,-0.000000,0.002441,0,0.000023,1.128075,0.001152,1.345525,0,1,0.100000,0.445387,1.128075,29.215801,0,1,1,1,stable,0.445650,0.000263,0.274028,0.274028,0.100000,0.001152,1.345525
0.300000,0.001742,0.992063,-0.000004,0.003538,0,0.000022,1.608678,0.001716,1.347639,0.000000,0.993307,0.100000,0.422801,1.608678,-17.935049,0,1,1,1,stable,0.423389,0.000588,0.372213,0.372213,0.100000,0.001716,1.347639
0.400000,0.001771,0.990669,-0.000014,0.004948,0,0.000022,2.276687,0.002481,1.348999,0.000049,0.993307,0.100000,0.401167,2.276687,4.806025,0,1,1,1,stable,0.402267,0.001101,0.598289,0.598289,0.100000,0.002481,1.348999
0.500000,0.001374,0.989045,-0.000034,0.006775,0,0.000055,1.052987,0.003517,1.349468,0.000321,0.993307,0.100000,0.381137,1.052987,6.680095,0,1,1,1,stable,0.382243,0.001106,0.669670,0.669670,0.100000,0.003517,1.349468
0.600000,0.001065,0.987842,-0.000081,0.008583,0,0.000044,0.823690,0.004665,1.348999,0.000409,0.993307,0.100000,0.362379,0.823690,-12.237003,0,1,1,1,stable,0.363220,0.000841,0.704645,0.704645,0.100000,0.004665,1.348999
0.700000,0.000863,0.987566,-0.000096,0.010184,0,0.000043,1.299089,0.005909,1.347639,0.000370,0.993307,0.100000,0.344630,1.299089,-2.292964,0,1,1,1,stable,0.345127,0.000497,0.814087,0.814087,0.100000,0.005909,1.347639
0.800000,-0.000272,0.988351,-0.000044,0.011675,3,0.000043,1.392839,0.007353,1.345525,0.000362,0.993307,0.100000,0.328650,1.392839,4.753991,0,1,1,1,stable,0.327911,-0.000739,0.938451,0.938451,0.100000,0.007353,1.345525
0.900000,-0.003394,0.989907,0.000077,0.013047,3,0.000043,1.091096,0.008900,1.342872,0.000456,0.993307,0.100000,0.315356,1.091096,0.937500,0,1,1,1,stable,0.311456,-0.003901,1,1,0.100000,0.008900,1.342872
1,-0.006298,0.991674,0.000197,0.014150,1,0.000044,28.938266,0.010286,1.339943,0.002103,0.993307,0.620211,0.296562,2.599134,-3.017430,0,3.056454,1,1,transitoire,0.295567,-0.000994,0.150359,0.150359,0.100000,0.010286,1.339943
1.100000,-0.008966,0.993071,0.000154,0.019285,0,0.000047,1.961822,0.014246,1.337025,0.001638,0.993307,0.623737,0.281930,11.378845,278.471699,0,5.446508,1,1,chronique,0.280709,-0.001221,0.135189,0.135189,0.100000,0.014246,1.337025
1.200000,-0.005574,0.993711,0.000007,0.022417,3,0.000046,3.779572,0.017476,1.334404,0.001663,0.993307,0.557355,0.268398,11.378845,-269.764439,0,7.086201,1,1,transitoire,0.266574,-0.001823,0.313750,0.313750,0.100000,0.017476,1.334404
1.300000,-0.001445,0.993500,0.000023,0.025719,3,0.000044,2.058551,0.021125,1.332332,0.017471,0.993304,0.377058,0.253389,11.879806,18.177497,0,6.524296,1,1,transitoire,0.253098,-0.000290,0.411446,0.411446,0.100000,0.021125,1.332332
1.400000,-0.002777,0.992622,0.000170,0.030851,3,0.000046,2.338633,0.026130,1.331007,0.013470,0.993305,0.331360,0.241244,11.879806,-17.210210,0,6.360982,1,1,transitoire,0.240420,-0.000824,0.567646,0.567646,0.100000,0.026130,1.331007
1.500000,-0.012931,0.991442,0.000408,0.035171,3,0.000044,1.339145,0.030687,1.330552,0.019893,0.993303,0.379875,0.234553,11.879806,2.800818,0,6.205645,1,1,chronique,0.228332,-0.006221,0.644321,0.644321,0.100000,0.030687,1.330552
1.600000,-0.010688,0.990387,0.000467,0.037227,1,0.000043,1.237732,0.033367,1.330998,0.051103,0.993297,0.669138,0.219021,9.494513,-9.994877,0,8.116201,1,1,chronique,0.216412,-0.002609,0.599918,0.599918,0.100000,0.033367,1.330998
1.700000,0.008301,0.989817,-0.000231,0.043862,1,0.000045,2.021236,0.040250,1.332314,0.058361,0.993296,0.597917,0.191345,9.494513,-1.014137,0,7.424536,1,1,transitoire,0.205381,0.014035,0.781408,0.781408,0.100000,0.040250,1.332314
1.800000,0.022903,0.989924,-0.000728,0.057058,1,0.000045,2.275565,0.053533,1.334370,0.158941,0.993277,0.725039,0.155768,9.494513,7.835043,0,7.362356,1,1,transitoire,0.196247,0.040479,0.983451,0.983451,0.100000,0.053533,1.334370
1.900000,0.008131,0.990647,-0.001009,0.075760,3,0.000045,1.324266,0.072089,1.336974,0.116096,0.993285,0.790980,0.157507,9.494513,2.543295,0,12.931331,1,1,chronique,0.189709,0.032202,0.978072,0.978072,0.100000,0.072089,1.336974
2,-0.000302,0.991674,-0.000916,0.075929,3,0.000047,45.254892,0.070827,1.339862,0.344463,0.993241,0.702650,0.181347,9.494513,-9.512993,0,10.071210,1,1,transitoire,0.182829,0.001482,0.100000,0.100000,0.100000,0.070827,1.339862
2.100000,-0.006808,0.992522,-0.000752,0.064347,3,0.000046,4.175254,0.063583,1.342870,0.226685,0.993264,0.728605,0.174314,16.646589,439.306258,0,12.931331,1,1,transitoire,0.173808,-0.000507,0.223849,0.223849,0.100000,0.063583,1.342870
2.200000,-0.012458,0.992728,0.000023,0.069472,4,0.000046,3.075111,0.069257,1.345532,0.213751,0.993266,0.716655,0.168433,17.013913,-410.796379,0,10.071210,1,1,transitoire,0.165076,-0.003356,0.462447,0.462447,0.100000,0.069257,1.345532
