t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000023,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.119203,0.100000,0.000457,1.339942
0.100000,0.002186,0.992522,0,0.001957,0,0.000021,0.325566,0.000912,1.342872,0,0.100000,0.469045,0.325566,0,0,1,1,stable,0.469099,0.000054,0.121319,0.120927,0.000912,1.342872
0.200000,0.006776,0.992728,-0.000000,0.003397,0,0.000021,0.460175,0.001638,1.345525,0,0.100000,0.445479,0.460175,3.255660,0,1,1,stable,0.445648,0.000169,0.123467,0.141753,0.001638,1.345525
0.300000,0.011935,0.992063,-0.000003,0.005377,0,0.000020,0.636005,0.002721,1.347639,0.000000,0.100000,0.423077,0.636005,1.346087,0,1,1,stable,0.423379,0.000302,0.125648,0.162379,0.002721,1.347639
0.400000,0.013313,0.990669,-0.000008,0.007911,0,0.000022,0.856160,0.004250,1.348999,0.001654,0.100000,0.401893,0.856160,1.758305,0,1,1,stable,0.402235,0.000342,0.127862,0.182707,0.004250,1.348999
0.500000,0.010160,0.989045,-0.000018,0.010964,0,0.000022,1.116775,0.006308,1.349468,0.019216,0.100000,0.381887,1.116775,2.201547,0,1,1,stable,0.382151,0.000264,0.130108,0.202643,0.006308,1.349468
0.600000,0.008139,0.987842,-0.000029,0.014483,0,0.000023,1.425210,0.008982,1.348999,0.035393,0.100000,0.362849,1.425210,2.606154,0,1,1,stable,0.363065,0.000216,0.132389,0.222096,0.008982,1.348999
0.700000,0.007961,0.987566,-0.000032,0.018502,0,0.000022,1.477527,0.012429,1.347639,0.027398,0.100000,0.344713,1.477527,3.084346,0,1,1,stable,0.344929,0.000216,0.134703,0.240981,0.012429,1.347639
0.800000,-0.001115,0.988351,-0.000009,0.023175,3,0.000021,1.399897,0.016825,1.345525,0.027771,0.100000,0.327729,1.399897,0.523169,0,1,1,stable,0.327700,-0.000029,0.137051,0.259218,0.016825,1.345525
0.900000,-0.029020,0.989907,0.000033,0.028493,3,0.000021,1.301326,0.022173,1.342872,0.042675,0.100000,0.312123,1.301326,-0.776300,0,1,1,stable,0.311313,-0.000811,0.139434,0.276734,0.022173,1.342872
