t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.000990,0,0.000028,0,0.000451,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.000000,0.100000,0.000451,1.339942
0.100000,0.001825,0.992522,0,0.001637,0,0.000026,0.163590,0.000757,1.342872,0,0.100000,0.469099,0.163590,0,0,1,1,stable,0.469099,0.000000,0.000000,0.120927,0.000757,1.342872
0.200000,0.004997,0.992728,-0.000000,0.002539,0,0.000025,0.230769,0.001198,1.345525,0,0.100000,0.445644,0.230769,1.635901,0,1,1,stable,0.445644,0.000000,0.000000,0.141753,0.001198,1.345525
0.300000,0.008330,0.992063,-0.000000,0.003729,0,0.000025,0.314398,0.001811,1.347639,0,0.100000,0.423362,0.314398,0.671789,0,1,1,stable,0.423362,0.000000,0.000000,0.162379,0.001811,1.347639
0.400000,0.009659,0.990669,-0.000000,0.005231,0,0.000026,0.417132,0.002636,1.348999,0.000634,0.100000,0.402194,0.417132,0.836289,0,1,1,stable,0.402194,0.000000,0.000000,0.182707,0.002636,1.348999
0.500000,0.008318,0.989045,-0.000000,0.007060,0,0.000025,0.542473,0.003717,1.349468,0.005607,0.100000,0.382084,0.542473,1.027342,0,1,1,stable,0.382084,0.000000,0.000000,0.202643,0.003717,1.349468
0.600000,0.006349,0.987842,-0.000000,0.009227,0,0.000025,0.698153,0.005110,1.348999,0.011216,0.100000,0.362980,0.698153,1.253404,0,1,1,stable,0.362980,0.000000,0.000000,0.222096,0.005110,1.348999
0.700000,0.003703,0.987566,-0.000000,0.011749,0,0.000025,0.888502,0.006877,1.347639,0.009688,0.100000,0.344831,0.888502,1.556804,0,1,1,stable,0.344831,0.000000,0.000000,0.240981,0.006877,1.347639
0.800000,-0.005958,0.988351,-0.000000,0.014648,0,0.000025,1.113926,0.009089,1.345525,0.008694,0.100000,0.327589,1.113926,1.903493,0,1,1,stable,0.327589,-0.000000,0.000000,0.259218,0.009089,1.345525
0.900000,-0.027497,0.989907,0.000000,0.017959,0,0.000025,1.166522,0.011824,1.342872,0.023647,0.100000,0.311210,1.166522,2.254232,0,1,1,stable,0.311210,-0.000000,0.000000,0.276734,0.011824,1.342872
1,-0.052470,0.991674,0.000000,0.021724,0,0.000025,1.112115,0.015164,1.339942,0.084987,0.664253,0.295649,1.140224,0.525964,0,4.468427,1,stable,0.295649,-0.000000,0.000000,0.293459,0.015164,1.339942
1.100000,-0.060669,0.993071,0.000000,0.025993,3,0.000025,1.059255,0.019187,1.337025,0.080279,0.673451,0.280867,1.130854,-0.544064,0,8.263870,1,stable,0.280867,-0.000000,0.000000,0.309334,0.019187,1.337025
1.200000,-0.039397,0.993711,0.000000,0.030815,3,0.000025,1.006188,0.023962,1.334404,0.213342,0.530524,0.266823,1.130854,-0.528605,0,8.272757,1,stable,0.266823,-0.000000,0.000000,0.324303,0.023962,1.334404
1.300000,-0.010011,0.993500,0.000000,0.036235,3,0.000025,0.951762,0.029539,1.332330,0.670918,0.360714,0.253482,1.130854,-0.530672,0,7.293788,1,stable,0.253482,-0.000000,0.000000,0.338318,0.029539,1.332330
1.400000,-0.020477,0.992622,0.000000,0.042286,3,0.000025,0.895442,0.035939,1.331003,0.625479,0.313418,0.240808,1.130854,-0.544259,0,7.288596,1,stable,0.240808,-0.000000,0.000000,0.351335,0.035939,1.331003
1.500000,-0.067542,0.991442,0.000000,0.048982,1,0.000025,0.837271,0.043150,1.330546,0.986735,0.381284,0.228768,1.130854,-0.563194,0,7.283412,1,stable,0.228768,-0.000000,0.000000,0.363320,0.043150,1.330546
1.600000,-0.046722,0.990387,0.000000,0.056312,1,0.000025,0.781194,0.051119,1.331003,1.532373,0.596168,0.217329,1.112954,-0.581711,0,7.509133,1,stable,0.217329,-0.000000,0.000000,0.374240,0.051119,1.331003
1.700000,0.108451,0.989817,-0.000000,0.064240,1,0.000025,0.727709,0.059757,1.332330,1.966480,0.514965,0.206463,1.112954,-0.560775,0,6.992317,1,stable,0.206463,0.000000,0.000000,0.384069,0.059757,1.332330
1.800000,0.251400,0.989924,-0.000000,0.072699,1,0.000025,0.673737,0.068939,1.334404,8.170809,0.830948,0.196140,1.112954,-0.534853,0,11.026757,1,stable,0.196140,0.000000,0.000000,0.392784,0.068939,1.334404
1.900000,0.197411,0.990647,-0.000000,0.081591,1,0.000025,0.619726,0.078517,1.337025,6.011676,0.839673,0.186333,1.112954,-0.539714,0,25.112092,1,stable,0.186333,0.000000,0.000000,0.400369,0.078517,1.337025
2,0.040400,0.991674,-0.000000,0.090795,1,0.000025,0.566143,0.088325,1.339942,15.783225,0.673235,0.177016,1.112954,-0.540116,0,16.491537,1,stable,0.177016,0.000000,0.000000,0.406809,0.088325,1.339942
2.100000,-0.040926,0.992522,-0.000000,0.100173,4,0.000025,0.513444,0.098195,1.342872,18.808628,0.650296,0.168165,1.091601,-0.535827,0,12.277038,1,stable,0.168165,-0.000000,0.000000,0.412092,0.098195,1.342872
2.200000,-0.110294,0.992728,-0.000000,0.109575,2,0.000025,0.462056,0.107958,1.345525,16.545243,0.651980,0.159757,1.091601,-0.526987,0,10.480710,1,stable,0.159757,-0.000000,0.000000,0.416209,0.107958,1.345525
2.300000,-0.148842,0.992063,0.000000,0.118853,2,0.000025,0.412374,0.117462,1.347639,15.517298,0.664942,0.151769,1.091601,-0.513884,0,9.142950,1,stable,0.151769,-0.000000,0.000000,0.419154,0.117462,1.347639
2.400000,0.073936,0.990669,0.000000,0.127862,2,0.000025,0.364770,0.126568,1.348999,15.345760,0.630855,0.144181,1.091601,-0.496815,0,7.516426,1,stable,0.144181,0.000000,0.000000,0.420923,0.126568,1.348999
2.500000,0.358163,0.989045,-0.000000,0.136476,2,0.000025,0.319585,0.135160,1.349468,30.496340,0.714878,0.136972,1.091601,-0.476047,0,6.381214,1,stable,0.136972,0.000000,0.000000,0.421513,0.135160,1.349468
2.600000,0.189852,0.987842,-0.000000,0.144580,2,0.000025,0.280609,0.143143,1.348999,28.343880,0.785574,0.130123,1.068295,-0.451847,0,8.976885,1,stable,0.130123,0.000000,0.000000,0.420923,0.143143,1.348999
2.700000,-0.296947,0.987566,0.000000,0.152084,2,0.000025,0.247761,0.150446,1.347639,59.239524,0.675044,0.123617,1.068295,-0.389759,0,8.865451,1,stable,0.123617,-0.000000,0.000000,0.419154,0.150446,1.347639
2.800000,-0.462900,0.988351,0.000000,0.158916,2,0.000025,0.217105,0.157018,1.345525,85.596353,0.797283,0.117436,1.068295,-0.328474,0,8.808053,1,stable,0.117436,-0.000000,0.000000,0.416209,0.157018,1.345525
2.900000,-0.197090,0.989907,-0.000000,0.165024,2,0.000025,0.188200,0.162825,1.342872,76.058596,0.725683,0.111564,1.068295,-0.306566,0,11.310547,1,stable,0.111564,-0.000000,0.000000,0.412092,0.162825,1.342872
3,0.013533,0.991674,-0.000000,0.170376,2,0.000025,0.160669,0.167851,1.339942,117.949213,0.660528,0.105986,1.068295,-0.289051,0,10.562600,1,stable,0.105986,0.000000,0.000000,0.406809,0.167851,1.339942
3.100000,-0.076827,0.993071,0.000000,0.174956,2,0.000025,0.134228,0.172096,1.337025,99.957593,0.668052,0.100687,1.043601,-0.275304,0,11.310547,1,stable,0.100687,-0.000000,0.000000,0.400369,0.172096,1.337025
3.200000,-0.169904,0.993711,0.000000,0.178760,2,0.000025,0.110212,0.175568,1.334404,110.210556,0.690822,0.095652,1.043601,-0.264410,0,10.562600,1,stable,0.095652,-0.000000,0.000000,0.392784,0.175568,1.334404
3.300000,-0.000118,0.993500,0.000000,0.181798,2,0.000026,0.088274,0.178286,1.332330,102.035666,0.718884,0.090870,1.043601,-0.240164,0,9.907439,1,stable,0.090870,-0.000000,0.000000,0.384069,0.178286,1.332330
3.400000,0.198136,0.992622,-0.000000,0.184089,2,0.000025,0.067011,0.180277,1.331003,107.059112,0.709870,0.086326,1.043601,-0.219383,0,10.562600,1,stable,0.086326,0.000000,0.000000,0.374240,0.180277,1.331003
3.500000,0.083340,0.991442,-0.000000,0.185660,2,0.000025,0.050606,0.181573,1.330546,101.616004,0.738840,0.082010,1.043601,-0.212628,0,9.907439,1,stable,0.082010,0.000000,0.000000,0.363320,0.181573,1.330546
3.600000,-0.151508,0.990387,-0.000000,0.186544,2,0.000025,0.041379,0.182209,1.331003,110.006534,0.722075,0.077910,1.024214,-0.164048,0,9.333382,1,stable,0.077910,-0.000000,0.000000,0.351335,0.182209,1.331003
3.700000,-0.068501,0.989817,-0.000000,0.186779,2,0.000026,0.042152,0.182226,1.332330,108.987335,0.748023,0.074014,1.024214,-0.092267,0,8.822205,1,stable,0.074014,-0.000000,0.000000,0.338318,0.182226,1.332330
3.800000,0.156508,0.989924,0.000000,0.186405,3,0.000025,0.042659,0.181666,1.334404,112.394502,0.732631,0.070313,1.024214,0.007723,0,8.182840,1,stable,0.070313,0.000000,0.000000,0.324303,0.181666,1.334404
3.900000,0.055093,0.990647,0.000000,0.185468,1,0.000025,0.048351,0.180573,1.337025,112.537734,0.746603,0.066798,1.024214,0.005072,0,7.629886,1,stable,0.066798,0.000000,0.000000,0.309334,0.180573,1.337025
4,-0.054809,0.991674,0.000000,0.184014,1,0.000025,0.055056,0.178992,1.339942,114.943904,0.729037,0.063458,1.024214,0.056922,0,7.997449,1,stable,0.063458,-0.000000,0.000000,0.293459,0.178992,1.339942
4.100000,0.295483,0.992522,-0.000000,0.182090,1,0.000025,0.068066,0.176969,1.342872,107.709389,0.743002,0.060285,1.003443,0.067048,0,8.402219,1,stable,0.060285,0.000000,0.000000,0.276734,0.176969,1.342872
4.200000,0.502521,0.992728,-0.000000,0.179744,1,0.000025,0.079128,0.174551,1.345525,127.424197,0.789913,0.057271,1.003443,0.130102,0,7.997449,1,stable,0.057271,0.000000,0.000000,0.259218,0.174551,1.345525
4.300000,0.041164,0.992063,-0.000000,0.177027,1,0.000025,0.088356,0.171785,1.347639,111.316113,0.750882,0.054407,1.003443,0.110619,0,8.282964,1,stable,0.054407,0.000000,0.000000,0.240981,0.171785,1.347639
4.400000,-0.392544,0.990669,0.000000,0.173987,1,0.000025,0.095948,0.168718,1.348999,165.269795,0.741497,0.051687,1.003443,0.092278,0,8.681989,1,stable,0.051687,-0.000000,0.000000,0.222096,0.168718,1.348999
4.500000,-0.274234,0.989045,0.000000,0.170674,1,0.000025,0.102174,0.165396,1.349468,142.012906,0.725563,0.049102,1.003443,0.075925,0,8.282964,1,stable,0.049102,-0.000000,0.000000,0.202643,0.165396,1.349468
4.600000,-0.055537,0.987842,-0.000000,0.167135,1,0.000025,0.110822,0.161865,1.348999,168.368902,0.670001,0.046647,0.981218,0.062252,0,7.838982,1,stable,0.046647,-0.000000,0.000000,0.182707,0.161865,1.348999
4.700000,-0.054199,0.987566,0.000000,0.163418,1,0.000025,0.121877,0.158169,1.347639,159.839903,0.688165,0.044315,0.981218,0.086489,0,8.282964,1,stable,0.044315,-0.000000,0.000000,0.162379,0.158169,1.347639
4.800000,-0.044466,0.988351,0.000000,0.159567,1,0.000025,0.131503,0.154353,1.345525,156.502562,0.700048,0.042099,0.981218,0.110541,0,8.648803,1,stable,0.042099,-0.000000,0.000000,0.141753,0.154353,1.345525
4.900000,0.062610,0.989907,-0.000000,0.155627,1,0.000025,0.139399,0.150456,1.342872,151.356328,0.701980,0.039994,0.981218,0.096268,0,9.048452,1,stable,0.039994,0.000000,0.000000,0.120927,0.150456,1.342872
5,0.036473,0.991674,-0.000000,0.151639,1,0.000025,0.145342,0.146519,1.339942,148.878249,0.696050,0.037995,0.981218,0.078957,0,8.648803,1,stable,0.037995,0.000000,0.000000,0.100000,0.146519,1.339942
5.100000,-0.220212,0.993071,-0.000000,0.147640,1,0.000025,0.149215,0.142577,1.337025,146.321144,0.693633,0.036095,0.958171,0.059432,0,9.048452,1,stable,0.036095,-0.000000,0.000000,0.079073,0.142577,1.337025
5.200000,-0.450822,0.993711,0.000000,0.143665,1,0.000025,0.151014,0.138663,1.334404,150.675802,0.712976,0.034290,0.958171,0.038730,0,8.648803,1,stable,0.034290,-0.000000,0.000001,0.058247,0.138663,1.334404
5.300000,-0.350380,0.993500,0.000000,0.139747,1,0.000025,0.150847,0.134808,1.332330,145.556325,0.711904,0.032576,0.958171,0.017989,0,8.282964,1,stable,0.032576,-0.000000,0.000001,0.037621,0.134808,1.332330
5.400000,0.013270,0.992622,-0.000000,0.135913,1,0.000025,0.148921,0.131040,1.331003,153.350543,0.689480,0.030947,0.958171,-0.001674,0,8.152571,1,stable,0.030947,0.000000,0.000001,0.017293,0.131040,1.331003
5.500000,0.230149,0.991442,0.000000,0.132912,1,0.000025,0.117181,0.128086,1.330546,161.494501,0.689668,0.029399,0.958171,-0.019254,0,8.282964,1,stable,0.029399,0.000000,0.000001,0.001000,0.128086,1.330546
5.600000,0.116012,0.990387,0.000000,0.133146,2,0.000025,0.009892,0.128290,1.331003,154.413909,0.682491,0.027929,0.936503,-0.317402,0,8.152571,1,stable,0.027929,0.000000,0.000002,0.001000,0.128290,1.331003
5.700000,0.023163,0.989817,0.000000,0.133354,2,0.000025,0.012353,0.128471,1.332330,164.139214,0.678531,0.026533,0.936503,-1.072889,0,8.026220,1,stable,0.026533,0.000000,0.000002,0.001000,0.128471,1.332330
5.800000,0.231928,0.989924,-0.000000,0.133539,2,0.000025,0.014463,0.128632,1.334404,157.231690,0.679960,0.025206,0.936503,0.024608,0,8.152571,1,stable,0.025206,0.000000,0.000003,0.001000,0.128632,1.334404
5.900000,0.322906,0.990647,-0.000000,0.133704,2,0.000025,0.015953,0.128775,1.337025,161.447960,0.700438,0.023946,0.936503,0.021105,0,8.026220,1,stable,0.023946,0.000000,0.000005,0.001000,0.128775,1.337025
6,0.039384,0.991674,-0.000000,0.133850,2,0.000025,0.016623,0.128903,1.339942,154.417915,0.692515,0.022749,0.936503,0.014895,0,7.722094,1,stable,0.022749,0.000000,0.000006,0.001000,0.128903,1.339942
6.100000,-0.089184,0.992522,0.000000,0.133981,2,0.000025,0.016373,0.129016,1.342872,165.318535,0.690229,0.021611,0.916290,0.006704,0,8.026220,1,stable,0.021611,-0.000000,0.000008,0.001000,0.129016,1.342872
