t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma_mean(t)
12.800000,0.000097,0.882722,-0.000335,0.086615,0,0.000019,0.019512,0.072152,1.356831,0.000154,0.720114,0.035039,1.629643,0.078540,0,210.829511,1,stable,-0.005606,0.005190,0.999775
12.900000,0.000486,0.904370,-0.000117,0.086341,0,0.000019,0.025307,0.071910,1.348729,0.000154,0.719979,0.051544,1.629643,0.069841,0,205.785268,1,stable,-0.004906,0.019328,0.999833
13,0.000652,0.926469,0.000347,0.085974,0,0.000019,0.029797,0.071586,1.339871,0.000152,0.729510,0.058037,1.629643,0.057952,0,177.297215,1,stable,-0.003097,0.024841,0.999877
13.100000,0.000698,0.943205,0.000508,0.085501,0,0.000018,0.032927,0.071171,1.331128,0.000150,0.710565,0.055499,1.627414,0.044901,0,155.737558,1,stable,-0.000932,0.022231,0.999909
13.200000,0.000846,0.952136,0.000245,0.084907,0,0.000018,0.034842,0.070651,1.323335,0.000149,0.678994,0.047174,1.627414,0.031293,0,137.446968,1,stable,0.000913,0.012958,0.999932
13.300000,0.000728,0.953688,-0.000325,0.084172,0,0.000018,0.035910,0.070011,1.317216,0.000148,0.662263,0.056572,1.627414,0.019154,0,123.001108,1,stable,0.001916,0.001152,0.999950
13.400000,0.000080,0.949772,-0.001068,0.083269,0,0.000018,0.036676,0.069230,1.313325,0.000149,0.640444,0.052709,1.627414,0.010678,0,114.442524,1,stable,0.001913,-0.003388,0.999963
13.500000,-0.000054,0.942661,-0.001802,0.082167,0,0.000018,0.037833,0.068280,1.312019,0.000163,0.636295,0.041643,1.627414,0.007661,0,106.997494,1,stable,0.001543,0.009405,0.999972
13.600000,0.000099,0.934548,-0.002147,0.080826,0,0.000019,0.046103,0.067131,1.313417,0.000158,0.635552,0.024701,1.624995,0.011567,0,102.067498,1,stable,0.002227,0.026928,0.999980
13.700000,0.000327,0.927558,-0.001664,0.079201,0,0.000018,0.061376,0.065745,1.317343,0.000160,0.639181,0.045915,1.624995,0.082703,0,97.571798,1,stable,0.004294,0.018504,0.999985
13.800000,-0.000370,0.923592,-0.000610,0.077239,0,0.000018,0.078294,0.064079,1.323448,0.000160,0.653167,0.042051,1.624995,0.152733,0,89.910235,1,stable,0.005576,-0.012598,0.999989
13.900000,-0.001056,0.923588,0.000536,0.074881,0,0.000019,0.097313,0.062085,1.331319,0.000188,0.654652,0.059486,1.624995,0.169179,0,83.364279,1,stable,0.004278,-0.055207,0.999992
14,-0.000585,0.926469,0.001963,0.072069,0,0.000021,0.118057,0.059714,1.340014,0.000175,0.642442,0.042226,1.624995,0.190190,0,81.322167,1,stable,-0.000402,-0.026815,0.999994
14.100000,0.000129,0.928852,0.000894,0.068749,0,0.000020,0.141821,0.056923,1.348846,0.000218,0.609055,0.042148,1.622671,0.207436,0,79.377711,1,stable,-0.002551,0.013030,0.999995
14.200000,0.000010,0.926365,0.000688,0.064882,0,0.000020,0.168818,0.053679,1.356866,0.000211,0.613262,0.010175,1.622671,0.237637,0,76.564474,1,stable,-0.001369,0.008043,0.999997
14.300000,-0.000105,0.916137,0.000930,0.060459,0,0.000020,0.199981,0.049974,1.363300,0.000221,0.613020,0.038462,1.622671,0.269975,0,79.377711,1,stable,-0.000650,-0.012143,0.999998
14.400000,0.000150,0.899078,0.000399,0.055514,0,0.000020,0.235634,0.045836,1.367451,0.000210,0.613062,0.035261,1.622671,0.311632,0,76.564474,1,stable,-0.001600,-0.003854,0.999998
14.500000,0.000210,0.880554,-0.000744,0.050136,0,0.000020,0.275827,0.041339,1.368874,0.000211,0.613177,0.032038,1.622671,0.356529,0,73.943821,1,stable,-0.001832,0.023239,0.999999
14.600000,0.000138,0.868472,-0.000952,0.044470,0,0.000020,0.325633,0.036603,1.367454,0.000207,0.604702,0.029566,1.620353,0.401931,0,72.048231,1,stable,0.000140,0.026029,0.999999
14.700000,0.000025,0.869010,-0.000090,0.038710,0,0.000020,0.383009,0.031792,1.363276,0.000206,0.599727,0.015878,1.620353,0.498056,0,70.247401,1,stable,0.002239,0.014878,0.999999
14.800000,0.000003,0.882722,-0.000117,0.033070,0,0.000020,0.438665,0.027085,1.356813,0.000205,0.599362,0.013138,1.620353,0.573762,0,63.580651,1,stable,0.003330,0.004609,0.999999
14.900000,-0.000007,0.904370,-0.000534,0.027755,0,0.000019,0.489105,0.022656,1.348758,0.000204,0.599466,0.013301,1.620353,0.556560,0,70.247401,1,stable,0.003537,-0.001196,1.000000
15,-0.000008,0.926469,-0.000755,0.022926,0,0.000020,0.531309,0.018638,1.339936,0.000202,0.599466,0.013988,1.620353,0.504402,0,72.048231,1,stable,0.003263,-0.003570,1.000000
15.100000,-0.000006,0.943205,-0.000725,0.018683,0,0.000020,0.563217,0.015119,1.331225,0.000201,0.599664,0.013393,1.617877,0.422040,0,73.943821,1,stable,0.002811,-0.004120,1.000000
15.200000,-0.000006,0.952136,-0.000549,0.015063,0,0.000020,0.583966,0.012126,1.323458,0.000200,0.600166,0.011514,1.617877,0.319074,0,76.564474,1,stable,0.002337,-0.003788,1.000000
15.300000,-0.000007,0.953688,-0.000326,0.012050,0,0.000020,0.593798,0.009645,1.317357,0.000198,0.600140,0.008634,1.617877,0.207496,0,79.377711,1,stable,0.001914,-0.002975,1.000000
15.400000,-0.000005,0.949772,-0.000113,0.009591,0,0.000020,0.593759,0.007630,1.313468,0.000197,0.600162,0.008540,1.617877,0.098315,0,81.322167,1,transitoire,0.001578,-0.002031,1.000000
15.500000,-0.000002,0.942661,0.000061,0.007615,0,0.000020,0.585365,0.006019,1.312133,0.000196,0.601094,0.008103,1.617877,-0.000393,0,83.364279,1,transitoire,0.001334,-0.001281,1.000000
15.600000,-0.000001,0.934548,0.000184,0.006046,0,0.000020,0.575909,0.004747,1.313468,0.000194,0.602163,0.006641,1.615522,-0.083940,0,89.910235,1,chronique,0.001164,-0.001061,1.000000
15.700000,-0.000000,0.927558,0.000239,0.004809,0,0.000020,0.566527,0.003751,1.317357,0.000193,0.602352,0.004524,1.615522,-0.094559,0,97.571798,1,chronique,0.001020,-0.001611,1.000000
15.800000,-0.000000,0.923592,0.000191,0.003841,0,0.000020,0.552146,0.002975,1.323459,0.000192,0.603246,0.003424,1.615522,-0.093820,0,102.067498,1,chronique,0.000839,-0.000491,1.000000
15.900000,0.000000,0.923588,0.000014,0.003084,0,0.000019,0.533211,0.002373,1.331227,0.000191,0.610296,0.002641,1.615522,-0.143805,0,106.997494,1,chronique,0.000757,0.001310,1.000000
16,0.000000,0.926469,-0.000069,0.002493,0,0.000022,0.510110,0.001905,1.339942,0.000190,0.610902,0.002155,1.615522,-0.189355,0,114.442524,1,chronique,0.000825,0.001172,1.000000
16.100000,0.000000,0.928852,-0.000026,0.002032,0,0.000018,0.483236,0.001542,1.348769,0.000188,0.620195,0.002147,1.612982,-0.231003,0,123.001108,1,chronique,0.000879,0.000434,1.000000
16.200000,0.000000,0.926365,-0.000025,0.001671,0,0.000018,0.453029,0.001260,1.356829,0.000187,0.640618,0.002204,1.612982,-0.268741,0,131.950823,1,chronique,0.000870,0.000187,1.000000
16.300000,0.000000,0.916137,-0.000047,0.001389,0,0.000018,0.420012,0.001040,1.363293,0.000186,0.647301,0.002690,1.612982,-0.302077,0,142.305123,1,chronique,0.000841,0.000371,1.000000
16.400000,-0.000000,0.899078,-0.000038,0.001167,0,0.000020,0.384813,0.000868,1.367475,0.000185,0.643267,0.002547,1.612982,-0.330168,0,148.718648,1,chronique,0.000829,-0.000078,1.000000
16.500000,-0.000000,0.880554,0.000006,0.000992,0,0.000020,0.348155,0.000733,1.368921,0.000184,0.646118,0.002573,1.612982,-0.351986,0,155.737558,1,chronique,0.000782,-0.000363,1.000000
16.600000,-0.000000,0.868472,0.000012,0.000854,0,0.000020,0.316629,0.000627,1.367475,0.000183,0.646108,0.002508,1.610551,-0.366585,0,168.715967,1,stable,0.000713,-0.000486,1.000000
16.700000,-0.000000,0.869010,0.000015,0.000745,0,0.000020,0.290446,0.000544,1.363293,0.000182,0.638349,0.002222,1.610551,-0.315258,0,184.054143,1,stable,0.000638,-0.000429,1.000000
16.800000,-0.000000,0.882722,0.000013,0.000659,0,0.000021,0.263400,0.000478,1.356829,0.000181,0.662583,0.002062,1.610551,-0.261833,0,190.341149,1,stable,0.000572,-0.000309,1.000000
16.900000,-0.000000,0.904370,0.000013,0.000591,0,0.000020,0.235168,0.000426,1.348769,0.000179,0.725655,0.001948,1.610551,-0.270454,0,197.072854,1,stable,0.000518,-0.000194,1.000000
17,-0.000000,0.926469,0.000015,0.000538,0,0.000020,0.205557,0.000386,1.339942,0.000178,0.658833,0.001808,1.610551,-0.282320,0,201.334852,1,stable,0.000476,-0.000088,1.000000
17.100000,-0.000000,0.943205,0.000015,0.000497,0,0.000020,0.174539,0.000354,1.331227,0.000177,0.639029,0.001654,1.608119,-0.296109,0,205.785268,1,stable,0.000445,0.000008,1.000000
17.200000,0.000000,0.952136,0.000013,0.000466,0,0.000020,0.142257,0.000331,1.323459,0.000176,0.637222,0.001493,1.608119,-0.310181,0,210.829511,1,stable,0.000424,0.000082,1.000000
17.300000,0.000000,0.953688,0.000011,0.000444,0,0.000020,0.109009,0.000313,1.317356,0.000175,0.645399,0.001321,1.608119,-0.322827,0,216.127258,1,stable,0.000409,0.000127,1.000000
17.400000,0.000000,0.949772,0.000007,0.000430,0,0.000020,0.075224,0.000301,1.313467,0.000174,0.676012,0.001130,1.608119,-0.332476,0,219.041488,1,stable,0.000399,0.000133,1.000000
17.500000,0.000000,0.942661,0.000001,0.000422,0,0.000020,0.041421,0.000295,1.312132,0.000173,0.703144,0.001024,1.608119,-0.337848,0,222.035381,1,stable,0.000390,0.000107,1.000000
17.600000,0.000000,0.934548,-0.000006,0.000422,4,0.000020,0.014426,0.000293,1.313467,0.000172,0.722213,0.001012,1.605669,-0.338032,0,225.970539,1,stable,0.000379,0.000121,1.000000
17.700000,0.000000,0.927558,-0.000013,0.000428,0,0.000020,0.031165,0.000296,1.317356,0.000171,0.711334,0.000979,1.605669,-0.269945,0,230.047700,1,stable,0.000370,0.000175,1.000000
17.800000,0.000000,0.923592,-0.000015,0.000440,0,0.000020,0.056811,0.000303,1.323459,0.000170,0.711336,0.001054,1.605669,0.167383,0,237.464538,1,stable,0.000366,0.000113,1.000000
17.900000,-0.000000,0.923588,-0.000007,0.000461,0,0.000020,0.083302,0.000316,1.331227,0.000169,0.718626,0.001063,1.605669,0.256465,0,245.375553,1,stable,0.000356,0.000008,1.000000
18,-0.000000,0.926469,-0.000001,0.000489,0,0.000021,0.108482,0.000334,1.339942,0.000169,0.746538,0.001120,1.605669,0.264907,0,245.818510,1,stable,0.000339,-0.000194,1.000000
18.100000,-0.000000,0.928852,0.000003,0.000527,0,0.000020,0.131505,0.000359,1.348769,0.000168,0.745320,0.001168,1.603335,0.251802,0,246.263069,1,stable,0.000307,-0.000147,1.000000
18.200000,-0.000000,0.926365,-0.000000,0.000576,0,0.000020,0.151701,0.000391,1.356829,0.000167,0.754635,0.001173,1.603335,0.230225,0,246.574760,1,stable,0.000279,-0.000193,1.000000
18.300000,-0.000000,0.916137,0.000013,0.000639,0,0.000020,0.169174,0.000432,1.363293,0.000166,0.813889,0.001048,1.603335,0.201961,0,246.887241,1,stable,0.000250,-0.000248,1.000000
18.400000,-0.000000,0.899078,0.000017,0.000718,0,0.000020,0.184201,0.000484,1.367475,0.000165,0.835684,0.000835,1.603335,0.174737,0,249.299579,1,stable,0.000217,-0.000170,1.000000
18.500000,0.000000,0.880554,0.000008,0.000817,0,0.000020,0.197203,0.000549,1.368921,0.000164,0.836119,0.000705,1.603335,0.150269,0,251.759524,1,stable,0.000193,0.000203,1.000000
18.600000,0.000000,0.868472,-0.000004,0.000941,0,0.000020,0.214510,0.000631,1.367475,0.000163,0.838247,0.000631,1.600855,0.130021,0,252.928457,1,stable,0.000199,0.000472,1.000000
18.700000,0.000000,0.869010,-0.000002,0.001097,0,0.000020,0.236092,0.000733,1.363293,0.000162,0.852258,0.000518,1.600855,0.173066,0,254.108295,1,stable,0.000228,0.000585,1.000000
18.800000,0.000000,0.882722,-0.000005,0.001292,0,0.000020,0.255521,0.000862,1.356829,0.000161,0.834088,0.000534,1.600855,0.215822,0,255.197129,1,stable,0.000263,0.000633,1.000000
18.900000,0.000000,0.904370,-0.000016,0.001536,0,0.000020,0.272251,0.001023,1.348769,0.000160,0.904818,0.000644,1.600855,0.194286,0,256.295333,1,stable,0.000302,0.000669,1.000000
19,0.000000,0.926469,-0.000029,0.001841,0,0.000020,0.285863,0.001225,1.339942,0.000160,0.938193,0.000828,1.600855,0.167297,0,267.746207,1,stable,0.000341,0.000694,1.000000
19.100000,0.000000,0.943205,-0.000041,0.002224,0,0.000020,0.296090,0.001479,1.331227,0.000159,0.892715,0.000937,1.598394,0.136127,0,280.268149,1,stable,0.000380,0.000650,1.000000
19.200000,-0.000000,0.952136,-0.000051,0.002703,0,0.000020,0.302810,0.001796,1.323459,0.000158,0.898878,0.000927,1.598394,0.102272,0,284.253485,1,stable,0.000413,0.000441,1.000000
19.300000,-0.000000,0.953688,-0.000059,0.003300,0,0.000020,0.306023,0.002191,1.317356,0.000157,0.892196,0.001006,1.598394,0.067197,0,288.353797,1,stable,0.000428,0.000004,1.000000
19.400000,-0.000000,0.949772,-0.000063,0.004041,0,0.000020,0.305816,0.002682,1.313467,0.000156,0.767672,0.001444,1.598394,0.032132,0,289.469800,1,stable,0.000407,-0.000601,1.000000
19.500000,-0.000000,0.942661,-0.000054,0.004952,0,0.000028,0.302315,0.003287,1.312132,0.000156,0.891961,0.002020,1.598394,-0.002075,0,290.594474,1,stable,0.000338,-0.001180,1.000000
19.600000,-0.000001,0.934548,-0.000016,0.006062,0,0.000020,0.301250,0.004023,1.313467,0.000155,0.970202,0.003948,1.595981,-0.035003,0,317.105701,1,stable,0.000226,-0.001605,1.000000
19.700000,-0.000001,0.927558,0.000067,0.007397,0,0.000018,0.302187,0.004908,1.317357,0.000154,0.938211,0.004456,1.595981,-0.010656,0,348.939834,1,stable,0.000085,-0.002152,1.000000
19.800000,-0.000002,0.923592,0.000178,0.008971,0,0.000020,0.298612,0.005950,1.323459,0.000153,0.722037,0.005032,1.595981,0.009374,0,354.296429,1,stable,-0.000094,-0.003992,1.000000
19.900000,-0.000001,0.923588,0.000225,0.010788,0,0.000018,0.289741,0.007149,1.331228,0.000152,0.545729,0.003439,1.595981,-0.035749,0,359.820047,1,stable,-0.000412,-0.003286,1.000000
20,0.000000,0.926469,0.000089,0.012829,0,0.000019,0.275057,0.008488,1.339943,0.000152,0.621691,0.003726,1.595981,-0.088715,0,364.537572,1,stable,-0.000657,0.001179,1.000000
20.100000,0.000002,0.928852,0.000069,0.015049,0,0.000020,0.254458,0.009934,1.348769,0.000151,0.693242,0.004473,1.593451,-0.146843,0,369.380442,1,stable,-0.000529,0.003779,1.000000
20.200000,0.000012,0.926365,0.000150,0.017380,0,0.000018,0.228393,0.011434,1.356828,0.000150,0.834527,0.010986,1.593451,-0.205982,0,373.275602,1,stable,-0.000197,0.004502,1.000000
20.300000,0.000020,0.916137,-0.000170,0.019730,0,0.000019,0.197892,0.012922,1.363291,0.000149,0.943612,0.009648,1.593451,-0.260652,0,369.380442,1,stable,0.000177,0.009818,1.000000
20.400000,0.000012,0.899078,-0.000583,0.021998,0,0.000018,0.164506,0.014326,1.367472,0.000149,0.936695,0.010424,1.593451,-0.305006,0,364.537572,1,stable,0.000963,0.008880,1.000000
20.500000,0.000001,0.880554,-0.000341,0.024091,0,0.000018,0.130209,0.015584,1.368919,0.000148,0.795652,0.004814,1.593451,-0.333866,0,359.820047,1,stable,0.001633,0.001524,1.000000
20.600000,-0.000003,0.868472,-0.000136,0.025929,0,0.000018,0.102534,0.016646,1.367474,0.000147,0.763112,0.007646,1.590800,-0.342969,0,364.537572,1,stable,0.001675,-0.005451,1.000000
20.700000,-0.000009,0.869010,-0.000149,0.027462,0,0.000018,0.083259,0.017483,1.363293,0.000147,0.765824,0.010441,1.590800,-0.276748,0,369.380442,1,stable,0.001150,-0.009070,1.000000
20.800000,-0.000026,0.882722,-0.000120,0.028667,0,0.000019,0.068682,0.018089,1.356831,0.000146,0.766191,0.011392,1.590800,-0.192746,0,364.537572,1,stable,0.000359,-0.010825,1.000000
20.900000,-0.000052,0.904370,0.000074,0.029544,0,0.000018,0.056275,0.018473,1.348772,0.000145,0.802571,0.011891,1.590800,-0.145777,0,359.820047,1,stable,-0.000535,-0.012047,1.000000
21,-0.000072,0.926469,0.000336,0.030115,0,0.000018,0.050134,0.018654,1.339946,0.000144,0.845101,0.013052,1.590800,-0.124065,0,354.296429,1,stable,-0.001483,-0.012897,1.000000
21.100000,-0.000074,0.943205,0.000573,0.030411,0,0.000018,0.045269,0.018660,1.331231,0.000144,0.817198,0.013602,1.588267,-0.061414,0,348.939834,1,stable,-0.002452,-0.012874,1.000000
21.200000,-0.000053,0.952136,0.000743,0.030469,3,0.000018,0.038874,0.018518,1.323463,0.000143,0.743782,0.012780,1.588267,-0.048644,0,317.105701,1,stable,-0.003371,-0.011219,1.000000
21.300000,-0.000020,0.953688,0.000836,0.030325,3,0.000020,0.033086,0.018256,1.317360,0.000142,0.647167,0.010534,1.588267,-0.063958,0,290.594474,1,stable,-0.004110,-0.007476,1.000000
21.400000,0.000001,0.949772,0.000850,0.030013,3,0.000019,0.036109,0.017899,1.313470,0.000142,0.593157,0.007041,1.588267,-0.057874,0,289.469800,1,stable,-0.004509,-0.002214,1.000000
21.500000,0.000000,0.942661,0.000775,0.029566,3,0.000018,0.036993,0.017467,1.312133,0.000141,0.595925,0.006944,1.588267,0.030225,0,290.594474,1,stable,-0.004463,0.002441,1.000000
21.600000,0.000015,0.934548,0.000572,0.029009,0,0.000018,0.042125,0.016977,1.313467,0.000140,0.595844,0.011318,1.585843,0.008843,0,317.105701,1,stable,-0.004042,0.004247,1.000000
21.700000,0.000064,0.927558,0.000182,0.028363,0,0.000019,0.051739,0.016445,1.317356,0.000140,0.603206,0.016797,1.585843,0.051321,0,290.594474,1,stable,-0.003497,0.005816,1.000000
21.800000,0.000105,0.923592,-0.000357,0.027647,0,0.000018,0.059929,0.015882,1.323457,0.000139,0.673608,0.015174,1.585843,0.096135,0,289.469800,1,stable,-0.002851,0.011557,1.000000
21.900000,0.000074,0.923588,-0.000704,0.026875,0,0.000018,0.066423,0.015296,1.331225,0.000139,0.696528,0.015631,1.585843,0.081902,0,288.353797,1,stable,-0.001774,0.013704,1.000000
22,0.000015,0.926469,-0.000583,0.026058,0,0.000019,0.071016,0.014695,1.339941,0.000138,0.617640,0.010132,1.585843,0.064941,0,284.253485,1,stable,-0.000576,0.005303,1.000000
22.100000,-0.000000,0.928852,-0.000458,0.025207,0,0.000018,0.073615,0.014086,1.348768,0.000137,0.591320,0.001511,1.583466,0.045934,0,280.268149,1,stable,-0.000119,-0.000957,1.000000
22.200000,-0.000008,0.926365,-0.000501,0.024329,0,0.000018,0.074262,0.013471,1.356829,0.000137,0.591351,0.008343,1.583466,0.025984,0,284.253485,1,stable,-0.000190,-0.003716,1.000000
22.300000,-0.000033,0.916137,-0.000061,0.023429,0,0.000018,0.073161,0.012855,1.363294,0.000136,0.594529,0.010068,1.583466,0.006470,0,280.268149,1,stable,-0.000481,-0.009601,1
22.400000,-0.000033,0.899078,0.000453,0.022512,0,0.000019,0.070679,0.012241,1.367475,0.000136,0.608495,0.011425,1.583466,-0.011006,0,267.746207,1,stable,-0.001234,-0.011451,1
22.500000,-0.000013,0.880554,0.000461,0.021583,0,0.000020,0.067323,0.011631,1.368922,0.000135,0.587619,0.006691,1.583466,-0.024818,0,256.295333,1,stable,-0.002099,-0.007619,1
22.600000,-0.000001,0.868472,0.000391,0.020644,0,0.000019,0.069508,0.011027,1.367475,0.000134,0.570300,0.004448,1.581129,-0.033566,0,255.197129,1,stable,-0.002610,-0.003449,1
22.700000,0.000000,0.869010,0.000410,0.019699,0,0.000021,0.077297,0.010430,1.363293,0.000134,0.568838,0.002254,1.581129,0.021853,0,256.295333,1,stable,-0.002759,-0.000554,1
22.800000,0.000000,0.882722,0.000343,0.018748,0,0.000020,0.084364,0.009840,1.356829,0.000133,0.568895,0.004331,1.581129,0.077884,0,267.746207,1,stable,-0.002665,0.001620,1
22.900000,0.000003,0.904370,0.000192,0.017794,0,0.000020,0.090288,0.009260,1.348769,0.000133,0.568972,0.005894,1.581129,0.070671,0,280.268149,1,stable,-0.002401,0.003453,1
23,0.000008,0.926469,0.000029,0.016838,0,0.000019,0.094804,0.008688,1.339942,0.000132,0.568796,0.007025,1.581129,0.059247,0,284.253485,1,stable,-0.002002,0.004975,1
23.100000,0.000014,0.943205,-0.000110,0.015882,0,0.000020,0.097832,0.008127,1.331227,0.000132,0.567469,0.007621,1.578790,0.045161,0,280.268149,1,stable,-0.001499,0.006061,1
23.200000,0.000016,0.952136,-0.000221,0.014926,0,0.000019,0.099488,0.007575,1.323459,0.000131,0.565459,0.007883,1.578790,0.030281,0,267.746207,1,stable,-0.000934,0.006508,1
23.300000,0.000013,0.953688,-0.000303,0.013970,0,0.000022,0.100070,0.007034,1.317356,0.000130,0.562622,0.007476,1.578790,0.016556,0,256.295333,1,stable,-0.000361,0.006103,1
23.400000,0.000007,0.949772,-0.000351,0.013016,0,0.000022,0.100033,0.006503,1.313467,0.000130,0.559849,0.006249,1.578790,0.005817,0,255.197129,1,stable,0.000151,0.004791,1
23.500000,0.000002,0.942661,-0.000358,0.012064,0,0.000021,0.099959,0.005981,1.312132,0.000129,0.558930,0.004114,1.578790,-0.000363,0,254.108295,1,stable,0.000531,0.002891,1
23.600000,0.000000,0.934548,-0.000318,0.011115,0,0.000019,0.106108,0.005470,1.313467,0.000129,0.558959,0.001171,1.576332,-0.000748,0,255.197129,1,stable,0.000738,0.001010,1
23.700000,-0.000000,0.927558,-0.000224,0.010170,0,0.000029,0.118658,0.004970,1.317356,0.000128,0.558961,0.001985,1.576332,0.061497,0,256.295333,1,stable,0.000783,-0.000696,1
23.800000,-0.000001,0.923592,-0.000078,0.009232,0,0.000019,0.131736,0.004480,1.323459,0.000128,0.558951,0.003552,1.576332,0.125501,0,267.746207,1,stable,0.000688,-0.002620,1
23.900000,-0.000002,0.923588,0.000076,0.008302,0,0.000018,0.145167,0.004002,1.331227,0.000127,0.558812,0.004470,1.576332,0.130779,0,280.268149,1,stable,0.000441,-0.003856,1
24,-0.000001,0.926469,0.000164,0.007385,0,0.000019,0.158897,0.003537,1.339942,0.000127,0.558504,0.003356,1.576332,0.134305,0,284.253485,1,stable,0.000107,-0.003087,1
24.100000,-0.000000,0.928852,0.000184,0.006488,0,0.000018,0.173013,0.003088,1.348769,0.000126,0.558372,0.001669,1.573965,0.137307,0,288.353797,1,stable,-0.000148,-0.001630,1
24.200000,-0.000000,0.926365,0.000178,0.005618,0,0.000018,0.187730,0.002658,1.356829,0.000126,0.558357,0.000655,1.573965,0.141154,0,289.469800,1,stable,-0.000272,-0.000285,1
24.300000,0.000000,0.916137,0.000104,0.004786,0,0.000020,0.203369,0.002252,1.363293,0.000125,0.558357,0.001685,1.573965,0.147170,0,290.594474,1,stable,-0.000282,0.001047,1
24.400000,0.000000,0.899078,0.000001,0.004002,0,0.000021,0.220295,0.001873,1.367475,0.000125,0.558366,0.001983,1.573965,0.156386,0,317.105701,1,stable,-0.000183,0.001626,1
24.500000,0.000000,0.880554,-0.000055,0.003280,0,0.000021,0.238844,0.001527,1.368921,0.000124,0.558395,0.001833,1.573965,0.169266,0,348.939834,1,stable,-0.000042,0.001470,1
24.600000,0.000000,0.868472,-0.000076,0.002631,0,0.000020,0.265043,0.001219,1.367475,0.000124,0.558445,0.001375,1.571615,0.185490,0,354.296429,1,stable,0.000079,0.001070,1
24.700000,0.000000,0.869010,-0.000076,0.002063,0,0.000018,0.298346,0.000951,1.363293,0.000123,0.558598,0.000867,1.571615,0.261989,0,359.820047,1,transitoire,0.000162,0.000676,1
24.800000,0.000000,0.882722,-0.000060,0.001582,0,0.000020,0.331640,0.000726,1.356829,0.000123,0.558971,0.000464,1.571615,0.333029,0,364.537572,1,transitoire,0.000208,0.000360,1
24.900000,-0.000000,0.904370,-0.000040,0.001185,0,0.000018,0.363625,0.000542,1.348769,0.000122,0.559182,0.000204,1.571615,0.332940,0,369.380442,1,transitoire,0.000227,0.000137,1
25,-0.000000,0.926469,-0.000022,0.000870,0,0.000020,0.393179,0.000396,1.339942,0.000122,0.559143,0.000341,1.571615,0.319852,0,373.275602,1,transitoire,0.000227,-0.000006,1
25.100000,-0.000000,0.943205,-0.000009,0.000625,0,0.000020,0.419493,0.000284,1.331227,0.000121,0.559228,0.000403,1.569236,0.295537,0.100000,377.253789,1,transitoire,0.000215,-0.000086,1
25.200000,-0.000000,0.952136,-0.000000,0.000441,0,0.000020,0.442151,0.000200,1.323459,0.000121,0.560385,0.000412,1.569236,0.263139,0.200000,379.162962,1,transitoire,0.000197,-0.000117,1
25.300000,-0.000000,0.953688,0.000004,0.000306,0,0.000019,0.461141,0.000138,1.317356,0.000120,0.568901,0.000385,1.569236,0.226585,0.300000,381.091557,1,transitoire,0.000178,-0.000115,1
25.400000,-0.000000,0.949772,0.000006,0.000210,0,0.000019,0.476805,0.000095,1.313467,0.000120,0.578957,0.000340,1.569236,0.189900,0.400000,384.716957,1,transitoire,0.000160,-0.000092,1
25.500000,-0.000000,0.942661,0.000006,0.000142,0,0.000020,0.489757,0.000064,1.312132,0.000119,0.584119,0.000289,1.569236,0.156634,0.500000,388.411998,1,transitoire,0.000144,-0.000061,1
25.600000,-0.000000,0.934548,0.000005,0.000094,0,0.000020,0.506391,0.000042,1.313467,0.000119,0.584381,0.000244,1.566740,0.129524,0.600000,408.641763,1,transitoire,0.000132,-0.000032,1
25.700000,-0.000000,0.927558,0.000003,0.000062,0,0.000019,0.527058,0.000028,1.317356,0.000118,0.583509,0.000209,1.566740,0.166343,0.700000,431.094575,1,transitoire,0.000123,-0.000011,1
25.800000,0.000000,0.923592,0.000002,0.000041,0,0.000020,0.546067,0.000018,1.323459,0.000118,0.586084,0.000185,1.566740,0.206668,0.800000,437.469082,1,transitoire,0.000116,0.000002,1
25.900000,0.000000,0.923588,0.000001,0.000026,0,0.000020,0.563415,0.000012,1.331227,0.000117,0.602768,0.000171,1.566740,0.190090,0.900000,444.034935,1,transitoire,0.000110,0.000007,1
26,0.000000,0.926469,-0.000000,0.000017,0,0.000021,0.579210,0.000008,1.339942,0.000117,0.631285,0.000163,1.566740,0.173480,1,444.508765,1,transitoire,0.000105,0.000007,1
26.100000,0.000000,0.928852,-0.000000,0.000011,0,0.000020,0.593704,0.000005,1.348769,0.000116,0.658288,0.000157,1.564325,0.157949,1.100000,444.983607,1,transitoire,0.000101,0.000005,1
26.200000,0.000000,0.926365,-0.000000,0.000007,0,0.000020,0.607324,0.000003,1.356829,0.000116,0.674208,0.000152,1.564325,0.144936,1.200000,447.928372,1,transitoire,0.000096,0.000002,1
26.300000,0.000000,0.916137,-0.000000,0.000004,0,0.000020,0.620699,0.000002,1.363293,0.000116,0.688216,0.000146,1.564325,0.136200,1.300000,450.912371,1,transitoire,0.000091,0.000000,1
26.400000,-0.000000,0.899078,-0.000000,0.000003,0,0.000020,0.634674,0.000001,1.367475,0.000115,0.692155,0.000140,1.564325,0.133756,1.400000,511.505099,1,transitoire,0.000087,-0.000000,1
