t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000002,0.990999,0,0.001002,0,0.000031,0,0.000457,1.346064,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.346064
0.100000,0.000415,0.992025,0,0.001471,0,0.000025,2.444680,0.000677,1.348022,0,1,0.100000,0.469038,2.444680,0,0,1,1,1,stable,0.469099,0.000061,0.187076,0.187076,0.120927,0.000677,1.348022
0.200000,0.000978,0.992393,-0.000000,0.002097,0,0.000024,2.129198,0.000979,1.349188,0,1,0.100000,0.445396,2.129198,24.446802,0,1,1,1,stable,0.445649,0.000252,0.309128,0.309128,0.141753,0.000979,1.349188
0.300000,0.001447,0.991886,-0.000003,0.002932,0,0.000023,2.096146,0.001391,1.349444,0.000000,0.993307,0.100000,0.422737,2.096146,-3.154818,0,1,1,1,stable,0.423387,0.000650,0.496809,0.496809,0.162379,0.001391,1.349444
0.400000,0.001570,0.990695,-0.000014,0.004060,0,0.000023,0.642574,0.001963,1.348763,0.000023,0.993307,0.100000,0.401539,0.642574,-0.330526,0,1,1,1,stable,0.402270,0.000731,0.463942,0.463942,0.182707,0.001963,1.348763
0.500000,0.001285,0.989342,-0.000038,0.005308,0,0.000050,1.660261,0.002629,1.347216,0.000124,0.993307,0.100000,0.381319,1.660261,-14.535721,0,1,1,1,stable,0.382216,0.000897,0.630600,0.630600,0.202643,0.002629,1.347216
0.600000,0.000947,0.988433,-0.000050,0.006837,0,0.000048,1.136978,0.003479,1.344959,0.000224,0.993307,0.100000,0.362436,1.136978,10.176870,0,1,1,1,stable,0.363177,0.000742,0.733838,0.733838,0.222096,0.003479,1.344959
0.700000,0.000454,0.988383,-0.000069,0.008237,0,0.000047,0.740105,0.004365,1.342217,0.000199,0.993307,0.100000,0.344862,0.740105,-5.232828,0,1,1,1,stable,0.345079,0.000216,0.778558,0.778558,0.240981,0.004365,1.342217
0.800000,-0.000756,0.989247,-0.000041,0.009347,0,0.000046,1.237617,0.005251,1.339265,0.000171,0.993307,0.100000,0.328850,1.237617,-3.968727,0,1,1,1,stable,0.327842,-0.001008,0.923176,0.923176,0.259218,0.005251,1.339265
0.900000,-0.003139,0.990726,0.000042,0.010209,3,0.000044,0.835698,0.006133,1.336391,0.000264,0.993307,0.100000,0.314809,0.835698,4.975116,0,1,1,1,stable,0.311369,-0.003440,1,1,0.276734,0.006133,1.336391
1,-0.005277,0.992322,0.000141,0.011017,3,0.000045,42.091314,0.006967,1.333875,0.000773,0.993307,0.560259,0.296119,2.286939,-4.019185,0,3.261305,1,1,transitoire,0.295522,-0.000597,0.107147,0.107147,0.293459,0.006967,1.333875
1.100000,-0.007380,0.993534,0.000160,0.016100,0,0.000048,2.332075,0.010181,1.331956,0.000699,0.993307,0.571007,0.281681,15.555064,412.556153,0,5.393852,1,1,transitoire,0.280697,-0.000984,0.125944,0.125944,0.309334,0.010181,1.331956
1.200000,-0.004751,0.994015,0.000013,0.018480,3,0.000047,4.086263,0.012297,1.330819,0.000663,0.993307,0.524167,0.268527,15.622690,-397.592386,0,6.521478,1,1,transitoire,0.266583,-0.001944,0.354104,0.354104,0.324303,0.012297,1.330819
1.300000,-0.001133,0.993658,0.000033,0.020305,3,0.000046,0.786992,0.014455,1.330571,0.010171,0.993305,0.347251,0.253606,16.207419,17.541877,0,5.743423,1,1,chronique,0.253097,-0.000509,0.356939,0.356939,0.338318,0.014455,1.330571
1.400000,-0.001223,0.992598,0.000167,0.025090,3,0.000048,2.585452,0.018431,1.331233,0.008541,0.993306,0.302459,0.240956,16.207419,-32.992706,0,6.104212,1,1,transitoire,0.240400,-0.000555,0.510554,0.510554,0.351335,0.018431,1.331233
1.500000,-0.005969,0.991176,0.000237,0.029454,0,0.000046,1.168600,0.022202,1.332745,0.010811,0.993305,0.338004,0.230793,16.254343,17.984601,0,6.036865,1,1,chronique,0.228336,-0.002458,0.544723,0.544723,0.363320,0.022202,1.332745
1.600000,-0.004447,0.989847,0.000261,0.033514,0,0.000045,2.126879,0.025376,1.334960,0.019721,0.993303,0.532973,0.216333,12.801927,-14.168525,0,5.886489,1,1,transitoire,0.216720,0.000387,0.703796,0.703796,0.374240,0.025376,1.334960
1.700000,0.006574,0.989051,-0.000145,0.042015,0,0.000045,1.793253,0.031792,1.337666,0.020077,0.993303,0.497495,0.191082,12.801927,9.582789,0,5.743423,1,1,chronique,0.205915,0.014833,0.817889,0.817889,0.384069,0.031792,1.337666
1.800000,0.014175,0.989055,-0.000678,0.056842,0,0.000044,2.152242,0.045266,1.340595,0.051543,0.993297,0.692463,0.161257,12.801927,-3.336253,0,5.402114,1,1,transitoire,0.196820,0.035562,0.940764,0.940764,0.392784,0.045266,1.340595
1.900000,0.006776,0.989824,-0.001054,0.075880,3,0.000045,1.778855,0.064153,1.343451,0.037261,0.993300,0.750233,0.150384,12.801927,3.589890,0,9.794201,1,1,chronique,0.189856,0.039471,1,1,0.400369,0.064153,1.343451
2,0.000675,0.990999,-0.001281,0.092277,3,0.000046,46.415729,0.074076,1.345984,0.099252,0.993288,0.640755,0.181380,12.801927,-3.733877,0,9.394531,0.732816,1,transitoire,0.183556,0.002176,0.100000,0.100000,0.406809,0.074076,1.345984
2.100000,-0.009755,0.992025,-0.000779,0.055154,3,0.000048,5.691319,0.050276,1.348019,0.072289,0.993293,0.666338,0.176265,19.524688,446.368744,0,9.794201,0.731257,0.987277,transitoire,0.174554,-0.001711,0.209580,0.209580,0.412092,0.050276,1.348019
2.200000,-0.015958,0.992393,0.000029,0.055972,4,0.000047,2.677935,0.053191,1.349190,0.073962,0.993293,0.724452,0.171587,20.174015,-407.244104,0,9.394531,0.733382,0.975640,transitoire,0.165688,-0.005899,0.361742,0.361742,0.416209,0.053191,1.349190
2.300000,-0.016841,0.991886,0.000064,0.058056,4,0.000047,1.605166,0.056889,1.349451,0.072127,0.993293,0.667152,0.165392,20.192512,-30.133832,0,10.160944,0.732514,0.965107,chronique,0.156926,-0.008465,0.440974,0.440974,0.419154,0.056889,1.349451
2.400000,-0.000541,0.990695,0.000115,0.066251,1,0.000046,2.404443,0.063779,1.348761,0.078395,0.993292,0.577884,0.142904,20.192512,-10.727696,0,7.151705,0.733816,0.955415,transitoire,0.148395,0.005491,0.575351,0.575351,0.420923,0.063779,1.348761
