t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000024,0,0.000457,1.339942,0,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.880797,0.000000,0.100000,0.000457,1.339942
0.100000,0.001825,0.992522,0,0.001655,0,0.000023,0.165103,0.000765,1.342872,0,0.100000,0.469099,0.165103,0,0,1,1,stable,0.469099,0.000000,0.879955,0.000000,0.120927,0.000765,1.342872
0.200000,0.004999,0.992728,-0.000000,0.002564,0,0.000022,0.232784,0.001211,1.345525,0,0.100000,0.445644,0.232784,1.651035,0,1,1,stable,0.445644,0.000000,0.879107,0.000000,0.141753,0.001211,1.345525
0.300000,0.008335,0.992063,-0.000000,0.003763,0,0.000021,0.317015,0.001829,1.347639,0,0.100000,0.423362,0.317015,0.676804,0,1,1,stable,0.423362,0.000000,0.878254,0.000000,0.162379,0.001829,1.347639
0.400000,0.009668,0.990669,-0.000000,0.005274,0,0.000023,0.420484,0.002660,1.348999,0.000634,0.100000,0.402194,0.420484,0.842313,0,1,1,stable,0.402194,0.000000,0.877396,0.000000,0.182707,0.002660,1.348999
0.500000,0.008327,0.989045,-0.000000,0.007113,0,0.000023,0.546727,0.003750,1.349468,0.005611,0.100000,0.382084,0.546727,1.034684,0,1,1,stable,0.382084,0.000000,0.876533,0.000000,0.202643,0.003750,1.349468
0.600000,0.006352,0.987842,-0.000000,0.009291,0,0.000021,0.703516,0.005154,1.348999,0.011239,0.100000,0.362980,0.703516,1.262434,0,1,1,stable,0.362980,0.000000,0.875665,0.000000,0.222096,0.005154,1.348999
0.700000,0.003708,0.987566,-0.000000,0.011825,0,0.000021,0.895209,0.006934,1.347639,0.009714,0.100000,0.344831,0.895209,1.567891,0,1,1,stable,0.344831,0.000000,0.874791,0.000000,0.240981,0.006934,1.347639
0.800000,-0.005940,0.988351,-0.000000,0.014739,0,0.000022,1.122222,0.009163,1.345525,0.008718,0.100000,0.327589,1.122222,1.916926,0,1,1,stable,0.327589,-0.000000,0.873912,0.000000,0.259218,0.009163,1.345525
0.900000,-0.027445,0.989907,0.000000,0.018066,0,0.000023,1.165882,0.011918,1.342872,0.023590,0.100000,0.311210,1.165882,2.270138,0,1,1,stable,0.311210,-0.000000,0.873028,0.000000,0.276734,0.011918,1.342872
