event_type,t_start,t_end,metric,value,severity,scale
fractal_pattern,150,250,S(t),0.764932,medium,10/100
fractal_pattern,250,350,S(t),0.868685,medium,10/100
fractal_pattern,350,450,S(t),0.864455,medium,10/100
fractal_pattern,450,550,S(t),0.857222,medium,10/100
fractal_pattern,550,650,S(t),0.866557,medium,10/100
fractal_pattern,650,750,S(t),0.854486,medium,10/100
fractal_pattern,750,850,S(t),0.865029,medium,10/100
fractal_pattern,850,950,S(t),0.855787,medium,10/100
fractal_pattern,950,1050,S(t),0.860135,medium,10/100
fractal_pattern,1050,1150,S(t),0.861332,medium,10/100
fractal_pattern,1150,1250,S(t),0.859908,medium,10/100
fractal_pattern,1250,1350,S(t),0.865698,medium,10/100
fractal_pattern,1350,1450,S(t),0.867738,medium,10/100
fractal_pattern,1450,1550,S(t),0.865057,medium,10/100
fractal_pattern,1550,1650,S(t),0.876817,medium,10/100
fractal_pattern,1650,1750,S(t),0.860678,medium,10/100
fractal_pattern,1750,1850,S(t),0.875493,medium,10/100
fractal_pattern,1850,1950,S(t),0.858991,medium,10/100
fractal_pattern,1950,2050,S(t),0.867609,medium,10/100
fractal_pattern,2050,2150,S(t),0.859263,medium,10/100
fractal_pattern,2150,2250,S(t),0.859408,medium,10/100
fractal_pattern,2250,2350,S(t),0.856533,medium,10/100
fractal_pattern,2350,2450,S(t),0.863160,medium,10/100
fractal_pattern,2450,2550,S(t),0.848338,medium,10/100
fractal_pattern,2550,2650,S(t),0.872748,medium,10/100
fractal_pattern,2650,2750,S(t),0.838682,medium,10/100
fractal_pattern,2750,2850,S(t),0.877288,medium,10/100
fractal_pattern,2850,2950,S(t),0.830836,medium,10/100
fractal_pattern,2950,3050,S(t),0.873055,medium,10/100
fractal_pattern,3050,3150,S(t),0.833237,medium,10/100
fractal_pattern,3150,3250,S(t),0.865411,medium,10/100
fractal_pattern,3250,3350,S(t),0.841278,medium,10/100
fractal_pattern,3350,3450,S(t),0.862929,medium,10/100
fractal_pattern,3450,3550,S(t),0.850353,medium,10/100
fractal_pattern,3550,3650,S(t),0.868625,medium,10/100
fractal_pattern,3650,3750,S(t),0.855466,medium,10/100
fractal_pattern,3750,3850,S(t),0.873129,medium,10/100
fractal_pattern,3850,3950,S(t),0.855479,medium,10/100
fractal_pattern,3950,4050,S(t),0.872017,medium,10/100
fractal_pattern,4050,4150,S(t),0.850931,medium,10/100
fractal_pattern,4150,4250,S(t),0.867001,medium,10/100
fractal_pattern,4250,4350,S(t),0.843017,medium,10/100
fractal_pattern,4350,4450,S(t),0.864677,medium,10/100
fractal_pattern,4450,4550,S(t),0.839258,medium,10/100
fractal_pattern,4550,4650,S(t),0.869029,medium,10/100
fractal_pattern,4650,4750,S(t),0.842861,medium,10/100
fractal_pattern,4750,4850,S(t),0.874045,medium,10/100
fractal_pattern,4850,4950,S(t),0.851731,medium,10/100
fractal_pattern,4950,5050,S(t),0.872579,medium,10/100
fractal_pattern,5050,5150,S(t),0.861534,medium,10/100
fractal_pattern,5150,5250,S(t),0.863823,medium,10/100
fractal_pattern,5250,5350,S(t),0.860604,medium,10/100
fractal_pattern,5350,5450,S(t),0.856641,medium,10/100
fractal_pattern,5450,5550,S(t),0.851755,medium,10/100
fractal_pattern,5550,5650,S(t),0.858802,medium,10/100
fractal_pattern,5650,5750,S(t),0.842277,medium,10/100
fractal_pattern,5750,5850,S(t),0.864804,medium,10/100
fractal_pattern,5850,5950,S(t),0.836667,medium,10/100
fractal_pattern,5950,6050,S(t),0.869969,medium,10/100
fractal_pattern,6050,6150,S(t),0.840406,medium,10/100
fractal_pattern,6150,6250,S(t),0.868708,medium,10/100
fractal_pattern,6250,6350,S(t),0.847948,medium,10/100
fractal_pattern,6350,6450,S(t),0.865109,medium,10/100
fractal_pattern,6450,6550,S(t),0.852565,medium,10/100
fractal_pattern,6550,6650,S(t),0.865273,medium,10/100
fractal_pattern,6650,6750,S(t),0.850832,medium,10/100
fractal_pattern,6750,6850,S(t),0.866337,medium,10/100
fractal_pattern,6850,6950,S(t),0.849732,medium,10/100
fractal_pattern,6950,7050,S(t),0.868474,medium,10/100
fractal_pattern,7050,7150,S(t),0.848689,medium,10/100
fractal_pattern,7150,7250,S(t),0.867552,medium,10/100
fractal_pattern,7250,7350,S(t),0.847661,medium,10/100
fractal_pattern,7350,7450,S(t),0.866910,medium,10/100
fractal_pattern,7450,7550,S(t),0.848806,medium,10/100
fractal_pattern,7550,7650,S(t),0.869073,medium,10/100
fractal_pattern,7650,7750,S(t),0.845072,medium,10/100
fractal_pattern,7750,7850,S(t),0.871268,medium,10/100
fractal_pattern,7850,7950,S(t),0.839872,medium,10/100
fractal_pattern,7950,8050,S(t),0.873425,medium,10/100
fractal_pattern,8050,8150,S(t),0.838775,medium,10/100
fractal_pattern,8150,8250,S(t),0.871567,medium,10/100
fractal_pattern,8250,8350,S(t),0.841485,medium,10/100
fractal_pattern,8350,8450,S(t),0.870005,medium,10/100
fractal_pattern,8450,8550,S(t),0.848349,medium,10/100
fractal_pattern,8550,8650,S(t),0.870220,medium,10/100
fractal_pattern,8650,8750,S(t),0.850307,medium,10/100
fractal_pattern,8750,8850,S(t),0.868163,medium,10/100
fractal_pattern,8850,8950,S(t),0.850010,medium,10/100
fractal_pattern,8950,9050,S(t),0.867047,medium,10/100
fractal_pattern,9050,9150,S(t),0.848321,medium,10/100
fractal_pattern,9150,9250,S(t),0.865961,medium,10/100
fractal_pattern,9250,9350,S(t),0.842923,medium,10/100
fractal_pattern,9350,9450,S(t),0.866578,medium,10/100
fractal_pattern,9450,9550,S(t),0.843175,medium,10/100
fractal_pattern,9550,9650,S(t),0.868903,medium,10/100
fractal_pattern,9650,9750,S(t),0.847619,medium,10/100
fractal_pattern,9750,9850,S(t),0.870196,medium,10/100
fractal_pattern,9850,9950,S(t),0.855548,medium,10/100
fractal_pattern,150,250,C(t),0.740017,medium,10/100
fractal_pattern,250,350,C(t),0.846921,medium,10/100
fractal_pattern,300,400,C(t),0.846971,medium,10/100
fractal_pattern,400,500,C(t),0.792216,medium,10/100
fractal_pattern,500,600,C(t),0.894589,medium,10/100
fractal_pattern,550,650,C(t),0.882956,medium,10/100
fractal_pattern,600,700,C(t),0.738126,medium,10/100
fractal_pattern,650,750,C(t),0.883348,medium,10/100
fractal_pattern,700,800,C(t),0.760553,medium,10/100
fractal_pattern,750,850,C(t),0.819664,medium,10/100
fractal_pattern,800,900,C(t),0.873164,medium,10/100
fractal_pattern,900,1000,C(t),0.824436,medium,10/100
fractal_pattern,1000,1100,C(t),0.902826,high,10/100
fractal_pattern,1050,1150,C(t),0.823112,medium,10/100
fractal_pattern,1100,1200,C(t),0.853362,medium,10/100
fractal_pattern,1150,1250,C(t),0.877964,medium,10/100
fractal_pattern,1200,1300,C(t),0.862428,medium,10/100
fractal_pattern,1250,1350,C(t),0.756026,medium,10/100
fractal_pattern,1300,1400,C(t),0.864682,medium,10/100
fractal_pattern,1400,1500,C(t),0.825492,medium,10/100
fractal_pattern,1500,1600,C(t),0.901010,high,10/100
fractal_pattern,1550,1650,C(t),0.741776,medium,10/100
fractal_pattern,1600,1700,C(t),0.895489,medium,10/100
fractal_pattern,1650,1750,C(t),0.828579,medium,10/100
