t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,0,1,0,0.001002,0,0.000034,0,0.000457,1.532226,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,0,0.100000,0.100000,0.100000,0.000457,1.532226
0.100000,0.000877,1.000000,0,0.002075,0,0.000030,3.164572,0.000970,1.535085,0,1,0.100000,0.444305,3.164572,0,0,1,1,1,stable,0.444409,0.000104,0.237969,0.237969,0.120927,0.000970,1.535085
0.200000,0.002550,0.999999,0,0.003792,0,0.000028,1.921795,0.001847,1.537949,0,1,0.100000,0.399504,1.921795,31.645721,0,1,1,1,stable,0.399985,0.000481,0.337417,0.337417,0.141753,0.001847,1.537949
0.300000,0.003833,0.999999,-0.000005,0.006348,0,0.000027,0.916723,0.003277,1.540815,0,1,0.100000,0.359151,0.916723,-12.427775,0,1,1,1,stable,0.360065,0.000913,0.350925,0.350925,0.162379,0.003277,1.540815
0.400000,0.003480,0.999998,-0.000025,0.009814,0,0.000027,2.704473,0.005438,1.543680,0.000556,0.993307,0.100000,0.322517,2.704473,-10.050713,0,1,1,1,stable,0.324206,0.001688,0.518289,0.518289,0.182707,0.005438,1.543680
0.500000,0.003803,0.999997,-0.000062,0.014644,0,0.000051,2.207515,0.008706,1.546540,0.003012,0.993307,0.100000,0.289685,2.207515,17.877493,0,1,1,1,stable,0.292058,0.002374,0.584228,0.584228,0.202643,0.008706,1.546540
0.600000,0.004678,0.999996,-0.000160,0.019975,0,0.000048,2.218084,0.013022,1.549393,0.001806,0.993307,0.100000,0.260154,2.218084,-4.969578,0,1,1,1,stable,0.263237,0.003083,0.656693,0.656693,0.222096,0.013022,1.549393
0.700000,0.002946,0.999994,-0.000183,0.025929,3,0.000047,2.460383,0.018864,1.552237,0.001762,0.993307,0.100000,0.234713,2.460383,0.105692,0,1,1,1,stable,0.237412,0.002699,0.801393,0.801393,0.240981,0.018864,1.552237
0.800000,-0.004024,0.999992,-0.000018,0.033128,3,0.000047,1.844890,0.026226,1.555070,0.003629,0.993306,0.100000,0.217582,1.844890,2.422989,0,1,1,1,stable,0.214107,-0.003475,0.877220,0.877220,0.259218,0.026226,1.555070
0.900000,-0.015036,0.999991,0.000305,0.034999,1,0.000047,1.373125,0.031121,1.557896,0.017539,0.993304,0.100000,0.202023,1.373125,-6.154926,0,1,1,1,stable,0.192134,-0.009889,0.919905,0.919905,0.276734,0.031121,1.557896
