t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
1,-0.008191,0.999989,0.000283,0.041622,1,0.000082,36.385249,0.037644,1.560705,0.027719,0.993302,0.672442,0.171913,2.826812,-2.317426,0,3.765217,1,1,transitoire,0.171675,-0.000238,0.112413,0.123599,adaptive,0.293459,0.037644,1.560705,0,0,0,0.112413,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.100000,0.006875,0.999987,-0.000318,0.061195,3,0.000159,3.650199,0.057065,1.563460,0.009614,0.993305,0.488280,0.151957,14.012957,349.057204,0,3.658627,1,1,transitoire,0.154469,0.002511,0.183923,0.201939,adaptive,0.309334,0.057065,1.563460,0,0,0,0.183923,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.200000,0.002501,0.999985,-0.000111,0.077574,3,0.000076,2.577287,0.074132,1.566229,0.034597,0.993301,0.699445,0.133204,14.431161,-327.350502,0,3.543621,1,1,transitoire,0.139428,0.006224,0.257563,0.281830,adaptive,0.324303,0.074132,1.566229,0,0,0,0.257563,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.300000,-0.059748,0.999982,0.000188,0.095612,4,0.000071,2.750401,0.092360,1.568981,0.048650,0.993298,0.700485,0.143190,14.431161,-10.729118,0,3.658627,1,1,transitoire,0.126492,-0.016697,0.400023,0.434230,tanh,0.338318,0.092360,1.568981,0,0,0,0.400023,tanh,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.400000,-0.096207,0.999980,0.000720,0.086467,4,0.000070,1.593087,0.084083,1.571632,0.090222,0.993290,0.885321,0.141938,14.431161,1.731145,0,15.108800,1,1,chronique,0.111141,-0.030797,0.472677,0.514948,spiral_log,0.351335,0.084083,1.571632,0,0,0,0.472677,spiral_log,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.500000,-0.042015,0.999978,0.000197,0.087498,3,0.000068,2.289743,0.086393,1.574258,0.045824,0.993298,0.806553,0.099943,14.431161,-11.573138,0,23.587004,1,1,transitoire,0.095044,-0.004899,0.612696,0.666413,adaptive,0.363320,0.086393,1.574258,0,0,0,0.612696,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.600000,-0.007251,0.999976,-0.000318,0.137580,4,0.000067,2.724269,0.129570,1.576934,0.218594,0.993266,0.643896,0.071183,11.510971,6.966559,0,23.561987,1,1,transitoire,0.084747,0.021273,0.796842,0.843484,resonance,0.374240,0.129570,1.576934,0,0,0,0.796842,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.700000,-0.115585,0.999974,0.000884,0.158990,1,0.000067,2.013742,0.157108,1.579428,0.217206,0.993266,0.666813,0.080393,11.510971,4.345261,0,23.537023,1,1,transitoire,0.079715,0.050276,0.760025,0.786804,resonance,0.384069,0.157108,1.579428,0,0,0,0.760025,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.800000,-0.143042,0.999972,0.000115,0.184660,4,0.000070,2.612706,0.163395,1.581865,1.868078,0.992943,0.804348,0.089730,11.510971,-7.105276,0,25.611014,1,1,transitoire,0.079878,0.117242,0.871542,0.876872,resonance,0.392784,0.163395,1.581865,0,0,0,0.871542,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
1.900000,-0.073489,0.999970,-0.002330,0.159298,4,0.000120,3.092057,0.155540,1.584257,0.309063,0.993248,0.710109,0.074822,11.510971,5.989646,0,28.963518,1,1,transitoire,0.090860,0.062655,1,0.949537,resonance,0.400369,0.155540,1.584257,1,1,1,1,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
2,-0.059773,0.999968,-0.003901,0.196349,2,0.000115,10.686232,0.175181,1.586560,1.295701,0.993056,0.619171,0.097535,11.596385,4.793509,0,24.215749,0.741223,1,transitoire,0.091911,-0.005624,0.350000,0.352633,resonance,0.406809,0.175181,1.586560,1,1,1,0.350000,resonance,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.400000,0.500000
2.100000,-0.084993,0.999967,-0.001819,0.143917,3,0.000113,4.247334,0.141458,1.589261,0.330035,0.993244,0.642622,0.095264,11.414354,75.941751,0,20.805295,0.747808,0.987677,transitoire,0.081810,-0.012920,0.426023,0.450375,tanh,0.412092,0.141458,1.589261,1,1,1,0.426023,tanh,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.500000,0.500000
2.200000,-0.158627,0.999965,-0.001250,0.145650,4,0.000071,5.050485,0.138472,1.591779,2.431168,0.992829,0.600120,0.065903,11.645410,-64.388982,0,20.251642,0.754778,0.976774,transitoire,0.071539,0.008748,0.252324,0.265595,adaptive,0.416209,0.138472,1.591779,0,0,0,0.252324,adaptive,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.500000,0.500000
2.300000,-0.101036,0.999964,0.000889,0.180937,4,0.000070,3.303119,0.172757,1.594208,3.383993,0.992633,0.606556,0.100668,12.003900,8.031511,0,21.875910,0.758463,0.967122,transitoire,0.065800,-0.034868,0.471127,0.486041,adaptive,0.419154,0.172757,1.594208,0,0,0,0.471127,adaptive,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.600000,0.600000
2.400000,-0.126833,0.999963,0.001872,0.148221,4,0.000071,1.469298,0.144533,1.596314,1.940227,0.992928,0.534198,0.098018,12.003900,-17.473663,0,20.543980,0.764114,0.958428,chronique,0.053579,-0.044439,0.508770,0.538408,resonance,0.420923,0.144533,1.596314,0,0,0,0.508770,resonance,0,0.841532,0.200000,0.200000,0.200000,0.200000,0.600000,0.600000
2.500000,-0.099574,0.999963,0.000721,0.169614,2,0.000070,2.944321,0.157630,1.598329,1.607104,0.992995,0.597651,0.059727,12.003900,-18.338210,0,19.364933,0.769048,0.950655,transitoire,0.041030,0.039304,0.626121,0.659442,tanh,0.421513,0.157630,1.598329,0,0,0,0.626121,tanh,0,0.841532,0.600000,0.600000,0.600000,0.200000,0.600000,0.600000
2.600000,-0.183274,0.999963,-0.001753,0.213718,4,0.000070,1.455874,0.203248,1.600677,0.822585,0.993149,0.552831,0.075716,10.553770,14.750231,0,14.287713,0.773349,0.943670,chronique,0.043287,0.088673,0.705321,0.705101,spiral_log,0.420923,0.203248,1.600677,0,0,0,0.705321,spiral_log,0,0.841979,0.600000,0.600000,0.600000,0.200000,0.700000,0.600000
2.700000,-0.172210,0.999963,-0.000345,0.189563,2,0.000066,1.232401,0.182917,1.602845,3.716811,0.992563,0.598808,0.090793,10.553770,-14.884469,0,13.078703,0.775719,0.937362,chronique,0.053305,0.012117,0.805136,0.786581,resonance,0.419154,0.182917,1.602845,0,0,0,0.805136,resonance,0,0.851739,0.600000,0.600000,0.600000,0.200000,0.700000,0.600000
2.800000,-0.015318,0.999963,0.000260,0.188983,4,0.000067,3.340427,0.161839,1.604727,3.924402,0.992519,0.567821,0.063641,10.553770,-2.234732,0,6.542199,0.779061,0.931589,transitoire,0.049935,-0.013706,0.894588,0.903938,resonance,0.416209,0.161839,1.604727,0,0,0,0.894588,resonance,0,0.862316,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
2.900000,-0.213752,0.999963,-0.002338,0.179126,4,0.000066,3.566406,0.170918,1.606455,6.536479,0.991944,0.556645,0.170070,10.559988,21.080254,0,11.964345,0.777447,0.926330,transitoire,0.042724,-0.026918,1,0.990711,resonance,0.412092,0.170918,1.606455,0,0,0,1,resonance,0,0.850844,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3,-0.043100,0.999964,0.000259,0.074335,4,0.000134,46.316359,0.068566,1.608302,4.297094,0.992439,0.655253,0.037640,10.597651,2.259798,0,7.456422,0.779532,0.921367,transitoire,0.034097,-0.002628,0.109818,0.112974,adaptive,0.406809,0.068566,1.608302,0,0,0,0.109818,adaptive,0,0.849779,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.100000,-0.149292,0.999965,0.002521,0.204034,4,0.000135,5.373036,0.199565,1.610023,5.370265,0.992206,0.626362,0.049096,15.700323,427.499524,0,5.087485,0.779856,0.916792,transitoire,0.030262,-0.005453,0.190306,0.193819,adaptive,0.400369,0.199565,1.610023,0,0,0,0.190306,adaptive,0,0.846334,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.200000,-0.130880,0.999967,-0.000092,0.194670,1,0.000134,1.045701,0.190823,1.611734,4.988786,0.992290,0.614413,0.025685,15.958413,-409.433223,0,5.022629,0.783243,0.912512,chronique,0.026353,0.027019,0.227171,0.231361,adaptive,0.392784,0.190823,1.611734,0,0,0,0.227171,adaptive,0,0.854939,0.600000,0.600000,0.600000,0.200000,0.700000,0.700000
3.300000,-0.147865,0.999968,0.000183,0.218191,2,0.000139,2.924584,0.211049,1.613445,3.300771,0.992650,0.630432,0.047324,15.958413,-43.273350,0,4.959406,0.786259,0.908595,transitoire,0.028090,0.038891,0.442872,0.442865,tanh,0.384069,0.211049,1.613445,0,0,0,0.442872,tanh,0,0.863661,0.600000,0.600000,0.600000,0.200000,0.700000,0.800000
3.400000,-0.251045,0.999970,0.000849,0.200701,4,0.000144,0.615736,0.195386,1.614690,3.797698,0.992546,0.639265,0.066707,15.958413,18.788824,0,4.156661,0.789129,0.904997,chronique,0.031573,0.010477,0.462921,0.460736,spiral_log,0.374240,0.195386,1.614690,0,0,0,0.462921,spiral_log,0,0.871792,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.500000,-0.039941,0.999972,-0.002195,0.181554,4,0.000138,1.859487,0.172702,1.615898,3.794089,0.992547,0.682634,0.024286,15.958413,-23.088478,0,4.201758,0.790154,0.901687,chronique,0.030111,0.034385,0.560982,0.566167,adaptive,0.363320,0.172702,1.615898,0,0,0,0.560982,adaptive,0,0.872950,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.600000,-0.092060,0.999975,-0.004120,0.209853,4,0.000132,1.683886,0.202972,1.617563,7.781673,0.991655,0.654819,0.085533,14.409413,12.437506,0,4.881868,0.789809,0.898588,chronique,0.032663,0.009714,0.694679,0.693223,resonance,0.351335,0.202972,1.617563,0,0,0,0.694679,resonance,0,0.866819,0.600000,0.600000,0.600000,0.200000,0.800000,0.800000
3.700000,-0.180444,0.999977,-0.000638,0.155538,2,0.000136,2.739754,0.147745,1.618991,4.318553,0.992435,0.638272,0.134168,14.409413,-1.756004,0,4.201758,0.815250,0.895648,transitoire,0.030969,-0.078557,0.829686,0.838509,resonance,0.338318,0.147745,1.618991,0,0,0,0.829686,resonance,0,0.869832,0.600000,0.600000,0.600000,0.200000,0.800000,0.900000
3.800000,-0.058812,0.999979,0.002703,0.106159,4,0.000133,4.086272,0.098143,1.620147,4.156230,0.992470,0.651252,0.076135,14.409413,10.558673,0,4.200875,0.817173,0.893533,transitoire,0.015161,-0.056273,0.835827,0.881972,resonance,0.324303,0.098143,1.620147,0,0,0,0.835827,resonance,0,0.875682,0.600000,0.600000,0.600000,0.200000,0.800000,0.900000
3.900000,-0.137620,0.999982,0.000450,0.160067,4,0.000134,2.523136,0.153110,1.621266,9.208601,0.991310,0.627272,0.117986,14.474396,13.465188,0,4.201758,0.817367,0.891575,transitoire,0.004540,-0.031415,1,0.994808,resonance,0.309334,0.153110,1.621266,0,0,0,1,resonance,0,0.873484,0.600000,0.600000,0.600000,0.200000,0.900000,0.900000
4,-0.046032,0.999984,0.001355,0.136563,4,0.000140,27.653193,0.118207,1.622351,6.475268,0.991958,0.625682,0.016975,14.474396,-15.631361,0,4.200875,0.818938,0.889720,transitoire,-0.000997,0.001820,0.164622,0.169613,adaptive,0.293459,0.118207,1.622351,0,0,0,0.164622,adaptive,0,0.877744,0.600000,0.600000,0.600000,0.200000,0.900000,0.900000
4.100000,-0.200761,0.999987,0.003440,0.193954,4,0.000141,2.760194,0.187489,1.623154,9.813230,0.991160,0.625166,0.035617,15.938707,251.300565,0,4.201758,0.818744,0.887993,transitoire,-0.000602,0.016463,0.207582,0.207355,adaptive,0.276734,0.187489,1.623154,0,0,0,0.207582,adaptive,0,0.874377,0.600000,0.600000,0.600000,0.200000,0.900000,0.900000
4.200000,-0.181586,0.999989,-0.000040,0.181846,1,0.000140,0.712037,0.176047,1.623981,5.311125,0.992219,0.638656,0.027612,15.938707,-248.929989,0,4.200875,0.820309,0.886344,chronique,0.002122,0.029734,0.226684,0.224630,adaptive,0.259218,0.176047,1.623981,0,0,0,0.226684,adaptive,0,0.875464,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.300000,-0.031780,0.999991,-0.000298,0.183285,4,0.000139,0.202111,0.176903,1.624719,10.366009,0.991021,0.644548,0.021133,15.938707,-20.481573,0,4.199992,0.821867,0.884809,chronique,0.006720,0.001333,0.228331,0.224843,adaptive,0.240981,0.176903,1.624719,0,0,0,0.228331,adaptive,0,0.879050,0.600000,0.600000,0.600000,0.200000,0.900000,1
4.400000,-0.149800,0.999993,0.000425,0.180643,4,0.000137,2.858815,0.174399,1.625174,11.574441,0.990708,0.634445,0.070955,15.938707,-5.099253,0,4.200875,0.821210,0.883378,transitoire,0.006264,-0.047874,0.495112,0.496963,spiral_log,0.222096,0.174399,1.625174,0,0,0,0.495112,spiral_log,0,0.873201,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.500000,-0.102503,0.999995,-0.000666,0.140651,4,0.000132,2.743516,0.136840,1.625462,10.230512,0.991055,0.649269,0.070473,15.938707,26.567039,0,4.199992,0.822571,0.881997,transitoire,-0.002108,-0.022520,0.661757,0.684521,spiral_log,0.202643,0.136840,1.625462,0,0,0,0.661757,spiral_log,0,0.877410,0.100000,0.100000,0.100000,0.200000,0.900000,1
4.600000,-0.089109,0.999996,-0.002193,0.136288,1,0.000138,1.420020,0.132642,1.626297,11.722670,0.990669,0.644622,0.070704,14.701477,-1.152995,0,3.767703,0.823385,0.880705,chronique,-0.005541,0.010752,0.706775,0.713811,spiral_log,0.182707,0.132642,1.626297,0,0,0,0.706775,spiral_log,0,0.879070,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.700000,-0.076655,0.999997,0.001657,0.145327,2,0.000134,1.476995,0.137892,1.626733,10.129845,0.991081,0.624607,0.067539,14.701477,-13.234953,0,3.416098,0.823964,0.879485,chronique,-0.003247,-0.021482,0.799965,0.792723,resonance,0.162379,0.137892,1.626733,0,0,0,0.799965,resonance,0,0.879908,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.800000,-0.060076,0.999997,0.002626,0.137590,4,0.000134,1.972366,0.128723,1.626756,9.334716,0.991279,0.617513,0.065311,14.701477,0.569743,0,3.344057,0.824315,0.878328,chronique,-0.006398,0.030530,0.912680,0.917899,resonance,0.141753,0.128723,1.626756,0,0,0,0.912680,resonance,0,0.879635,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
4.900000,-0.104986,0.999997,-0.001347,0.127276,2,0.000178,2.493297,0.120886,1.626971,8.623196,0.991453,0.629272,0.097421,14.701477,4.953714,0,3.416098,0.824346,0.877226,transitoire,-0.000819,0.056155,1,0.951253,resonance,0.120927,0.120886,1.626971,1,1,1,1,resonance,0,0.879045,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
5,-0.029063,0.999996,-0.001882,0.105609,4,0.000232,3.543200,0.097494,1.626827,8.883756,0.991390,0.603090,0.054358,14.701477,5.209311,0,3.344057,0.825096,0.876169,transitoire,0.008349,0.027535,1,0.948445,resonance,0.100000,0.097494,1.626827,1,1,1,1,resonance,0,0.879633,0.100000,0.100000,0.100000,0.200000,0.900000,1.100000
5.100000,-0.060668,0.999994,-0.000616,0.128842,4,0.000232,1.929435,0.125981,1.626948,9.908465,0.991136,0.604950,0.086161,13.687088,10.499025,0,3.416098,0.824441,0.875167,chronique,0.011969,0.003134,1,0.966544,resonance,0.079073,0.125981,1.626948,1,1,1,1,resonance,0,0.879231,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.200000,-0.060417,0.999991,-0.001354,0.114425,4,0.000190,1.685696,0.106889,1.626869,9.155183,0.991324,0.618024,0.077425,13.687088,-16.137647,0,3.742550,0.824494,0.874192,chronique,0.011279,-0.019430,0.960000,0.943797,resonance,0.058247,0.106889,1.626869,0,0,0,0.960000,resonance,0,0.880368,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.300000,-0.046031,0.999988,-0.000465,0.106593,2,0.000171,2.161285,0.102494,1.626660,6.322699,0.991993,0.623141,0.064418,13.687088,-2.437390,0,4.137988,0.824547,0.873254,transitoire,0.007008,-0.051314,0.908000,0.921974,spiral_log,0.037621,0.102494,1.626660,0,0,0,0.908000,spiral_log,0,0.881773,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.400000,-0.089511,0.999984,0.002769,0.118591,2,0.000171,1.774166,0.112390,1.626364,6.019118,0.992061,0.629388,0.087167,13.687088,4.755893,0,4.146589,0.824324,0.872352,chronique,-0.001996,-0.089162,0.866400,0.903356,spiral_log,0.017293,0.112390,1.626364,0,0,0,0.866400,spiral_log,0,0.884981,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.500000,-0.010579,0.999978,0.001844,0.100265,4,0.000181,1.776133,0.095134,1.625699,6.366231,0.991983,0.656097,0.027215,13.687088,-3.871195,0,4.137988,0.824838,0.871479,chronique,-0.016223,-0.015181,0.813120,0.867647,resonance,0.001000,0.095134,1.625699,0,0,0,0.813120,resonance,0,0.883651,0.100000,0.100000,0.100000,0.200000,0.900000,1.200000
5.600000,-0.087634,0.999972,-0.001380,0.129775,4,0.000183,1.841917,0.125310,1.625422,7.721768,0.991669,0.659924,0.074348,12.824866,0.019674,0,4.146589,0.823817,0.870646,chronique,-0.017057,0.057291,0.770496,0.769603,resonance,0.001000,0.125310,1.625422,0,0,0,0.770496,resonance,0,0.892483,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.700000,-0.046869,0.999964,0.001192,0.098609,4,0.000188,2.210514,0.096672,1.624893,4.318553,0.992435,0.663994,0.055373,12.824866,0.657841,0,4.137988,0.824306,0.869824,transitoire,-0.006081,0.028813,0.716397,0.675302,spiral_log,0.001000,0.096672,1.624893,0,0,0,0.716397,spiral_log,0,0.890869,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.800000,-0.048963,0.999955,0.002340,0.117243,4,0.000182,1.601697,0.113435,1.623873,6.805689,0.991882,0.668436,0.052908,12.824866,3.685971,0,4.146589,0.824133,0.869039,chronique,-0.000811,0.008371,0.673117,0.655828,spiral_log,0.001000,0.113435,1.623873,0,0,0,0.673117,spiral_log,0,0.895077,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
5.900000,-0.052000,0.999945,-0.001114,0.120009,4,0.000177,0.772916,0.115847,1.622931,3.772313,0.992551,0.686083,0.051867,12.824866,-6.088174,0,4.155226,0.824008,0.868278,chronique,0.000624,0.013341,0.618494,0.614254,tanh,0.001000,0.115847,1.622931,0,0,0,0.618494,tanh,0,0.899945,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6,-0.043436,0.999934,-0.002450,0.122348,1,0.000181,0.669871,0.117222,1.622039,3.409712,0.992627,0.689263,0.036725,12.824866,-8.287813,0,4.166956,0.823947,0.867541,chronique,0.002721,-0.008458,0.574795,0.569311,tanh,0.001000,0.117222,1.622039,0,0,0,0.574795,tanh,0,0.903994,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.100000,-0.105442,0.999921,-0.000635,0.121844,2,0.000181,1.012901,0.118340,1.621081,3.377177,0.992634,0.685371,0.065203,12.092424,-1.030449,0,4.178753,0.823736,0.866826,chronique,0.001080,-0.027238,0.539836,0.543885,resonance,0.001000,0.118340,1.621081,0,0,0,0.539836,resonance,0,0.909064,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.200000,-0.052966,0.999907,-0.000006,0.111482,4,0.000179,1.024296,0.108608,1.620051,3.782984,0.992549,0.679290,0.034978,12.092424,3.430305,0,4.166956,0.824384,0.866131,chronique,-0.003435,-0.011129,0.511869,0.523200,resonance,0.001000,0.108608,1.620051,0,0,0,0.511869,resonance,0,0.903657,0.100000,0.100000,0.100000,0.200000,0.900000,1.300000
6.300000,-0.052561,0.999891,-0.000229,0.127500,4,0.000179,0.884527,0.122580,1.618979,4.663389,0.992361,0.685348,0.029823,12.092424,0.113947,0,4.178753,0.824344,0.865468,stable,-0.004892,0.010025,0.489495,0.492537,resonance,0.001000,0.122580,1.618979,0,0,0,0.489495,resonance,0,0.906910,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.400000,-0.047063,0.999875,0.000995,0.125954,4,0.000170,0.852638,0.121449,1.617751,3.409712,0.992627,0.682979,0.034059,12.092424,-1.397689,0,4.189346,0.824303,0.864826,stable,-0.002781,-0.000527,0.471596,0.466519,tanh,0.001000,0.121449,1.617751,0,0,0,0.471596,tanh,0,0.910211,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.500000,-0.095274,0.999856,0.001405,0.124980,4,0.000176,0.875640,0.121117,1.616282,3.217730,0.992667,0.698342,0.049761,12.092424,-0.318896,0,4.199992,0.824175,0.864202,stable,-0.002588,-0.001990,0.457277,0.456941,spiral_log,0.001000,0.121117,1.616282,0,0,0,0.457277,spiral_log,0,0.913836,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.600000,-0.058629,0.999837,-0.000886,0.117995,4,0.000174,0.584070,0.115056,1.614775,3.782984,0.992549,0.700828,0.039046,11.461396,0.230024,0,4.189346,0.824689,0.863596,stable,-0.002651,0.025117,0.445822,0.445843,resonance,0.001000,0.115056,1.614775,0,0,0,0.445822,resonance,0,0.910744,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.700000,-0.066516,0.999816,-0.001861,0.126880,4,0.000174,0.568114,0.122320,1.613392,4.663389,0.992361,0.696961,0.035161,11.461396,-2.915696,0,4.199992,0.824746,0.863015,stable,0.001678,0.024863,0.436657,0.427064,resonance,0.001000,0.122320,1.613392,0,0,0,0.436657,resonance,0,0.912481,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.800000,-0.038116,0.999793,0.000178,0.128155,4,0.000173,0.461729,0.122900,1.611852,3.409712,0.992627,0.685524,0.028107,11.461396,-0.159560,0,4.189346,0.824914,0.862452,stable,0.005533,-0.016783,0.429326,0.421532,resonance,0.001000,0.122900,1.611852,0,0,0,0.429326,resonance,0,0.913390,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
6.900000,-0.086919,0.999769,0.001218,0.127783,2,0.000171,0.481727,0.123854,1.610056,3.300771,0.992650,0.675019,0.043872,11.461396,-1.063853,0,4.199992,0.824644,0.861908,stable,0.002264,-0.041608,0.423461,0.430956,resonance,0.001000,0.123854,1.610056,0,0,0,0.423461,resonance,0,0.916408,0.100000,0.100000,0.100000,0.200000,0.900000,1.400000
