t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),G_arch_used,In_mean(t),An_mean(t),fn_mean(t),spacing_gamma_bias,spacing_G_hint,spacing_planning_hint,best_pair_gamma,best_pair_G,best_pair_score,temporal_coherence,autocorr_tau,decorrelation_time,tau_S,tau_gamma,tau_A_mean,tau_f_mean
0,0,1,0,0.001002,0,0.000039,0,0.000457,1.532226,0,1,0.100037,0.493788,0,0,0,1,1,1,stable,0.493788,0,0.100000,0.100000,adaptive,0.100000,0.000457,1.532226,0,0,0,0.100000,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.100000,0.000867,1.000000,0,0.002055,0,0.000046,3.138135,0.000959,1.535085,0,1,0.100029,0.444270,3.138135,0,0,1,1,1,stable,0.444409,0.000139,0.223947,0.245711,adaptive,0.120927,0.000959,1.535085,0,0,0,0.223947,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.200000,0.002511,0.999999,0,0.003744,0,0.000045,1.203489,0.001820,1.537949,0,1,0.100028,0.399444,1.203489,31.381346,0,1,1,1,stable,0.399991,0.000547,0.274028,0.300702,adaptive,0.141753,0.001820,1.537949,0,0,0,0.274028,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.300000,0.003792,0.999999,-0.000007,0.006258,0,0.000044,1.782522,0.003218,1.540815,0,1,0.100033,0.358704,1.782522,-19.346460,0,1,1,1,stable,0.360080,0.001377,0.372213,0.408523,adaptive,0.162379,0.003218,1.540815,0,0,0,0.372213,adaptive,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.400000,0.003644,0.999998,-0.000029,0.009909,0,0.000043,2.616828,0.005433,1.543679,0.000699,0.993307,0.100002,0.321352,2.616828,5.790332,0,1,1,1,stable,0.324295,0.002943,0.598289,0.656788,resonance,0.182707,0.005433,1.543679,0,0,0,0.598289,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.500000,0.004262,0.999997,-0.000090,0.015397,0,0.000072,1.676353,0.008939,1.546540,0.005636,0.993306,0.100001,0.288144,1.676353,8.343062,0,1,1,1,stable,0.292342,0.004198,0.669670,0.735270,tanh,0.202643,0.008939,1.546540,0,0,0,0.669670,tanh,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.600000,0.005097,0.999996,-0.000247,0.021040,0,0.000067,1.674572,0.013327,1.549393,0.002070,0.993307,0.100001,0.259205,1.674572,-9.404749,0,1,1,1,stable,0.263787,0.004582,0.704645,0.773883,spiral_log,0.222096,0.013327,1.549393,0,0,0,0.704645,spiral_log,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.700000,0.003221,0.999994,-0.000301,0.026012,3,0.000067,2.099406,0.018656,1.552236,0.001022,0.993307,0.100000,0.234611,2.099406,-0.017815,0,1,1,1,stable,0.238149,0.003538,0.814087,0.891957,resonance,0.240981,0.018656,1.552236,0,0,0,0.814087,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.800000,-0.004061,0.999992,-0.000079,0.032332,3,0.000066,1.876602,0.025372,1.555070,0.004653,0.993306,0.100009,0.218763,1.876602,4.248344,0,1,1,1,stable,0.214907,-0.003856,0.938451,0.983921,resonance,0.259218,0.025372,1.555070,0,0,0,0.938451,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.900000,-0.013944,0.999991,0.000344,0.032758,1,0.000066,1.383267,0.029093,1.557895,0.041038,0.993299,0.100042,0.202844,1.383267,-2.228041,0,1,1,1,stable,0.192792,-0.010051,1,1,resonance,0.276734,0.029093,1.557895,0,0,0,1,resonance,0,0.500000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
