t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000030,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.100000,0.100000,0.100000,0.000457,1.339942
0.100000,0.000471,0.992522,0,0.001655,0,0.000025,2.492390,0.000765,1.342872,0,1,0.100000,0.469030,2.492390,0,0,1,1,1,stable,0.469099,0.000069,0.187076,0.187076,0.120927,0.000765,1.342872
0.200000,0.001222,0.992728,-0.000000,0.002581,0,0.000024,2.210820,0.001219,1.345525,0,1,0.100000,0.445335,2.210820,24.923901,0,1,1,1,stable,0.445649,0.000314,0.309128,0.309128,0.141753,0.001219,1.345525
0.300000,0.001898,0.992063,-0.000004,0.003867,0,0.000023,2.225500,0.001876,1.347639,0.000000,0.993307,0.100000,0.422534,2.225500,-2.815699,0,1,1,1,stable,0.423392,0.000858,0.496809,0.496809,0.162379,0.001876,1.347639
0.400000,0.002014,0.990669,-0.000017,0.005655,0,0.000023,0.837155,0.002832,1.348999,0.000051,0.993307,0.100000,0.401315,0.837155,0.146796,0,1,1,1,stable,0.402292,0.000977,0.463942,0.463942,0.182707,0.002832,1.348999
0.500000,0.001518,0.989045,-0.000050,0.007675,0,0.000049,1.906601,0.003999,1.349468,0.000354,0.993307,0.100000,0.381086,1.906601,-13.883453,0,1,1,1,stable,0.382257,0.001170,0.630600,0.630600,0.202643,0.003999,1.349468
0.600000,0.001244,0.987842,-0.000072,0.010152,0,0.000047,1.468173,0.005525,1.348999,0.000597,0.993307,0.100000,0.362205,1.468173,10.694463,0,1,1,1,stable,0.363238,0.001033,0.733838,0.733838,0.222096,0.005525,1.348999
0.700000,0.001043,0.987566,-0.000103,0.012419,0,0.000046,1.137825,0.007216,1.347639,0.000517,0.993307,0.100000,0.344579,1.137825,-4.384279,0,1,1,1,stable,0.345160,0.000582,0.778558,0.778558,0.240981,0.007216,1.347639
0.800000,-0.000299,0.988351,-0.000053,0.014389,3,0.000046,1.747365,0.009129,1.345526,0.000463,0.993307,0.100000,0.328780,1.747365,-3.303485,0,1,1,1,stable,0.327949,-0.000831,0.923176,0.923176,0.259218,0.009129,1.345526
0.900000,-0.004261,0.989907,0.000090,0.016272,3,0.000044,1.331634,0.011236,1.342872,0.000681,0.993307,0.100000,0.316270,1.331634,6.095400,0,1,1,1,stable,0.311484,-0.004785,1,1,0.276734,0.011236,1.342872
1,-0.007833,0.991674,0.000241,0.017591,1,0.000045,42.350165,0.012987,1.339944,0.003640,0.993306,0.658679,0.296382,2.358945,-4.157310,0,3.455793,1,1,transitoire,0.295523,-0.000859,0.107147,0.107147,0.293459,0.012987,1.339944
1.100000,-0.012363,0.993071,0.000180,0.025612,0,0.000047,2.338150,0.018992,1.337025,0.002750,0.993307,0.642500,0.282173,15.689351,410.185311,0,6.297523,1,1,transitoire,0.280677,-0.001496,0.125944,0.125944,0.309334,0.018992,1.337025
1.200000,-0.007883,0.993711,0.000003,0.030014,3,0.000046,4.196751,0.023536,1.334404,0.002314,0.993307,0.605742,0.269224,15.726901,-400.120151,0,8.953748,1,1,transitoire,0.266523,-0.002701,0.354104,0.354104,0.324303,0.023536,1.334404
1.300000,-0.002679,0.993500,0.000027,0.034835,3,0.000045,0.959206,0.028785,1.332334,0.033500,0.993301,0.419219,0.253139,16.346435,18.586018,0,8.145300,1,1,chronique,0.252978,-0.000161,0.356939,0.356939,0.338318,0.028785,1.332334
1.400000,-0.004516,0.992622,0.000256,0.043557,3,0.000046,2.598716,0.036803,1.331010,0.023643,0.993303,0.350185,0.241252,16.346435,-32.375458,0,7.238527,1,1,transitoire,0.240316,-0.000936,0.510554,0.510554,0.351335,0.036803,1.331010
1.500000,-0.019130,0.991442,0.000486,0.050305,3,0.000045,1.102468,0.043679,1.330557,0.034080,0.993301,0.392153,0.235805,16.381877,16.395110,0,6.513421,1,1,chronique,0.228225,-0.007580,0.544723,0.544723,0.363320,0.043679,1.330557
1.600000,-0.016186,0.990387,0.000596,0.052868,3,0.000045,2.175588,0.047221,1.330994,0.098630,0.993288,0.685039,0.220037,12.909506,-14.962481,0,9.778786,1,1,transitoire,0.216200,-0.003837,0.703796,0.703796,0.374240,0.047221,1.330994
