t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,effort_status
0,-0.000001,0.926469,0,0.000870,0,0.000022,0,0.000396,1.339942,0,0.100000,0.493788,0,0,0,1,stable
0.100000,0.000153,0.928852,0,0.001185,0,0.000021,1.589053,0.000542,1.348769,0,0.100000,0.000000,1.589053,0,0,1,stable
0.200000,0.000338,0.926365,-0.000000,0.001582,0,0.000019,1.572487,0.000726,1.356829,0,0.100000,0.000000,1.572487,15.890532,0,1,stable
0.300000,0.000458,0.916137,-0.000000,0.002063,0,0.000019,1.553142,0.000951,1.363293,0,0.100000,0.000000,1.553142,-0.165666,0,1,stable
0.400000,0.000424,0.899078,-0.000000,0.002631,0,0.000019,1.531704,0.001219,1.367475,0.000004,0.100000,0.000000,1.531704,-0.193446,0,1,stable
0.500000,0.000234,0.880554,-0.000000,0.003280,0,0.000019,1.509106,0.001527,1.368921,0.000018,0.100000,0.000000,1.509106,-0.214384,0,1,stable
0.600000,-0.000041,0.868472,-0.000000,0.004002,0,0.000020,1.492234,0.001873,1.367475,0.000030,0.100000,0.000000,1.492234,-0.225977,0,1,stable
0.700000,-0.000356,0.869010,-0.000000,0.004786,0,0.000020,1.481589,0.002252,1.363293,0.000030,0.100000,0.000000,1.481589,-0.168718,0,1,stable
0.800000,-0.000753,0.882722,0.000000,0.005618,0,0.000020,1.471186,0.002658,1.356829,0.000029,0.100000,0.000000,1.471186,-0.106454,0,1,stable
0.900000,-0.001237,0.904370,0.000000,0.006488,0,0.000020,1.460813,0.003088,1.348769,0.000024,0.100000,0.000000,1.460813,-0.104026,0,1,stable
1,-0.001677,0.926469,0.000000,0.007385,0,0.000021,1.450272,0.003537,1.339942,0.000022,0.427164,0.000000,1.580770,-0.103729,0,3.561839,stable
1.100000,-0.001903,0.943205,0.000000,0.008302,0,0.000020,1.439426,0.004002,1.331227,0.000029,0.449053,0.000000,1.571561,-0.105416,0,4.707018,chronique
1.200000,-0.001854,0.952136,0.000000,0.009232,0,0.000021,1.428239,0.004480,1.323459,0.000067,0.388509,0.000000,1.571561,-0.108459,0,4.876042,stable
1.300000,-0.001579,0.953688,0.000000,0.010170,0,0.000021,1.416789,0.004970,1.317356,0.000118,0.314998,0.000000,1.571561,-0.111871,0,4.485435,stable
1.400000,-0.001110,0.949772,0.000000,0.011115,0,0.000021,1.405270,0.005470,1.313467,0.000145,0.206188,0.000000,1.571561,-0.114494,0,4.313680,stable
1.500000,-0.000379,0.942661,0.000000,0.012064,0,0.000020,1.393969,0.005981,1.312132,0.000158,0.107794,0.000000,1.571561,-0.115191,0,4.154593,stable
1.600000,0.000730,0.934548,0.000000,0.013016,0,0.000021,1.388838,0.006503,1.313467,0.000177,0.065795,0.000000,1.561596,-0.113009,0,4.313680,stable
1.700000,0.002162,0.927558,0.000000,0.013970,0,0.000021,1.389725,0.007034,1.317356,0.000218,0.245504,0.000000,1.561596,-0.051312,0,4.154593,stable
1.800000,0.003453,0.923592,-0.000000,0.014926,0,0.000021,1.390413,0.007575,1.323459,0.000242,0.479733,0.000000,1.561596,0.008867,0,3.640117,stable
1.900000,0.003786,0.923588,-0.000000,0.015882,0,0.000021,1.390369,0.008127,1.331227,0.000230,0.573569,0.000000,1.561596,0.006880,0,4.729513,stable
2,0.002521,0.926469,-0.000000,0.016838,0,0.000021,1.389178,0.008688,1.339942,0.000522,0.518262,0.000000,1.561596,-0.000432,0,5.103919,stable
2.100000,-0.000125,0.928852,-0.000000,0.017794,0,0.000021,1.386569,0.009260,1.348769,0.001402,0.422982,0.000000,1.551098,-0.011912,0,5.025432,stable
2.200000,-0.002933,0.926365,-0.000000,0.018748,0,0.000021,1.382441,0.009840,1.356829,0.002053,0.448073,0.000000,1.551098,-0.026094,0,5.103919,stable
