t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000001,0.991674,0,0.001002,0,0.000030,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,1,stable,0.493788,-0.000000,0.117184,0.117184,0.100000,0.000457,1.339942
0.100000,0.000471,0.992522,0,0.001655,0,0.000026,3.161404,0.000765,1.342872,0,1,0.100000,0.468991,3.161404,0,0,1,1,1,stable,0.469099,0.000108,0.292420,0.292420,0.120927,0.000765,1.342872
0.200000,0.001226,0.992728,-0.000000,0.002591,0,0.000025,0.540890,0.001223,1.345525,0,1,0.100000,0.445335,0.540890,31.614043,0,1,1,1,stable,0.445653,0.000317,0.311218,0.311218,0.141753,0.001223,1.345525
0.300000,0.001898,0.992063,-0.000006,0.003867,0,0.000025,0.445946,0.001876,1.347639,0.000000,0.993307,0.100000,0.422846,0.445946,-26.205143,0,1,1,1,stable,0.423396,0.000550,0.318317,0.318317,0.162379,0.001876,1.347639
0.400000,0.001953,0.990669,-0.000017,0.005510,0,0.000024,2.619423,0.002766,1.348999,0.000054,0.993307,0.100000,0.401121,2.619423,-0.949441,0,1,1,1,stable,0.402270,0.001150,0.562277,0.562277,0.182707,0.002766,1.348999
0.500000,0.001557,0.989045,-0.000032,0.007804,0,0.000049,1.546213,0.004056,1.349468,0.000408,0.993307,0.100000,0.380949,1.546213,21.734772,0,1,1,1,stable,0.382250,0.001301,0.685641,0.685641,0.202643,0.004056,1.349468
0.600000,0.001260,0.987842,-0.000085,0.010264,0,0.000046,0.911509,0.005575,1.348999,0.000505,0.993307,0.100000,0.362294,0.911509,-10.732105,0,1,1,1,stable,0.363243,0.000948,0.665604,0.665604,0.222096,0.005575,1.348999
0.700000,0.001045,0.987566,-0.000113,0.012345,0,0.000047,1.315512,0.007182,1.347639,0.000448,0.993307,0.100000,0.344603,1.315512,-6.347034,0,1,1,1,stable,0.345157,0.000555,0.740688,0.740688,0.240981,0.007182,1.347639
0.800000,-0.000311,0.988351,-0.000049,0.014392,3,0.000047,1.770712,0.009125,1.345526,0.000419,0.993307,0.100000,0.328745,1.770712,4.040030,0,1,1,1,stable,0.327944,-0.000801,0.879988,0.879988,0.259218,0.009125,1.345526
0.900000,-0.004288,0.989907,0.000086,0.016329,3,0.000046,1.488981,0.011256,1.342872,0.000651,0.993307,0.100000,0.316221,1.488981,4.551995,0,1,1,1,stable,0.311482,-0.004738,0.984819,0.984819,0.276734,0.011256,1.342872
1,-0.007865,0.991674,0.000230,0.017624,1,0.000048,44.924975,0.013007,1.339944,0.003604,0.993306,0.660388,0.296329,2.890414,-2.817308,0,3.449941,1,1,transitoire,0.295525,-0.000804,0.100000,0.100000,0.293459,0.013007,1.339944
1.100000,-0.012398,0.993071,0.000180,0.025652,0,0.000048,4.851844,0.019018,1.337025,0.002720,0.993307,0.642862,0.284104,16.901934,434.359946,0,6.244299,1,1,transitoire,0.280683,-0.003421,0.287473,0.287473,0.309334,0.019018,1.337025
1.200000,-0.007189,0.993711,0.000003,0.028493,1,0.000048,1.128286,0.022631,1.334406,0.002279,0.993307,0.605206,0.268543,17.646075,-400.731316,0,8.803395,1,1,chronique,0.266373,-0.002170,0.307139,0.307139,0.324303,0.022631,1.334406
1.300000,-0.002950,0.993500,0.000061,0.035314,3,0.000046,2.792848,0.029089,1.332334,0.038437,0.993300,0.420193,0.253223,17.646075,-37.235575,0,7.962690,1,1,transitoire,0.252878,-0.000345,0.461879,0.461879,0.338318,0.029089,1.332334
1.400000,-0.003795,0.992622,0.000208,0.043950,3,0.000047,2.065666,0.036955,1.331012,0.022291,0.993303,0.352651,0.240833,17.646075,16.645620,0,7.176087,1,1,transitoire,0.240206,-0.000627,0.576824,0.576824,0.351335,0.036955,1.331012
1.500000,-0.019363,0.991442,0.000634,0.050907,0,0.000045,1.436515,0.044035,1.330558,0.028226,0.993302,0.382953,0.237445,17.646075,-7.271819,0,6.530923,1,1,chronique,0.228145,-0.009300,0.660123,0.660123,0.363320,0.044035,1.330558
1.600000,-0.015126,0.990387,0.000677,0.052151,3,0.000045,1.311280,0.046315,1.330993,0.109336,0.993286,0.705323,0.219126,13.932768,-6.291514,0,10.054406,1,1,chronique,0.215986,-0.003140,0.679846,0.679846,0.374240,0.046315,1.330993
1.700000,0.008912,0.989817,-0.000358,0.064901,1,0.000044,2.146997,0.058373,1.332291,0.127140,0.993283,0.625838,0.179882,13.932768,-1.252347,0,9.912470,1,1,transitoire,0.204932,0.025050,0.873680,0.873680,0.384069,0.058373,1.332291
1.800000,0.024161,0.989924,-0.001127,0.094668,1,0.000044,1.870217,0.086066,1.334294,0.267725,0.993256,0.710657,0.140131,13.932768,8.357168,0,7.897105,1,1,chronique,0.196712,0.056582,0.831462,0.831462,0.392784,0.086066,1.334294
1.900000,0.001982,0.990647,-0.001727,0.128382,1,0.000046,2.225526,0.118652,1.336879,0.200026,0.993269,0.760459,0.139455,13.932768,-2.767804,0,8.188834,1,1,transitoire,0.191454,0.051999,1,1,0.400369,0.118652,1.336879
2,-0.009653,0.991674,-0.001511,0.126466,4,0.000047,39.620340,0.114546,1.339710,0.591410,0.993194,0.744207,0.183233,13.932768,3.553097,0,9.797216,0.694189,1,transitoire,0.186088,0.002856,0.116661,0.116661,0.406809,0.114546,1.339710
2.100000,-0.016227,0.992522,-0.001315,0.094955,3,0.000047,3.746575,0.093606,1.342869,0.390749,0.993233,0.740969,0.177533,19.070282,373.948133,0,8.188834,0.694292,0.985438,transitoire,0.177015,-0.000518,0.169624,0.169624,0.412092,0.093606,1.342869
2.200000,-0.030086,0.992728,0.000094,0.102113,4,0.000047,1.646735,0.101716,1.345536,0.372662,0.993236,0.703090,0.170421,19.261028,-358.737651,0,7.163807,0.694487,0.972204,chronique,0.168122,-0.002299,0.215007,0.215007,0.416209,0.101716,1.345536
2.300000,-0.036564,0.992063,0.000155,0.112326,2,0.000047,3.253903,0.111651,1.347660,0.350918,0.993240,0.753367,0.171495,19.261028,-20.998401,0,7.928174,0.694848,0.960129,transitoire,0.159530,-0.011965,0.476727,0.476727,0.419154,0.111651,1.347660
2.400000,-0.005352,0.990669,0.000206,0.119236,4,0.000046,1.969011,0.115899,1.348972,0.339907,0.993242,0.715029,0.135649,19.279527,16.071681,0,9.047211,0.695257,0.949076,chronique,0.150586,0.014937,0.570113,0.570113,0.420923,0.115899,1.348972
2.500000,-0.015468,0.989045,-0.000567,0.155580,1,0.000045,1.343903,0.149053,1.349505,0.658292,0.993181,0.718511,0.090847,19.279527,-12.848921,0,8.526751,0.695224,0.938923,chronique,0.144265,0.053417,0.594369,0.594369,0.421513,0.149053,1.349505
2.600000,-0.008041,0.987842,-0.000132,0.188504,4,0.000044,2.065167,0.180677,1.349213,0.604303,0.993191,0.771445,0.093254,16.593173,-6.251072,0,7.586039,0.695235,0.929550,transitoire,0.141373,0.048119,0.758152,0.758152,0.420923,0.180677,1.349213
2.700000,-0.099267,0.987566,0.000965,0.189994,4,0.000044,0.512405,0.179737,1.347827,0.428176,0.993225,0.780727,0.190958,16.593173,7.212632,0,6.832269,0.695089,0.920872,chronique,0.138197,-0.052761,0.756065,0.756065,0.419154,0.179737,1.347827
2.800000,-0.059285,0.988351,0.000623,0.116430,4,0.000046,4.346026,0.107072,1.345331,2.049635,0.992906,0.883969,0.177462,16.593173,-15.527616,0,15.831579,0.695920,0.912808,transitoire,0.127019,-0.050443,0.883960,0.883960,0.416209,0.107072,1.345331
