t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000000,0.991674,0,0.001002,0,0.000023,0,0.000457,1.339942,0,1,0.100000,0.493789,0,0,0,1,1,1,stable,0.493788,-0.000000,0.447059,0.447059,0.100000,0.000457,1.339942
0.100000,0.000042,0.992522,0,0.001655,0,0.000019,0.274287,0.000765,1.342872,0,1,0.100000,0.468930,0.274287,0,0,1,1,1,stable,0.469099,0.000169,0.457040,0.457040,0.120927,0.000765,1.342872
0.200000,0.000105,0.992728,-0.000000,0.002606,0,0.000019,0.349477,0.001230,1.345525,0,1,0.100000,0.445178,0.349477,2.742872,0,1,1,1,stable,0.445657,0.000479,0.467047,0.467047,0.141753,0.001230,1.345525
0.300000,0.000148,0.992063,-0.000009,0.003921,0,0.000018,0.448226,0.001901,1.347639,0.000000,0.993307,0.100000,0.422578,0.448226,0.751897,0,1,1,1,stable,0.423413,0.000836,0.477075,0.477075,0.162379,0.001901,1.347639
0.400000,0.000127,0.990669,-0.000025,0.005635,0,0.000018,0.569244,0.002823,1.348999,0.000001,0.993307,0.100000,0.401289,0.569244,0.987486,0,1,1,1,stable,0.402310,0.001022,0.487118,0.487118,0.182707,0.002823,1.348999
0.500000,0.000072,0.989045,-0.000049,0.007694,0,0.000018,0.695020,0.004007,1.349468,0.000004,0.993307,0.100000,0.381352,0.695020,1.210189,0,1,1,1,stable,0.382277,0.000926,0.497169,0.497169,0.202643,0.004007,1.349468
0.600000,0.000068,0.987842,-0.000075,0.009925,0,0.000018,0.810474,0.005427,1.348999,0.000004,0.993307,0.100000,0.362542,0.810474,1.257753,0,1,1,1,stable,0.363238,0.000697,0.507222,0.507222,0.222096,0.005427,1.348999
0.700000,0.000094,0.987566,-0.000081,0.012156,0,0.000018,0.935043,0.007092,1.347639,0.000006,0.993307,0.100000,0.344744,0.935043,1.154540,0,1,1,1,stable,0.345133,0.000389,0.517270,0.517270,0.240981,0.007092,1.347639
0.800000,0.000022,0.988351,-0.000036,0.014433,3,0.000020,1.109551,0.009105,1.345525,0.000006,0.993307,0.100000,0.328426,1.109551,1.245694,0,1,1,1,stable,0.327908,-0.000518,0.527307,0.527307,0.259218,0.009105,1.345525
0.900000,-0.000259,0.989907,0.000060,0.016869,3,0.000019,1.126690,0.011449,1.342872,0.000006,0.993307,0.100000,0.314181,1.126690,1.745075,0,1,1,1,stable,0.311470,-0.002711,0.537327,0.537327,0.276734,0.011449,1.342872
1,-0.000632,0.991674,0.000137,0.019248,1,0.000020,0.983060,0.013897,1.339943,0.000026,0.993307,0.723843,0.300626,1.118120,0.171397,0,3.124730,1,1,stable,0.295678,-0.004949,0.547323,0.547323,0.293459,0.013897,1.339943
1.100000,-0.000718,0.993071,0.000109,0.022198,1,0.000020,1.016831,0.017017,1.337027,0.000028,0.993307,0.727782,0.285965,1.073100,-1.436301,0,6.738491,1,1,stable,0.280493,-0.005472,0.557290,0.557290,0.309334,0.017017,1.337027
1.200000,-0.000494,0.993711,0.000036,0.027053,3,0.000020,1.194130,0.021798,1.334407,0.000059,0.993307,0.552878,0.269696,1.084357,0.337709,0,7.231940,1,1,stable,0.266026,-0.003670,0.567220,0.567220,0.324303,0.021798,1.334407
