t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t),gamma_regime,G_arch_used
9.500000,-0.048964,0.991442,-0.000191,0.132652,4,0.000120,0.062848,0.127942,1.330515,1.702370,0.992976,0.849977,0.034127,9.347418,0.161673,0,3.613098,0.705768,0.765892,stable,0.005911,0.022917,0.400037,0.400037,0.001000,0.127942,1.330515,0,0
9.600000,-0.071099,0.990387,-0.000708,0.136915,4,0.000121,0.149985,0.131842,1.331043,1.646120,0.992987,0.838632,0.041749,8.990032,0.155085,0,3.542069,0.705626,0.765266,stable,0.007470,0.035872,0.400030,0.400030,0.017293,0.131842,1.331043,0,0
9.700000,-0.018901,0.989817,-0.000007,0.140434,2,0.000122,0.132673,0.135288,1.332442,1.652042,0.992986,0.841157,0.018022,8.990032,0.871374,0,3.473779,0.705650,0.764651,stable,0.009998,0.006438,0.400024,0.400024,0.037621,0.135288,1.332442,0,0
9.800000,-0.051181,0.989924,0.000801,0.146665,4,0.000130,0.216143,0.141182,1.334400,1.848361,0.992947,0.826414,0.042470,8.990032,-0.173126,0,3.542069,0.705496,0.764049,stable,0.010019,-0.032450,0.400019,0.400019,0.058247,0.141182,1.334400,0,0
9.900000,-0.045300,0.990647,-0.000119,0.148870,1,0.000130,0.118753,0.143478,1.336918,1.844635,0.992948,0.830535,0.038753,8.990032,0.834698,0,3.473779,0.705240,0.763458,stable,0.006893,-0.025171,0.400015,0.400015,0.079073,0.143478,1.336918,0,0
10,-0.079603,0.991674,-0.000948,0.152918,4,0.000132,0.160973,0.147668,1.340051,1.651265,0.992986,0.829025,0.047556,8.990032,-0.973899,0,3.441459,0.705277,0.762875,stable,0.004512,-0.006375,0.400012,0.400012,0.100000,0.147668,1.340051,0,0
10.100000,-0.076616,0.992522,0.000919,0.155619,1,0.000135,0.114407,0.150647,1.343098,1.662174,0.992984,0.806288,0.044951,8.661412,0.422207,0,3.409735,0.705455,0.759928,stable,0.003771,-0.013571,0.400010,0.400010,0.120927,0.150647,1.343098,0,0
10.200000,-0.048475,0.992728,0.001926,0.160652,1,0.000178,0.163138,0.155446,1.345453,1.638673,0.992989,0.804933,0.035032,8.661412,-0.465663,0,3.359185,0.705703,0.756983,stable,0.002484,0.002263,0.400008,0.400008,0.141753,0.155446,1.345453,0,0
10.300000,-0.092666,0.992063,-0.000289,0.167473,2,0.000141,0.202592,0.161764,1.347416,1.664318,0.992983,0.798409,0.051878,8.661412,0.487306,0,3.310113,0.705657,0.754040,stable,0.002543,0.020935,0.400006,0.400006,0.162379,0.161764,1.347416,0,0
10.400000,-0.026048,0.990669,-0.001133,0.171044,2,0.000137,0.130400,0.165005,1.348802,1.797446,0.992957,0.836760,0.025257,8.661412,0.394539,0,3.251997,0.705957,0.751096,stable,0.004110,0.003806,0.400005,0.400005,0.182707,0.165005,1.348802,0,0
10.500000,-0.060400,0.989045,-0.000686,0.178911,4,0.000118,0.443369,0.172480,1.349199,1.991796,0.992918,0.837012,0.037728,8.661412,-0.721918,0,3.310113,0.705959,0.748156,stable,0.004212,-0.004199,0.382821,0.382821,0.202643,0.172480,1.349199,0,0
10.600000,-0.083862,0.987842,-0.001501,0.181067,3,0.000121,0.123071,0.174970,1.348885,1.859901,0.992944,0.842449,0.042980,8.360279,3.129695,0,3.251997,0.706147,0.745215,stable,0.003662,0.016903,0.383355,0.383355,0.222096,0.174970,1.348885,0,0
10.700000,-0.133879,0.987566,-0.001004,0.184902,4,0.000120,0.117315,0.178630,1.347940,1.635603,0.992989,0.872954,0.055609,8.360279,-3.202978,0,3.195887,0.706464,0.742277,stable,0.004846,0.025945,0.383930,0.383930,0.240981,0.178630,1.347940,0,0
10.800000,-0.068355,0.988351,0.001373,0.186920,3,0.000115,0.131634,0.180948,1.345991,1.670369,0.992982,0.832351,0.035026,8.360279,-0.057564,0,3.346742,0.706818,0.739342,stable,0.006703,0.005473,0.384545,0.384545,0.259218,0.180948,1.345991,0,0
10.900000,-0.114104,0.989907,0.002351,0.194653,4,0.000119,0.212522,0.188219,1.343069,2.200852,0.992876,0.809402,0.051052,8.360279,0.143192,0,3.324599,0.707048,0.736410,stable,0.006810,-0.013112,0.385198,0.385198,0.276734,0.188219,1.343069,0,0
11,-0.138541,0.991674,0.000666,0.196731,1,0.000113,0.125265,0.190152,1.339787,2.038477,0.992909,0.806097,0.059670,8.360279,0.808877,0,3.252368,0.707479,0.733480,stable,0.005409,-0.004399,0.385889,0.385889,0.293459,0.190152,1.339787,0,0
11.100000,-0.110070,0.993071,-0.001488,0.199960,2,0.000113,0.104459,0.193311,1.336755,1.759061,0.992965,0.810093,0.040032,8.085101,-0.872568,0,3.294046,0.708016,0.730555,stable,0.004783,0.026011,0.386615,0.386615,0.309334,0.193311,1.336755,0,0
11.200000,-0.165459,0.993711,-0.002031,0.205391,4,0.000113,0.157999,0.198537,1.334333,1.859916,0.992944,0.779678,0.061540,8.085101,-0.208066,0,3.293304,0.708501,0.727635,stable,0.006648,0.054309,0.387375,0.387375,0.324303,0.198537,1.334333,0,0
11.300000,-0.114527,0.993500,-0.000747,0.206373,4,0.000113,0.133700,0.199574,1.332605,1.927717,0.992931,0.754202,0.044039,8.085101,0.535403,0,3.932288,0.709314,0.724720,stable,0.010709,0.046097,0.388166,0.388166,0.338318,0.199574,1.332605,0,0
11.400000,-0.064542,0.992622,0.001115,0.212923,1,0.000119,0.163222,0.205660,1.331354,2.023534,0.992912,0.716033,0.030850,8.085101,-0.242990,0,3.905502,0.709747,0.721813,stable,0.013903,0.003808,0.388986,0.388986,0.351335,0.205660,1.331354,0,0
11.500000,-0.130405,0.991442,0.001342,0.217054,3,0.000129,0.112002,0.209793,1.330653,1.820857,0.992952,0.720513,0.051667,8.085101,0.295225,0,3.879079,0.709718,0.718911,stable,0.013516,-0.028513,0.389834,0.389834,0.363320,0.209793,1.330653,0,0
11.600000,-0.086627,0.990387,-0.000050,0.215545,1,0.000127,0.111152,0.208330,1.330912,2.323021,0.992851,0.704540,0.050835,7.832707,-0.512208,0,3.851351,0.710236,0.716008,stable,0.010533,-0.014011,0.390708,0.390708,0.374240,0.208330,1.330912,0,0
11.700000,-0.075299,0.989817,-0.000951,0.220195,4,0.000128,0.128951,0.212508,1.332366,2.125136,0.992891,0.691721,0.050379,7.832707,-0.008500,0,3.824016,0.710418,0.713110,stable,0.008873,0.012754,0.391605,0.391605,0.384069,0.212508,1.332366,0,0
11.800000,-0.130726,0.989924,0.000166,0.220236,1,0.000133,0.207941,0.213283,1.334509,1.859001,0.992945,0.678026,0.074328,7.832707,0.177993,0,3.819304,0.710649,0.710215,stable,0.009461,0.005991,0.392522,0.392522,0.392784,0.213283,1.334509,0,0
11.900000,-0.185900,0.990647,0.000910,0.217019,2,0.000127,0.171950,0.210551,1.336712,2.047857,0.992907,0.680881,0.079516,7.832707,0.789903,0,3.814603,0.711017,0.707321,stable,0.009473,0.009316,0.393459,0.393459,0.400369,0.210551,1.336712,0,0
12,-0.143706,0.991674,-0.001163,0.215686,1,0.000142,0.118028,0.209617,1.339558,1.961920,0.992924,0.719045,0.063011,7.832707,-0.359914,0,4.280665,0.711868,0.704431,stable,0.009753,0.015141,0.394412,0.394412,0.406809,0.209617,1.339558,0,0
12.100000,-0.070689,0.992522,-0.001459,0.219919,1,0.000135,0.222451,0.213742,1.342810,2.319434,0.992852,0.692008,0.046682,7.599506,-0.539215,0,4.275470,0.712667,0.704608,stable,0.010490,-0.036192,0.395378,0.395378,0.412092,0.213742,1.342810,0,0
12.200000,-0.116991,0.992728,0.000405,0.227643,2,0.000128,0.226075,0.220069,1.345308,2.320234,0.992852,0.669823,0.051346,7.599506,1.044231,0,4.274789,0.712904,0.704791,stable,0.007038,-0.044308,0.396357,0.396357,0.416209,0.220069,1.345308,0,0
12.300000,-0.125303,0.992063,-0.000756,0.226638,1,0.000126,0.224014,0.219117,1.347657,2.670823,0.992780,0.627819,0.059884,7.599506,0.036240,0,4.274108,0.713461,0.704975,stable,0.003101,0.020860,0.397344,0.397344,0.419154,0.219117,1.347657,0,0
12.400000,-0.126324,0.990669,-0.000253,0.227575,1,0.000121,0.120553,0.220105,1.349664,2.332343,0.992849,0.629175,0.053742,7.599506,-0.020617,0,4.262753,0.713943,0.705161,stable,0.004634,0.038495,0.398338,0.398338,0.420923,0.220105,1.349664,0,0
12.500000,-0.192816,0.989045,0.002657,0.228962,4,0.000126,0.133736,0.221243,1.349939,2.296809,0.992856,0.606536,0.066308,7.599506,-1.034603,0,4.251457,0.714488,0.705347,stable,0.007516,0.013150,0.399336,0.399336,0.421513,0.221243,1.349939,0,0
12.600000,-0.154102,0.987842,0.001507,0.223849,4,0.000121,0.195398,0.216935,1.348740,2.421162,0.992831,0.658487,0.057999,7.383703,0.131828,0,4.409292,0.715313,0.705539,stable,0.008204,0.015037,0.400336,0.400336,0.420923,0.216935,1.348740,0,0
12.700000,-0.165501,0.987566,-0.001891,0.227155,4,0.000122,0.121559,0.219653,1.347314,2.567161,0.992801,0.641540,0.059453,7.383703,0.616617,0,4.408958,0.715862,0.705739,stable,0.009011,0.031753,0.400000,0.400000,0.419154,0.219653,1.347314,0,0
12.800000,-0.087606,0.988351,-0.002011,0.225902,4,0.000124,0.133185,0.218421,1.345510,2.323635,0.992851,0.636783,0.028148,7.383703,-0.738389,0,4.361994,0.716493,0.705946,stable,0.011129,0.032965,0.400000,0.400000,0.416209,0.218421,1.345510,0,0
12.900000,-0.076046,0.989907,-0.000321,0.228769,3,0.000124,0.075751,0.221254,1.343084,2.528759,0.992809,0.617796,0.040888,7.383703,0.116259,0,4.316019,0.716843,0.706151,stable,0.013239,0.016628,0.400000,0.400000,0.412092,0.221254,1.343084,0,0
13,-0.174589,0.991674,0.000666,0.227616,1,0.000131,15.112850,0.219779,1.340182,2.394772,0.992837,0.603238,0.028303,7.383703,-0.574341,0,4.286018,0.717125,0.706356,transitoire,0.013923,-0.000189,0.100000,0.100000,0.406809,0.219779,1.340182,0,0
13.100000,-0.145424,0.993071,0.000566,0.227106,2,0.000134,3.069390,0.219511,1.337062,3.009694,0.992711,0.622940,0.038286,7.669968,150.370990,0,4.256431,0.717969,0.706561,transitoire,0.013211,-0.001640,0.250180,0.250180,0.400369,0.219511,1.337062,0,0
13.200000,-0.071663,0.993711,0.000012,0.223951,1,0.000132,1.312118,0.216322,1.334477,2.903990,0.992732,0.632565,0.030723,7.709996,-120.434596,0,4.235303,0.718486,0.706770,chronique,0.012418,0.007448,0.330575,0.330575,0.392784,0.216322,1.334477,0,0
13.300000,-0.117515,0.993500,-0.000010,0.222965,2,0.000169,0.402954,0.215222,1.332404,2.902376,0.992733,0.624047,0.039190,7.709996,-17.572721,0,4.214384,0.718654,0.706975,chronique,0.012400,0.018062,0.308455,0.308455,0.384069,0.215222,1.332404,0,0
13.400000,-0.060327,0.992622,0.000192,0.219152,4,0.000125,0.841073,0.211555,1.330992,3.112713,0.992689,0.634553,0.037358,7.709996,-9.091636,0,4.092604,0.718902,0.707175,chronique,0.013241,0.022441,0.360299,0.360299,0.374240,0.211555,1.330992,0,0
13.500000,-0.093246,0.991442,0.000044,0.217262,1,0.000131,0.586194,0.209762,1.330314,2.918861,0.992729,0.634504,0.052851,7.709996,4.381183,0,3.977665,0.719003,0.707371,chronique,0.014394,0.011823,0.400000,0.400000,0.363320,0.209762,1.330314,0,0
13.600000,-0.088491,0.990387,-0.001056,0.209392,4,0.000127,0.176398,0.202681,1.330563,2.846575,0.992744,0.648918,0.058723,7.505661,-2.548793,0,3.968089,0.719423,0.707561,chronique,0.014631,0.008140,0.400000,0.400000,0.351335,0.202681,1.330563,0,0
13.700000,-0.107935,0.989817,-0.002323,0.205184,2,0.000121,0.165712,0.198748,1.332170,2.686052,0.992777,0.646285,0.061850,7.505661,-4.097953,0,3.958559,0.719774,0.707758,chronique,0.014558,0.005520,0.400000,0.400000,0.338318,0.198748,1.332170,0,0
13.800000,-0.118530,0.989924,-0.000807,0.198552,2,0.000121,0.168803,0.192900,1.334706,2.657641,0.992783,0.657476,0.063990,7.505661,-0.106860,0,3.948222,0.720216,0.707951,chronique,0.014277,-0.042983,0.400000,0.400000,0.324303,0.192900,1.334706,0,0
13.900000,-0.167593,0.990647,0.002121,0.194587,1,0.000121,0.177620,0.188982,1.337218,2.629396,0.992789,0.657739,0.079940,7.505661,0.030904,0,3.937938,0.720748,0.708147,chronique,0.010085,-0.069855,0.400000,0.400000,0.309334,0.188982,1.337218,0,0
14,-0.031009,0.991674,0.001404,0.190138,4,0.000126,0.223380,0.184437,1.339847,2.663433,0.992782,0.712110,0.031878,7.505661,0.088177,0,3.896978,0.721446,0.708345,chronique,0.003930,-0.008623,0.400000,0.400000,0.293459,0.184437,1.339847,0,0
14.100000,-0.073278,0.992522,-0.000513,0.195450,2,0.000127,0.147073,0.188829,1.343035,3.746100,0.992557,0.712663,0.041945,7.313237,0.457601,0,3.937938,0.721515,0.708547,stable,0.003036,0.035900,0.400000,0.400000,0.276734,0.188829,1.343035,0,0
14.200000,-0.137515,0.992728,0.001019,0.190484,1,0.000131,0.148490,0.183732,1.345664,3.436080,0.992622,0.725709,0.055062,7.313237,-0.763074,0,3.896978,0.721678,0.708743,stable,0.005788,0.022619,0.400000,0.400000,0.259218,0.183732,1.345664,0,0
14.300000,-0.052128,0.992063,0.000656,0.182759,4,0.000130,0.204029,0.176757,1.347477,3.114694,0.992689,0.744840,0.023919,7.313237,0.014169,0,3.856861,0.722098,0.708940,stable,0.007329,0.026606,0.400000,0.400000,0.240981,0.176757,1.347477,0,0
14.400000,-0.098246,0.990669,-0.001514,0.182599,4,0.000130,0.096824,0.176430,1.349015,3.610021,0.992585,0.744640,0.050854,7.313237,0.555385,0,3.848464,0.722168,0.709140,stable,0.009115,0.012255,0.400000,0.400000,0.222096,0.176430,1.349015,0,0
14.500000,-0.073188,0.989045,-0.000224,0.176011,4,0.000131,0.197239,0.169800,1.349546,3.317098,0.992647,0.756794,0.041216,7.313237,-1.072050,0,3.840104,0.722431,0.709341,stable,0.009650,-0.014228,0.400000,0.400000,0.202643,0.169800,1.349546,0,0
14.600000,-0.061355,0.987842,0.000373,0.171949,1,0.000131,0.122192,0.165823,1.348939,3.040227,0.992704,0.752279,0.044317,7.133345,1.004154,0,3.803390,0.722574,0.709540,stable,0.008017,-0.007702,0.400000,0.400000,0.182707,0.165823,1.348939,0,0
14.700000,-0.035639,0.987566,-0.000687,0.167361,2,0.000129,0.141036,0.161425,1.347637,2.945199,0.992724,0.749533,0.037590,7.133345,-0.750472,0,3.767371,0.722517,0.709739,stable,0.006993,0.018768,0.400000,0.400000,0.162379,0.161425,1.347637,0,0
14.800000,-0.045424,0.988351,-0.000309,0.163608,2,0.000150,0.124928,0.157715,1.345672,2.932203,0.992727,0.754937,0.038310,7.133345,0.188444,0,3.803390,0.722616,0.709935,stable,0.008162,0.027737,0.400000,0.400000,0.141753,0.157715,1.345672,0,0
14.900000,-0.024452,0.989907,0.000981,0.157862,4,0.000129,0.183629,0.152423,1.342975,2.945291,0.992724,0.752939,0.030506,7.133345,-0.161087,0,3.840104,0.722582,0.710133,stable,0.009997,0.014641,0.400000,0.400000,0.120927,0.152423,1.342975,0,0
15,-0.045797,0.991674,0.000922,0.154364,1,0.000126,0.150056,0.148881,1.339844,2.912346,0.992731,0.752380,0.038876,7.133345,0.587017,0,3.848464,0.722458,0.710327,stable,0.010682,-0.003028,0.400000,0.400000,0.100000,0.148881,1.339844,0,0
15.100000,-0.059464,0.993071,-0.000495,0.149222,1,0.000124,0.188674,0.143786,1.336772,2.917253,0.992730,0.749923,0.042420,6.964723,-0.335735,0,3.856861,0.722257,0.710520,stable,0.009903,-0.012375,0.400000,0.400000,0.079073,0.143786,1.336772,0,0
15.200000,-0.018261,0.993711,-0.001788,0.144329,4,0.000130,0.177859,0.139111,1.334151,2.869797,0.992739,0.743643,0.024690,6.964723,0.386178,0,3.848464,0.722155,0.710708,stable,0.008407,-0.008520,0.400000,0.400000,0.058247,0.139111,1.334151,0,0
15.300000,-0.017866,0.993500,-0.001976,0.141628,2,0.000124,0.105104,0.136438,1.332243,2.954599,0.992722,0.727846,0.032063,6.964723,-0.108144,0,3.856861,0.721976,0.710893,stable,0.007297,0.001923,0.400000,0.400000,0.037621,0.136438,1.332243,0,0
15.400000,-0.061883,0.992622,-0.000767,0.137152,2,0.000142,0.169976,0.132057,1.331153,2.885558,0.992736,0.700277,0.050371,6.964723,-0.727556,0,3.896978,0.721531,0.711072,stable,0.007088,0.001617,0.400000,0.400000,0.017293,0.132057,1.331153,0,0
15.500000,-0.038673,0.991442,0.001203,0.131886,4,0.000141,0.196502,0.127094,1.330815,2.955946,0.992722,0.694653,0.034232,6.964723,0.648728,0,3.856861,0.721744,0.711244,stable,0.006864,-0.020199,0.400000,0.400000,0.001000,0.127094,1.330815,0,0
15.600000,-0.062598,0.990387,0.002322,0.132507,4,0.000124,0.077413,0.127792,1.331150,2.959207,0.992721,0.689174,0.044055,6.806125,0.265261,0,3.896978,0.721615,0.711416,stable,0.004887,-0.039168,0.400000,0.400000,0.001000,0.127792,1.331150,0,0
15.700000,-0.044553,0.989817,0.001280,0.131179,4,0.000123,0.086533,0.126759,1.332259,2.881846,0.992737,0.689248,0.030577,6.806125,-1.190890,0,3.856861,0.721489,0.711586,stable,0.001474,-0.018321,0.400000,0.400000,0.001000,0.126759,1.332259,0,0
15.800000,-0.057922,0.989924,-0.000534,0.132296,4,0.000123,0.055144,0.127689,1.334303,2.859878,0.992741,0.705161,0.038315,6.806125,0.091199,0,3.896978,0.720958,0.711752,stable,-0.000082,0.012033,0.400000,0.400000,0.001000,0.127689,1.334303,0,0
15.900000,-0.034668,0.990647,-0.000500,0.132092,4,0.000131,0.102695,0.127442,1.336989,2.826341,0.992748,0.704769,0.033429,6.806125,-0.313890,0,3.856861,0.720896,0.711909,stable,0.000896,0.007298,0.400000,0.400000,0.001000,0.127442,1.336989,0,0
16,-0.023946,0.991674,0.000122,0.133788,2,0.000133,0.087723,0.128705,1.339852,2.820106,0.992750,0.682579,0.026879,6.806125,0.475501,0,3.896978,0.720423,0.712063,stable,0.001441,0.013740,0.400000,0.400000,0.001000,0.128705,1.339852,0,0
16.100000,-0.075600,0.992522,-0.000795,0.134239,4,0.000131,0.051144,0.129168,1.342899,2.781638,0.992758,0.633978,0.045971,6.654081,-0.149719,0,3.937938,0.719742,0.712210,stable,0.002481,0.016791,0.400000,0.400000,0.001000,0.129168,1.342899,0,0
16.200000,-0.056006,0.992728,-0.000008,0.131915,4,0.000144,0.095268,0.127202,1.345629,2.902524,0.992733,0.625718,0.039029,6.654081,-0.365788,0,3.896978,0.719536,0.712348,stable,0.003715,-0.008240,0.400000,0.400000,0.001000,0.127202,1.345629,0,0
16.300000,-0.008120,0.992063,0.000738,0.133052,1,0.000139,0.061443,0.128144,1.347540,2.873188,0.992739,0.610535,0.011150,6.654081,0.441243,0,3.856861,0.718885,0.712483,stable,0.002863,0.005988,0.400000,0.400000,0.001000,0.128144,1.347540,0,0
16.400000,-0.048364,0.990669,-0.001126,0.134870,2,0.000123,0.068326,0.129784,1.348932,2.872489,0.992739,0.638625,0.036738,6.654081,-0.338253,0,3.896978,0.718251,0.712609,stable,0.003204,0.028466,0.400000,0.400000,0.001000,0.129784,1.348932,0,0
16.500000,-0.031790,0.989045,-0.000660,0.132938,4,0.000122,0.073389,0.127971,1.349538,2.987292,0.992715,0.640709,0.032085,6.654081,0.068828,0,3.937938,0.718155,0.712727,stable,0.005347,0.005644,0.400000,0.400000,0.001000,0.127971,1.349538,0,0
16.600000,-0.047747,0.987842,0.000771,0.133438,4,0.000121,0.066768,0.128499,1.348971,2.853344,0.992743,0.628660,0.036479,6.509478,0.050636,0,3.948222,0.717568,0.712840,stable,0.005536,-0.022291,0.400000,0.400000,0.001000,0.128499,1.348971,0,0
16.700000,-0.034342,0.987566,-0.000122,0.132352,4,0.000122,0.080921,0.127683,1.347522,2.801897,0.992753,0.627083,0.030832,6.509478,-0.066209,0,3.958559,0.717336,0.712945,stable,0.003456,-0.027376,0.400000,0.400000,0.001000,0.127683,1.347522,0,0
16.800000,-0.056009,0.988351,-0.000927,0.133265,4,0.000124,0.063063,0.128393,1.345485,2.786327,0.992757,0.636874,0.043214,6.509478,0.141523,0,3.968089,0.717092,0.713047,stable,0.001068,-0.020490,0.400000,0.400000,0.001000,0.128393,1.345485,0,0
16.900000,-0.058306,0.989907,-0.000145,0.132278,4,0.000130,0.059029,0.127523,1.342970,2.779002,0.992758,0.634568,0.037727,6.509478,-0.178577,0,3.958559,0.716646,0.713145,stable,-0.000643,-0.015018,0.400000,0.400000,0.001000,0.127523,1.342970,0,0
17,-0.042987,0.991674,0.001125,0.132303,1,0.000123,0.039094,0.127564,1.340123,2.746032,0.992765,0.617498,0.031939,6.509478,-0.040340,0,3.948222,0.715886,0.713236,stable,-0.001826,-0.014608,0.400000,0.400000,0.001000,0.127564,1.340123,0,0
17.100000,-0.044060,0.993071,0.001760,0.133316,4,0.000131,0.060826,0.128377,1.337193,2.741404,0.992766,0.628572,0.032663,6.371681,-0.199350,0,3.958559,0.715285,0.713317,stable,-0.002916,-0.017659,0.400000,0.400000,0.001000,0.128377,1.337193,0,0
17.200000,-0.043808,0.993711,0.001528,0.133256,4,0.000130,0.051435,0.128325,1.334481,2.720284,0.992770,0.635910,0.028611,6.371681,0.217315,0,3.968089,0.715126,0.713392,stable,-0.004199,-0.018068,0.400000,0.400000,0.001000,0.128325,1.334481,0,0
17.300000,-0.028157,0.993500,0.000636,0.133107,4,0.000130,0.056213,0.128272,1.332287,2.701255,0.992774,0.657245,0.026519,6.371681,-0.093904,0,3.977665,0.714690,0.713464,stable,-0.005451,-0.010524,0.400000,0.400000,0.001000,0.128272,1.332287,0,0
17.400000,-0.057030,0.992622,-0.000378,0.133948,4,0.000130,0.054141,0.128975,1.330874,2.692031,0.992776,0.700746,0.041181,6.371681,0.047781,0,3.982229,0.714110,0.713532,stable,-0.006030,0.002548,0.400000,0.400000,0.001000,0.128975,1.330874,0,0
17.500000,-0.070110,0.991442,-0.000915,0.132917,1,0.000130,0.043407,0.127909,1.330407,2.717402,0.992771,0.724997,0.042827,6.371681,-0.020719,0,3.977665,0.713696,0.713594,stable,-0.005522,0.006113,0.400000,0.400000,0.001000,0.127909,1.330407,0,0
17.600000,-0.035908,0.990387,-0.000722,0.132516,4,0.000130,0.033037,0.127622,1.330891,2.671066,0.992780,0.711035,0.023846,6.240985,-0.107342,0,3.968089,0.712964,0.713650,stable,-0.004751,-0.009674,0.400000,0.400000,0.001000,0.127622,1.330891,0,0
17.700000,-0.048780,0.989817,-0.000417,0.133981,4,0.000153,0.059624,0.129031,1.332226,2.729971,0.992768,0.714414,0.034242,6.240985,-0.103698,0,3.977665,0.712258,0.713697,stable,-0.005296,-0.014552,0.400000,0.400000,0.001000,0.129031,1.332226,0,0
17.800000,-0.039442,0.989924,-0.000649,0.133422,4,0.000130,0.070998,0.128363,1.334415,2.693832,0.992776,0.727518,0.034147,6.240985,0.265866,0,3.968089,0.711560,0.713732,stable,-0.006209,0.006380,0.400000,0.400000,0.001000,0.128363,1.334415,0,0
17.900000,-0.022546,0.990647,0.000063,0.132876,1,0.000125,0.047554,0.127961,1.337203,2.649333,0.992785,0.741640,0.025686,6.240985,0.113742,0,3.977665,0.711272,0.713764,stable,-0.005382,0.000494,0.400000,0.400000,0.001000,0.127961,1.337203,0,0
18,-0.072036,0.991674,0.001567,0.132297,2,0.000123,0.136809,0.127741,1.339947,2.633415,0.992788,0.757525,0.050871,6.240985,-0.234441,0,3.982229,0.710953,0.713794,stable,-0.005073,-0.001118,0.400000,0.400000,0.001000,0.127741,1.339947,0,0
18.100000,-0.059845,0.992522,-0.000127,0.129657,2,0.000124,0.103000,0.125417,1.342726,2.729947,0.992768,0.741035,0.042489,6.116419,0.892549,0,3.977665,0.710340,0.713821,stable,-0.004910,0.026270,0.400000,0.400000,0.001000,0.125417,1.342726,0,0
18.200000,-0.019511,0.992728,-0.001621,0.130908,2,0.000124,0.084274,0.126440,1.345571,2.678956,0.992779,0.751587,0.024427,6.116419,-0.338086,0,3.968089,0.709828,0.713844,stable,-0.002539,0.004445,0.400000,0.400000,0.001000,0.126440,1.345571,0,0
18.300000,-0.036664,0.992063,0.000375,0.134276,2,0.000124,0.143692,0.129116,1.347717,2.683914,0.992778,0.772539,0.031015,6.116419,-0.187264,0,3.977665,0.709516,0.713864,stable,-0.002053,-0.025036,0.400000,0.400000,0.001000,0.129116,1.347717,0,0
18.400000,-0.064728,0.990669,0.000506,0.133500,4,0.000130,0.059250,0.128510,1.349055,2.694587,0.992775,0.796152,0.040164,6.116419,0.594177,0,3.982229,0.709032,0.713884,stable,-0.003975,-0.021803,0.400000,0.400000,0.001000,0.128510,1.349055,0,0
18.500000,-0.048301,0.989045,0.000383,0.132055,2,0.000124,0.054308,0.127281,1.349586,2.665041,0.992781,0.793575,0.029409,6.116419,-0.844415,0,3.977665,0.709059,0.713900,stable,-0.005540,-0.025562,0.400000,0.400000,0.001000,0.127281,1.349586,0,0
18.600000,-0.044756,0.987842,0.001337,0.133248,4,0.000134,0.057567,0.128346,1.349016,2.679206,0.992779,0.799206,0.023828,5.996111,-0.049426,0,3.982229,0.708790,0.713919,stable,-0.007331,-0.025304,0.400000,0.400000,0.001000,0.128346,1.349016,0,0
18.700000,-0.047968,0.987566,0.000479,0.133036,4,0.000132,0.072361,0.128264,1.347538,2.635850,0.992787,0.827771,0.033991,5.996111,0.032595,0,3.986804,0.708528,0.713934,stable,-0.009012,-0.006547,0.400000,0.400000,0.001000,0.128264,1.347538,0,0
18.800000,-0.054430,0.988351,-0.000739,0.133262,4,0.000133,0.057054,0.128300,1.345433,2.621849,0.992790,0.839017,0.035728,5.996111,0.147938,0,3.989368,0.708169,0.713951,stable,-0.009091,0.013257,0.400000,0.400000,0.001000,0.128300,1.345433,0,0
18.900000,-0.069305,0.989907,-0.000650,0.133270,1,0.000132,0.051193,0.128167,1.342835,2.608687,0.992793,0.854011,0.038573,5.996111,-0.153070,0,3.986804,0.707786,0.713967,stable,-0.007564,0.018427,0.400000,0.400000,0.001000,0.128167,1.342835,0,0
19,-0.057621,0.991674,0.000001,0.132359,4,0.000132,0.067878,0.127461,1.339916,2.597975,0.992795,0.866695,0.032633,5.996111,-0.058609,0,3.982229,0.707198,0.713982,stable,-0.005695,0.007830,0.400000,0.400000,0.001000,0.127461,1.339916,0,0
19.100000,-0.039540,0.993071,0.000237,0.133166,4,0.000134,0.040820,0.128220,1.336953,2.598033,0.992795,0.867875,0.021969,5.880658,0.166853,0,3.977665,0.707357,0.713991,stable,-0.004777,-0.010163,0.400000,0.400000,0.001000,0.128220,1.336953,0,0
19.200000,-0.042342,0.993711,-0.000132,0.134311,4,0.000150,0.072742,0.129177,1.334282,2.582872,0.992798,0.892401,0.025916,5.880658,-0.270585,0,3.982229,0.707155,0.714008,stable,-0.005360,-0.028297,0.400000,0.400000,0.001000,0.129177,1.334282,0,0
19.300000,-0.057110,0.993500,-0.000641,0.133740,4,0.000124,0.038166,0.128706,1.332205,2.574830,0.992800,0.901558,0.029330,5.880658,0.319220,0,3.986804,0.706585,0.714022,stable,-0.007381,-0.036712,0.400000,0.400000,0.001000,0.128706,1.332205,0,0
