event_type,t_start,t_end,metric,value,severity,scale
anomaly,102,105,S(t),6.162614,medium,
anomaly,107,109,S(t),5.682529,medium,
anomaly,199,201,S(t),5.618653,medium,
anomaly,204,206,S(t),5.726739,medium,
anomaly,209,211,S(t),4.708636,medium,
anomaly,299,301,S(t),7.562525,medium,
anomaly,304,306,S(t),6.164563,medium,
anomaly,309,312,S(t),5.664693,medium,
anomaly,310,312,S(t),5.039951,medium,
anomaly,400,403,S(t),12.240737,high,
anomaly,401,403,S(t),8.285085,medium,
anomaly,405,408,S(t),7.195619,medium,
anomaly,406,408,S(t),6.193997,medium,
anomaly,410,413,S(t),6.294644,medium,
anomaly,411,413,S(t),5.711108,medium,
anomaly,52,98,A_mean(t),4.135285,low,
anomaly,53,97,A_mean(t),3.917413,low,
anomaly,54,96,A_mean(t),3.631278,low,
anomaly,100,149,A_mean(t),8.581999,medium,
anomaly,101,150,A_mean(t),8.581999,medium,
anomaly,102,150,A_mean(t),7.609801,medium,
anomaly,104,146,A_mean(t),6.334680,medium,
anomaly,105,145,A_mean(t),5.775505,medium,
anomaly,106,144,A_mean(t),5.226410,medium,
anomaly,107,143,A_mean(t),4.715272,medium,
anomaly,108,142,A_mean(t),4.257336,low,
anomaly,152,198,A_mean(t),4.303378,low,
anomaly,153,197,A_mean(t),4.016732,low,
anomaly,154,197,A_mean(t),3.703865,low,
anomaly,155,195,A_mean(t),3.394894,low,
anomaly,200,249,A_mean(t),8.581999,medium,
anomaly,201,250,A_mean(t),8.581999,medium,
anomaly,202,247,A_mean(t),7.793449,medium,
anomaly,203,246,A_mean(t),7.177045,medium,
anomaly,204,246,A_mean(t),6.585373,medium,
anomaly,205,245,A_mean(t),5.969056,medium,
anomaly,206,244,A_mean(t),5.370272,medium,
anomaly,207,243,A_mean(t),4.821573,medium,
anomaly,208,242,A_mean(t),4.336422,low,
anomaly,252,298,A_mean(t),4.051999,low,
anomaly,253,297,A_mean(t),3.790683,low,
anomaly,254,296,A_mean(t),3.522164,low,
anomaly,300,348,A_mean(t),9.468820,high,
anomaly,301,348,A_mean(t),9.468820,high,
anomaly,302,348,A_mean(t),9.075250,high,
anomaly,303,347,A_mean(t),8.347313,medium,
anomaly,304,347,A_mean(t),7.478079,medium,
anomaly,305,346,A_mean(t),6.615190,medium,
anomaly,306,345,A_mean(t),5.830946,medium,
anomaly,307,344,A_mean(t),5.150967,medium,
anomaly,308,343,A_mean(t),4.575215,medium,
anomaly,309,341,A_mean(t),4.092523,low,
anomaly,400,449,A_mean(t),10.086033,high,
anomaly,401,450,A_mean(t),10.086033,high,
anomaly,402,450,A_mean(t),9.505657,high,
anomaly,403,450,A_mean(t),8.667086,medium,
anomaly,404,447,A_mean(t),7.705802,medium,
anomaly,405,446,A_mean(t),6.771873,medium,
anomaly,406,445,A_mean(t),5.938045,medium,
anomaly,407,444,A_mean(t),5.224989,medium,
anomaly,408,443,A_mean(t),4.627452,medium,
anomaly,409,441,A_mean(t),4.130335,low,
anomaly,410,440,A_mean(t),3.716639,low,
anomaly,453,497,A_mean(t),3.657516,low,
anomaly,214,263,f_mean(t),2041.965763,high,
anomaly,215,264,f_mean(t),1732.000000,high,
anomaly,216,259,f_mean(t),951.935018,high,
anomaly,219,228,f_mean(t),35.011112,high,
anomaly,220,228,f_mean(t),32.199292,high,
anomaly,221,223,f_mean(t),7.556097,medium,
anomaly,225,228,f_mean(t),11.756804,high,
anomaly,226,228,f_mean(t),8.835468,medium,
anomaly,230,244,f_mean(t),55.069431,high,
anomaly,231,244,f_mean(t),47.176391,high,
anomaly,236,239,f_mean(t),10.345768,high,
anomaly,237,239,f_mean(t),7.526329,medium,
anomaly,241,244,f_mean(t),7.405943,medium,
anomaly,242,244,f_mean(t),6.021963,medium,
anomaly,300,302,f_mean(t),15.116970,high,
anomaly,304,307,f_mean(t),11.082345,high,
anomaly,305,307,f_mean(t),9.590597,high,
anomaly,309,313,f_mean(t),9.575797,high,
anomaly,310,313,f_mean(t),8.506792,medium,
anomaly,311,313,f_mean(t),6.680044,medium,
anomaly,402,451,f_mean(t),639.353990,high,
anomaly,403,452,f_mean(t),470.048215,high,
anomaly,404,451,f_mean(t),212.392197,high,
anomaly,407,441,f_mean(t),113.467247,high,
anomaly,411,414,f_mean(t),10.713764,high,
anomaly,412,414,f_mean(t),9.490201,high,
anomaly,181,221,entropy_S,17.287600,high,
anomaly,182,220,entropy_S,15.981234,high,
anomaly,185,217,entropy_S,12.416101,high,
anomaly,186,216,entropy_S,11.209832,high,
anomaly,190,211,entropy_S,7.732535,medium,
anomaly,199,201,entropy_S,3.493652,low,
anomaly,497,499,entropy_S,5.241381,medium,
anomaly,51,57,effort(t),12.987912,high,
anomaly,151,160,effort(t),14.551610,high,
anomaly,152,154,effort(t),8.866621,medium,
anomaly,53,102,mean_high_effort,7.177117,medium,
anomaly,54,103,mean_high_effort,6.051177,medium,
anomaly,55,104,mean_high_effort,4.965302,medium,
anomaly,56,85,mean_high_effort,4.190098,low,
anomaly,57,75,mean_high_effort,3.717072,low,
anomaly,58,65,mean_high_effort,3.350391,low,
anomaly,52,54,d_effort_dt,6.914694,medium,
anomaly,152,155,d_effort_dt,7.202841,medium,
anomaly,351,353,d_effort_dt,15.376000,high,
anomaly,451,453,d_effort_dt,8.305221,medium,
anomaly,199,248,mean_abs_error,157321.285714,high,
anomaly,200,249,mean_abs_error,135038.124154,high,
anomaly,201,250,mean_abs_error,128112.842646,high,
anomaly,202,251,mean_abs_error,81544.040192,high,
anomaly,203,252,mean_abs_error,57112.913479,high,
anomaly,204,253,mean_abs_error,46834.960447,high,
anomaly,205,254,mean_abs_error,35450.307070,high,
anomaly,206,255,mean_abs_error,26760.219600,high,
anomaly,207,256,mean_abs_error,20746.776114,high,
anomaly,208,257,mean_abs_error,15523.960124,high,
anomaly,209,258,mean_abs_error,12425.515020,high,
anomaly,210,259,mean_abs_error,8484.835526,high,
anomaly,211,260,mean_abs_error,6636.685281,high,
anomaly,212,261,mean_abs_error,5230.388613,high,
anomaly,213,262,mean_abs_error,4176.099608,high,
anomaly,214,263,mean_abs_error,3252.882856,high,
anomaly,215,264,mean_abs_error,2407.695577,high,
anomaly,216,265,mean_abs_error,2034.277480,high,
anomaly,217,266,mean_abs_error,1671.177835,high,
anomaly,218,267,mean_abs_error,1300.748273,high,
anomaly,219,268,mean_abs_error,991.114987,high,
anomaly,220,269,mean_abs_error,797.161424,high,
anomaly,221,270,mean_abs_error,714.007157,high,
anomaly,222,271,mean_abs_error,610.048089,high,
anomaly,223,271,mean_abs_error,444.892599,high,
anomaly,224,271,mean_abs_error,334.730607,high,
anomaly,225,271,mean_abs_error,288.459983,high,
anomaly,226,271,mean_abs_error,261.916879,high,
anomaly,227,271,mean_abs_error,219.434923,high,
anomaly,228,266,mean_abs_error,156.725280,high,
anomaly,229,266,mean_abs_error,118.653355,high,
anomaly,231,265,mean_abs_error,98.082002,high,
anomaly,232,260,mean_abs_error,79.999467,high,
anomaly,233,260,mean_abs_error,57.469734,high,
anomaly,234,260,mean_abs_error,44.869348,high,
anomaly,235,260,mean_abs_error,41.110153,high,
anomaly,236,260,mean_abs_error,36.784230,high,
anomaly,237,260,mean_abs_error,30.600037,high,
anomaly,238,255,mean_abs_error,23.090377,high,
anomaly,239,255,mean_abs_error,18.508260,high,
anomaly,240,255,mean_abs_error,16.969573,high,
anomaly,241,255,mean_abs_error,14.747390,high,
anomaly,242,255,mean_abs_error,12.222165,high,
anomaly,243,254,mean_abs_error,10.021370,high,
anomaly,244,254,mean_abs_error,8.960602,medium,
anomaly,245,254,mean_abs_error,7.631150,medium,
anomaly,246,254,mean_abs_error,6.757010,medium,
anomaly,249,252,mean_abs_error,5.329828,medium,
anomaly,300,349,mean_abs_error,31.825082,high,
anomaly,301,350,mean_abs_error,32.022717,high,
anomaly,302,351,mean_abs_error,20.653714,high,
anomaly,303,349,mean_abs_error,17.943284,high,
anomaly,304,310,mean_abs_error,5.376683,medium,
anomaly,305,310,mean_abs_error,4.873608,medium,
anomaly,312,315,mean_abs_error,6.956358,medium,
anomaly,313,315,mean_abs_error,6.370402,medium,
anomaly,403,451,mean_abs_error,16.801034,high,
anomaly,404,451,mean_abs_error,15.359192,high,
anomaly,405,417,mean_abs_error,9.746779,high,
anomaly,409,411,mean_abs_error,6.300121,medium,
harmonic_emergence,10,110,S(t),1,low,
harmonic_emergence,20,120,S(t),5,medium,
harmonic_emergence,30,130,S(t),3,medium,
harmonic_emergence,40,140,S(t),2,medium,
harmonic_emergence,110,210,S(t),1,low,
harmonic_emergence,120,220,S(t),4,medium,
harmonic_emergence,130,230,S(t),2,medium,
harmonic_emergence,140,240,S(t),1,low,
harmonic_emergence,150,250,S(t),2,medium,
harmonic_emergence,200,300,S(t),1,low,
harmonic_emergence,210,310,S(t),3,medium,
harmonic_emergence,220,320,S(t),5,medium,
harmonic_emergence,230,330,S(t),2,medium,
harmonic_emergence,240,340,S(t),3,medium,
harmonic_emergence,250,350,S(t),4,medium,
harmonic_emergence,260,360,S(t),1,low,
harmonic_emergence,310,410,S(t),2,medium,
harmonic_emergence,320,420,S(t),3,medium,
harmonic_emergence,330,430,S(t),5,medium,
harmonic_emergence,340,440,S(t),5,medium,
harmonic_emergence,350,450,S(t),3,medium,
harmonic_emergence,360,460,S(t),2,medium,
harmonic_emergence,390,490,S(t),1,low,
fractal_pattern,100,200,C(t),0.850685,medium,10/100
fractal_pattern,150,250,C(t),0.859083,medium,10/100
fractal_pattern,200,300,C(t),0.864658,medium,10/100
fractal_pattern,250,350,C(t),0.868893,medium,10/100
fractal_pattern,300,400,C(t),0.872465,medium,10/100
fractal_pattern,350,450,C(t),0.875752,medium,10/100
fractal_pattern,100,200,A_mean(t),0.893527,medium,10/100
fractal_pattern,200,300,A_mean(t),0.910418,high,10/100
fractal_pattern,300,400,A_mean(t),0.919922,high,10/100
